Sample,,,,,,,SOTALOL HYDROCHLORIDE Results,,IS_SPARTEINE Results,,GALANTAMINE Results,,NALOXONE HYDROCHLORIDE Results,,FENSPIRIDE HYDROCHLORIDE Results,,PIDOTIMOD Results,,CLONIDINE HYDROCHLORIDE Results,,SUMATRIPTAN SUCCINATE Results,,NEOSTIGMINE BROMIDE Results,,TINIDAZOLE Results,,ROXATIDINE ACETATE HYDROCHLORIDE Results,,IS_EMETINE Results,,FAMCICLOVIR Results,,ZIDOVUDINE [AZT] Results,,IS_CAFFEINE Results,,IS_YOHIMBINE Results,,IS_SULFAMETHOXAZOLE Results,,BRIVUDINE Results,,DIACETAMATE Results,,IS_EYTHROMYCINE Results,,VILAZODONE HYDROCHLORIDE Results,,PHENAZOPYRIDINE HYDROCHLORIDE Results,,OMEPRAZOLE Results,,DILTIAZEM HYDROCHLORIDE Results,,PERICIAZINE Results,,PANTOPRAZOLE Results,,ERGOTAMINE TARTRATE Results,,FLUOXETINE Results,,RAMIPRIL Results,,BENAZEPRIL HYDROCHLORIDE Results,,ENTACAPONE Results,,METAXALONE Results,,MEBENDAZOLE Results,,RILUZOLE Results,,CETIRIZINE HYDROCHLORIDE Results,,QUINAPRIL HYDROCHLORIDE Results,,DICYCLOMINE HYDROCHLORIDE Results,,PRANOPROFEN Results,,FAMPROFAZONE Results,,TOLAZAMIDE Results,,BISACODYL Results,,CARISOPRODOL Results,,TRANDOLAPRIL Results,,KETOROLAC TROMETHAMINE Results,,VORICONAZOLE Results,,TELMISARTAN Results,,GRISEOFULVIN Results,,RAMELTEON Results,,IS_MIFEPRISTONE Results,,BICALUTAMIDE Results,,LOSARTAN Results,,IRBESARTAN Results,,EZETIMIBE Results,,REPAGLINIDE Results,,DEFLAZACORT Results,,ARTEMISININ Results,,SULFASALAZINE Results,,NITRENDIPINE Results,,DIFLORASONE DIACETATE Results,,VALSARTAN Results,,RACECADOTRIL Results,,LEVONORGESTREL Results,,ETODOLAC Results,,TRANILAST Results,,OXAPROZIN Results,,PACLITAXEL Results,,CYPROTERONE ACETATE Results,,INDOMETHACIN Results,,NORETHINDRONE ACETATE Results,,NATEGLINIDE Results,,DANAZOL Results,,IS_IPRIFLAVONE Results,,RITONAVIR Results,,LOVASTATIN Results,
,!,MZ009F-Plate1-L010-OD333-T02,MZ009F-Plate1-L010-OD333-T02.d,Sample,,10/20/2017 9:14 AM,0.986,2296104,1.042,3027335,1.064,3640882,1.165,3430015,1.165,4795487,1.299,243862,1.187,7440784,1.243,3025601,1.176,1836364,1.668,874181,1.791,1341107,1.623,3981139,1.970,7811397,1.881,6494,1.993,1061983,1.970,9942347,2.227,4154281,2.082,21289,2.350,27700,2.462,2075721,2.563,6045295,2.597,5978547,2.899,6093238,2.820,16274007,2.832,9412327,3.111,12479541,3.156,90140,3.167,4275409,3.391,21822465,3.492,1275766,3.525,719725,3.492,3336338,3.603,3705837,3.626,6014409,3.592,6836702,3.592,9577398,3.682,3828,3.637,3599611,3.693,13721483,3.693,25601847,4.017,5002,3.738,1344172,3.715,9999969,3.771,3627483,3.805,3605272,3.760,7931842,3.816,11792185,3.872,12407229,3.850,6922606,3.973,666468,4.006,9341058,4.073,19325460,4.107,226424,4.129,19221577,4.152,12448906,4.196,2384,4.398,44577,4.342,1651578,4.353,9940395,4.420,7582405,4.398,1286207,4.431,12671588,4.465,1331726,4.398,244349,4.487,16136356,4.577,271195,4.588,10850565,4.610,2524983,4.666,10834060,4.800,8362148,4.767,14256,4.778,14189176,4.868,11401838,5.013,4162521
,!,MZ009F-Plate1-L011-OD333-T02,MZ009F-Plate1-L011-OD333-T02.d,Sample,,10/20/2017 9:21 AM,0.988,2186881,1.044,2821602,1.066,3248476,1.167,3338912,1.167,4789279,1.312,230233,1.189,7064490,1.245,2940025,1.178,1911339,1.682,877051,1.805,2155373,1.637,3852047,1.973,6067005,2.028,8351,1.995,1076830,1.973,8737007,2.241,4053996,2.096,19097,2.364,14089,2.465,2216490,2.577,4900765,2.599,5854165,2.901,5581639,2.823,14663310,2.845,8767274,3.114,11514297,3.158,108128,3.170,3974163,3.396,20120363,3.494,1229104,3.528,830910,3.494,3010863,3.606,3319933,3.628,5977706,3.595,6177594,3.595,8796360,3.695,2669,3.639,3633167,3.684,12871955,3.695,22633428,4.009,5043,3.740,1378840,3.718,9804516,3.785,3966631,3.807,3603721,3.763,7594737,3.818,10966333,3.874,11165977,3.852,6663988,3.975,647260,4.020,8677807,4.087,17730602,4.109,156464,4.143,17107245,4.154,11964159,4.210,2683,4.411,106928,4.355,1458275,4.367,8603970,4.423,7039684,4.400,1202816,4.434,11659152,4.467,1374038,4.411,251551,4.501,14047718,4.579,237511,4.602,9900107,4.613,2395594,4.669,10136100,4.803,8240335,4.781,13625,4.781,12373435,4.870,9923131,5.027,3840530
,!,MZ009F-Plate1-L012-OD333-T02,MZ009F-Plate1-L012-OD333-T02.d,Sample,,10/20/2017 9:27 AM,0.966,2323287,1.045,2839223,1.056,4132379,1.157,3052518,1.168,4075953,1.302,206860,1.179,6261548,1.235,2765283,1.179,1938665,1.671,894837,1.794,1356345,1.626,3385265,1.973,6996965,2.018,4311,1.996,1020801,1.973,8580250,2.231,3937444,2.074,18929,2.354,15538,2.465,1917346,2.566,4407322,2.600,5342562,2.902,5280847,2.823,13650653,2.835,8566996,3.103,10853490,3.159,74829,3.170,3960673,3.383,18850837,3.484,1139551,3.528,674736,3.484,3067089,3.607,3285480,3.629,5169074,3.595,6235361,3.602,8354482,3.718,6105,3.629,3095296,3.685,12287812,3.685,23893011,4.043,3814,3.741,1285811,3.718,9155322,3.774,3414523,3.797,3230680,3.752,7547040,3.819,10339404,3.875,10512409,3.842,5684017,3.976,605784,4.009,7927392,4.076,17626531,4.099,173085,4.132,16718327,4.155,11552762,4.166,5205,4.401,81195,4.345,1461132,4.356,9037465,4.412,6675470,4.401,1109713,4.423,11047055,4.457,1129482,4.401,221642,4.490,13553667,4.580,235918,4.591,9276626,4.602,2118454,4.658,9303485,4.792,7375576,4.781,9983,4.770,11549527,4.871,9770529,5.016,3629224
,!,MZ009F-Plate1-L013-OD333-T02,MZ009F-Plate1-L013-OD333-T02.d,Sample,,10/20/2017 9:34 AM,0.986,2186416,1.042,2832561,1.064,3107100,1.165,3246432,1.165,4484144,1.299,221409,1.187,6859970,1.243,2957632,1.187,1877950,1.680,910520,1.803,1517371,1.646,3749136,1.970,7033378,1.881,14292,1.993,1152871,1.970,8892202,2.239,4177761,2.094,18389,2.362,17270,2.474,2036605,2.575,5245374,2.597,5926610,2.899,5461596,2.821,14320147,2.843,8822743,3.112,11433290,3.156,69281,3.168,4057246,3.397,20147516,3.492,1229688,3.526,756913,3.503,3045904,3.615,3524176,3.626,5825766,3.604,6095627,3.593,9060543,3.705,1809,3.637,3565913,3.693,12861297,3.693,22625486,4.029,3825,3.749,1331258,3.727,9477380,3.783,3738265,3.805,3636542,3.760,8049750,3.828,10654873,3.884,10839009,3.850,6496813,3.984,628890,4.018,8563806,4.085,18086892,4.107,149782,4.141,17587507,4.163,12692592,4.577,3825,4.409,56400,4.353,1478518,4.365,8798193,4.420,6988799,4.398,1248225,4.432,11501292,4.476,1357017,4.409,247034,4.499,14060021,4.577,245701,4.599,9972728,4.622,2402242,4.667,10374138,4.801,7870501,4.767,9897,4.778,12519695,4.868,9615339,5.025,3763844
,!,MZ009F-Plate1-L014-OD333-T02,MZ009F-Plate1-L014-OD333-T02.d,Sample,,10/20/2017 9:40 AM,0.966,2214282,1.033,2854541,1.055,3350367,1.156,3106939,1.156,4280586,1.301,199794,1.178,6410788,1.234,2706629,1.178,1784780,1.671,842892,1.805,1259856,1.626,3279528,1.973,7124375,1.872,6483,1.995,999191,1.973,8896045,2.230,4066782,2.085,19971,2.353,15761,2.465,1915943,2.577,4677753,2.599,5468888,2.901,5252493,2.823,14089874,2.834,8677200,3.114,10976573,3.159,88902,3.170,4035642,3.382,19237864,3.494,1184395,3.517,631208,3.494,3247172,3.606,3548388,3.628,5449516,3.584,6442646,3.595,8922277,3.684,1037,3.640,3226695,3.684,12676364,3.696,24366124,4.031,3551,3.740,1287373,3.718,9335423,3.774,3361305,3.807,3179007,3.751,7492772,3.819,10494958,3.875,10572103,3.841,6385399,3.975,616808,4.009,8117188,4.076,17503288,4.098,200333,4.132,16775138,4.154,11436030,4.546,10801,4.210,2807,4.344,1447244,4.356,9177703,4.423,6726358,4.400,1040885,4.434,11308436,4.467,1172666,4.400,220059,4.490,13959644,4.579,245459,4.591,9470481,4.613,2193046,4.669,9580630,4.792,7315875,4.770,6761,4.770,12438451,4.870,9755189,5.016,3845823
,!,MZ009F-Plate1-L015-OD333-T02,MZ009F-Plate1-L015-OD333-T02.d,Sample,,10/20/2017 9:47 AM,0.987,2226674,1.054,2951597,1.077,3168349,1.166,3166387,1.177,4041454,1.300,216264,1.189,6293408,1.256,2770529,1.189,1794049,1.681,757280,1.804,1103424,1.647,3380267,1.972,6936158,2.028,9509,1.994,1045222,1.972,8381089,2.240,3913525,2.095,16876,2.363,17039,2.475,1917739,2.576,4605662,2.612,5562235,2.900,5320458,2.822,13795347,2.844,8255736,3.113,10885343,3.158,81547,3.180,3878379,3.392,19344715,3.493,1186441,3.527,694317,3.493,3156508,3.616,3430574,3.627,5690922,3.594,6024484,3.594,8760737,3.471,2185,3.639,3553770,3.683,12159924,3.695,22037519,3.661,2272,3.739,1319249,3.717,9307783,3.773,3880939,3.806,3431910,3.762,7613253,3.818,10411647,3.874,10509371,3.851,7016398,3.974,626171,4.019,8084527,4.075,16998184,4.108,184043,4.131,16377131,4.153,12072011,4.578,4766,4.411,50193,4.355,1357288,4.366,8400168,4.422,6694216,4.399,996811,4.433,10980381,4.478,1307114,4.411,234437,4.500,13346848,4.578,239919,4.601,9526049,4.612,2244989,4.668,9851827,4.802,7737627,4.791,5575,4.780,12521109,4.869,9337415,5.026,3590296
,!,MZ009F-Plate1-L016-OD333-T02,MZ009F-Plate1-L016-OD333-T02.d,Sample,,10/20/2017 9:53 AM,0.986,2379615,1.053,3132732,1.064,3812375,1.165,3171368,1.165,4269929,1.299,221665,1.187,6682441,1.243,2830083,1.176,2063394,1.669,821555,1.792,1330290,1.624,3545261,1.971,7298366,1.881,6264,1.993,1015522,1.971,9275356,2.228,4000434,2.071,22240,2.351,19385,2.463,1900639,2.575,4844155,2.597,5653639,2.899,5395927,2.821,14659484,2.832,8887154,3.112,11439400,3.145,86207,3.168,3916849,3.391,19718827,3.492,1199567,3.526,675525,3.492,3192423,3.604,3576802,3.626,5710090,3.593,6449893,3.593,8924160,3.693,3874,3.637,3347627,3.693,12572923,3.693,24389957,4.018,4988,3.738,1264732,3.716,9010905,3.772,3444160,3.805,3368199,3.761,7215195,3.816,10873101,3.872,11247254,3.839,6876522,3.973,641937,4.007,8471832,4.074,20472755,4.107,76167,4.130,18748079,4.152,13526424,4.208,2972,4.409,42972,4.342,1476502,4.353,9598565,4.421,7100386,4.398,996067,4.432,12090360,4.465,1232720,4.398,208655,4.488,14665496,4.577,255518,4.588,10181441,4.611,2309210,4.667,10052825,4.790,8169176,4.767,5484,4.779,13409475,4.868,10106163,5.014,4115257
,!,MZ009F-Plate1-L017-OD333-T02,MZ009F-Plate1-L017-OD333-T02.d,Sample,,10/20/2017 10:00 AM,0.987,2443029,1.043,3197546,1.076,3776446,1.166,3441617,1.166,4852445,1.300,242739,1.188,7122476,1.244,3064895,1.188,1962126,1.680,832316,1.803,1219580,1.647,3770524,1.971,7141455,1.882,6043,1.994,1041699,1.971,9009599,2.240,3927145,2.083,20765,2.363,15754,2.475,1992513,2.575,4911972,2.598,6069029,2.900,5779304,2.821,14817510,2.844,8923950,3.112,11928731,3.157,57707,3.168,4000256,3.403,21158788,3.493,1307944,3.526,785967,3.493,3146432,3.616,3509539,3.627,6097466,3.593,6059247,3.593,8977789,3.694,1603,3.638,3869080,3.683,12939214,3.694,22487249,4.019,4521,3.739,1386675,3.716,9992159,3.784,4133111,3.806,3975405,3.761,8019996,3.817,11805927,3.884,12002445,3.851,5778735,3.974,660975,4.019,9239974,4.086,19471147,4.108,105070,4.142,18928075,4.164,13503023,4.209,8345,4.410,64791,4.354,1575631,4.365,8495725,4.421,7168793,4.399,1007511,4.432,12244841,4.466,1444456,4.410,240128,4.500,14829143,4.578,252779,4.600,10675166,4.611,2473092,4.667,10877467,4.802,8694239,4.779,11963,4.779,12363455,4.869,10211786,5.025,3923947
,!,MZ009F-Plate1-L018-OD333-T02,MZ009F-Plate1-L018-OD333-T02.d,Sample,,10/20/2017 10:06 AM,0.977,2525795,1.055,2861177,1.066,4872717,1.167,2991085,1.167,4112083,1.301,193758,1.189,5839667,1.245,2684578,1.178,1939623,1.670,837906,1.793,1281122,1.625,3034110,1.972,6603969,2.017,4116,1.995,928905,1.972,8239691,2.230,3798921,2.084,18613,2.353,18831,2.465,1715768,2.565,4271357,2.599,5180840,2.901,4970684,2.811,13082611,2.834,7803578,3.113,10471937,3.147,64041,3.169,3699676,3.393,18231827,3.483,1099841,3.527,608000,3.483,3263751,3.606,3416905,3.628,4875533,3.594,6459281,3.594,8466941,3.706,1006,3.628,3257078,3.684,11979074,3.684,24050892,3.997,3475,3.740,1296340,3.706,9141924,3.773,3335890,3.796,3140761,3.751,7702597,3.818,10209564,3.874,10316493,3.841,5491405,3.964,585959,4.008,7586655,4.075,17197929,4.098,163868,4.131,16129258,4.154,11376134,4.378,2194,4.400,42691,4.344,1332196,4.355,8663268,4.411,6285570,4.400,1047075,4.422,11155756,4.456,1123792,4.400,213299,4.489,13099653,4.579,233759,4.590,9194533,4.601,2060791,4.668,9206186,4.791,7674936,4.769,9142,4.769,10649051,4.870,9394556,5.015,3870608
,!,MZ009F-Plate1-L019-OD333-T02,MZ009F-Plate1-L019-OD333-T02.d,Sample,,10/20/2017 10:12 AM,0.995,2529998,1.051,3372430,1.084,4259088,1.174,3196481,1.174,4285466,1.308,221890,1.196,6577393,1.252,2897548,1.185,1910479,1.677,925768,1.800,1683391,1.644,3437025,1.979,6857666,2.024,4829,2.002,1015421,1.979,8602585,2.237,3896299,2.091,20935,2.371,18320,2.471,1986694,2.572,4612176,2.625,5648248,2.908,5316333,2.829,14055404,2.841,8586327,3.120,11365430,3.154,90278,3.176,3838919,3.389,20088988,3.490,1250182,3.534,741582,3.501,3086683,3.613,3406641,3.635,5734150,3.601,6174715,3.590,8884274,3.702,5486,3.635,3709340,3.691,12618335,3.702,22500464,4.027,3777,3.747,1383864,3.724,9729592,3.780,3994390,3.814,3662373,3.758,7979137,3.825,10884550,3.881,11088075,3.848,6282860,3.982,634174,4.015,8511822,4.082,16914136,4.105,194632,4.138,16569049,4.161,11855669,4.217,13109,4.407,54969,4.351,1437552,4.362,8503779,4.418,6764012,4.407,954983,4.440,11288346,4.474,1312449,4.407,245639,4.496,13321062,4.586,245835,4.597,9525156,4.619,2233193,4.664,9637664,4.798,8015202,4.765,15397,4.776,11615457,4.877,9767028,5.022,3760098
!,!,MZ009F-Plate1-L020-OD333-T02,MZ009F-Plate1-L020-OD333-T02.d,Sample,,10/20/2017 10:19 AM,0.975,2648907,1.042,3148398,1.064,5001572,1.165,3203578,1.165,4200206,1.299,220051,1.187,6521778,1.243,2870717,1.176,2054173,1.668,902036,1.803,1421830,1.624,3498231,1.970,7116717,2.015,6020,1.993,1023707,1.970,9304527,2.228,4071540,2.082,19603,2.362,17288,2.463,1919418,2.575,4786448,2.625,5703364,2.899,5448502,2.821,14442244,2.832,8785106,3.112,11451239,3.156,63011,3.167,3932156,3.402,19823536,3.492,1179357,3.525,721001,3.492,3127615,3.604,3571246,3.626,5562346,3.593,6563458,3.593,9050815,3.682,1535,3.637,3368194,3.693,12717116,3.693,24261705,4.018,4367,3.738,1238696,3.716,9012248,3.772,3438166,3.805,3317778,3.749,7480962,3.816,10906557,3.872,10955512,3.839,6269393,3.973,639063,4.006,8453899,4.074,17505291,4.107,242488,4.130,17037326,4.152,11227754,,,4.398,101704,4.342,1501135,4.353,9433245,4.420,7004556,4.398,1110516,4.432,12249199,4.465,1215206,4.398,240052,4.488,14334950,4.577,248442,4.588,10008315,4.611,2277973,4.667,9839763,4.790,8414782,4.778,11670,4.778,12308589,4.868,10217146,5.013,4293099
,!,MZ009F-Plate1-L021-OD333-T02,MZ009F-Plate1-L021-OD333-T02.d,Sample,,10/20/2017 10:25 AM,0.985,2331154,1.041,2959047,1.074,2935650,1.175,3314017,1.175,4358670,1.309,221787,1.186,6419909,1.253,2785227,1.186,1918203,1.679,1047590,1.802,2572772,1.645,3092073,1.969,6891716,2.025,7735,1.992,1058375,1.981,8590927,2.238,3789369,2.092,19848,2.327,14881,2.473,2049147,2.574,5043960,2.596,6630789,2.898,5322003,2.820,13611384,2.842,9019541,3.111,11071504,3.166,99755,3.166,4277572,3.396,19263964,3.491,1199345,3.524,832739,3.491,3042075,3.614,3230153,3.625,6014107,3.603,6407372,3.603,8522356,3.692,3091,3.636,3620178,3.692,12272544,3.692,22232198,4.028,3698,3.748,1302253,3.726,9464518,3.782,3879725,3.804,3609026,3.759,8189668,3.815,10662464,3.882,10446839,3.849,5679224,3.983,628666,4.017,8206447,4.084,17120532,4.106,168443,4.140,16234687,4.151,12095508,4.207,2058,4.408,158654,4.352,1641230,4.363,8367675,4.419,6810479,4.397,1435154,4.431,11170451,4.464,1324914,4.408,264076,4.498,15193013,4.576,231709,4.598,10257598,4.610,2975627,4.666,10988368,4.800,8406440,4.777,21130,4.777,13005623,4.867,10081376,5.024,3788926
,!,MZ009F-Plate1-L022-OD333-T02,MZ009F-Plate1-L022-OD333-T02.d,Sample,,10/20/2017 10:32 AM,0.985,2204384,1.053,2922774,1.075,3372349,1.164,3335323,1.164,4395917,1.310,225257,1.187,6337703,1.243,2805590,1.187,1878784,1.679,928402,1.802,1737391,1.623,3789998,1.970,6976750,1.791,8154,1.992,1032057,1.970,9232667,2.227,4311439,2.082,22232,2.362,15842,2.462,1930722,2.574,5401646,2.596,5594586,2.899,5255710,2.820,14218646,2.831,8744063,3.111,11260425,3.156,91591,3.167,3890528,3.391,19359051,3.491,1176971,3.525,667479,3.491,3320965,3.603,3470671,3.626,5623187,3.592,6353037,3.592,8568271,3.693,4297,3.637,3403528,3.693,12577238,3.693,24646827,4.017,3497,3.738,1301272,3.715,9363673,3.771,3552222,3.805,3418977,3.760,7336645,3.816,10805465,3.872,11154736,3.849,6328188,3.973,633916,4.017,8068367,4.073,17547974,4.107,189934,4.129,16477638,4.151,11556608,4.565,14699,4.398,83882,4.342,1430267,4.353,9077842,4.420,6611505,4.398,973091,4.431,11962000,4.465,1185611,4.398,218437,4.487,13434341,4.577,231813,4.588,9491926,4.610,2086178,4.666,9469596,4.789,7671393,4.778,12529,4.778,12433387,4.867,9390718,5.024,4005465
!,!,MZ009F-Plate1-L023-OD333-T02,MZ009F-Plate1-L023-OD333-T02.d,Sample,,10/20/2017 10:38 AM,0.984,2111226,1.052,2631745,1.074,3433780,1.175,3262646,1.175,4521271,1.309,218644,1.197,6116254,1.253,2716843,1.186,1760888,1.678,938696,1.801,1498392,1.645,3617254,1.969,6713910,2.036,6396,2.003,1035478,1.980,8544493,2.237,3878361,2.092,17542,2.327,18740,2.472,1893745,2.573,4850577,2.595,5480914,2.909,5175964,2.819,13462250,2.842,8514016,3.110,10781479,3.166,77399,3.177,3832744,3.401,18932930,3.490,1168159,3.524,716395,3.502,3118126,3.613,3323655,3.636,5472763,3.602,6130737,3.591,8615344,3.703,3682,3.636,3553064,3.692,12241069,3.692,21917275,4.005,3998,3.737,1346015,3.714,9323074,3.781,3847849,3.804,3478753,3.759,7566037,3.815,10313921,3.882,10347707,3.848,6166044,3.971,613262,4.016,7863010,4.083,16761142,4.106,163493,4.139,16032413,4.150,11937580,,,4.408,63763,4.352,1316708,4.363,8461811,4.419,6396462,4.397,1122916,4.430,10775766,4.475,1279582,4.408,220709,4.497,12625438,4.576,236254,4.598,9206108,4.609,2098154,4.665,9350453,4.799,7420517,4.766,12640,4.777,11243060,4.866,9049482,5.023,3574977
,!,MZ009F-Plate1-L024-OD333-T02,MZ009F-Plate1-L024-OD333-T02.d,Sample,,10/20/2017 10:45 AM,0.974,2422693,1.041,3075062,1.063,3957498,1.164,3287177,1.164,4467098,1.298,218950,1.175,6928786,1.242,2884214,1.175,1820692,1.668,852688,1.791,1368373,1.623,3794620,1.970,7563436,1.880,7229,1.992,1006835,1.970,9221131,2.227,3846109,2.082,21379,2.361,17761,2.462,2052648,2.574,4841931,2.596,5628289,2.898,5465000,2.820,14844901,2.831,8967105,3.111,11605471,3.156,100879,3.167,4046550,3.402,20166216,3.491,1244858,3.525,668192,3.491,3022891,3.603,3495608,3.625,5737681,3.592,6442081,3.592,8896408,3.715,1843,3.637,3331489,3.692,12836831,3.692,24505181,4.017,4031,3.737,1253220,3.715,9279350,3.771,3294217,3.804,3438782,3.760,7349362,3.816,10827940,3.871,11120800,3.849,6653593,3.972,638771,4.006,8778989,4.073,20882773,4.095,94858,4.129,19215222,4.151,13726565,4.207,9421,4.397,57544,4.353,1509938,4.353,9762837,4.420,7420372,4.397,1071234,4.431,12063738,4.464,1283538,4.397,232974,4.487,14711812,4.576,266581,4.599,10203817,4.610,2292813,4.666,10362416,4.789,8148721,4.789,6061,4.778,13029079,4.867,10404326,5.024,4363942
,!,MZ009F-Plate1-L025-OD333-T02,MZ009F-Plate1-L025-OD333-T02.d,Sample,,10/20/2017 10:51 AM,0.986,2079917,1.053,2569311,1.064,3328439,1.165,3143934,1.176,4350358,1.299,201626,1.187,6262010,1.254,2642931,1.187,1682615,1.679,841509,1.802,1435225,1.646,3300349,1.970,6898972,1.892,5337,1.993,974548,1.981,8007394,2.239,4083099,2.093,17756,2.373,14210,2.474,2198485,2.574,4864454,2.597,5610614,2.910,5174485,2.821,13711389,2.843,7943212,3.111,10363691,3.156,122810,3.179,3798785,3.398,18923959,3.492,1228891,3.525,674382,3.503,2968987,3.615,3505332,3.626,5720303,3.604,6077552,3.604,8946684,3.693,2511,3.637,3460563,3.693,11938876,3.693,21720932,4.006,3219,3.738,1260294,3.716,9282499,3.771,3565757,3.805,3432185,3.760,7692756,3.816,10107479,3.872,10124014,3.850,5171975,3.973,620846,4.018,8069194,4.074,18097842,4.107,98355,4.129,16717294,4.152,12563840,4.197,14348,4.409,43751,4.353,1447054,4.364,8569496,4.420,6612652,4.398,1179372,4.431,11027257,4.465,1257486,4.398,239757,4.499,13370781,4.577,228670,4.599,9256681,4.610,2287473,4.666,9856105,4.801,7667490,4.767,11540,4.778,10283631,4.868,8835847,5.024,3846717
,!,MZ009F-Plate1-L026-OD333-T02,MZ009F-Plate1-L026-OD333-T02.d,Sample,,10/20/2017 10:57 AM,0.964,2355605,1.042,2742403,1.054,4267402,1.154,3155550,1.154,4699424,1.300,211880,1.177,6614666,1.244,2710618,1.165,1595775,1.669,970043,1.792,1550782,1.624,3571124,1.971,7506314,2.027,5768,1.993,1009051,1.971,9226563,2.228,4233049,2.072,19865,2.351,17305,2.463,1963579,2.575,4797199,2.597,6118125,2.899,5512461,2.821,14674362,2.832,8357994,3.112,10808826,3.157,79996,3.168,3912599,3.381,19322842,3.492,1223440,3.526,721022,3.492,3060637,3.604,3639554,3.627,5630182,3.593,6110984,3.593,8975576,3.683,3418,3.638,3316438,3.683,12429592,3.694,23837864,4.018,4407,3.739,1247669,3.716,9047627,3.772,3457841,3.806,3457813,3.761,7293117,3.817,10505003,3.873,10895192,3.839,6071111,3.973,643894,4.007,8539634,4.074,19234125,4.097,137820,4.130,17436739,4.152,12673552,4.197,2650,4.399,68043,4.343,1526741,4.354,9548907,4.421,7030164,4.399,1277066,4.432,11951177,4.466,1204281,4.399,230661,4.488,14810729,4.578,249824,4.589,9502150,4.611,2312652,4.667,10336257,4.790,8148191,4.779,9577,4.779,11068940,4.868,9575122,5.014,4215200
,!,MZ009F-Plate1-L027-OD333-T02,MZ009F-Plate1-L027-OD333-T02.d,Sample,,10/20/2017 11:04 AM,0.998,2150292,1.065,2793287,1.077,3754286,1.177,3172948,1.177,4781334,1.312,216524,1.200,6771582,1.256,2751521,1.188,1847704,1.681,974916,1.804,1747553,1.647,3277819,1.972,7355031,2.027,4801,1.994,1004185,1.972,8638027,2.240,4142576,2.095,18206,2.374,20282,2.475,2017763,2.576,4905567,2.598,6106662,2.900,5603262,2.822,14528813,2.844,8189914,3.113,10771646,3.157,85597,3.169,3781321,3.404,19725740,3.493,1280163,3.527,764781,3.493,3176573,3.616,3655754,3.627,5851065,3.594,6042714,3.594,9170217,3.694,1735,3.638,3632710,3.694,12000361,3.694,21457643,4.030,4508,3.739,1296577,3.717,9250522,3.773,3849688,3.806,3722390,3.762,7861577,3.817,10640505,3.873,10865076,3.851,6004222,3.974,644186,4.019,8627274,4.075,16996065,4.108,243065,4.142,16491201,4.153,12221751,4.567,3792,4.399,79108,4.354,1469942,4.354,8786931,4.422,6704089,4.399,1441418,4.433,11487517,4.466,1303850,4.399,230248,4.500,13909023,4.578,241216,4.601,9234481,4.612,2337362,4.668,10129948,4.802,7944487,4.780,13036,4.780,11092574,4.869,9298138,5.026,3767155
,!,MZ009F-Plate1-L028-OD333-T02,MZ009F-Plate1-L028-OD333-T02.d,Sample,,10/20/2017 11:10 AM,0.975,2320290,1.053,3000229,1.064,3935283,1.165,3183481,1.165,4513355,1.299,211288,1.187,6814707,1.243,2772598,1.176,1849939,1.668,1011744,1.792,1927870,1.624,3389044,1.971,7582741,1.892,17835,1.993,1048119,1.971,8980173,2.228,4373596,2.094,18115,2.351,18778,2.463,1986977,2.575,4683443,2.597,6221331,2.899,5596425,2.821,14722532,2.832,8560540,3.112,11250604,3.156,97836,3.168,3912013,3.391,19333107,3.492,1238970,3.526,740967,3.492,3022138,3.604,3658977,3.626,5700576,3.593,6173478,3.593,8904216,3.693,1579,3.637,3341785,3.693,12741984,3.693,23945390,4.018,4014,3.738,1237473,3.716,9129882,3.772,3494757,3.805,3464309,3.760,7426801,3.816,10684911,3.872,10977979,3.839,5956047,3.973,659453,4.007,8604928,4.074,17226121,4.107,264421,4.130,16564438,4.152,11195918,4.197,1231,4.398,82535,4.342,1574786,4.353,9588855,4.421,7069317,4.398,1604957,4.421,12265975,4.465,1205573,4.398,234608,4.488,14855543,4.577,254638,4.588,9765851,4.611,2280203,4.667,10518759,4.790,8344759,4.767,14919,4.779,11221228,4.868,10015686,5.013,4362188
,!,MZ009F-Plate1-L029-OD333-T02,MZ009F-Plate1-L029-OD333-T02.d,Sample,,10/20/2017 11:17 AM,0.987,2309613,1.054,2751842,1.065,3417563,1.166,3216384,1.166,4895351,1.300,234813,1.188,6843079,1.244,2811412,1.177,1648605,1.680,1019018,1.803,1965750,1.647,3808474,1.971,7221807,1.882,7556,1.994,1105217,1.971,9018933,2.240,4303821,2.094,19510,2.363,18498,2.475,2058688,2.575,5258975,2.598,6073770,2.900,5584787,2.821,14713708,2.844,8485984,3.112,10577154,3.157,98723,3.179,3803601,3.403,19719954,3.493,1303850,3.526,827944,3.493,3096660,3.616,3671122,3.627,5939131,3.593,6172186,3.593,9247613,3.694,6922,3.638,3709176,3.694,12178217,3.694,21530383,4.018,4954,3.739,1308453,3.716,9489118,3.772,3843523,3.806,3688001,3.761,8125023,3.817,10630932,3.873,10787981,3.851,6049525,3.974,659632,4.018,8824474,4.074,17384826,4.108,222479,4.142,16634159,4.153,12063319,4.220,8661,4.399,94731,4.354,1547541,4.354,8723663,4.421,6944734,4.399,1469017,4.432,11742426,4.466,1349729,4.399,242196,4.500,14318157,4.578,250204,4.600,9412416,4.611,2484561,4.667,10453793,4.802,8024321,4.779,13657,4.779,11208617,4.869,9416066,5.025,4003359
