Sample,,,,,,,SOTALOL HYDROCHLORIDE Results,,IS_SPARTEINE Results,,GALANTAMINE Results,,NALOXONE HYDROCHLORIDE Results,,FENSPIRIDE HYDROCHLORIDE Results,,PIDOTIMOD Results,,CLONIDINE HYDROCHLORIDE Results,,SUMATRIPTAN SUCCINATE Results,,NEOSTIGMINE BROMIDE Results,,TINIDAZOLE Results,,ROXATIDINE ACETATE HYDROCHLORIDE Results,,IS_EMETINE Results,,FAMCICLOVIR Results,,ZIDOVUDINE [AZT] Results,,IS_CAFFEINE Results,,IS_YOHIMBINE Results,,IS_SULFAMETHOXAZOLE Results,,BRIVUDINE Results,,DIACETAMATE Results,,IS_EYTHROMYCINE Results,,VILAZODONE HYDROCHLORIDE Results,,PHENAZOPYRIDINE HYDROCHLORIDE Results,,OMEPRAZOLE Results,,DILTIAZEM HYDROCHLORIDE Results,,PERICIAZINE Results,,PANTOPRAZOLE Results,,ERGOTAMINE TARTRATE Results,,FLUOXETINE Results,,RAMIPRIL Results,,BENAZEPRIL HYDROCHLORIDE Results,,ENTACAPONE Results,,METAXALONE Results,,MEBENDAZOLE Results,,RILUZOLE Results,,CETIRIZINE HYDROCHLORIDE Results,,QUINAPRIL HYDROCHLORIDE Results,,DICYCLOMINE HYDROCHLORIDE Results,,PRANOPROFEN Results,,FAMPROFAZONE Results,,TOLAZAMIDE Results,,BISACODYL Results,,CARISOPRODOL Results,,TRANDOLAPRIL Results,,KETOROLAC TROMETHAMINE Results,,VORICONAZOLE Results,,TELMISARTAN Results,,GRISEOFULVIN Results,,RAMELTEON Results,,IS_MIFEPRISTONE Results,,BICALUTAMIDE Results,,LOSARTAN Results,,IRBESARTAN Results,,EZETIMIBE Results,,REPAGLINIDE Results,,DEFLAZACORT Results,,ARTEMISININ Results,,SULFASALAZINE Results,,NITRENDIPINE Results,,DIFLORASONE DIACETATE Results,,VALSARTAN Results,,RACECADOTRIL Results,,LEVONORGESTREL Results,,ETODOLAC Results,,TRANILAST Results,,OXAPROZIN Results,,PACLITAXEL Results,,CYPROTERONE ACETATE Results,,INDOMETHACIN Results,,NORETHINDRONE ACETATE Results,,NATEGLINIDE Results,,DANAZOL Results,,IS_IPRIFLAVONE Results,,RITONAVIR Results,,LOVASTATIN Results,
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
,!,MZ009F-Plate1-L048-OD333-T08,MZ009F-Plate1-L048-OD333-T08.d,Sample,,10/18/17 18:26,0.976,2933437,1.054,2194440,1.065,4373720,1.166,3864124,1.166,5281534,1.311,294829,1.188,8231580,1.255,3518112,1.177,2646254,1.68,14518,1.826,53596,1.58,4494386,1.983,7231548,2.027,4316,2.005,1296996,1.971,9962864,2.24,4199432,2.094,26979,2.374,26369,2.475,2059423,2.575,5904161,2.598,5468686,2.911,4718356,2.822,17035673,2.844,9979328,3.124,10527184,3.18,50409,3.168,4791550,3.403,22747837,3.504,1489294,3.538,137366,3.504,3436656,3.616,3653370,3.638,7361511,3.605,6687846,3.605,9952144,3.705,5051,3.649,4111182,3.705,13454863,3.705,24087143,4.019,6368,3.75,1597436,3.728,10409097,3.784,4709381,3.817,4453782,3.773,8510593,3.828,12561153,3.884,12366067,3.862,7969768,3.985,817319,4.019,10734925,4.097,21357713,4.119,133283,4.153,21036387,4.164,14367110,4.231,3392,4.421,10526,4.365,1134298,4.365,11327324,4.433,9151391,4.41,4492,4.444,12085440,4.489,1787878,4.41,353992,4.511,16330130,4.589,326610,4.612,11215103,4.623,3563671,4.679,10316838,4.813,10037652,4.69,5033,4.791,13697142,4.88,11413416,5.037,4370183
!,!,MZ009F-Plate1-L049-OD333-T08,MZ009F-Plate1-L049-OD333-T08.d,Sample,,10/18/17 18:33,0.983,5624630,1.039,6366043,1.072,6140325,1.173,3630194,1.173,4795721,1.319,286656,1.184,9004741,1.251,3767886,1.184,3044852,1.688,86955,2.057,43698,1.576,4523733,1.979,8199364,1.788,25188,2.001,1354773,1.967,11887026,2.236,4274855,2.09,27626,2.37,26729,2.46,2495470,2.572,3642068,2.594,5077591,2.907,5027950,2.818,18184765,2.829,9714553,3.12,11537003,3.198,44533,3.165,4586279,3.411,25172657,3.5,1553049,3.534,110857,3.5,3607919,3.612,3874506,3.634,7601449,3.601,6651598,3.601,10327805,3.702,7548,3.646,4017604,3.702,14131148,3.702,27844373,4.004,6372,3.746,1621408,3.724,10642968,3.78,4528866,3.813,4598847,3.769,7997348,3.825,13790323,3.881,14787758,3.858,8703892,3.981,864594,4.015,11929590,4.082,23372078,4.115,213925,4.149,23022598,4.16,14585601,,,4.418,12771,4.362,1051218,4.362,13655311,4.429,10649937,4.115,12185,4.44,13562018,4.473,1846078,4.406,315453,4.507,18469109,4.585,352801,4.608,11933797,4.619,3333679,4.675,9917899,4.809,11928191,4.697,6513,4.787,12534013,4.876,11959511,5.033,4393590
,!,MZ009F-Plate1-L050-OD333-T08,MZ009F-Plate1-L050-OD333-T08.d,Sample,,10/18/17 18:39,0.985,5433384,1.053,5460045,1.075,5666320,1.176,3302309,1.176,4739353,1.321,247961,1.198,7769244,1.254,3423976,1.198,2607007,1.69,82683,1.847,10743,1.59,3884332,1.981,6698260,1.892,6864,2.003,1287266,1.97,10142452,2.238,4326609,2.104,25187,2.373,21390,2.473,2360902,2.574,4467649,2.596,5914502,2.91,4649783,2.82,16394942,2.842,9162724,3.122,10116156,3.178,47782,3.178,4371328,3.408,22711851,3.503,1449378,3.536,117726,3.503,3522009,3.626,3658450,3.637,7148959,3.603,6686760,3.603,9829209,3.693,1830,3.648,4074990,3.704,13327249,3.704,23496460,4.017,6083,3.76,1533097,3.726,9865222,3.782,4574928,3.816,4221378,3.76,8651438,3.827,12135200,3.883,12177927,3.861,7816310,3.984,800664,4.028,10315743,4.095,18378217,4.118,353783,4.151,19304066,4.163,12250741,4.23,6211,4.42,10518,4.364,1100439,4.364,11171049,4.431,8586159,4.118,25463,4.442,11537868,4.487,1712045,4.409,332186,4.509,15859860,4.588,304593,4.61,11011404,4.632,3098879,4.677,9748977,4.811,9956970,4.8,12496,4.789,12362283,4.879,10906824,5.035,4061519
!,!,MZ009F-Plate1-L051-OD333-T08,MZ009F-Plate1-L051-OD333-T08.d,Sample,,10/18/17 18:46,0.964,4043890,1.031,4973256,1.053,5984858,1.154,3470623,1.154,4812581,1.299,243321,1.176,7434304,1.243,3163719,1.176,2227834,1.668,93654,1.825,19339,1.579,4071865,1.971,6667150,1.803,26066,1.993,1271447,1.971,10325346,2.239,4400463,2.094,25903,2.373,22852,2.474,1747891,2.575,5617865,2.597,5815553,2.91,4404630,2.821,16230951,2.832,9952580,3.123,9527394,3.212,66141,3.168,4857777,3.403,21487243,3.503,1387661,3.537,112277,3.503,3614522,3.615,4045672,3.637,6655680,3.604,7088659,3.604,9954424,3.705,4280,3.637,3690028,3.705,13730099,3.705,26290067,4.007,7204,3.749,1460837,3.727,9927807,3.783,3995750,3.816,3972209,3.76,8605740,3.828,11924441,3.884,11820915,3.85,7327668,3.973,833990,4.018,9926428,4.085,18283801,4.107,317716,4.152,18580447,4.163,11173977,,,4.409,11928,4.353,1195544,4.365,11765378,4.432,8868179,4.118,15708,4.432,11819260,4.476,1534795,4.398,338147,4.499,17075499,4.588,318739,4.6,11809797,4.622,3330947,4.678,10549948,4.801,10207285,4.958,2854,4.779,13999196,4.879,11677658,5.025,4846951
,!,MZ009F-Plate1-L052-OD333-T08,MZ009F-Plate1-L052-OD333-T08.d,Sample,,10/18/17 18:52,0.987,2388533,1.054,3344567,1.065,3299477,1.166,3511891,1.166,5061445,1.311,227684,1.188,7173862,1.255,2941950,1.177,2102312,1.68,68338,2.061,30778,1.58,4029481,1.982,6370389,2.038,7697,2.005,1300646,1.971,9779337,2.24,4279611,2.094,25675,2.374,31755,2.475,1792422,2.575,6609689,2.598,6098478,2.911,4231507,2.821,15856800,2.844,9802379,3.123,8985051,3.191,27065,3.168,5430011,3.403,20484295,3.504,1355776,3.537,90613,3.504,3587088,3.616,3827744,3.638,7198357,3.605,6818703,3.605,9490221,3.627,967,3.649,3823320,3.705,13902946,3.705,22915734,4.03,5319,3.75,1433037,3.728,9605224,3.784,4278942,3.817,3842403,3.772,8979455,3.828,11453366,3.884,11163163,3.862,7079516,3.985,792429,4.03,9283840,4.097,17580827,4.119,219084,4.153,18798516,4.164,11952116,4.231,3583,4.41,7902,4.365,1181455,4.365,10447068,4.432,7867363,4.119,13819,4.444,11127520,4.477,1562227,4.41,341442,4.511,15718052,4.589,307679,4.611,10801809,4.623,3484051,4.679,10108116,4.813,9204792,4.79,11579,4.79,13315396,4.88,11073933,5.037,4362253
!,!,MZ009F-Plate1-L053-OD333-T08,MZ009F-Plate1-L053-OD333-T08.d,Sample,,10/18/17 18:59,0.973,2408553,1.062,3084181,1.074,3403906,1.163,3506813,1.163,5089351,1.308,223967,1.185,7065970,1.241,2869583,1.185,1927869,1.678,102811,2.058,28948,1.577,4039822,1.98,6898241,2.024,8329,1.991,1245173,1.968,10012821,2.237,4466508,2.08,23631,2.36,24330,2.472,1811320,2.573,5932598,2.595,5663717,2.908,4123880,2.819,15730704,2.83,9771132,3.121,8827214,3.177,31090,3.166,5143352,3.4,20063321,3.501,1355373,3.535,97149,3.501,3410307,3.613,4030785,3.635,6470821,3.591,6793338,3.602,9602896,3.714,6177,3.647,3476382,3.703,13479440,3.703,25542622,4.005,4956,3.747,1387776,3.725,9786252,3.781,3728299,3.814,3774200,3.759,8648987,3.826,11329725,3.882,11163806,3.859,7627143,3.982,818579,4.016,9406719,4.083,17963894,4.117,272591,4.15,17561371,4.161,10917353,,,4.385,9760,4.351,1141671,4.363,11267108,4.43,8501157,4.117,16670,4.441,11506157,4.475,1412839,4.407,330334,4.497,16525767,4.586,312383,4.598,10763781,4.62,3273812,4.676,10060619,4.81,9627156,4.844,10859,4.788,13795961,4.877,11467577,5.034,4755182
!,!,MZ009F-Plate1-L054-OD333-T08,MZ009F-Plate1-L054-OD333-T08.d,Sample,,10/18/17 19:05,0.999,2294286,1.055,3777301,1.078,3509464,1.178,3790014,1.178,5276235,1.313,257997,1.201,7675773,1.257,3167683,1.189,2065772,1.682,74256,2.062,31010,1.581,4222469,1.984,6613990,1.771,14444,2.006,1372807,1.973,10575803,2.241,4687269,2.096,27386,2.375,34280,2.476,1875624,2.565,6139471,2.599,5712224,2.912,4360584,2.823,16568682,2.834,10105787,3.125,9762768,3.181,47260,3.17,5010480,3.407,21813458,3.505,1449221,3.539,87811,3.505,3813606,3.617,3977678,3.639,7584166,3.606,6884973,3.606,10094946,3.707,7938,3.651,3889583,3.707,14156314,3.707,23446839,4.02,4911,3.751,1566592,3.729,10008265,3.785,4299501,3.818,4145350,3.762,8839034,3.83,12009050,3.886,11943605,3.863,8394970,3.986,817508,4.02,9653563,4.087,17768779,4.12,316664,4.154,18885925,4.165,12206756,,,4.411,9421,4.355,1176207,4.367,11134487,4.434,7924637,4.132,15021,4.445,11579862,4.478,1602165,4.411,326560,4.512,15543458,4.59,293639,4.613,10766300,4.624,3325161,4.68,10181112,4.814,9310937,4.848,9479,4.792,13807510,4.881,10709624,5.038,4408767
,!,MZ009F-Plate1-L055-OD333-T08,MZ009F-Plate1-L055-OD333-T08.d,Sample,,10/18/17 19:11,0.974,2316567,1.041,1670112,1.064,3701450,1.164,3642769,1.153,5076677,1.299,235746,1.176,7094666,1.243,2983928,1.176,1625506,1.679,65746,1.825,15733,1.578,3543801,1.97,6572227,2.015,2448,1.992,1225277,1.97,9816230,2.238,4327731,2.082,22876,2.361,26340,2.473,2231877,2.574,5709165,2.596,5705913,2.91,4199956,2.82,15731164,2.831,9728169,3.122,9102564,3.189,55155,3.167,5137802,3.402,20911601,3.503,1355498,3.536,83014,3.503,3808253,3.614,3982934,3.637,6362015,3.592,7112976,3.603,9859504,3.715,2120,3.637,3596872,3.704,13751292,3.704,26341572,4.017,4853,3.749,1505164,3.726,9904595,3.782,4028661,3.816,3806664,3.76,8412827,3.827,11385210,3.883,11632559,3.849,7110464,3.984,794014,4.017,9299125,4.084,18206157,4.118,236423,4.151,18291068,4.163,11211674,4.599,1479,4.409,10626,4.353,1066983,4.364,11091373,4.431,8226492,4.118,13752,4.431,11200376,4.476,1450343,4.409,304706,4.498,16052047,4.588,304251,4.599,10583456,4.621,3136408,4.666,9529716,4.8,9461509,4.856,26071,4.778,13270840,4.879,10957894,5.024,4622075
!,!,MZ009F-Plate1-L056-OD333-T08,MZ009F-Plate1-L056-OD333-T08.d,Sample,,10/18/17 19:18,0.986,2348387,1.053,2989596,1.064,3673619,1.165,3513923,1.165,5237259,1.31,248199,1.187,7330142,1.254,3089158,1.187,2124603,1.68,99169,1.825,29564,1.579,3816043,1.982,6747851,2.038,4613,2.004,1225636,1.97,9246034,2.239,4273515,2.094,27030,2.373,18204,2.474,1839050,2.575,5472356,2.597,5698160,2.91,4297153,2.821,15684251,2.832,9340375,3.123,9370492,3.212,37093,3.167,4938665,3.406,21312579,3.503,1421907,3.537,108912,3.503,3658213,3.615,3728715,3.637,7045655,3.604,6626431,3.604,9621436,3.704,4820,3.649,3795915,3.704,13008463,3.704,23482312,4.029,4487,3.749,1548858,3.727,9872085,3.783,4285944,3.816,4075529,3.76,8342971,3.828,11603913,3.883,11313003,3.861,7297096,3.984,787012,4.018,9354151,4.096,19003380,4.118,138304,4.152,18633776,4.163,13108955,,,4.42,10455,4.365,1080712,4.376,10560833,4.432,7913487,4.118,9220,4.443,11128551,4.488,1600186,4.409,331375,4.51,15078063,4.588,283117,4.611,10056388,4.633,3153118,4.678,9293422,4.812,8884317,4.98,3399,4.79,12360524,4.879,10185946,5.036,4217848
,!,MZ009F-Plate1-L057-OD333-T08,MZ009F-Plate1-L057-OD333-T08.d,Sample,,10/18/17 19:24,0.964,5591488,1.031,5639268,1.054,5856661,1.166,3533072,1.166,4934612,1.311,285668,1.188,8488605,1.244,3534893,1.177,2762314,1.68,81707,2.072,27657,1.568,4024148,1.971,8012161,1.882,7479,1.993,1394279,1.971,11422440,2.24,4399047,2.083,27170,2.363,26654,2.463,2257422,2.564,3658800,2.598,5376371,2.911,5010322,2.81,17821011,2.833,8988991,3.123,10624069,3.191,67146,3.168,4607570,3.392,24015737,3.504,1600172,3.526,110533,3.493,3623867,3.616,4114895,3.638,7434824,3.604,7215839,3.604,10774873,3.694,3315,3.638,3891931,3.705,14131548,3.705,27788869,4.018,6052,3.75,1548978,3.728,10885830,3.783,4266737,3.817,4513684,3.761,8316443,3.828,13171913,3.884,13658140,3.862,8259212,3.985,864006,4.018,11451686,4.085,21923340,4.119,249803,4.153,21699354,4.164,13691296,3.94,970,4.41,12114,4.354,1045926,4.365,13005075,4.432,10043576,4.108,3743,4.432,13159006,4.477,1789275,4.399,336887,4.499,17578496,4.589,347942,4.6,11538006,4.622,3193774,4.667,9813624,4.801,11316353,4.801,17959,4.779,11920757,4.88,11495731,5.025,4371346
!,!,MZ009F-Plate1-L058-OD333-T08,MZ009F-Plate1-L058-OD333-T08.d,Sample,,10/18/17 19:31,0.978,4631097,1.045,5500741,1.067,6430058,1.168,3521812,1.168,4890541,1.313,267913,1.19,7994613,1.246,3532238,1.179,2500837,1.683,102972,1.839,25624,1.582,4573332,1.985,7020405,2.029,11095,2.007,1385810,1.973,10603295,2.242,4440626,2.096,27601,2.376,21658,2.477,2135529,2.566,5030617,2.589,6185757,2.913,4598824,2.824,17002268,2.835,9808350,3.126,10055508,3.171,61148,3.171,5035002,3.403,22603167,3.506,1460114,3.54,117583,3.506,3496640,3.618,3798865,3.64,7487917,3.607,6710688,3.607,9969367,3.73,12208,3.652,4090973,3.708,14079847,3.708,23906589,4.032,6634,3.752,1535904,3.73,10317079,3.786,4416134,3.819,4324866,3.763,9055443,3.831,12345797,3.887,12476571,3.864,8239472,3.987,818181,4.021,10612813,4.088,20078785,4.121,193102,4.155,20845340,4.166,13672613,,,4.412,12257,4.356,1198860,4.368,11510085,4.435,8847850,4.121,12802,4.446,11922986,4.479,1770696,4.412,366221,4.513,16417191,4.591,335379,4.614,11427872,4.625,3438423,4.681,10630702,4.815,10217859,4.815,9052,4.793,13637963,4.882,11929766,5.039,4514940
!,!,MZ009F-Plate1-L059-OD333-T08,MZ009F-Plate1-L059-OD333-T08.d,Sample,,10/18/17 19:37,0.962,3007498,1.041,3975818,1.052,5965621,1.152,3534421,1.152,4984365,1.298,243261,1.175,7501785,1.242,3177332,1.164,2399562,1.667,27533,2.047,28177,1.578,4270328,1.969,7121957,1.79,24412,1.992,1270926,1.969,10372901,2.238,4362543,2.092,25581,2.361,27769,2.473,1818038,2.573,6443758,2.596,6016626,2.909,4519134,2.819,13787465,2.831,10624803,3.121,9797926,3.2,45585,3.166,5433194,3.401,21702280,3.502,1474023,3.535,129496,3.502,3570039,3.614,4104831,3.636,6824460,3.603,7192726,3.603,10011606,3.703,5067,3.636,3674564,3.703,13809022,3.703,26071494,4.028,5659,3.748,1449099,3.726,9976032,3.782,4009650,3.815,4009886,3.759,8937011,3.826,11983276,3.882,11959811,3.86,7544544,3.983,861434,4.016,10106646,4.084,20583071,4.117,161492,4.151,19578096,4.162,12616484,,,4.408,11140,4.352,1221096,4.363,11686073,4.43,8984957,4.408,6358,4.442,11978954,4.475,1516496,4.408,327640,4.509,17541676,4.587,336223,4.609,11627219,4.621,3511332,4.677,10226889,4.811,10352369,4.8,15083,4.788,14231890,4.878,11943329,5.035,4982229
,!,MZ009F-Plate1-L060-OD333-T08,MZ009F-Plate1-L060-OD333-T08.d,Sample,,10/18/17 19:44,1,2426722,1.067,3411823,1.078,3301721,1.179,3517998,1.179,4936187,1.313,233624,1.201,7264105,1.257,3011338,1.19,2190489,1.682,135972,2.063,26330,1.582,4385562,1.984,6816144,1.805,21456,2.007,1335941,1.973,10044274,2.242,4348556,2.096,22362,2.376,21021,2.477,1794910,2.566,6415473,2.589,6167205,2.913,4204050,2.823,15991168,2.835,9869970,3.126,9270640,3.193,40497,3.17,5087123,3.405,20627437,3.506,1357494,3.539,142869,3.506,3376265,3.618,3717857,3.64,6968578,3.607,6596041,3.607,9396584,3.73,2710,3.651,3783906,3.707,13467117,3.707,22795415,4.02,5303,3.752,1476071,3.73,9568744,3.786,4233037,3.819,3933603,3.763,8889879,3.83,11439451,3.886,11222831,3.864,7410231,3.987,789343,4.02,9587798,4.088,18048306,4.121,246683,4.155,18891610,4.166,12342889,4.602,5764,4.412,11345,4.356,1172699,4.367,10809149,4.434,8506906,4.121,20828,4.446,11533378,4.479,1593623,4.412,346037,4.502,15850897,4.591,317285,4.602,10761883,4.625,3442038,4.681,10061988,4.815,9405047,4.692,4862,4.792,12866193,4.882,11119538,5.039,4452178
,!,MZ009F-Plate1-L061-OD333-T08,MZ009F-Plate1-L061-OD333-T08.d,Sample,,10/18/17 19:50,0.987,2437976,1.054,3120487,1.065,3473357,1.166,3656417,1.166,5153164,1.311,252644,1.188,7098307,1.244,3024769,1.177,1944972,1.669,141942,1.803,27334,1.58,4155992,1.971,7329193,1.792,16858,1.994,1200372,1.96,10308519,2.24,4542375,2.094,27660,2.374,14139,2.463,1594866,2.564,6701913,2.598,5918419,2.911,4288387,2.821,15972741,2.833,10365629,3.123,9680850,3.191,41680,3.168,5139897,3.403,21086759,3.504,1367181,3.537,121410,3.504,3773941,3.616,3928695,3.638,6664027,3.593,7273041,3.604,9796438,3.683,1831,3.638,3689124,3.705,13595265,3.694,26594218,4.007,4286,3.75,1444636,3.728,9857045,3.783,3989384,3.806,3848121,3.761,8746118,3.828,11494367,3.884,11962577,3.851,8041330,3.974,820151,4.018,9599060,4.086,18498223,4.108,224778,4.153,18586593,4.164,11671394,4.209,3012,4.41,10706,4.354,1125550,4.365,11365333,4.432,8606820,4.119,3049,4.432,11494365,4.477,1482285,4.399,314738,4.499,16777644,4.589,312381,4.6,11211414,4.623,3326481,4.667,10194442,4.802,9423178,4.846,9007,4.779,13977886,4.88,10652444,5.025,4661337
,!,MZ009F-Plate1-L062-OD333-T08,MZ009F-Plate1-L062-OD333-T08.d,Sample,,10/18/17 19:57,0.986,2149990,1.053,2892507,1.064,3310116,1.165,3687684,1.165,5170984,1.299,245777,1.187,7506497,1.254,3211868,1.187,1718074,1.679,46646,1.836,37238,1.579,4126163,1.981,6504353,1.814,22470,2.004,1412098,1.97,10128655,2.239,4727288,2.093,23107,2.373,19225,2.474,1958603,2.574,6331198,2.597,6298553,2.91,4274385,2.821,16276042,2.843,10013510,3.123,9517586,3.19,59299,3.178,5415312,3.406,21376333,3.503,1401218,3.536,81480,3.503,3691654,3.626,3969666,3.637,7352231,3.604,6791484,3.604,9783834,3.704,6621,3.648,3883264,3.704,14166476,3.704,23651806,4.029,4653,3.749,1503348,3.727,9740632,3.783,4241598,3.816,4091359,3.771,8928827,3.827,11832236,3.894,11500826,3.861,8117861,3.984,811203,4.029,9715729,4.096,17906934,4.118,253953,4.152,18911109,4.174,12227260,4.208,3786,4.42,6788,4.364,1084128,4.364,10715682,4.431,8331267,4.118,21180,4.443,11578234,4.487,1560428,4.42,324716,4.51,15672789,4.588,303779,4.61,10888023,4.622,3431893,4.678,10142512,4.812,9370702,4.845,4971,4.789,13857214,4.879,10902833,5.036,4244957
!,!,MZ009F-Plate1-L063-OD333-T08,MZ009F-Plate1-L063-OD333-T08.d,Sample,,10/18/17 20:03,0.985,2258098,1.052,2886438,1.074,3458057,1.164,3611074,1.164,4900711,1.309,226518,1.186,6920909,1.242,2929393,1.186,1955509,1.678,66341,2.059,26773,1.578,3637349,1.98,6725162,1.779,14973,1.992,1160955,1.969,9536063,2.238,4332958,2.081,22517,2.361,22201,2.473,1856118,2.573,5775562,2.596,5623517,2.909,3879263,2.82,15483246,2.831,9873311,3.122,8994624,3.211,33138,3.166,5061850,3.401,20554422,3.502,1365622,3.536,78833,3.502,3827726,3.614,3993699,3.636,6402692,3.603,7075655,3.603,9735775,3.692,2724,3.636,3663530,3.703,13402152,3.703,26357649,4.017,4259,3.748,1460913,3.726,9692793,3.782,4080755,3.815,3787482,3.759,8152428,3.826,11329366,3.882,11532966,3.86,7188894,3.983,806017,4.017,8972427,4.084,18410502,4.106,233825,4.151,18159405,4.162,11673644,,,4.408,9000,4.352,1040307,4.363,11020925,4.431,8172090,4.184,20412,4.442,11067319,4.475,1401380,4.408,282515,4.498,15861883,4.587,303068,4.598,10722132,4.621,3082776,4.677,9492301,4.8,9249534,4.677,2828,4.789,12947092,4.878,10522030,5.035,4474889
!,!,MZ009F-Plate1-L064-OD333-T08,MZ009F-Plate1-L064-OD333-T08.d,Sample,,10/18/17 20:09,0.996,2468829,1.064,3542911,1.075,3696503,1.175,3771593,1.175,5305550,1.31,264002,1.198,8027507,1.254,3329276,1.187,2457008,1.679,45750,1.836,22732,1.589,4359695,1.981,7062303,2.026,4662,2.003,1296740,1.97,10101087,2.238,4045566,2.104,24225,2.373,22126,2.473,2173322,2.574,5693600,2.596,5788461,2.91,4473183,2.82,16398782,2.842,10018729,3.122,9961838,3.178,55213,3.178,4732559,3.406,22928595,3.502,1514857,3.536,87869,3.514,3562046,3.626,3823334,3.648,7112674,3.603,6718960,3.614,10174967,3.704,3789,3.648,4234369,3.715,13296447,3.715,24261047,4.028,6515,3.76,1571821,3.726,10242789,3.793,4643768,3.816,4298771,3.771,8498028,3.827,12194398,3.894,12549805,3.86,8059253,3.984,790967,4.028,10510483,4.095,20389843,4.118,153406,4.151,20298644,4.163,13708240,,,4.42,11164,4.364,1087010,4.375,11151997,4.431,8739187,4.118,2992,4.442,11478655,4.487,1713188,4.409,330197,4.509,16332961,4.588,327486,4.61,10818528,4.632,3449282,4.677,9912156,4.811,9770566,4.856,10270,4.789,13409213,4.879,10659764,5.035,4176339
,!,MZ009F-Plate1-L065-OD333-T08,MZ009F-Plate1-L065-OD333-T08.d,Sample,,10/18/17 20:16,0.964,5283233,1.031,5492401,1.053,5777519,1.165,3342304,1.165,4669254,1.311,247343,1.188,8169319,1.244,3405556,1.176,2634912,1.68,25958,1.848,17185,1.579,3835615,1.982,7351075,2.027,9853,1.993,1411455,1.971,11019805,2.239,4272444,2.094,27388,2.362,29661,2.474,2299199,2.575,3600645,2.608,5277411,2.91,4560895,2.821,17420591,2.832,9442678,3.123,10121111,3.201,60537,3.168,4613446,3.403,23546236,3.503,1551210,3.537,59470,3.503,3822627,3.615,4191916,3.638,7277690,3.593,6962666,3.604,10452142,3.705,2158,3.638,3955974,3.705,14608099,3.694,27275107,4.018,5133,3.75,1563077,3.727,10287475,3.783,4368055,3.817,4339575,3.761,8155394,3.817,13062936,3.873,13500463,3.85,7970613,3.984,869098,4.018,10814954,4.085,22664473,4.108,137117,4.152,22088071,4.163,14371325,4.41,4058,4.398,10389,4.354,1017656,4.365,13074679,4.432,9504350,4.186,5437,4.432,12786777,4.477,1681900,4.398,301144,4.499,17086408,4.589,337758,4.6,11944400,4.622,3122511,4.667,10106083,4.801,10763581,4.801,14013,4.779,11792764,4.879,11512605,5.025,4397582
,!,MZ009F-Plate1-L066-OD333-T08,MZ009F-Plate1-L066-OD333-T08.d,Sample,,10/18/17 20:22,0.974,5756830,1.041,5739757,1.064,6043891,1.175,3450890,1.164,4771726,1.31,261614,1.187,8245009,1.254,3466938,1.187,2770249,1.679,54390,2.059,32570,1.589,4338389,1.981,6906257,1.891,8877,2.003,1393954,1.97,10749132,2.249,4369651,2.093,28233,2.372,27495,2.473,2063288,2.574,4968862,2.596,6221141,2.909,4721955,2.82,14073694,2.842,10315424,3.122,10494908,3.2,66449,3.167,4862182,3.402,24007585,3.502,1549722,3.536,95863,3.514,3660849,3.625,4040135,3.648,8072562,3.603,6758098,3.603,10316046,3.715,2781,3.648,4336215,3.704,14911636,3.704,24384253,4.017,4408,3.749,1589702,3.726,10448399,3.782,4835264,3.816,4501157,3.771,8955168,3.827,12991291,3.883,13124938,3.86,8490269,3.983,851453,4.028,11116875,4.095,20221625,4.118,223091,4.151,21541287,4.162,13397491,4.588,5738,4.42,9804,4.364,1224352,4.364,11653726,4.431,9046660,4.409,3271,4.442,12693150,4.487,1855530,4.409,324998,4.509,17118449,4.588,336711,4.61,12442237,4.632,3626690,4.677,11223653,4.811,10798564,4.811,10099,4.789,13701288,4.878,11808416,5.035,4464222
