Sample,Var2,Var3,Var4,Var5,Var6,Var7,IS_YOHIMBINEResults,Var13,FAMCICLOVIRResults,Var15,IS_CAFFEINEResults,Var17,IS_SULFAMETHOXAZOLEResults,Var19,DILTIAZEMHYDROCHLORIDEResults,Var23,DexamethasoneResults,Var29,NORETHINDRONEACETATEResults,Var37
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
!,!,MZ012D-P2-MV24A-T18,MZ012D-P2-MV24A-T18.d,Sample,,8/2/2018 10:33 PM,1.938,7721757,1.893,2747,1.938,723881,2.128,3345548,2.766,4183187,3.739,212102,4.578,15363
!,!,MZ012D-P2-MV24B-T18,MZ012D-P2-MV24B-T18.d,Sample,,8/2/2018 10:39 PM,1.957,8784716,1.935,8040,1.946,817182,2.159,3518545,2.785,4588299,3.759,186357,4.609,6040
!,!,MZ012D-P2-MV24C-T18,MZ012D-P2-MV24C-T18.d,Sample,,8/2/2018 10:46 PM,1.937,8093536,1.926,9028,1.937,742096,2.127,3334480,2.765,4270684,3.738,185116,,
!,!,MZ012D-P2-MV24D-T18,MZ012D-P2-MV24D-T18.d,Sample,,8/2/2018 10:52 PM,1.962,7277260,1.928,6933,1.950,675981,2.152,3097758,2.778,3929393,3.763,173446,4.590,3307
!,!,MZ012D-P2-MV25A-T18,MZ012D-P2-MV25A-T18.d,Sample,,8/2/2018 11:24 PM,1.938,6453113,1.927,10568,1.938,710259,2.128,2589790,2.755,4156299,3.728,282291,4.578,179502
!,!,MZ012D-P2-MV25B-T18,MZ012D-P2-MV25B-T18.d,Sample,,8/2/2018 11:31 PM,1.961,5812347,1.939,14578,1.961,613276,2.151,2469308,2.789,3765898,3.762,283946,4.601,47011
!,!,MZ012D-P2-MV25C-T18,MZ012D-P2-MV25C-T18.d,Sample,,8/2/2018 11:37 PM,1.937,5804083,1.926,13085,1.937,665752,2.127,2460463,2.754,3805257,3.738,261432,4.577,14427
!,!,MZ012D-P2-MV25D-T18,MZ012D-P2-MV25D-T18.d,Sample,,8/2/2018 11:44 PM,1.957,6714152,1.935,14586,1.957,734238,2.158,2731851,2.785,4302402,3.758,302658,4.597,7209
!,!,MZ012D-P2-MV26A-T18,MZ012D-P2-MV26A-T18.d,Sample,,8/2/2018 11:50 PM,1.937,7832502,1.926,42974,1.937,922497,2.127,3569544,2.765,5394875,3.727,376608,,
!,!,MZ012D-P2-MV26B-T18,MZ012D-P2-MV26B-T18.d,Sample,,8/2/2018 11:56 PM,1.960,5903802,1.937,33632,1.960,654467,2.161,2700573,2.787,4375623,3.761,342919,,
!,!,MZ012D-P2-MV26C-T18,MZ012D-P2-MV26C-T18.d,Sample,,8/3/2018 12:03 AM,1.938,6628145,1.926,32982,1.938,785870,2.128,3072259,2.754,5151880,3.739,372997,,
!,!,MZ012D-P2-MV26D-T18,MZ012D-P2-MV26D-T18.d,Sample,,8/3/2018 12:09 AM,1.961,6869899,1.938,27514,1.961,774959,2.151,3082809,2.788,4333864,3.762,355578,,
!,!,MZ012D-P2-MV27A-T18,MZ012D-P2-MV27A-T18.d,Sample,,8/3/2018 12:16 AM,1.937,5674415,1.926,72317,1.937,801297,2.127,2880227,2.765,4759117,3.738,360260,4.666,1417
!,!,MZ012D-P2-MV27B-T18,MZ012D-P2-MV27B-T18.d,Sample,,8/3/2018 12:22 AM,1.960,6867996,1.937,104538,1.949,909866,2.161,3193144,2.788,5617177,3.761,446381,,
!,!,MZ012D-P2-MV27C-T18,MZ012D-P2-MV27C-T18.d,Sample,,8/3/2018 12:29 AM,1.936,5962911,1.925,91480,1.936,848492,2.126,2944645,2.764,4832931,3.737,381852,,
!,!,MZ012D-P2-MV27D-T18,MZ012D-P2-MV27D-T18.d,Sample,,8/3/2018 12:35 AM,1.961,6033883,1.938,81699,1.950,817933,2.151,2866830,2.777,4729660,3.762,392879,4.489,10402
!,!,MZ012D-P2-MV28A-T18,MZ012D-P2-MV28A-T18.d,Sample,,8/3/2018 12:42 AM,1.939,6288303,1.928,3474,1.939,740537,2.129,2628671,2.755,4050866,3.729,247743,4.579,4256
!,!,MZ012D-P2-MV28B-T18,MZ012D-P2-MV28B-T18.d,Sample,,8/3/2018 12:48 AM,1.960,6723091,1.937,6901,1.960,753213,2.150,2738452,2.788,4494752,3.761,275288,4.589,3249
!,!,MZ012D-P2-MV28C-T18,MZ012D-P2-MV28C-T18.d,Sample,,8/3/2018 12:54 AM,1.936,7047575,1.902,4749,1.936,837062,2.126,2844642,2.763,4810959,3.737,247437,,
