Sample,Var2,Var3,Var4,Var5,Var6,Var7,FAMCICLOVIR_237_123Results,Var15,IS_CAFFEINEResults,Var39,IS_YOHIMBINEResults,Var41,IS_SULFAMETHOXAZOLEResults,Var45,DILTIAZEMHYDROCHLORIDE_372_151Results,Var57,DEXAMETHASONE_332_179Results,Var121,NORETHINDRONEACETATE_342_221Results,Var157
!,!,MZ012D-P1-MV08C-T01,MZ012D-P1-MV08C-T01.d,Sample,,7/31/2018 7:13 AM,0.750,56180,1.936,863935,1.936,6450609,2.126,1801686,2.484,242489,4.890,1005,5.203,2666
!,!,MZ012D-P1-MV08D-T01,MZ012D-P1-MV08D-T01.d,Sample,,7/31/2018 7:19 AM,0.752,65751,1.960,847508,1.960,6570536,2.162,1817114,2.509,257159,4.891,1015,5.193,1602
!,!,MZ012D-P1-MV09A-T01,MZ012D-P1-MV09A-T01.d,Sample,,7/31/2018 7:26 AM,0.761,9778,1.935,821553,1.935,6453324,2.125,2026936,2.483,158418,4.877,707,5.168,3403
!,!,MZ012D-P1-MV09B-T01,MZ012D-P1-MV09B-T01.d,Sample,,7/31/2018 7:32 AM,0.774,14089,1.949,841845,1.960,6699376,2.161,2018214,2.508,156301,4.913,1932,5.215,2578
!,!,MZ012D-P1-MV09C-T01,MZ012D-P1-MV09C-T01.d,Sample,,7/31/2018 7:38 AM,0.752,9869,1.927,842893,1.938,6597493,2.128,2065864,2.486,145961,3.739,1468,5.272,5989
!,!,MZ012D-P1-MV09D-T01,MZ012D-P1-MV09D-T01.d,Sample,,7/31/2018 7:45 AM,1.074,16630,1.957,819378,1.957,6577831,2.159,2008499,2.506,152634,4.922,808,5.134,1006
!,!,MZ012D-P1-MV10A-T01,MZ012D-P1-MV10A-T01.d,Sample,,7/31/2018 7:51 AM,0.761,4964,1.936,827588,1.936,6104843,2.126,1852495,2.484,125903,3.737,1774,5.269,6668
!,!,MZ012D-P1-MV10B-T01,MZ012D-P1-MV10B-T01.d,Sample,,7/31/2018 7:58 AM,0.752,19086,1.960,842791,1.960,6465057,2.161,1801160,2.508,196703,3.481,690,5.260,431
!,!,MZ012D-P1-MV10C-T01,MZ012D-P1-MV10C-T01.d,Sample,,7/31/2018 8:04 AM,0.717,26913,1.936,878525,1.936,6531741,2.127,1803748,2.485,203401,4.879,720,5.270,5732
!,!,MZ012D-P1-MV10D-T01,MZ012D-P1-MV10D-T01.d,Sample,,7/31/2018 8:11 AM,0.796,6956,1.959,844803,1.959,6382177,2.161,1820106,2.508,133385,3.649,1205,5.204,1647
!,!,MZ012D-P1-MV11A-T01,MZ012D-P1-MV11A-T01.d,Sample,,7/31/2018 8:17 AM,0.759,10160,1.934,816375,1.934,6127938,2.124,1704300,2.482,165050,3.892,1903,5.178,3861
!,!,MZ012D-P1-MV11B-T01,MZ012D-P1-MV11B-T01.d,Sample,,7/31/2018 8:24 AM,0.786,16505,1.960,827729,1.960,6511085,2.162,1813749,2.508,185951,3.918,1425,5.193,1411
!,!,MZ012D-P1-MV11C-T01,MZ012D-P1-MV11C-T01.d,Sample,,7/31/2018 8:30 AM,1.064,14717,1.937,815411,1.937,6329202,2.127,1785754,2.485,179693,3.425,999,5.170,1358
!,!,MZ012D-P1-MV11D-T01,MZ012D-P1-MV11D-T01.d,Sample,,7/31/2018 8:36 AM,0.774,13585,1.959,831151,1.959,6416374,2.161,1848531,2.508,171065,3.917,1421,4.834,9244
!,!,MZ012D-P1-MV12A-T01,MZ012D-P1-MV12A-T01.d,Sample,,7/31/2018 8:43 AM,0.753,12608,1.939,837372,1.939,6302363,2.129,1651874,2.487,162826,4.881,1108,5.172,1633
!,!,MZ012D-P1-MV12B-T01,MZ012D-P1-MV12B-T01.d,Sample,,7/31/2018 8:49 AM,0.763,44224,1.960,855209,1.960,6695430,2.162,1610098,2.509,241205,3.907,1872,5.283,3057
!,!,MZ012D-P1-MV12C-T01,MZ012D-P1-MV12C-T01.d,Sample,,7/31/2018 8:56 AM,0.743,52016,1.940,863762,1.940,6771027,2.130,1613109,2.488,231477,3.898,2182,5.263,2259
!,!,MZ012D-P1-MV12D-T01,MZ012D-P1-MV12D-T01.d,Sample,,7/31/2018 9:02 AM,0.774,47356,1.960,915474,1.960,6758163,2.161,1615996,2.508,167775,3.090,2333,5.293,2101
!,!,MZ012D-P1-MV13A-T01,MZ012D-P1-MV13A-T01.d,Sample,,7/31/2018 9:09 AM,0.752,3506,1.938,793655,1.938,5782255,2.128,1509760,2.486,140834,3.079,1303,5.048,760
!,!,MZ012D-P1-MV13B-T01,MZ012D-P1-MV13B-T01.d,Sample,,7/31/2018 9:15 AM,1.086,16429,1.959,764320,1.959,5531624,2.160,1487545,2.507,137389,4.923,566,5.214,1124
!,!,MZ012D-P1-MV13C-T01,MZ012D-P1-MV13C-T01.d,Sample,,7/31/2018 9:22 AM,1.055,16482,1.939,768816,1.939,5442449,2.129,1522346,2.487,136540,3.740,991,5.060,225
!,!,MZ012D-P1-MV13D-T01,MZ012D-P1-MV13D-T01.d,Sample,,7/31/2018 9:28 AM,1.073,17243,1.957,749622,1.968,5366346,2.158,1510775,2.505,126481,4.910,705,5.212,4673
!,!,MZ012D-P1-MV14A-T01,MZ012D-P1-MV14A-T01.d,Sample,,7/31/2018 9:34 AM,0.771,10882,1.935,829752,1.935,6339288,2.125,1792089,2.483,197125,3.881,1458,5.269,3702
!,!,MZ012D-P1-MV14B-T01,MZ012D-P1-MV14B-T01.d,Sample,,7/31/2018 9:41 AM,0.785,23264,1.959,870372,1.959,6659712,2.161,1777691,2.507,265339,3.760,767,5.282,2706
!,!,MZ012D-P1-MV14C-T01,MZ012D-P1-MV14C-T01.d,Sample,,7/31/2018 9:47 AM,0.728,27186,1.936,871756,1.936,6983515,2.126,1808339,2.484,282328,4.956,790,5.169,4907
!,!,MZ012D-P1-MV14D-T01,MZ012D-P1-MV14D-T01.d,Sample,,7/31/2018 9:54 AM,0.775,30374,1.960,976694,1.960,6938205,2.162,1729041,2.509,229888,3.896,383,5.205,1665
!,!,MZ012D-P1-MV15A-T01,MZ012D-P1-MV15A-T01.d,Sample,,7/31/2018 10:00 AM,0.775,10120,1.927,735263,1.938,5834773,2.129,1679734,2.487,162962,4.892,1397,5.171,2926
!,!,MZ012D-P1-MV15B-T01,MZ012D-P1-MV15B-T01.d,Sample,,7/31/2018 10:07 AM,0.772,11780,1.958,770332,1.958,5929236,2.159,1579310,2.506,162260,4.923,1765,5.292,7205
!,!,MZ012D-P1-MV15C-T01,MZ012D-P1-MV15C-T01.d,Sample,,7/31/2018 10:13 AM,0.762,9218,1.937,780277,1.937,5861002,2.127,1620489,2.485,146340,4.946,826,5.181,1472
!,!,MZ012D-P1-MV15D-T01,MZ012D-P1-MV15D-T01.d,Sample,,7/31/2018 10:20 AM,0.786,15020,1.961,784610,1.961,5970919,2.162,1577863,2.509,179465,3.079,853,5.283,1145
!,!,MZ012D-P1-MV16A-T01,MZ012D-P1-MV16A-T01.d,Sample,,7/31/2018 10:26 AM,0.764,68549,1.939,868787,1.939,6301599,2.129,1819210,2.487,233927,3.885,1873,4.847,3842
!,!,MZ012D-P1-MV16B-T01,MZ012D-P1-MV16B-T01.d,Sample,,7/31/2018 10:32 AM,0.764,85325,1.961,854708,1.961,6421415,2.162,1775568,2.509,255759,3.930,2111,5.205,1863
!,!,MZ012D-P1-MV16C-T01,MZ012D-P1-MV16C-T01.d,Sample,,7/31/2018 10:39 AM,0.751,118654,1.937,913237,1.937,6731449,2.127,1810635,2.485,288110,3.895,3303,4.824,28372
!,!,MZ012D-P1-MV16D-T01,MZ012D-P1-MV16D-T01.d,Sample,,7/31/2018 10:45 AM,0.750,105924,1.959,927130,1.970,6924054,2.160,1780215,2.507,317210,3.592,8279,4.845,29641
!,!,MZ012D-P1-MV17A-T01,MZ012D-P1-MV17A-T01.d,Sample,,7/31/2018 10:52 AM,1.278,3708,1.927,793130,1.938,5708361,2.128,1558029,2.486,116556,4.869,1115,5.272,9975
!,!,MZ012D-P1-MV17B-T01,MZ012D-P1-MV17B-T01.d,Sample,,7/31/2018 10:58 AM,0.572,724,1.960,780320,1.960,5686668,2.161,1509238,2.508,116382,4.924,350,5.282,3811
!,!,MZ012D-P1-MV17C-T01,MZ012D-P1-MV17C-T01.d,Sample,,7/31/2018 11:05 AM,,,1.928,785430,1.939,5564459,2.130,1557916,2.476,103019,3.886,936,5.161,5101
!,!,MZ012D-P1-MV17D-T01,MZ012D-P1-MV17D-T01.d,Sample,,7/31/2018 11:11 AM,0.851,717,1.959,796093,1.970,5856566,2.160,1549653,2.507,146279,3.480,544,5.214,4502
!,!,MZ012D-P1-MV18A-T01,MZ012D-P1-MV18A-T01.d,Sample,,7/31/2018 11:18 AM,0.775,4092,1.938,833333,1.938,6206878,2.129,1730152,2.487,208220,4.881,586,5.261,5320
!,!,MZ012D-P1-MV18B-T01,MZ012D-P1-MV18B-T01.d,Sample,,7/31/2018 11:24 AM,0.739,14555,1.959,839592,1.959,6261503,2.160,1689735,2.507,246540,4.890,545,5.292,5236
!,!,MZ012D-P1-MV18C-T01,MZ012D-P1-MV18C-T01.d,Sample,,7/31/2018 11:30 AM,0.751,25900,1.937,816381,1.937,6456771,2.127,1795460,2.485,273311,3.078,1292,5.181,2696
!,!,MZ012D-P1-MV18D-T01,MZ012D-P1-MV18D-T01.d,Sample,,7/31/2018 11:37 AM,0.753,25109,1.961,832381,1.961,6644345,2.163,1746627,2.510,282524,3.102,1921,5.295,6016
!,!,MZ012D-P1-MV19A-T01,MZ012D-P1-MV19A-T01.d,Sample,,7/31/2018 11:43 AM,1.009,1736,1.938,752250,1.938,5493926,2.128,1591417,2.486,117246,3.470,566,5.193,4503
!,!,MZ012D-P1-MV19B-T01,MZ012D-P1-MV19B-T01.d,Sample,,7/31/2018 11:50 AM,,,1.959,749421,1.959,5409704,2.160,1536196,2.507,113242,3.749,507,5.203,1137
!,!,MZ012D-P1-MV19C-T01,MZ012D-P1-MV19C-T01.d,Sample,,7/31/2018 11:56 AM,0.841,531,1.937,747717,1.937,5354448,2.127,1572300,2.485,102814,4.947,1455,5.114,1137
!,!,MZ012D-P1-MV19D-T01,MZ012D-P1-MV19D-T01.d,Sample,,7/31/2018 12:03 PM,1.065,2391,1.960,752132,1.960,5432611,2.161,1552751,2.508,100160,3.112,973,5.294,7831
!,!,MZ012D-P1-MV20A-T01,MZ012D-P1-MV20A-T01.d,Sample,,7/31/2018 12:09 PM,0.773,10403,1.925,849504,1.936,6108619,2.127,1925483,2.485,133889,4.879,654,5.181,3041
!,!,MZ012D-P1-MV20B-T01,MZ012D-P1-MV20B-T01.d,Sample,,7/31/2018 12:16 PM,0.783,35895,1.958,850633,1.969,6679730,2.159,1878826,2.506,216018,3.099,856,5.135,977
!,!,MZ012D-P1-MV20C-T01,MZ012D-P1-MV20C-T01.d,Sample,,7/31/2018 12:22 PM,0.752,37193,1.937,875884,1.937,6739080,2.128,1860067,2.486,219614,3.884,725,5.171,2964
!,!,MZ012D-P1-MV20D-T01,MZ012D-P1-MV20D-T01.d,Sample,,7/31/2018 12:28 PM,0.786,14855,1.949,844995,1.960,6476370,2.162,1908805,2.508,158507,4.925,385,5.294,11080
!,!,MZ012D-P1-MV21A-T01,MZ012D-P1-MV21A-T01.d,Sample,,7/31/2018 12:35 PM,0.764,5051,1.927,778171,1.938,5863906,2.129,1511860,2.487,130183,3.874,844,5.171,2986
!,!,MZ012D-P1-MV21B-T01,MZ012D-P1-MV21B-T01.d,Sample,,7/31/2018 12:41 PM,0.761,10436,1.958,800846,1.958,6223127,2.159,1501821,2.506,150072,3.110,682,5.202,2221
!,!,MZ012D-P1-MV21C-T01,MZ012D-P1-MV21C-T01.d,Sample,,7/31/2018 12:48 PM,0.765,5819,1.928,793714,1.939,6036198,2.129,1504648,2.487,138580,4.960,1225,5.195,2750
!,!,MZ012D-P1-MV21D-T01,MZ012D-P1-MV21D-T01.d,Sample,,7/31/2018 12:54 PM,0.786,5843,1.949,782664,1.960,6018952,2.162,1528817,2.509,120952,3.773,710,5.216,789
!,!,MZ012D-P1-MV22A-T01,MZ012D-P1-MV22A-T01.d,Sample,,7/31/2018 1:01 PM,0.740,5283,1.926,826604,1.937,5462824,2.127,1753196,2.485,123453,4.946,979,5.181,3117
!,!,MZ012D-P1-MV22B-T01,MZ012D-P1-MV22B-T01.d,Sample,,7/31/2018 1:07 PM,0.686,28170,1.961,840830,1.961,5999561,2.163,1723285,2.510,185876,3.483,2728,5.284,1136
!,!,MZ012D-P1-MV22C-T01,MZ012D-P1-MV22C-T01.d,Sample,,7/31/2018 1:14 PM,0.694,31230,1.936,864815,1.936,5949059,2.126,1723603,2.484,192097,3.469,1697,5.192,3165
!,!,MZ012D-P1-MV22D-T01,MZ012D-P1-MV22D-T01.d,Sample,,7/31/2018 1:20 PM,0.718,32194,1.959,857713,1.959,6272335,2.161,1725480,2.508,194416,3.604,4598,4.879,3005
!,!,MZ012D-P1-MV23A-T01,MZ012D-P1-MV23A-T01.d,Sample,,7/31/2018 1:26 PM,0.752,1431,1.938,785340,1.938,5389290,2.128,1570927,2.486,131032,3.895,867,5.260,4895
!,!,MZ012D-P1-MV23B-T01,MZ012D-P1-MV23B-T01.d,Sample,,7/31/2018 1:33 PM,,,1.948,795205,1.959,5430187,2.160,1589820,2.507,101369,4.923,755,5.225,3094
!,!,MZ012D-P1-MV23C-T01,MZ012D-P1-MV23C-T01.d,Sample,,7/31/2018 1:39 PM,,,1.927,805643,1.939,5385254,2.129,1647915,2.487,108358,3.751,551,5.194,1226
!,!,MZ012D-P1-MV23D-T01,MZ012D-P1-MV23D-T01.d,Sample,,7/31/2018 1:46 PM,,,1.950,796666,1.961,5452940,2.163,1598743,2.509,108300,3.930,652,5.206,1947
