Sample,Var2,Var3,Var4,Var5,Var6,Var7,FAMCICLOVIR_237_123Results,Var15,IS_CAFFEINEResults,Var39,IS_YOHIMBINEResults,Var41,IS_SULFAMETHOXAZOLEResults,Var45,DILTIAZEMHYDROCHLORIDE_372_151Results,Var57,DEXAMETHASONE_332_179Results,Var121,NORETHINDRONEACETATE_342_221Results,Var157
!,!,MZ012D-P1-MV04A-T12,MZ012D-P1-MV04A-T12.d,Sample,,7/28/2018 10:27 PM,0.773,311558,1.936,1069093,1.936,9772216,2.137,4076904,2.484,1308155,3.894,274636,5.191,2295
!,!,MZ012D-P1-MV04B-T12,MZ012D-P1-MV04B-T12.d,Sample,,7/28/2018 10:34 PM,0.785,426403,1.960,1144114,1.971,10587793,2.161,4360332,2.508,1479259,3.918,305984,5.294,13811
!,!,MZ012D-P1-MV04C-T12,MZ012D-P1-MV04C-T12.d,Sample,,7/28/2018 10:40 PM,0.759,362567,1.934,1109643,1.945,10137140,2.135,4261343,2.482,1463002,3.891,289100,5.267,12984
!,!,MZ012D-P1-MV04D-T12,MZ012D-P1-MV04D-T12.d,Sample,,7/28/2018 10:47 PM,0.785,365390,1.960,1113220,1.960,10515615,2.161,4366721,2.508,1580702,3.917,353471,5.193,2557
!,!,MZ012D-P1-MV05A-T12,MZ012D-P1-MV05A-T12.d,Sample,,7/28/2018 10:53 PM,0.762,72377,1.936,1113851,1.936,8392151,2.138,2670482,2.484,984103,3.088,1134,5.270,10153
!,!,MZ012D-P1-MV05B-T12,MZ012D-P1-MV05B-T12.d,Sample,,7/28/2018 10:59 PM,0.773,77894,1.959,1190860,1.959,9077786,2.160,2617118,2.507,1006348,3.603,3464,5.292,11363
!,!,MZ012D-P1-MV05C-T12,MZ012D-P1-MV05C-T12.d,Sample,,7/28/2018 11:06 PM,0.761,56702,1.935,1133540,1.935,8249360,2.137,2601270,2.484,865118,3.882,1006,5.146,2968
!,!,MZ012D-P1-MV05D-T12,MZ012D-P1-MV05D-T12.d,Sample,,7/28/2018 11:12 PM,0.773,56793,1.959,1139457,1.959,8419123,2.161,2521555,2.507,865989,4.902,2282,5.215,3079
!,!,MZ012D-P1-MV06A-T12,MZ012D-P1-MV06A-T12.d,Sample,,7/28/2018 11:19 PM,0.764,229816,1.928,1150877,1.939,9856928,2.129,4277826,2.487,850181,4.892,1041,5.273,10203
!,!,MZ012D-P1-MV06B-T12,MZ012D-P1-MV06B-T12.d,Sample,,7/28/2018 11:25 PM,0.782,230906,1.957,1089930,1.968,9416142,2.158,3973520,2.505,804776,3.590,2021,5.291,20210
!,!,MZ012D-P1-MV06C-T12,MZ012D-P1-MV06C-T12.d,Sample,,7/28/2018 11:32 PM,0.764,218748,1.938,1126902,1.938,9591985,2.140,4133960,2.487,816595,3.751,1481,5.171,4291
!,!,MZ012D-P1-MV06D-T12,MZ012D-P1-MV06D-T12.d,Sample,,7/28/2018 11:38 PM,0.783,287694,1.958,1126107,1.969,9743966,2.159,3962970,2.506,973141,3.491,1392,5.213,2824
!,!,MZ012D-P1-MV07A-T12,MZ012D-P1-MV07A-T12.d,Sample,,7/28/2018 11:45 PM,0.761,202591,1.936,1179623,1.936,9088822,2.137,3628382,2.484,1829371,3.894,1963,5.191,3013
!,!,MZ012D-P1-MV07B-T12,MZ012D-P1-MV07B-T12.d,Sample,,7/28/2018 11:51 PM,0.771,224467,1.957,1207566,1.968,9558791,2.158,3852085,2.505,1813644,3.915,1415,5.190,1015
!,!,MZ012D-P1-MV07C-T12,MZ012D-P1-MV07C-T12.d,Sample,,7/28/2018 11:57 PM,0.773,186583,1.936,1170561,1.936,9017946,2.137,3700591,2.484,1588933,4.889,1460,5.191,1556
!,!,MZ012D-P1-MV07D-T12,MZ012D-P1-MV07D-T12.d,Sample,,7/29/2018 12:04 AM,0.762,177300,1.959,1176635,1.970,9076670,2.160,3588840,2.507,1572696,3.905,1668,5.225,4277
!,!,MZ012D-P1-MV08A-T12,MZ012D-P1-MV08A-T12.d,Sample,,7/29/2018 12:10 AM,0.765,205241,1.928,1168204,1.939,9104213,2.130,3839570,2.488,549888,3.886,6201,5.195,2719
!,!,MZ012D-P1-MV08B-T12,MZ012D-P1-MV08B-T12.d,Sample,,7/29/2018 12:17 AM,0.783,256104,1.958,1098931,1.958,9105802,2.159,3687802,2.506,568401,3.916,6091,5.213,4644
!,!,MZ012D-P1-MV08C-T12,MZ012D-P1-MV08C-T12.d,Sample,,7/29/2018 12:23 AM,0.773,197241,1.936,1184149,1.936,9352230,2.137,3930876,2.484,599255,3.894,6340,5.192,3781
!,!,MZ012D-P1-MV08D-T12,MZ012D-P1-MV08D-T12.d,Sample,,7/29/2018 12:30 AM,0.773,272936,1.948,1180846,1.959,9513933,2.161,3979519,2.507,656821,3.917,8488,5.215,3492
!,!,MZ012D-P1-MV09A-T12,MZ012D-P1-MV09A-T12.d,Sample,,7/29/2018 12:36 AM,0.763,348323,1.937,1184843,1.937,10496632,2.139,4446950,2.485,548509,3.895,1130094,5.193,3808
!,!,MZ012D-P1-MV09B-T12,MZ012D-P1-MV09B-T12.d,Sample,,7/29/2018 12:43 AM,0.774,351931,1.960,1061214,1.971,9559774,2.161,4031021,2.508,458909,3.918,975739,5.294,11380
!,!,MZ012D-P1-MV09C-T12,MZ012D-P1-MV09C-T12.d,Sample,,7/29/2018 12:49 AM,0.762,263362,1.936,1158375,1.947,10095322,2.138,4226157,2.484,477735,3.894,1010684,5.270,7155
!,!,MZ012D-P1-MV09D-T12,MZ012D-P1-MV09D-T12.d,Sample,,7/29/2018 12:55 AM,0.773,260516,1.959,1090934,1.970,9602263,2.160,4050594,2.507,444559,3.917,924472,5.147,3058
!,!,MZ012D-P1-MV10A-T12,MZ012D-P1-MV10A-T12.d,Sample,,7/29/2018 1:02 AM,0.765,157521,1.940,1353856,1.940,9356135,2.130,3971427,2.488,400281,3.897,416906,5.195,1099
!,!,MZ012D-P1-MV10B-T12,MZ012D-P1-MV10B-T12.d,Sample,,7/29/2018 1:08 AM,0.783,158357,1.958,1276817,1.969,9493867,2.159,4043436,2.517,430276,3.915,450335,5.291,25635
!,!,MZ012D-P1-MV10C-T12,MZ012D-P1-MV10C-T12.d,Sample,,7/29/2018 1:15 AM,0.761,107376,1.936,1329212,1.936,9037198,2.137,3787359,2.484,400397,3.893,465593,5.180,2773
!,!,MZ012D-P1-MV10D-T12,MZ012D-P1-MV10D-T12.d,Sample,,7/29/2018 1:21 AM,0.784,129772,1.959,1222840,1.959,9408963,2.160,3954447,2.507,465657,3.916,646626,5.292,19812
!,!,MZ012D-P1-MV11A-T12,MZ012D-P1-MV11A-T12.d,Sample,,7/29/2018 1:28 AM,0.751,783261,1.937,1320627,1.948,11123885,2.138,4627704,2.485,1776264,3.894,292194,5.192,3462
!,!,MZ012D-P1-MV11B-T12,MZ012D-P1-MV11B-T12.d,Sample,,7/29/2018 1:34 AM,0.785,381325,1.960,1173492,1.960,10098205,2.161,4206781,2.508,1419142,3.917,216493,5.215,1006
!,!,MZ012D-P1-MV11C-T12,MZ012D-P1-MV11C-T12.d,Sample,,7/29/2018 1:41 AM,0.763,243963,1.938,1101091,1.938,9304541,2.139,3946429,2.486,1277838,3.895,191322,5.204,1873
!,!,MZ012D-P1-MV11D-T12,MZ012D-P1-MV11D-T12.d,Sample,,7/29/2018 1:47 AM,0.786,260712,1.950,1181398,1.961,9960255,2.162,4219378,2.509,1351354,3.919,187857,5.295,13282
!,!,MZ012D-P1-MV12A-T12,MZ012D-P1-MV12A-T12.d,Sample,,7/29/2018 1:53 AM,0.774,250360,1.937,1128674,1.937,9415015,2.139,4242022,2.486,849777,3.895,422562,5.048,610
!,!,MZ012D-P1-MV12B-T12,MZ012D-P1-MV12B-T12.d,Sample,,7/29/2018 2:00 AM,0.784,296241,1.959,1118096,1.970,9558488,2.160,4236088,2.507,922788,3.916,465681,5.292,8248
!,!,MZ012D-P1-MV12C-T12,MZ012D-P1-MV12C-T12.d,Sample,,7/29/2018 2:06 AM,0.771,222976,1.935,1115251,1.935,9573854,2.136,4401304,2.483,945507,3.893,448838,5.269,11542
!,!,MZ012D-P1-MV12D-T12,MZ012D-P1-MV12D-T12.d,Sample,,7/29/2018 2:13 AM,0.772,298193,1.957,1119093,1.969,9466092,2.159,4207782,2.505,1034892,3.915,531073,5.202,985
!,!,MZ012D-P1-MV13A-T12,MZ012D-P1-MV13A-T12.d,Sample,,7/29/2018 2:19 AM,0.772,393905,1.935,1237977,1.947,7650140,2.137,3506768,2.484,483135,3.434,2201,5.258,2968
!,!,MZ012D-P1-MV13B-T12,MZ012D-P1-MV13B-T12.d,Sample,,7/29/2018 2:26 AM,0.774,248636,1.960,1260615,1.960,8108470,2.161,3402785,2.508,453761,3.470,1443,5.294,9574
!,!,MZ012D-P1-MV13C-T12,MZ012D-P1-MV13C-T12.d,Sample,,7/29/2018 2:32 AM,0.763,187622,1.938,1211793,1.938,7556113,2.139,3455727,2.486,417411,3.605,3403,5.182,3333
!,!,MZ012D-P1-MV13D-T12,MZ012D-P1-MV13D-T12.d,Sample,,7/29/2018 2:38 AM,0.784,158999,1.959,1182062,1.959,7845525,2.160,3419878,2.507,412933,3.178,2255,5.293,4002
!,!,MZ012D-P1-MV14A-T12,MZ012D-P1-MV14A-T12.d,Sample,,7/29/2018 2:45 AM,0.774,134473,1.937,1116870,1.937,9737616,2.138,4228715,2.485,1042593,3.895,37510,5.204,2474
!,!,MZ012D-P1-MV14B-T12,MZ012D-P1-MV14B-T12.d,Sample,,7/29/2018 2:51 AM,0.772,136819,1.958,1120278,1.969,9817447,2.160,4209755,2.506,1117637,3.916,44251,5.225,2718
!,!,MZ012D-P1-MV14C-T12,MZ012D-P1-MV14C-T12.d,Sample,,7/29/2018 2:58 AM,0.762,130191,1.936,1100682,1.936,9581828,2.138,4194722,2.484,1109667,3.894,46369,5.270,8525
!,!,MZ012D-P1-MV14D-T12,MZ012D-P1-MV14D-T12.d,Sample,,7/29/2018 3:04 AM,0.784,161847,1.959,1110589,1.970,9753655,2.160,4071972,2.507,1246177,3.917,69401,5.293,7905
!,!,MZ012D-P1-MV15A-T12,MZ012D-P1-MV15A-T12.d,Sample,,7/29/2018 3:11 AM,0.775,163351,1.939,1136777,1.939,9238173,2.129,4199223,2.487,2631037,4.881,1558,5.228,447
!,!,MZ012D-P1-MV15B-T12,MZ012D-P1-MV15B-T12.d,Sample,,7/29/2018 3:17 AM,0.785,304080,1.960,1160835,1.971,9667161,2.161,4295458,2.508,2618386,3.929,2160,5.215,1946
!,!,MZ012D-P1-MV15C-T12,MZ012D-P1-MV15C-T12.d,Sample,,7/29/2018 3:24 AM,0.762,226529,1.936,1197549,1.936,9765929,2.138,4323236,2.484,2665258,3.883,1757,5.270,10828
!,!,MZ012D-P1-MV15D-T12,MZ012D-P1-MV15D-T12.d,Sample,,7/29/2018 3:30 AM,0.775,184906,1.961,1102815,1.961,9223676,2.162,4119353,2.509,2387204,4.914,1784,5.216,1921
!,!,MZ012D-P1-MV16A-T12,MZ012D-P1-MV16A-T12.d,Sample,,7/29/2018 3:36 AM,0.762,391702,1.937,1125595,1.937,9869912,2.138,4155275,2.485,1137180,3.895,34412,5.192,1908
!,!,MZ012D-P1-MV16B-T12,MZ012D-P1-MV16B-T12.d,Sample,,7/29/2018 3:43 AM,0.796,404288,1.960,1013750,1.960,9110972,2.161,3770507,2.508,1111072,3.917,32376,5.293,7191
!,!,MZ012D-P1-MV16C-T12,MZ012D-P1-MV16C-T12.d,Sample,,7/29/2018 3:49 AM,0.763,407985,1.938,1064613,1.938,9534108,2.128,3868345,2.486,1179788,3.896,32704,5.193,2303
!,!,MZ012D-P1-MV16D-T12,MZ012D-P1-MV16D-T12.d,Sample,,7/29/2018 3:56 AM,0.786,413040,1.961,1049977,1.961,9389341,2.162,3870715,2.509,1275270,3.918,35648,5.216,3724
!,!,MZ012D-P1-MV17A-T12,MZ012D-P1-MV17A-T12.d,Sample,,7/29/2018 4:02 AM,0.750,85697,1.935,1344892,1.935,8711360,2.137,4174170,2.484,822817,3.893,4242,5.191,2156
!,!,MZ012D-P1-MV17B-T12,MZ012D-P1-MV17B-T12.d,Sample,,7/29/2018 4:09 AM,0.784,74754,1.959,1178408,1.959,8618475,2.160,3874241,2.507,734676,3.916,4912,5.113,1783
!,!,MZ012D-P1-MV17C-T12,MZ012D-P1-MV17C-T12.d,Sample,,7/29/2018 4:15 AM,0.762,56210,1.937,1306166,1.937,8061167,2.138,3908202,2.485,669883,3.894,3726,5.203,2627
!,!,MZ012D-P1-MV17D-T12,MZ012D-P1-MV17D-T12.d,Sample,,7/29/2018 4:22 AM,0.774,53610,1.960,1106981,1.960,8058483,2.161,3797452,2.508,613356,3.918,4295,5.204,1569
!,!,MZ012D-P1-MV18A-T12,MZ012D-P1-MV18A-T12.d,Sample,,7/29/2018 4:28 AM,0.761,140028,1.936,1321080,1.936,9473360,2.138,3691876,2.484,406974,3.894,4201,5.270,5421
!,!,MZ012D-P1-MV18B-T12,MZ012D-P1-MV18B-T12.d,Sample,,7/29/2018 4:34 AM,0.773,116495,1.959,1121330,1.959,8534008,2.160,3307340,2.507,358329,4.935,1619,5.158,1376
!,!,MZ012D-P1-MV18C-T12,MZ012D-P1-MV18C-T12.d,Sample,,7/29/2018 4:41 AM,0.762,118259,1.937,1136232,1.937,8528205,2.138,3456055,2.485,367870,3.895,3210,5.192,2818
!,!,MZ012D-P1-MV18D-T12,MZ012D-P1-MV18D-T12.d,Sample,,7/29/2018 4:47 AM,0.785,127643,1.960,1145186,1.960,8818036,2.161,3447590,2.508,395832,3.917,2119,5.215,1199
!,!,MZ012D-P1-MV19A-T12,MZ012D-P1-MV19A-T12.d,Sample,,7/29/2018 4:54 AM,0.737,24710,1.934,1178105,1.946,7800826,2.136,3586998,2.483,196934,3.568,1461,5.268,5556
!,!,MZ012D-P1-MV19B-T12,MZ012D-P1-MV19B-T12.d,Sample,,7/29/2018 5:00 AM,0.787,14335,1.951,1167343,1.962,7768642,2.163,3475204,2.510,174464,4.904,1033,5.296,4515
!,!,MZ012D-P1-MV19C-T12,MZ012D-P1-MV19C-T12.d,Sample,,7/29/2018 5:07 AM,0.764,9017,1.938,1143541,1.938,7492000,2.129,3479208,2.487,163785,4.903,1866,5.272,9340
!,!,MZ012D-P1-MV19D-T12,MZ012D-P1-MV19D-T12.d,Sample,,7/29/2018 5:13 AM,0.786,7978,1.960,1190158,1.960,8083527,2.162,3478927,2.508,173764,4.914,1430,5.216,1794
!,!,MZ012D-P1-MV20A-T12,MZ012D-P1-MV20A-T12.d,Sample,,7/29/2018 5:20 AM,0.763,232240,1.938,1016027,1.938,9103533,2.139,3772567,2.486,756361,3.895,699549,5.271,12407
!,!,MZ012D-P1-MV20B-T12,MZ012D-P1-MV20B-T12.d,Sample,,7/29/2018 5:26 AM,0.785,203091,1.960,1065911,1.960,9835557,2.161,4131066,2.508,837205,3.918,750796,5.226,4078
!,!,MZ012D-P1-MV20C-T12,MZ012D-P1-MV20C-T12.d,Sample,,7/29/2018 5:33 AM,0.773,165312,1.936,1008323,1.936,9390844,2.138,3989939,2.484,812742,3.894,740872,5.281,3993
!,!,MZ012D-P1-MV20D-T12,MZ012D-P1-MV20D-T12.d,Sample,,7/29/2018 5:39 AM,0.784,217332,1.948,1084113,1.959,9951089,2.160,4079870,2.507,937639,3.917,832238,5.293,11227
!,!,MZ012D-P1-MV21A-T12,MZ012D-P1-MV21A-T12.d,Sample,,7/29/2018 5:46 AM,0.761,260903,1.935,1156761,1.935,9010819,2.137,3823444,2.484,662221,3.893,386595,5.191,1763
!,!,MZ012D-P1-MV21B-T12,MZ012D-P1-MV21B-T12.d,Sample,,7/29/2018 5:52 AM,0.776,252214,1.950,1206169,1.962,9225300,2.163,3867127,2.510,621882,3.919,364278,5.217,975
!,!,MZ012D-P1-MV21C-T12,MZ012D-P1-MV21C-T12.d,Sample,,7/29/2018 5:58 AM,0.763,167627,1.938,1139124,1.938,8964869,2.139,3843029,2.486,590889,3.895,344030,5.271,15822
!,!,MZ012D-P1-MV21D-T12,MZ012D-P1-MV21D-T12.d,Sample,,7/29/2018 6:05 AM,0.773,228108,1.959,1160259,1.959,9196756,2.161,3753707,2.507,597379,3.917,350240,5.203,2861
!,!,MZ012D-P1-MV22A-T12,MZ012D-P1-MV22A-T12.d,Sample,,7/29/2018 6:11 AM,0.753,157721,1.939,1494390,1.939,9372184,2.129,4620054,2.487,708639,3.482,1703,5.272,8341
!,!,MZ012D-P1-MV22B-T12,MZ012D-P1-MV22B-T12.d,Sample,,7/29/2018 6:18 AM,0.796,113509,1.960,1258358,1.960,8885356,2.161,4190563,2.508,672994,3.481,2261,5.282,11704
!,!,MZ012D-P1-MV22C-T12,MZ012D-P1-MV22C-T12.d,Sample,,7/29/2018 6:24 AM,0.776,117661,1.928,1438236,1.940,8911799,2.130,4297626,2.488,679218,3.741,2087,5.273,10906
!,!,MZ012D-P1-MV22D-T12,MZ012D-P1-MV22D-T12.d,Sample,,7/29/2018 6:31 AM,0.786,118616,1.950,1301482,1.961,8936253,2.151,4160292,2.509,753609,3.493,2973,5.294,11769
!,!,MZ012D-P1-MV23A-T12,MZ012D-P1-MV23A-T12.d,Sample,,7/29/2018 6:37 AM,0.764,115067,1.939,1243784,1.939,8106173,2.129,3440694,2.487,1114504,3.885,10578,5.127,1486
!,!,MZ012D-P1-MV23B-T12,MZ012D-P1-MV23B-T12.d,Sample,,7/29/2018 6:44 AM,0.785,80214,1.948,1161744,1.960,8018105,2.161,3345291,2.508,964846,4.924,1511,5.293,36027
!,!,MZ012D-P1-MV23C-T12,MZ012D-P1-MV23C-T12.d,Sample,,7/29/2018 6:50 AM,0.763,90335,1.926,1207704,1.938,7712793,2.128,3457753,2.486,945959,3.895,2222,5.193,3216
!,!,MZ012D-P1-MV23D-T12,MZ012D-P1-MV23D-T12.d,Sample,,7/29/2018 6:56 AM,0.797,101199,1.949,1215906,1.960,8065559,2.162,3406568,2.508,945805,3.918,5207,5.294,42687
