Sample,Var2,Var3,Var4,Var5,Var6,Var7,IS_YOHIMBINEResults,Var13,FAMCICLOVIRResults,Var15,IS_CAFFEINEResults,Var17,IS_SULFAMETHOXAZOLEResults,Var19,DILTIAZEMHYDROCHLORIDEResults,Var23,DexamethasoneResults,Var29,NORETHINDRONEACETATEResults,Var37
!,!,MZ012D-P1-MV06D-T12,MZ012D-P1-MV06D-T12.d,Sample,,7/28/2018 11:38 PM,1.969,9748478,1.947,134194,1.958,1122042,2.159,3981230,2.797,8121933,3.770,642424,4.609,151822
!,!,MZ012D-P1-MV07A-T12,MZ012D-P1-MV07A-T12.d,Sample,,7/28/2018 11:45 PM,1.936,9067064,1.925,294843,1.936,1166221,2.137,3618443,2.764,7123204,3.748,584108,4.576,591440
!,!,MZ012D-P1-MV07B-T12,MZ012D-P1-MV07B-T12.d,Sample,,7/28/2018 11:51 PM,1.968,9541245,1.946,320927,1.957,1194576,2.158,3864016,2.796,7968682,3.769,651411,4.597,682438
!,!,MZ012D-P1-MV07C-T12,MZ012D-P1-MV07C-T12.d,Sample,,7/28/2018 11:57 PM,1.936,8987776,1.925,305474,1.936,1158809,2.137,3707898,2.764,6961011,3.748,586983,4.576,647076
!,!,MZ012D-P1-MV07D-T12,MZ012D-P1-MV07D-T12.d,Sample,,7/29/2018 12:04 AM,1.970,9129151,1.948,339081,1.959,1171618,2.160,3589873,2.798,7315057,3.771,610279,4.599,726754
!,!,MZ012D-P1-MV08A-T12,MZ012D-P1-MV08A-T12.d,Sample,,7/29/2018 12:10 AM,1.939,9109867,1.928,762039,1.928,1152544,2.130,3831424,2.767,7304280,3.740,586765,4.580,102478
!,!,MZ012D-P1-MV08B-T12,MZ012D-P1-MV08B-T12.d,Sample,,7/29/2018 12:17 AM,1.958,9085148,1.947,806385,1.958,1096561,2.159,3667476,2.797,7683490,3.770,604534,4.609,41222
!,!,MZ012D-P1-MV08C-T12,MZ012D-P1-MV08C-T12.d,Sample,,7/29/2018 12:23 AM,1.936,9353557,1.925,764471,1.936,1181267,2.137,3921240,2.764,7542637,3.737,594092,4.576,25276
!,!,MZ012D-P1-MV08D-T12,MZ012D-P1-MV08D-T12.d,Sample,,7/29/2018 12:30 AM,1.959,9499934,1.937,752619,1.948,1171428,2.161,3970038,2.787,8124551,3.760,618515,4.599,10540
!,!,MZ012D-P1-MV09A-T12,MZ012D-P1-MV09A-T12.d,Sample,,7/29/2018 12:36 AM,1.937,10475476,1.926,191208,1.937,1177302,2.139,4436493,2.765,8023333,3.738,368377,4.577,77485
!,!,MZ012D-P1-MV09B-T12,MZ012D-P1-MV09B-T12.d,Sample,,7/29/2018 12:43 AM,1.971,9543246,1.949,193334,1.960,1049546,2.161,3992472,2.788,7773071,3.761,369890,4.600,76763
!,!,MZ012D-P1-MV09C-T12,MZ012D-P1-MV09C-T12.d,Sample,,7/29/2018 12:49 AM,1.947,10141099,1.925,188914,1.936,1158375,2.138,4223579,2.764,7670165,3.749,358784,4.576,99069
!,!,MZ012D-P1-MV09D-T12,MZ012D-P1-MV09D-T12.d,Sample,,7/29/2018 12:55 AM,1.970,9590397,1.948,204394,1.959,1079658,2.160,4050163,2.787,7804678,3.771,397972,4.599,83451
!,!,MZ012D-P1-MV10A-T12,MZ012D-P1-MV10A-T12.d,Sample,,7/29/2018 1:02 AM,1.940,9351019,1.928,722758,1.940,1346210,2.130,3952970,2.767,7581492,3.741,460397,4.580,17080
!,!,MZ012D-P1-MV10B-T12,MZ012D-P1-MV10B-T12.d,Sample,,7/29/2018 1:08 AM,1.969,9501134,1.946,784560,1.958,1276817,2.159,4047815,2.797,8040030,3.759,481145,4.598,10894
!,!,MZ012D-P1-MV10C-T12,MZ012D-P1-MV10C-T12.d,Sample,,7/29/2018 1:15 AM,1.936,9021684,1.924,682251,1.936,1325775,2.137,3774108,2.763,7205142,3.737,430930,,
!,!,MZ012D-P1-MV10D-T12,MZ012D-P1-MV10D-T12.d,Sample,,7/29/2018 1:21 AM,1.959,9373825,1.947,676535,1.959,1220485,2.160,3945787,2.786,7856089,3.771,425150,4.610,5679
!,!,MZ012D-P1-MV11A-T12,MZ012D-P1-MV11A-T12.d,Sample,,7/29/2018 1:28 AM,1.948,11148904,1.926,159537,1.937,1310000,2.138,4591384,2.765,8216874,3.738,600710,,
!,!,MZ012D-P1-MV11B-T12,MZ012D-P1-MV11B-T12.d,Sample,,7/29/2018 1:34 AM,1.960,10058631,1.948,155254,1.960,1167511,2.161,4200636,2.787,7629454,3.761,609199,4.913,6186
!,!,MZ012D-P1-MV11C-T12,MZ012D-P1-MV11C-T12.d,Sample,,7/29/2018 1:41 AM,1.938,9286620,1.926,131711,1.938,1095784,2.139,3941144,2.765,6807811,3.739,513376,,
!,!,MZ012D-P1-MV11D-T12,MZ012D-P1-MV11D-T12.d,Sample,,7/29/2018 1:47 AM,1.961,9958304,1.938,153784,1.950,1167675,2.162,4216906,2.789,7489500,3.773,564999,4.914,7015
!,!,MZ012D-P1-MV12A-T12,MZ012D-P1-MV12A-T12.d,Sample,,7/29/2018 1:53 AM,1.937,9402422,1.926,493180,1.937,1110368,2.139,4239554,2.765,7365008,3.750,504486,4.902,5731
!,!,MZ012D-P1-MV12B-T12,MZ012D-P1-MV12B-T12.d,Sample,,7/29/2018 2:00 AM,1.970,9598508,1.947,513134,1.959,1105994,2.160,4241946,2.786,7742329,3.771,527261,4.599,6376
!,!,MZ012D-P1-MV12C-T12,MZ012D-P1-MV12C-T12.d,Sample,,7/29/2018 2:06 AM,1.935,9540859,1.924,458284,1.935,1115572,2.136,4403253,2.763,7449608,3.747,505800,4.586,9656
!,!,MZ012D-P1-MV12D-T12,MZ012D-P1-MV12D-T12.d,Sample,,7/29/2018 2:13 AM,1.969,9497298,1.946,451914,1.957,1116003,2.159,4204913,2.796,7963743,3.770,539428,4.978,5655
!,!,MZ012D-P1-MV13A-T12,MZ012D-P1-MV13A-T12.d,Sample,,7/29/2018 2:19 AM,1.947,7664173,1.924,2847141,1.935,1228094,2.137,3501262,2.763,8046350,3.736,618213,4.575,1335567
!,!,MZ012D-P1-MV13B-T12,MZ012D-P1-MV13B-T12.d,Sample,,7/29/2018 2:26 AM,1.960,8129590,1.949,2961954,1.960,1250476,2.161,3396375,2.799,8301363,3.772,638743,4.600,1852785
!,!,MZ012D-P1-MV13C-T12,MZ012D-P1-MV13C-T12.d,Sample,,7/29/2018 2:32 AM,1.938,7441012,1.927,2760264,1.938,1203707,2.139,3455026,2.766,7700505,3.739,583821,4.578,2050098
!,!,MZ012D-P1-MV13D-T12,MZ012D-P1-MV13D-T12.d,Sample,,7/29/2018 2:38 AM,1.959,7812929,1.948,2898318,1.959,1176006,2.160,3409524,2.787,8074610,3.771,645041,4.599,2235324
!,!,MZ012D-P1-MV14A-T12,MZ012D-P1-MV14A-T12.d,Sample,,7/29/2018 2:45 AM,1.937,9714507,1.926,681439,1.937,1099864,2.138,4225754,2.765,6873225,3.738,543618,4.577,317422
!,!,MZ012D-P1-MV14B-T12,MZ012D-P1-MV14B-T12.d,Sample,,7/29/2018 2:51 AM,1.969,9819473,1.947,711380,1.958,1103755,2.160,4204119,2.797,7362166,3.771,568659,4.610,112658
!,!,MZ012D-P1-MV14C-T12,MZ012D-P1-MV14C-T12.d,Sample,,7/29/2018 2:58 AM,1.936,9559097,1.925,636761,1.936,1093262,2.138,4202374,2.764,6843776,3.737,537865,4.576,47923
!,!,MZ012D-P1-MV14D-T12,MZ012D-P1-MV14D-T12.d,Sample,,7/29/2018 3:04 AM,1.970,9746313,1.948,630083,1.959,1102837,2.160,4066947,2.787,7383162,3.771,551830,4.599,27529
,!,MZ012D-P1-MV15A-T12,MZ012D-P1-MV15A-T12.d,Sample,,7/29/2018 3:11 AM,1.939,9244547,1.928,249587,1.939,1130417,2.129,4190611,2.767,6179740,3.740,565894,4.579,12932
!,!,MZ012D-P1-MV15B-T12,MZ012D-P1-MV15B-T12.d,Sample,,7/29/2018 3:17 AM,1.971,9731773,1.949,283902,1.960,1157651,2.161,4289345,2.788,6435164,3.772,596094,4.600,12157
!,!,MZ012D-P1-MV15C-T12,MZ012D-P1-MV15C-T12.d,Sample,,7/29/2018 3:24 AM,1.936,9793051,1.925,271953,1.936,1196817,2.138,4319787,2.764,6326703,3.737,580642,4.588,5788
!,!,MZ012D-P1-MV15D-T12,MZ012D-P1-MV15D-T12.d,Sample,,7/29/2018 3:30 AM,1.961,9181014,1.938,341379,1.961,1103512,2.162,4114260,2.788,6323984,3.773,583597,4.601,6883
!,!,MZ012D-P1-MV16A-T12,MZ012D-P1-MV16A-T12.d,Sample,,7/29/2018 3:36 AM,1.937,9849571,1.915,3762,1.937,1114046,2.138,4147724,2.765,6937887,3.738,518604,4.879,7888
!,!,MZ012D-P1-MV16B-T12,MZ012D-P1-MV16B-T12.d,Sample,,7/29/2018 3:43 AM,1.960,9094881,1.937,6801,1.960,1007700,2.161,3760050,2.788,6933678,3.772,513578,4.969,3550
!,!,MZ012D-P1-MV16C-T12,MZ012D-P1-MV16C-T12.d,Sample,,7/29/2018 3:49 AM,1.938,9552773,1.904,5433,1.938,1050296,2.128,3860931,2.766,6927569,3.739,499065,4.891,5043
,!,MZ012D-P1-MV16D-T12,MZ012D-P1-MV16D-T12.d,Sample,,7/29/2018 3:56 AM,1.961,9330617,1.927,2916,1.961,1042974,2.162,3862557,2.789,7021365,3.762,534520,4.914,4273
!,!,MZ012D-P1-MV17A-T12,MZ012D-P1-MV17A-T12.d,Sample,,7/29/2018 4:02 AM,1.935,8728990,1.924,4229089,1.935,1331010,2.137,4178818,2.763,8126357,3.737,614017,4.576,1880217
!,!,MZ012D-P1-MV17B-T12,MZ012D-P1-MV17B-T12.d,Sample,,7/29/2018 4:09 AM,1.959,8577151,1.936,4272689,1.959,1170681,2.160,3882530,2.787,8139132,3.771,632903,4.599,2298078
!,!,MZ012D-P1-MV17C-T12,MZ012D-P1-MV17C-T12.d,Sample,,7/29/2018 4:15 AM,1.937,8099737,1.926,3922493,1.937,1301049,2.138,3911528,2.765,7469241,3.738,588795,4.577,2182692
!,!,MZ012D-P1-MV17D-T12,MZ012D-P1-MV17D-T12.d,Sample,,7/29/2018 4:22 AM,1.960,8049773,1.937,3919660,1.960,1100150,2.161,3790308,2.788,7465014,3.761,610981,4.600,2348948
!,!,MZ012D-P1-MV18A-T12,MZ012D-P1-MV18A-T12.d,Sample,,7/29/2018 4:28 AM,1.936,9470411,1.925,910697,1.936,1315827,2.138,3688075,2.764,7963898,3.748,553675,4.576,380856
!,!,MZ012D-P1-MV18B-T12,MZ012D-P1-MV18B-T12.d,Sample,,7/29/2018 4:34 AM,1.959,8512791,1.937,788853,1.959,1116330,2.160,3305613,2.787,7535413,3.771,539964,4.599,151730
!,!,MZ012D-P1-MV18C-T12,MZ012D-P1-MV18C-T12.d,Sample,,7/29/2018 4:41 AM,1.937,8520592,1.926,797352,1.937,1130789,2.138,3446472,2.765,7092157,3.738,526069,4.588,85308
!,!,MZ012D-P1-MV18D-T12,MZ012D-P1-MV18D-T12.d,Sample,,7/29/2018 4:47 AM,1.960,8781279,1.937,839116,1.960,1137675,2.161,3449478,2.788,7618358,3.761,564235,4.600,50477
!,!,MZ012D-P1-MV19A-T12,MZ012D-P1-MV19A-T12.d,Sample,,7/29/2018 4:54 AM,1.946,7803191,1.923,5439432,1.934,1168606,2.136,3567834,2.762,8362100,3.736,629042,4.586,4451887
!,!,MZ012D-P1-MV19B-T12,MZ012D-P1-MV19B-T12.d,Sample,,7/29/2018 5:00 AM,1.962,7758436,1.940,5361040,1.951,1144509,2.163,3450786,2.790,8167758,3.763,613832,4.602,4896461
!,!,MZ012D-P1-MV19C-T12,MZ012D-P1-MV19C-T12.d,Sample,,7/29/2018 5:07 AM,1.938,7489626,1.927,5102253,1.938,1136462,2.129,3475052,2.766,7740468,3.739,578686,4.578,4927085
!,!,MZ012D-P1-MV19D-T12,MZ012D-P1-MV19D-T12.d,Sample,,7/29/2018 5:13 AM,1.960,8037727,1.949,5516943,1.960,1178757,2.162,3478639,2.788,8512583,3.761,656421,4.600,4974320
!,!,MZ012D-P1-MV20A-T12,MZ012D-P1-MV20A-T12.d,Sample,,7/29/2018 5:20 AM,1.938,9082340,1.926,63290,1.938,1006700,2.139,3770779,2.765,7004641,3.739,373768,4.578,771843
!,!,MZ012D-P1-MV20B-T12,MZ012D-P1-MV20B-T12.d,Sample,,7/29/2018 5:26 AM,1.960,9779559,1.937,71622,1.960,1066809,2.161,4103599,2.788,7619431,3.772,418612,4.600,289336
,!,MZ012D-P1-MV20C-T12,MZ012D-P1-MV20C-T12.d,Sample,,7/29/2018 5:33 AM,1.936,9368347,1.925,60687,1.936,994707,2.138,3981031,2.764,7069847,3.748,373275,4.576,114230
!,!,MZ012D-P1-MV20D-T12,MZ012D-P1-MV20D-T12.d,Sample,,7/29/2018 5:39 AM,1.959,9911529,1.937,67711,1.948,1081600,2.160,4075822,2.787,7749453,3.771,408651,4.599,53911
!,!,MZ012D-P1-MV21A-T12,MZ012D-P1-MV21A-T12.d,Sample,,7/29/2018 5:46 AM,1.935,8951881,1.924,1100658,1.935,1145660,2.137,3826322,2.763,7503435,3.748,505640,4.587,522988
!,!,MZ012D-P1-MV21B-T12,MZ012D-P1-MV21B-T12.d,Sample,,7/29/2018 5:52 AM,1.962,9212237,1.939,1186678,1.950,1184331,2.163,3869114,2.789,7630697,3.763,529117,4.602,533198
!,!,MZ012D-P1-MV21C-T12,MZ012D-P1-MV21C-T12.d,Sample,,7/29/2018 5:58 AM,1.938,8965985,1.927,1117886,1.938,1130764,2.139,3846171,2.766,7186519,3.739,508636,4.578,614164
!,!,MZ012D-P1-MV21D-T12,MZ012D-P1-MV21D-T12.d,Sample,,7/29/2018 6:05 AM,1.959,9157108,1.948,1254578,1.959,1152241,2.161,3744131,2.787,7722934,3.760,549411,4.599,670357
!,!,MZ012D-P1-MV22A-T12,MZ012D-P1-MV22A-T12.d,Sample,,7/29/2018 6:11 AM,1.939,9366834,1.927,460472,1.939,1483843,2.129,4600261,2.767,7697661,3.740,559023,4.579,92703
!,!,MZ012D-P1-MV22B-T12,MZ012D-P1-MV22B-T12.d,Sample,,7/29/2018 6:18 AM,1.960,8855936,1.949,372037,1.960,1248881,2.161,4195226,2.788,7554140,3.761,543586,4.611,37172
!,!,MZ012D-P1-MV22C-T12,MZ012D-P1-MV22C-T12.d,Sample,,7/29/2018 6:24 AM,1.940,8876000,1.928,357500,1.928,1435345,2.130,4279162,2.767,7264260,3.741,549091,4.580,18864
!,!,MZ012D-P1-MV22D-T12,MZ012D-P1-MV22D-T12.d,Sample,,7/29/2018 6:31 AM,1.961,8920230,1.938,345539,1.950,1286053,2.151,4148278,2.789,7745676,3.762,564888,4.601,8965
!,!,MZ012D-P1-MV23A-T12,MZ012D-P1-MV23A-T12.d,Sample,,7/29/2018 6:37 AM,1.939,8103674,1.927,2177050,1.939,1235117,2.129,3429558,2.766,7350922,3.740,563410,4.579,37992
!,!,MZ012D-P1-MV23B-T12,MZ012D-P1-MV23B-T12.d,Sample,,7/29/2018 6:44 AM,1.960,7987413,1.937,2099049,1.948,1152716,2.161,3349254,2.787,7062933,3.772,547350,4.600,44613
!,!,MZ012D-P1-MV23C-T12,MZ012D-P1-MV23C-T12.d,Sample,,7/29/2018 6:50 AM,1.938,7806028,1.926,1892075,1.926,1196333,2.128,3459419,2.765,6649975,3.750,512218,4.578,44464
!,!,MZ012D-P1-MV23D-T12,MZ012D-P1-MV23D-T12.d,Sample,,7/29/2018 6:56 AM,1.960,8079901,1.938,2079262,1.949,1197490,2.162,3365223,2.788,7170001,3.773,583385,4.600,51274
