Sample,Var2,Var3,Var4,Var5,Var6,Var7,IS_YOHIMBINEResults,Var13,FAMCICLOVIRResults,Var15,IS_CAFFEINEResults,Var17,IS_SULFAMETHOXAZOLEResults,Var19,DILTIAZEMHYDROCHLORIDEResults,Var23,DexamethasoneResults,Var29,NORETHINDRONEACETATEResults,Var37
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
!,!,MZ012D-P2-MV24A-T24,MZ012D-P2-MV24A-T24.d,Sample,,8/2/2018 4:57 PM,1.925,6292687,,,1.936,616381,2.126,2896399,2.753,2894109,3.737,63942,4.565,2740
!,!,MZ012D-P2-MV24B-T24,MZ012D-P2-MV24B-T24.d,Sample,,8/2/2018 5:04 PM,1.959,7546896,1.926,6402,1.948,685279,2.149,3342279,2.787,3458076,3.760,61301,,
!,!,MZ012D-P2-MV24C-T24,MZ012D-P2-MV24C-T24.d,Sample,,8/2/2018 5:10 PM,1.928,7839228,1.916,6079,1.928,727295,2.129,3358872,2.755,3420599,3.729,62638,4.579,4368
!,!,MZ012D-P2-MV24D-T24,MZ012D-P2-MV24D-T24.d,Sample,,8/2/2018 5:16 PM,1.959,7099941,1.936,5604,1.948,647166,2.160,3104256,2.787,3270065,3.760,54939,4.588,3691
!,!,MZ012D-P2-MV25A-T24,MZ012D-P2-MV25A-T24.d,Sample,,8/2/2018 5:49 PM,1.937,7051010,,,1.937,762510,2.127,2827479,2.753,4487589,3.738,188684,4.577,79556
!,!,MZ012D-P2-MV25B-T24,MZ012D-P2-MV25B-T24.d,Sample,,8/2/2018 5:55 PM,1.960,6694808,1.926,4193,1.948,677527,2.150,2736832,2.787,4085448,3.761,214201,4.600,24071
!,!,MZ012D-P2-MV25C-T24,MZ012D-P2-MV25C-T24.d,Sample,,8/2/2018 6:02 PM,1.937,6284171,1.904,3224,1.937,653290,2.128,2605991,2.754,3609590,3.739,210976,4.566,9982
!,!,MZ012D-P2-MV25D-T24,MZ012D-P2-MV25D-T24.d,Sample,,8/2/2018 6:08 PM,1.957,7153241,1.923,3464,1.957,737735,2.158,2891170,2.785,4361865,3.758,211150,4.373,7174
,!,MZ012D-P2-MV26A-T24,MZ012D-P2-MV26A-T24.d,Sample,,8/2/2018 6:14 PM,1.937,6620865,1.926,11959,1.937,736047,2.127,2859275,2.753,4407716,3.738,345874,4.577,7425
