Sample,Var2,Var3,Var4,Var5,Var6,Var7,IS_YOHIMBINEResults,Var13,FAMCICLOVIRResults,Var15,IS_CAFFEINEResults,Var17,IS_SULFAMETHOXAZOLEResults,Var19,DILTIAZEMHYDROCHLORIDEResults,Var23,DexamethasoneResults,Var29,NORETHINDRONEACETATEResults,Var37
!,!,MZ012D-P2-MV26B-T24,MZ012D-P2-MV26B-T24.d,Sample,,8/2/2018 6:21 PM,1.958,6186926,1.936,10448,1.958,688531,2.148,2772780,2.786,4426326,3.759,356711,4.587,7238
!,!,MZ012D-P2-MV26C-T24,MZ012D-P2-MV26C-T24.d,Sample,,8/2/2018 6:27 PM,1.937,6765953,1.892,9518,1.937,741597,2.127,2937242,2.753,4655275,3.727,347619,4.566,8626
!,!,MZ012D-P2-MV26D-T24,MZ012D-P2-MV26D-T24.d,Sample,,8/2/2018 6:34 PM,1.961,6988579,1.927,17193,1.949,729006,2.151,2991471,2.777,5230453,3.762,396624,4.589,5125
!,!,MZ012D-P2-MV27A-T24,MZ012D-P2-MV27A-T24.d,Sample,,8/2/2018 6:40 PM,1.938,6046142,1.927,16023,1.938,771808,2.128,2945627,2.754,4775001,3.739,367637,,
,!,MZ012D-P2-MV27B-T24,MZ012D-P2-MV27B-T24.d,Sample,,8/2/2018 6:47 PM,1.960,6360466,1.937,22412,1.949,791773,2.150,2963496,2.788,4914620,3.750,411420,4.589,4960
!,!,MZ012D-P2-MV27C-T24,MZ012D-P2-MV27C-T24.d,Sample,,8/2/2018 6:53 PM,1.935,6090740,1.924,21796,1.935,784994,2.125,2962080,2.763,4612725,3.736,361529,4.575,5996
,!,MZ012D-P2-MV27D-T24,MZ012D-P2-MV27D-T24.d,Sample,,8/2/2018 7:00 PM,1.958,6334190,1.936,15430,1.958,746324,2.148,2882140,2.786,4597008,3.759,390368,4.587,4594
!,!,MZ012D-P2-MV28A-T24,MZ012D-P2-MV28A-T24.d,Sample,,8/2/2018 7:06 PM,1.938,6327661,1.904,6421,1.938,744130,2.128,2595478,2.754,3684030,3.727,166037,4.578,9056
!,!,MZ012D-P2-MV28B-T24,MZ012D-P2-MV28B-T24.d,Sample,,8/2/2018 7:12 PM,1.957,6727369,1.934,5330,1.957,732401,2.158,2779083,2.784,4061730,3.758,185427,4.597,11185
!,!,MZ012D-P2-MV28C-T24,MZ012D-P2-MV28C-T24.d,Sample,,8/2/2018 7:19 PM,1.936,6825629,1.903,2498,1.936,802313,2.127,2784105,2.764,3959093,3.737,170838,4.576,9238
!,!,MZ012D-P2-MV28D-T24,MZ012D-P2-MV28D-T24.d,Sample,,8/2/2018 7:25 PM,1.958,6609719,1.913,6046,1.958,710184,2.159,2679628,2.785,4107772,3.759,184537,4.598,7839
,!,MZ012D-P2-CTR05A-T24,MZ012D-P2-CTR05A-T24.d,Sample,,8/2/2018 9:41 PM,1.938,4416651,1.927,3583737,1.938,548019,2.128,1142855,2.754,4837112,3.728,360368,4.567,2317964
,!,MZ012D-P2-CTR06A-T24,MZ012D-P2-CTR06A-T24.d,Sample,,8/2/2018 9:47 PM,1.959,4061491,1.936,3474221,1.947,494714,2.160,1138125,2.786,4555855,3.760,438292,4.599,2486730
,!,MZ012D-P2-CTR07A-T24,MZ012D-P2-CTR07A-T24.d,Sample,,8/2/2018 9:54 PM,1.937,4375105,1.926,3575123,1.937,548762,2.127,1133708,2.753,4721290,3.738,360362,4.577,2454039
,!,MZ012D-P2-CTR08A-T24,MZ012D-P2-CTR08A-T24.d,Sample,,8/2/2018 10:00 PM,1.948,4466017,1.937,3792215,1.948,547270,2.161,984124,2.776,5864985,3.760,409448,4.599,2927691
