Sample,Var2,Var3,Var4,Var5,Var6,Var7,FAMCICLOVIR_237_123Results,Var15,IS_CAFFEINEResults,Var39,IS_YOHIMBINEResults,Var41,IS_SULFAMETHOXAZOLEResults,Var45,DILTIAZEMHYDROCHLORIDE_372_151Results,Var57,DEXAMETHASONE_332_179Results,Var121,NORETHINDRONEACETATE_342_221Results,Var157
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
!,!,MZ012D-P2-MV24A-T02,MZ012D-P2-MV24A-T02.d,Sample,,8/4/2018 2:31 AM,0.763,16980,1.926,687391,1.937,5688874,2.127,1542909,2.474,101931,3.895,636,4.857,5056
!,!,MZ012D-P2-MV24B-T02,MZ012D-P2-MV24B-T02.d,Sample,,8/4/2018 2:37 AM,0.765,16613,1.950,649802,1.950,5560964,2.152,1602250,2.499,88928,3.573,419,4.870,8343
!,!,MZ012D-P2-MV24C-T02,MZ012D-P2-MV24C-T02.d,Sample,,8/4/2018 2:44 AM,0.763,12882,1.938,640669,1.938,5320161,2.128,1560238,2.475,87635,,,4.847,7209
!,!,MZ012D-P2-MV24D-T02,MZ012D-P2-MV24D-T02.d,Sample,,8/4/2018 2:50 AM,0.786,16780,1.950,646310,1.950,5482253,2.162,1556848,2.498,92399,3.102,854,4.870,6876
!,!,MZ012D-P2-MV25A-T02,MZ012D-P2-MV25A-T02.d,Sample,,8/4/2018 3:22 AM,0.764,23660,1.939,659385,1.939,5623574,2.129,1577003,2.476,75397,3.886,1925,5.195,931
!,!,MZ012D-P2-MV25B-T02,MZ012D-P2-MV25B-T02.d,Sample,,8/4/2018 3:29 AM,0.776,28393,1.951,618780,1.951,5245540,2.152,1630864,2.499,62554,3.908,1817,,
!,!,MZ012D-P2-MV25C-T02,MZ012D-P2-MV25C-T02.d,Sample,,8/4/2018 3:35 AM,0.775,19724,1.938,629306,1.938,5339323,2.140,1613074,2.475,66232,3.885,1701,,
!,!,MZ012D-P2-MV25D-T02,MZ012D-P2-MV25D-T02.d,Sample,,8/4/2018 3:42 AM,0.774,18152,1.948,624017,1.948,5238330,2.161,1604149,2.496,59403,3.917,1299,5.226,933
!,!,MZ012D-P2-MV26A-T02,MZ012D-P2-MV26A-T02.d,Sample,,8/4/2018 3:48 AM,0.761,6462,1.936,650843,1.936,4539542,2.126,1555007,2.473,48295,,,4.856,6100
!,!,MZ012D-P2-MV26B-T02,MZ012D-P2-MV26B-T02.d,Sample,,8/4/2018 3:55 AM,0.782,6892,1.957,642020,1.957,4783638,2.158,1585370,2.494,49531,3.109,418,4.877,5255
