Sample,Var2,Var3,Var4,Var5,Var6,Var7,FAMCICLOVIR_237_123Results,Var15,IS_CAFFEINEResults,Var39,IS_YOHIMBINEResults,Var41,IS_SULFAMETHOXAZOLEResults,Var45,DILTIAZEMHYDROCHLORIDE_372_151Results,Var57,DEXAMETHASONE_332_179Results,Var121,NORETHINDRONEACETATE_342_221Results,Var157
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
!,!,MZ012D-P1-MV01A-T08,MZ012D-P1-MV01A-T08.d,Sample,,7/29/2018 8:08 AM,0.742,1677681,1.939,1275723,1.939,10793024,2.129,5019085,2.487,1743180,3.617,2129,5.195,5082
!,!,MZ012D-P1-MV01B-T08,MZ012D-P1-MV01B-T08.d,Sample,,7/29/2018 8:14 AM,0.786,418324,1.960,1115788,1.960,9583593,2.162,4370979,2.508,1365397,4.969,1355,5.294,28347
!,!,MZ012D-P1-MV01C-T08,MZ012D-P1-MV01C-T08.d,Sample,,7/29/2018 8:21 AM,0.774,384023,1.938,1138004,1.938,9618648,2.139,4486813,2.486,1437224,4.891,1235,5.271,31754
!,!,MZ012D-P1-MV01D-T08,MZ012D-P1-MV01D-T08.d,Sample,,7/29/2018 8:27 AM,0.783,425454,1.958,1164662,1.969,9879898,2.159,4515438,2.506,1431867,4.978,1925,5.213,2251
!,!,MZ012D-P1-MV02A-T08,MZ012D-P1-MV02A-T08.d,Sample,,7/29/2018 8:34 AM,0.775,282069,1.939,1188467,1.939,9430288,2.129,4171090,2.487,379428,3.896,135368,5.194,4050
!,!,MZ012D-P1-MV02B-T08,MZ012D-P1-MV02B-T08.d,Sample,,7/29/2018 8:40 AM,0.783,291637,1.958,1132907,1.969,9158262,2.159,3968979,2.506,357134,3.916,124972,5.292,10983
!,!,MZ012D-P1-MV02C-T08,MZ012D-P1-MV02C-T08.d,Sample,,7/29/2018 8:47 AM,0.774,286264,1.938,1236644,1.938,10021195,2.139,4428196,2.486,378407,3.895,137939,5.193,3444
!,!,MZ012D-P1-MV02D-T08,MZ012D-P1-MV02D-T08.d,Sample,,7/29/2018 8:53 AM,0.773,364076,1.959,1149225,1.959,9534559,2.160,4122012,2.507,422201,3.917,144533,5.214,2196
!,!,MZ012D-P1-MV03A-T08,MZ012D-P1-MV03A-T08.d,Sample,,7/29/2018 8:59 AM,0.751,560564,1.937,1231479,1.937,10008283,2.138,4407752,2.485,661079,3.895,648306,5.204,2838
!,!,MZ012D-P1-MV03B-T08,MZ012D-P1-MV03B-T08.d,Sample,,7/29/2018 9:06 AM,0.774,436726,1.960,1249595,1.960,10328238,2.161,4549058,2.508,640148,3.917,651609,4.790,1383
!,!,MZ012D-P1-MV03C-T08,MZ012D-P1-MV03C-T08.d,Sample,,7/29/2018 9:12 AM,0.763,340008,1.938,1170710,1.938,9569364,2.139,4365018,2.486,571865,3.896,596995,5.193,1692
