Sample,Var2,Var3,Var4,Var5,Var6,Var7,FAMCICLOVIR_237_123Results,Var15,IS_CAFFEINEResults,Var39,IS_YOHIMBINEResults,Var41,IS_SULFAMETHOXAZOLEResults,Var45,DILTIAZEMHYDROCHLORIDE_372_151Results,Var57,DEXAMETHASONE_332_179Results,Var121,NORETHINDRONEACETATE_342_221Results,Var157
!,!,MZ012D-P1-MV06A-T00,MZ012D-P1-MV06A-T00.d,Sample,,7/31/2018 5:06 PM,1.065,15215,1.938,782517,1.938,5799753,2.128,1647389,2.486,190043,4.903,383,5.171,4018
!,!,MZ012D-P1-MV06B-T00,MZ012D-P1-MV06B-T00.d,Sample,,7/31/2018 5:12 PM,1.077,16537,1.961,778574,1.961,5803146,2.162,1608498,2.509,200854,4.925,405,5.205,5228
!,!,MZ012D-P1-MV06C-T00,MZ012D-P1-MV06C-T00.d,Sample,,7/31/2018 5:19 PM,1.053,15604,1.937,797994,1.937,5951176,2.127,1663850,2.485,252331,3.067,382,5.170,3849
!,!,MZ012D-P1-MV06D-T00,MZ012D-P1-MV06D-T00.d,Sample,,7/31/2018 5:25 PM,1.075,13920,1.958,814496,1.970,6169384,2.160,1717155,2.507,217142,4.912,957,5.191,5008
!,!,MZ012D-P1-MV07A-T00,MZ012D-P1-MV07A-T00.d,Sample,,7/31/2018 5:32 PM,1.054,15729,1.938,776973,1.938,5937672,2.128,1483044,2.486,304861,3.862,903,5.194,2857
!,!,MZ012D-P1-MV07B-T00,MZ012D-P1-MV07B-T00.d,Sample,,7/31/2018 5:38 PM,1.088,14132,1.961,794320,1.961,6088007,2.162,1478298,2.509,307388,3.102,882,5.194,7587
!,!,MZ012D-P1-MV07C-T00,MZ012D-P1-MV07C-T00.d,Sample,,7/31/2018 5:45 PM,1.054,15388,1.937,792004,1.937,5765136,2.127,1523462,2.485,298639,3.593,1307,5.170,3771
!,!,MZ012D-P1-MV07D-T00,MZ012D-P1-MV07D-T00.d,Sample,,7/31/2018 5:51 PM,1.088,15234,1.960,781944,1.960,5869846,2.162,1459071,2.508,295614,3.761,374,5.148,971
!,!,MZ012D-P1-MV08A-T00,MZ012D-P1-MV08A-T00.d,Sample,,7/31/2018 5:58 PM,0.765,4857,1.940,790367,1.940,5975980,2.130,1665641,2.488,271342,4.904,1090,5.173,3961
!,!,MZ012D-P1-MV08B-T00,MZ012D-P1-MV08B-T00.d,Sample,,7/31/2018 6:04 PM,0.773,4028,1.958,789648,1.970,5846698,2.160,1657221,2.507,243972,4.923,405,5.192,842
!,!,MZ012D-P1-MV08C-T00,MZ012D-P1-MV08C-T00.d,Sample,,7/31/2018 6:10 PM,0.762,3248,1.937,772716,1.937,5803534,2.127,1697826,2.485,211730,3.089,786,5.192,5520
!,!,MZ012D-P1-MV08D-T00,MZ012D-P1-MV08D-T00.d,Sample,,7/31/2018 6:17 PM,0.774,11742,1.959,841950,1.971,6403501,2.161,1641964,2.508,359392,3.492,578,5.204,566
!,!,MZ012D-P1-MV09A-T00,MZ012D-P1-MV09A-T00.d,Sample,,7/31/2018 6:23 PM,1.066,16738,1.939,837301,1.939,6296389,2.129,1718814,2.487,313797,3.147,369,5.161,2672
!,!,MZ012D-P1-MV09B-T00,MZ012D-P1-MV09B-T00.d,Sample,,7/31/2018 6:30 PM,1.076,15904,1.960,825680,1.960,6275174,2.162,1728342,2.508,288250,3.784,1313,5.182,731
!,!,MZ012D-P1-MV09C-T00,MZ012D-P1-MV09C-T00.d,Sample,,7/31/2018 6:36 PM,0.760,2835,1.935,822977,1.946,6215865,2.125,1734889,2.483,284581,3.423,399,5.179,4003
!,!,MZ012D-P1-MV09D-T00,MZ012D-P1-MV09D-T00.d,Sample,,7/31/2018 6:43 PM,1.087,15570,1.959,782642,1.959,5922180,2.161,1725441,2.508,264032,4.890,1117,5.204,4720
!,!,MZ012D-P1-MV10A-T00,MZ012D-P1-MV10A-T00.d,Sample,,8/1/2018 6:30 PM,0.775,5144,1.938,813475,1.950,6390073,2.129,1989974,2.487,410495,4.053,21622,5.239,744
!,!,MZ012D-P1-MV10B-T00,MZ012D-P1-MV10B-T00.d,Sample,,8/1/2018 6:36 PM,0.751,2136,1.960,796878,1.937,6063789,2.161,2049388,2.485,424990,3.749,841,5.170,2156
!,!,MZ012D-P1-MV10C-T00,MZ012D-P1-MV10C-T00.d,Sample,,8/1/2018 6:42 PM,0.784,877,1.936,760936,1.947,6088840,2.126,1958117,2.484,273910,3.737,1015,5.180,1539
!,!,MZ012D-P1-MV10D-T00,MZ012D-P1-MV10D-T00.d,Sample,,8/1/2018 6:49 PM,0.763,7658,1.960,796774,1.949,6288441,2.162,2029303,2.486,434126,4.075,3993,,
!,!,MZ012D-P1-MV11A-T00,MZ012D-P1-MV11A-T00.d,Sample,,8/1/2018 6:55 PM,0.751,12347,1.937,775837,1.948,6540778,2.127,1884068,2.485,401438,3.078,1146,5.114,1099
!,!,MZ012D-P1-MV11B-T00,MZ012D-P1-MV11B-T00.d,Sample,,8/1/2018 7:02 PM,0.751,9488,1.960,779027,1.948,6187652,2.161,1984280,2.485,422076,4.242,1904,,
!,!,MZ012D-P1-MV11C-T00,MZ012D-P1-MV11C-T00.d,Sample,,8/1/2018 7:08 PM,0.750,8986,1.936,759277,1.947,6616236,2.126,1867224,2.484,429859,3.580,687,,
!,!,MZ012D-P1-MV11D-T00,MZ012D-P1-MV11D-T00.d,Sample,,8/1/2018 7:15 PM,0.741,6514,1.960,758870,1.949,6008702,2.162,1925796,2.486,417918,3.750,1220,,
!,!,MZ012D-P1-MV12A-T00,MZ012D-P1-MV12A-T00.d,Sample,,8/1/2018 7:21 PM,0.763,10017,1.938,717857,1.949,6236621,2.128,1741149,2.486,434398,3.079,682,,
!,!,MZ012D-P1-MV12B-T00,MZ012D-P1-MV12B-T00.d,Sample,,8/1/2018 7:28 PM,0.775,11046,1.961,719646,1.950,5887890,2.162,1758363,2.487,452267,3.762,802,,
!,!,MZ012D-P1-MV12C-T00,MZ012D-P1-MV12C-T00.d,Sample,,8/1/2018 7:34 PM,0.729,12603,1.938,749148,1.949,6392259,2.128,1705182,2.486,463271,3.884,1040,5.171,2409
!,!,MZ012D-P1-MV12D-T00,MZ012D-P1-MV12D-T00.d,Sample,,8/1/2018 7:40 PM,0.763,10014,1.960,747801,1.949,6052206,2.162,1765244,2.486,485256,3.527,379,5.216,2889
!,!,MZ012D-P1-MV13A-T00,MZ012D-P1-MV13A-T00.d,Sample,,8/1/2018 7:47 PM,0.762,1960,1.937,704462,1.948,5849982,2.127,1547552,2.485,386938,3.615,451,5.192,722
!,!,MZ012D-P1-MV13B-T00,MZ012D-P1-MV13B-T00.d,Sample,,8/1/2018 7:53 PM,0.817,627,1.958,691710,1.947,5343345,2.160,1618076,2.495,400523,3.591,738,,
!,!,MZ012D-P1-MV13C-T00,MZ012D-P1-MV13C-T00.d,Sample,,8/1/2018 8:00 PM,1.077,10872,1.938,676977,1.938,5581889,2.128,1540751,2.486,383117,3.739,730,5.193,532
!,!,MZ012D-P1-MV13D-T00,MZ012D-P1-MV13D-T00.d,Sample,,8/1/2018 8:06 PM,1.087,9042,1.959,699913,1.948,5298948,2.161,1632530,2.496,396410,3.167,789,5.181,1260
!,!,MZ012D-P1-MV14A-T00,MZ012D-P1-MV14A-T00.d,Sample,,8/1/2018 8:13 PM,1.065,16998,1.937,736106,1.948,6386143,2.127,1808202,2.485,502705,3.514,548,5.159,1318
!,!,MZ012D-P1-MV14B-T00,MZ012D-P1-MV14B-T00.d,Sample,,8/1/2018 8:19 PM,1.076,17629,1.960,747928,1.949,6025223,2.162,1900618,2.497,488975,3.079,642,5.204,1267
!,!,MZ012D-P1-MV14C-T00,MZ012D-P1-MV14C-T00.d,Sample,,8/1/2018 8:26 PM,0.730,10117,1.938,749036,1.938,6553305,2.128,1859185,2.486,502469,3.079,910,,
!,!,MZ012D-P1-MV14D-T00,MZ012D-P1-MV14D-T00.d,Sample,,8/1/2018 8:32 PM,0.762,11704,1.959,770865,1.948,6408455,2.161,1901432,2.485,442886,3.100,1679,5.215,793
!,!,MZ012D-P1-MV15A-T00,MZ012D-P1-MV15A-T00.d,Sample,,8/1/2018 8:38 PM,0.761,10969,1.936,752359,1.947,6566268,2.126,1591482,2.484,499110,3.066,776,5.169,1179
!,!,MZ012D-P1-MV15B-T00,MZ012D-P1-MV15B-T00.d,Sample,,8/1/2018 8:45 PM,1.075,14408,1.959,728065,1.947,5919458,2.160,1658738,2.496,485466,3.100,530,5.192,652
!,!,MZ012D-P1-MV15C-T00,MZ012D-P1-MV15C-T00.d,Sample,,8/1/2018 8:51 PM,0.751,10241,1.937,701075,1.948,6007134,2.127,1619274,2.485,472033,,,,
!,!,MZ012D-P1-MV15D-T00,MZ012D-P1-MV15D-T00.d,Sample,,8/1/2018 8:58 PM,1.077,14573,1.960,715744,1.949,5814133,2.162,1661873,2.497,463067,,,5.193,1256
!,!,MZ012D-P1-MV16A-T00,MZ012D-P1-MV16A-T00.d,Sample,,8/1/2018 9:04 PM,0.729,24448,1.937,727262,1.937,6215510,2.127,1807257,2.485,432996,3.559,2193,5.237,1059
!,!,MZ012D-P1-MV16B-T00,MZ012D-P1-MV16B-T00.d,Sample,,8/1/2018 9:11 PM,0.774,27106,1.960,751445,1.948,6228304,2.161,1808101,2.497,471025,3.582,2279,5.215,1243
!,!,MZ012D-P1-MV16C-T00,MZ012D-P1-MV16C-T00.d,Sample,,8/1/2018 9:17 PM,0.742,28207,1.939,768436,1.939,6485083,2.130,1763752,2.488,470778,3.998,1311,5.184,1672
!,!,MZ012D-P1-MV16D-T00,MZ012D-P1-MV16D-T00.d,Sample,,8/1/2018 9:24 PM,0.773,30773,1.959,794952,1.947,6401683,2.160,1819598,2.496,480744,3.569,4818,5.214,1099
!,!,MZ012D-P1-MV17A-T00,MZ012D-P1-MV17A-T00.d,Sample,,8/1/2018 9:30 PM,0.952,2330,1.937,692494,1.937,5713990,2.127,1498205,2.485,405989,,,,
!,!,MZ012D-P1-MV17B-T00,MZ012D-P1-MV17B-T00.d,Sample,,8/1/2018 9:36 PM,0.973,1501,1.958,673781,1.958,5494301,2.159,1527725,2.495,436416,3.770,770,,
!,!,MZ012D-P1-MV17C-T00,MZ012D-P1-MV17C-T00.d,Sample,,8/1/2018 9:43 PM,1.052,5267,1.936,677225,1.947,5625616,2.126,1500509,2.484,432836,3.077,833,5.180,1914
!,!,MZ012D-P1-MV17D-T00,MZ012D-P1-MV17D-T00.d,Sample,,8/1/2018 9:49 PM,0.942,1346,1.960,656335,1.960,5438450,2.161,1558352,2.497,371005,3.101,686,5.137,832
!,!,MZ012D-P1-MV18A-T00,MZ012D-P1-MV18A-T00.d,Sample,,8/1/2018 9:56 PM,0.708,3228,1.939,715858,1.939,6077558,2.129,1681420,2.487,419942,3.639,367,5.172,2013
!,!,MZ012D-P1-MV18B-T00,MZ012D-P1-MV18B-T00.d,Sample,,8/1/2018 10:02 PM,0.815,1158,1.956,707945,1.956,5786023,2.157,1730494,2.493,459670,,,,
!,!,MZ012D-P1-MV18C-T00,MZ012D-P1-MV18C-T00.d,Sample,,8/1/2018 10:09 PM,0.740,2133,1.937,736802,1.937,6205397,2.127,1687425,2.485,454692,3.067,621,5.192,1088
!,!,MZ012D-P1-MV18D-T00,MZ012D-P1-MV18D-T00.d,Sample,,8/1/2018 10:15 PM,0.763,5406,1.960,769865,1.949,6255522,2.161,1743789,2.497,447339,4.063,731,5.204,3042
!,!,MZ012D-P1-MV19A-T00,MZ012D-P1-MV19A-T00.d,Sample,,8/1/2018 10:22 PM,0.776,682,1.940,659047,1.940,5418410,2.130,1504370,2.476,401446,3.629,564,5.206,630
!,!,MZ012D-P1-MV19B-T00,MZ012D-P1-MV19B-T00.d,Sample,,8/1/2018 10:28 PM,,,1.961,633588,1.950,4961717,2.151,1556550,2.498,281480,3.079,683,,
!,!,MZ012D-P1-MV19C-T00,MZ012D-P1-MV19C-T00.d,Sample,,8/1/2018 10:34 PM,1.055,2931,1.939,654534,1.939,5182990,2.129,1540155,2.476,224538,,,5.183,1135
!,!,MZ012D-P1-MV19D-T00,MZ012D-P1-MV19D-T00.d,Sample,,8/1/2018 10:41 PM,1.065,5147,1.949,637787,1.949,4884172,2.161,1587447,2.497,211066,3.929,991,,
!,!,MZ012D-P1-MV20A-T00,MZ012D-P1-MV20A-T00.d,Sample,,8/1/2018 10:47 PM,0.774,1901,1.938,677486,1.938,5555759,2.128,1716449,2.486,237362,3.728,901,5.182,1085
!,!,MZ012D-P1-MV20B-T00,MZ012D-P1-MV20B-T00.d,Sample,,8/1/2018 10:54 PM,1.088,15553,1.961,726134,1.950,5840723,2.162,1751110,2.498,390501,3.080,1349,5.183,704
!,!,MZ012D-P1-MV20C-T00,MZ012D-P1-MV20C-T00.d,Sample,,8/1/2018 11:00 PM,1.053,5239,1.937,693068,1.937,5744969,2.127,1729349,2.485,290749,3.582,496,5.170,3161
!,!,MZ012D-P1-MV20D-T00,MZ012D-P1-MV20D-T00.d,Sample,,8/1/2018 11:07 PM,1.076,2949,1.949,715499,1.949,5745608,2.162,1794121,2.497,262889,3.101,434,,
!,!,MZ012D-P1-MV21A-T00,MZ012D-P1-MV21A-T00.d,Sample,,8/1/2018 11:13 PM,0.773,1644,1.936,657539,1.936,5376429,2.127,1482248,2.485,257887,3.133,528,5.181,1388
!,!,MZ012D-P1-MV21B-T00,MZ012D-P1-MV21B-T00.d,Sample,,8/1/2018 11:20 PM,1.064,10984,1.959,660684,1.948,5284732,2.161,1495575,2.496,290569,3.100,1219,4.767,602
!,!,MZ012D-P1-MV21C-T00,MZ012D-P1-MV21C-T00.d,Sample,,8/1/2018 11:26 PM,1.042,5476,1.937,642324,1.937,5311496,2.128,1427873,2.486,247259,3.884,721,5.226,2604
!,!,MZ012D-P1-MV21D-T00,MZ012D-P1-MV21D-T00.d,Sample,,8/1/2018 11:32 PM,1.075,9479,1.958,667055,1.947,5346109,2.160,1522854,2.495,257583,3.100,967,5.214,2275
!,!,MZ012D-P1-MV22A-T00,MZ012D-P1-MV22A-T00.d,Sample,,8/1/2018 11:39 PM,,,1.935,684642,1.935,5201901,2.125,1665027,2.483,213160,,,5.235,881
!,!,MZ012D-P1-MV22B-T00,MZ012D-P1-MV22B-T00.d,Sample,,8/1/2018 11:45 PM,1.097,1547,1.958,715406,1.958,5580188,2.160,1728647,2.495,331345,3.468,796,5.247,1878
!,!,MZ012D-P1-MV22C-T00,MZ012D-P1-MV22C-T00.d,Sample,,8/1/2018 11:52 PM,0.741,643,1.938,717666,1.938,5389868,2.128,1671649,2.475,300113,3.727,1258,5.159,1173
!,!,MZ012D-P1-MV22D-T00,MZ012D-P1-MV22D-T00.d,Sample,,8/1/2018 11:58 PM,1.085,7301,1.957,711628,1.957,5411928,2.158,1734469,2.494,321475,3.109,1041,,
!,!,MZ012D-P1-MV23A-T00,MZ012D-P1-MV23A-T00.d,Sample,,8/2/2018 12:05 AM,,,1.937,657220,1.937,5155420,2.127,1569973,2.474,245906,3.447,652,5.170,724
!,!,MZ012D-P1-MV23B-T00,MZ012D-P1-MV23B-T00.d,Sample,,8/2/2018 12:11 AM,0.884,760,1.958,665078,1.958,4949586,2.159,1524564,2.495,231891,3.904,622,5.258,1394
!,!,MZ012D-P1-MV23C-T00,MZ012D-P1-MV23C-T00.d,Sample,,8/2/2018 12:18 AM,,,1.936,670267,1.936,5134407,2.126,1508951,2.484,230185,3.446,782,5.158,1525
!,!,MZ012D-P1-MV23D-T00,MZ012D-P1-MV23D-T00.d,Sample,,8/2/2018 12:24 AM,1.065,5697,1.960,685498,1.960,5192903,2.162,1550727,2.497,245487,3.471,1150,,
