Sample,Var2,Var3,Var4,Var5,Var6,Var7,FAMCICLOVIR_237_123Results,Var15,IS_CAFFEINEResults,Var39,IS_YOHIMBINEResults,Var41,IS_SULFAMETHOXAZOLEResults,Var45,DILTIAZEMHYDROCHLORIDE_372_151Results,Var57,DEXAMETHASONE_332_179Results,Var121,NORETHINDRONEACETATE_342_221Results,Var157
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
!,!,MZ012D-P2-MV24A-T12,MZ012D-P2-MV24A-T12.d,Sample,,8/3/2018 4:08 AM,0.773,112764,1.925,640649,1.937,6300277,2.127,2654916,2.474,1423466,3.883,250962,5.237,1139
!,!,MZ012D-P2-MV24B-T12,MZ012D-P2-MV24B-T12.d,Sample,,8/3/2018 4:15 AM,0.785,128784,1.948,652016,1.959,6521413,2.150,2667824,2.496,1322666,3.906,294013,,
!,!,MZ012D-P2-MV24C-T12,MZ012D-P2-MV24C-T12.d,Sample,,8/3/2018 4:21 AM,0.763,92546,1.938,631330,1.938,6160618,2.128,2595681,2.474,1209777,3.895,238029,,
!,!,MZ012D-P2-MV24D-T12,MZ012D-P2-MV24D-T12.d,Sample,,8/3/2018 4:28 AM,0.774,108606,1.949,633227,1.960,6359881,2.150,2537085,2.497,1262355,3.907,261207,5.238,1537
!,!,MZ012D-P2-MV25A-T12,MZ012D-P2-MV25A-T12.d,Sample,,8/3/2018 5:00 AM,0.762,145785,1.937,682630,1.937,5844328,2.127,2485956,2.474,589238,3.883,157531,5.214,932
!,!,MZ012D-P2-MV25B-T12,MZ012D-P2-MV25B-T12.d,Sample,,8/3/2018 5:06 AM,0.787,128034,1.950,627796,1.961,5542919,2.151,2323022,2.498,469604,3.908,127969,5.261,1278
!,!,MZ012D-P2-MV25C-T12,MZ012D-P2-MV25C-T12.d,Sample,,8/3/2018 5:13 AM,0.750,135522,1.925,804078,1.936,6540245,2.126,2697045,2.484,570924,3.893,132095,5.236,1109
!,!,MZ012D-P2-MV25D-T12,MZ012D-P2-MV25D-T12.d,Sample,,8/3/2018 5:19 AM,0.789,143329,1.952,724754,1.952,6179962,2.153,2458422,2.500,524361,3.910,127849,5.219,1091
!,!,MZ012D-P2-MV26A-T12,MZ012D-P2-MV26A-T12.d,Sample,,8/3/2018 5:26 AM,0.752,51923,1.927,691408,1.938,5399335,2.128,2737891,2.475,176828,3.896,2546,5.171,1076
!,!,MZ012D-P2-MV26B-T12,MZ012D-P2-MV26B-T12.d,Sample,,8/3/2018 5:32 AM,0.785,84180,1.959,740886,1.959,6022659,2.161,2966039,2.508,212376,3.917,5119,5.248,1709
!,!,MZ012D-P2-MV26C-T12,MZ012D-P2-MV26C-T12.d,Sample,,8/3/2018 5:39 AM,0.763,50477,1.938,723826,1.938,5506677,2.128,2766980,2.486,190885,3.884,5210,,
!,!,MZ012D-P2-MV26D-T12,MZ012D-P2-MV26D-T12.d,Sample,,8/3/2018 5:45 AM,0.787,108331,1.951,851938,1.962,6709458,2.152,3218374,2.499,287043,3.920,6316,,
!,!,MZ012D-P2-MV27A-T12,MZ012D-P2-MV27A-T12.d,Sample,,8/3/2018 5:51 AM,0.761,127543,1.936,773617,1.936,5306472,2.126,2539946,2.484,265879,4.945,1311,5.180,949
!,!,MZ012D-P2-MV27B-T12,MZ012D-P2-MV27B-T12.d,Sample,,8/3/2018 5:58 AM,0.773,135899,1.947,744135,1.958,5297858,2.149,2490570,2.507,232837,3.099,646,5.236,917
!,!,MZ012D-P2-MV27C-T12,MZ012D-P2-MV27C-T12.d,Sample,,8/3/2018 6:04 AM,0.775,124653,1.927,778498,1.938,5489778,2.128,2574833,2.475,239336,,,4.858,2161
!,!,MZ012D-P2-MV27D-T12,MZ012D-P2-MV27D-T12.d,Sample,,8/3/2018 6:11 AM,0.785,123631,1.948,807589,1.959,5806527,2.149,2626047,2.496,256411,3.100,747,4.879,2070
!,!,MZ012D-P2-MV28A-T12,MZ012D-P2-MV28A-T12.d,Sample,,8/3/2018 6:17 AM,0.772,113523,1.936,676266,1.936,5744135,2.126,2367263,2.473,676634,3.882,239345,5.146,1156
!,!,MZ012D-P2-MV28B-T12,MZ012D-P2-MV28B-T12.d,Sample,,8/3/2018 6:24 AM,0.784,167411,1.958,731058,1.958,6679213,2.149,2766444,2.495,795860,3.905,287266,,
!,!,MZ012D-P2-MV28C-T12,MZ012D-P2-MV28C-T12.d,Sample,,8/3/2018 6:30 AM,0.762,150456,1.925,731736,1.936,6292338,2.127,2554577,2.485,791875,3.883,289347,,
!,!,MZ012D-P2-MV28D-T12,MZ012D-P2-MV28D-T12.d,Sample,,8/3/2018 6:37 AM,0.777,173245,1.951,650325,1.951,5804067,2.153,2322539,2.500,785797,3.909,286446,,
!,!,MZ012D-P2-CTR05A-T12,MZ012D-P2-CTR05A-T12.d,Sample,,8/3/2018 8:52 AM,1.043,3199,1.938,543353,1.938,4288121,2.128,1042840,2.475,96055,3.873,684,,
!,!,MZ012D-P2-CTR06A-T12,MZ012D-P2-CTR06A-T12.d,Sample,,8/3/2018 8:58 AM,1.064,3582,1.948,518300,1.959,3938192,2.150,1045808,2.496,83142,4.957,1089,,
!,!,MZ012D-P2-CTR07A-T12,MZ012D-P2-CTR07A-T12.d,Sample,,8/3/2018 9:05 AM,1.054,11923,1.937,515786,1.937,3847950,2.128,1056289,2.474,85325,,,5.148,833
!,!,MZ012D-P2-CTR08A-T12,MZ012D-P2-CTR08A-T12.d,Sample,,8/3/2018 9:11 AM,0.998,1708,1.949,525256,1.960,4143860,2.162,1011583,2.497,105951,4.970,981,5.160,1025
