Sample,Var2,Var3,Var4,Var5,Var6,Var7,IS_YOHIMBINEResults,Var13,FAMCICLOVIRResults,Var15,IS_CAFFEINEResults,Var17,IS_SULFAMETHOXAZOLEResults,Var19,DILTIAZEMHYDROCHLORIDEResults,Var23,DexamethasoneResults,Var29,NORETHINDRONEACETATEResults,Var37
!,!,MZ012D-P1-MV04D-T08,MZ012D-P1-MV04D-T08.d,Sample,,7/29/2018 9:45 AM,1.961,9675715,1.950,15445,1.961,1038928,2.162,4192557,2.789,7423815,3.762,581653,4.914,3302
!,!,MZ012D-P1-MV05A-T08,MZ012D-P1-MV05A-T08.d,Sample,,7/29/2018 9:51 AM,1.935,8253293,1.924,4573180,1.935,1039771,2.137,1839165,2.763,7735055,3.748,593161,4.587,2740877
!,!,MZ012D-P1-MV05B-T08,MZ012D-P1-MV05B-T08.d,Sample,,7/29/2018 9:57 AM,1.960,8060505,1.949,4584504,1.960,1018849,2.161,1822890,2.788,7765506,3.772,595493,4.600,3096969
!,!,MZ012D-P1-MV05C-T08,MZ012D-P1-MV05C-T08.d,Sample,,7/29/2018 10:04 AM,1.936,8127970,1.925,4617768,1.936,1026333,2.127,1874834,2.764,7424203,3.749,561839,4.577,3161648
!,!,MZ012D-P1-MV05D-T08,MZ012D-P1-MV05D-T08.d,Sample,,7/29/2018 10:10 AM,1.961,7832384,1.939,4441560,1.961,1002383,2.162,1846312,2.789,7548891,3.773,557263,4.601,3154926
!,!,MZ012D-P1-MV06A-T08,MZ012D-P1-MV06A-T08.d,Sample,,7/29/2018 10:17 AM,1.937,8936500,1.926,684164,1.937,1080209,2.139,4058945,2.765,7352528,3.750,549335,4.577,720265
!,!,MZ012D-P1-MV06B-T08,MZ012D-P1-MV06B-T08.d,Sample,,7/29/2018 10:23 AM,1.960,9919908,1.938,922227,1.960,1128655,2.162,4404002,2.788,8441360,3.761,612549,4.600,524678
!,!,MZ012D-P1-MV06C-T08,MZ012D-P1-MV06C-T08.d,Sample,,7/29/2018 10:30 AM,1.936,10645140,1.925,871284,1.936,1242312,2.138,4681713,2.764,8529684,3.737,603854,4.577,520954
!,!,MZ012D-P1-MV06D-T08,MZ012D-P1-MV06D-T08.d,Sample,,7/29/2018 10:36 AM,1.961,9709699,1.939,746076,1.961,1094814,2.162,4341361,2.789,8028372,3.762,612909,4.601,436978
!,!,MZ012D-P1-MV07A-T08,MZ012D-P1-MV07A-T08.d,Sample,,7/29/2018 10:43 AM,1.937,8991635,1.926,1099861,1.937,1095325,2.139,3226448,2.765,7701959,3.738,586941,4.577,1441686
!,!,MZ012D-P1-MV07B-T08,MZ012D-P1-MV07B-T08.d,Sample,,7/29/2018 10:49 AM,1.968,9093733,1.946,1164384,1.957,1115907,2.158,3188796,2.796,8060580,3.769,609184,4.608,1785121
!,!,MZ012D-P1-MV07C-T08,MZ012D-P1-MV07C-T08.d,Sample,,7/29/2018 10:55 AM,1.935,8988126,1.924,1105580,1.935,1121075,2.137,3195451,2.763,7716333,3.736,566121,4.575,1643422
!,!,MZ012D-P1-MV07D-T08,MZ012D-P1-MV07D-T08.d,Sample,,7/29/2018 11:02 AM,1.960,8354107,1.948,1111774,1.960,1026362,2.161,3084595,2.787,7209733,3.772,573377,4.600,1583187
!,!,MZ012D-P1-MV08A-T08,MZ012D-P1-MV08A-T08.d,Sample,,7/29/2018 11:08 AM,1.936,9490257,1.925,2156119,1.936,1180617,2.137,3252722,2.764,7947027,3.737,581807,4.576,238697
!,!,MZ012D-P1-MV08B-T08,MZ012D-P1-MV08B-T08.d,Sample,,7/29/2018 11:15 AM,1.970,8941137,1.947,2099196,1.959,1098035,2.160,3042988,2.798,8014121,3.771,581135,4.599,94749
!,!,MZ012D-P1-MV08C-T08,MZ012D-P1-MV08C-T08.d,Sample,,7/29/2018 11:21 AM,1.937,8838362,1.925,1840972,1.937,1135474,2.138,3186860,2.765,7491328,3.738,546124,4.577,46392
!,!,MZ012D-P1-MV08D-T08,MZ012D-P1-MV08D-T08.d,Sample,,7/29/2018 11:28 AM,1.959,9334145,1.948,1970815,1.959,1141264,2.161,3239169,2.798,8062673,3.772,595445,4.600,26421
!,!,MZ012D-P1-MV09A-T08,MZ012D-P1-MV09A-T08.d,Sample,,7/29/2018 11:34 AM,1.938,11012287,1.927,1025700,1.938,1206104,2.139,4597878,2.766,8735504,3.739,603907,4.578,696792
!,!,MZ012D-P1-MV09B-T08,MZ012D-P1-MV09B-T08.d,Sample,,7/29/2018 11:41 AM,1.962,10366864,1.940,965628,1.962,1122283,2.163,4442022,2.790,8348676,3.774,563242,4.602,982572
!,!,MZ012D-P1-MV09C-T08,MZ012D-P1-MV09C-T08.d,Sample,,7/29/2018 11:47 AM,1.937,10106456,1.925,906856,1.937,1098144,2.138,4341915,2.764,7881485,3.738,528459,4.577,1016553
!,!,MZ012D-P1-MV09D-T08,MZ012D-P1-MV09D-T08.d,Sample,,7/29/2018 11:53 AM,1.972,9970701,1.950,928589,1.961,1086852,2.163,4177404,2.789,8087324,3.773,549867,4.601,914976
!,!,MZ012D-P1-MV10A-T08,MZ012D-P1-MV10A-T08.d,Sample,,7/29/2018 12:00 PM,1.936,8904239,1.925,2109467,1.936,1256231,2.137,4244844,2.764,7561607,3.737,537218,4.576,177029
!,!,MZ012D-P1-MV10B-T08,MZ012D-P1-MV10B-T08.d,Sample,,7/29/2018 12:06 PM,1.968,9601755,1.946,2438321,1.957,1224053,2.158,4449668,2.796,8272853,3.769,562634,4.597,94990
!,!,MZ012D-P1-MV10C-T08,MZ012D-P1-MV10C-T08.d,Sample,,7/29/2018 12:13 PM,1.939,9006024,1.927,2103138,1.939,1272066,2.129,4240818,2.766,7490566,3.740,531881,4.579,66377
!,!,MZ012D-P1-MV10D-T08,MZ012D-P1-MV10D-T08.d,Sample,,7/29/2018 12:19 PM,1.961,8265411,1.939,1819451,1.961,1049182,2.163,3892308,2.789,7197941,3.774,529445,4.602,45426
!,!,MZ012D-P1-MV11A-T08,MZ012D-P1-MV11A-T08.d,Sample,,7/29/2018 12:26 PM,1.938,10747118,1.927,909795,1.938,1269855,2.139,4466470,2.766,8740233,3.739,629620,4.578,6418
!,!,MZ012D-P1-MV11B-T08,MZ012D-P1-MV11B-T08.d,Sample,,7/29/2018 12:32 PM,1.960,9826256,1.949,899434,1.960,1086299,2.162,4284143,2.788,7588909,3.773,569815,4.612,6008
!,!,MZ012D-P1-MV11C-T08,MZ012D-P1-MV11C-T08.d,Sample,,7/29/2018 12:39 PM,1.938,9539950,1.927,833051,1.938,1083442,2.128,4293491,2.766,7004263,3.739,521557,,
!,!,MZ012D-P1-MV11D-T08,MZ012D-P1-MV11D-T08.d,Sample,,7/29/2018 12:45 PM,1.959,9464586,1.948,882399,1.959,1045571,2.160,4252924,2.798,7257768,3.760,545540,4.935,5355
!,!,MZ012D-P1-MV12A-T08,MZ012D-P1-MV12A-T08.d,Sample,,7/29/2018 12:51 PM,1.937,8724514,1.926,1702705,1.937,995592,2.138,3832022,2.765,6866744,3.738,505617,4.577,11995
!,!,MZ012D-P1-MV12B-T08,MZ012D-P1-MV12B-T08.d,Sample,,7/29/2018 12:58 PM,1.959,8905804,1.948,1723464,1.959,980272,2.160,3851561,2.798,7305841,3.771,525809,4.599,11920
!,!,MZ012D-P1-MV12C-T08,MZ012D-P1-MV12C-T08.d,Sample,,7/29/2018 1:04 PM,1.940,9314961,1.928,1725945,1.940,1054622,2.130,3934601,2.768,7356941,3.741,505821,4.580,14668
!,!,MZ012D-P1-MV12D-T08,MZ012D-P1-MV12D-T08.d,Sample,,7/29/2018 1:11 PM,1.970,9668937,1.948,1789597,1.959,1074776,2.161,3989640,2.798,8113134,3.771,574717,4.610,10916
!,!,MZ012D-P1-MV13A-T08,MZ012D-P1-MV13A-T08.d,Sample,,7/29/2018 1:17 PM,1.947,7508323,1.924,4274622,1.936,1038528,2.137,2634900,2.763,8853991,3.737,659494,4.576,2240823
!,!,MZ012D-P1-MV13B-T08,MZ012D-P1-MV13B-T08.d,Sample,,7/29/2018 1:24 PM,1.971,7570777,1.949,4105476,1.960,993044,2.161,2657099,2.788,8195825,3.772,621464,4.600,3090577
!,!,MZ012D-P1-MV13C-T08,MZ012D-P1-MV13C-T08.d,Sample,,7/29/2018 1:30 PM,1.938,7501620,1.927,4045563,1.938,1023575,2.128,2726578,2.766,8027952,3.739,585182,4.578,3376942
!,!,MZ012D-P1-MV13D-T08,MZ012D-P1-MV13D-T08.d,Sample,,7/29/2018 1:37 PM,1.969,7572826,1.947,4194913,1.958,996644,2.159,2633074,2.797,7954925,3.770,614271,4.598,3288457
!,!,MZ012D-P1-MV14A-T08,MZ012D-P1-MV14A-T08.d,Sample,,7/29/2018 1:43 PM,1.938,9828116,1.926,2308518,1.938,1091672,2.139,4214371,2.765,7676556,3.739,548675,4.578,473932
!,!,MZ012D-P1-MV14B-T08,MZ012D-P1-MV14B-T08.d,Sample,,7/29/2018 1:49 PM,1.968,9657895,1.946,2257780,1.957,1064167,2.158,4116428,2.796,7781503,3.769,580044,4.597,154955
!,!,MZ012D-P1-MV14C-T08,MZ012D-P1-MV14C-T08.d,Sample,,7/29/2018 1:56 PM,1.940,9779625,1.929,2136130,1.940,1088360,2.130,4196701,2.768,7424861,3.741,546082,4.580,58324
!,!,MZ012D-P1-MV14D-T08,MZ012D-P1-MV14D-T08.d,Sample,,7/29/2018 2:02 PM,1.961,9772377,1.939,2030399,1.961,1075140,2.163,4163974,2.789,7538808,3.762,557324,4.601,33170
!,!,MZ012D-P1-MV15A-T08,MZ012D-P1-MV15A-T08.d,Sample,,7/29/2018 2:09 PM,1.936,10836395,1.925,1376387,1.936,1267566,2.138,4006123,2.764,8448327,3.737,639190,4.576,12716
,!,MZ012D-P1-MV15B-T08,MZ012D-P1-MV15B-T08.d,Sample,,7/29/2018 2:15 PM,1.961,9681304,1.938,1377265,1.961,1117564,2.162,3830587,2.788,7418328,3.762,596134,4.601,9716
!,!,MZ012D-P1-MV15C-T08,MZ012D-P1-MV15C-T08.d,Sample,,7/29/2018 2:22 PM,1.937,9352760,1.926,1141746,1.937,1073014,2.138,3797085,2.765,6937648,3.738,544926,4.577,5016
!,!,MZ012D-P1-MV15D-T08,MZ012D-P1-MV15D-T08.d,Sample,,7/29/2018 2:28 PM,1.962,9130374,1.939,1371012,1.962,1084890,2.163,3538905,2.789,7123580,3.774,578363,4.602,5979
!,!,MZ012D-P1-MV16A-T08,MZ012D-P1-MV16A-T08.d,Sample,,7/29/2018 2:34 PM,1.937,9008163,1.914,1316,1.937,1026967,2.138,3720733,2.765,6803849,3.738,482721,4.924,7605
!,!,MZ012D-P1-MV16B-T08,MZ012D-P1-MV16B-T08.d,Sample,,7/29/2018 2:41 PM,1.960,8989456,1.937,5606,1.960,992110,2.161,3655869,2.787,7068902,3.772,510451,4.600,3398
!,!,MZ012D-P1-MV16C-T08,MZ012D-P1-MV16C-T08.d,Sample,,7/29/2018 2:47 PM,1.936,9580899,1.914,2810,1.936,1066218,2.137,3848961,2.764,6941236,3.748,499740,4.889,13466
!,!,MZ012D-P1-MV16D-T08,MZ012D-P1-MV16D-T08.d,Sample,,7/29/2018 2:54 PM,1.959,9263816,2.004,10642,1.959,1058456,2.160,3840605,2.787,7065727,3.771,504448,4.935,6914
!,!,MZ012D-P1-MV17A-T08,MZ012D-P1-MV17A-T08.d,Sample,,7/29/2018 3:00 PM,1.937,8438359,1.925,5808330,1.937,1178489,2.138,3426540,2.764,8139360,3.738,586505,4.577,2288747
!,!,MZ012D-P1-MV17B-T08,MZ012D-P1-MV17B-T08.d,Sample,,7/29/2018 3:07 PM,1.961,8549644,1.950,6097858,1.961,1043170,2.162,3317461,2.789,8033090,3.762,602598,4.601,3367385
!,!,MZ012D-P1-MV17C-T08,MZ012D-P1-MV17C-T08.d,Sample,,7/29/2018 3:13 PM,1.937,7702543,1.926,5295482,1.937,1092948,2.138,3287577,2.765,7274802,3.738,536902,4.577,3150372
!,!,MZ012D-P1-MV17D-T08,MZ012D-P1-MV17D-T08.d,Sample,,7/29/2018 3:20 PM,1.958,8014283,1.947,5684047,1.958,1032089,2.160,3201692,2.797,7444801,3.771,581124,4.599,3295978
!,!,MZ012D-P1-MV18A-T08,MZ012D-P1-MV18A-T08.d,Sample,,7/29/2018 3:26 PM,1.936,8215707,1.925,1974916,1.936,1070761,2.127,2835963,2.764,7018614,3.738,497491,4.577,694634
!,!,MZ012D-P1-MV18B-T08,MZ012D-P1-MV18B-T08.d,Sample,,7/29/2018 3:32 PM,1.967,8591496,1.945,2085491,1.956,1085823,2.157,2911358,2.795,7639895,3.768,534623,4.607,372908
!,!,MZ012D-P1-MV18C-T08,MZ012D-P1-MV18C-T08.d,Sample,,7/29/2018 3:39 PM,1.936,8391064,1.925,1920991,1.936,1088180,2.137,2887580,2.764,7294025,3.737,507108,4.576,267513
!,!,MZ012D-P1-MV18D-T08,MZ012D-P1-MV18D-T08.d,Sample,,7/29/2018 3:45 PM,1.970,8757926,1.947,2151617,1.958,1088897,2.160,2853101,2.798,7883182,3.771,554628,4.599,209490
!,!,MZ012D-P1-MV19A-T08,MZ012D-P1-MV19A-T08.d,Sample,,7/29/2018 3:52 PM,1.948,6982838,1.925,5526018,1.937,952108,2.138,2823275,2.764,7682584,3.749,559560,4.577,4013338
!,!,MZ012D-P1-MV19B-T08,MZ012D-P1-MV19B-T08.d,Sample,,7/29/2018 3:58 PM,1.969,7467751,1.947,5732931,1.958,1012794,2.159,2855274,2.797,7914422,3.770,586984,4.598,4661638
!,!,MZ012D-P1-MV19C-T08,MZ012D-P1-MV19C-T08.d,Sample,,7/29/2018 4:05 PM,1.938,6903366,1.926,5270854,1.938,936312,2.128,2833238,2.765,7018901,3.739,519997,4.578,4535897
!,!,MZ012D-P1-MV19D-T08,MZ012D-P1-MV19D-T08.d,Sample,,7/29/2018 4:11 PM,1.960,6962121,1.949,5389765,1.960,929610,2.162,2776791,2.788,7216396,3.773,552262,4.601,4542005
!,!,MZ012D-P1-MV20A-T08,MZ012D-P1-MV20A-T08.d,Sample,,7/29/2018 4:18 PM,1.939,9315393,1.927,542027,1.939,1029587,2.140,4200728,2.766,7372854,3.740,462403,4.579,581770
!,!,MZ012D-P1-MV20B-T08,MZ012D-P1-MV20B-T08.d,Sample,,7/29/2018 4:24 PM,1.961,8526848,1.950,472142,1.961,958356,2.162,3871311,2.789,6873908,3.762,478171,4.601,205373
!,!,MZ012D-P1-MV20C-T08,MZ012D-P1-MV20C-T08.d,Sample,,7/29/2018 4:30 PM,1.938,9172857,1.927,485657,1.938,1051436,2.128,4073807,2.766,7049409,3.739,474720,4.578,74228
!,!,MZ012D-P1-MV20D-T08,MZ012D-P1-MV20D-T08.d,Sample,,7/29/2018 4:37 PM,1.959,9172954,1.948,479495,1.959,990372,2.160,4112392,2.787,7253235,3.771,493088,4.610,36296
!,!,MZ012D-P1-MV21A-T08,MZ012D-P1-MV21A-T08.d,Sample,,7/29/2018 4:43 PM,1.937,8759009,1.926,2701644,1.926,1066143,2.127,3315151,2.765,7352247,3.738,531570,4.577,1582788
!,!,MZ012D-P1-MV21B-T08,MZ012D-P1-MV21B-T08.d,Sample,,7/29/2018 4:50 PM,1.960,9180827,1.949,2996451,1.960,1114912,2.161,3323728,2.788,7776305,3.772,587007,4.600,1672381
!,!,MZ012D-P1-MV21C-T08,MZ012D-P1-MV21C-T08.d,Sample,,7/29/2018 4:56 PM,1.936,8541899,1.925,2689317,1.936,1051558,2.138,3250058,2.764,7028340,3.737,513272,4.576,1840127
,!,MZ012D-P1-MV21D-T08,MZ012D-P1-MV21D-T08.d,Sample,,7/29/2018 5:03 PM,1.958,8296647,1.946,2746601,1.958,983455,2.159,3167520,2.797,7076579,3.770,537170,4.609,1795394
!,!,MZ012D-P1-MV22A-T08,MZ012D-P1-MV22A-T08.d,Sample,,7/29/2018 5:09 PM,1.947,7881988,1.925,1391947,1.936,1219776,2.137,4146616,2.764,7012574,3.737,521418,4.576,223709
!,!,MZ012D-P1-MV22B-T08,MZ012D-P1-MV22B-T08.d,Sample,,7/29/2018 5:16 PM,1.958,8198635,1.947,1324251,1.958,1232990,2.160,4156751,2.797,7108056,3.771,523229,4.610,78106
!,!,MZ012D-P1-MV22C-T08,MZ012D-P1-MV22C-T08.d,Sample,,7/29/2018 5:22 PM,1.938,8460107,1.927,1262295,1.938,1327588,2.139,4332577,2.766,6966884,3.739,522446,4.578,32468
!,!,MZ012D-P1-MV22D-T08,MZ012D-P1-MV22D-T08.d,Sample,,7/29/2018 5:28 PM,1.960,8578626,1.948,1292646,1.960,1280662,2.161,4289103,2.787,7437408,3.772,539315,4.600,15146
!,!,MZ012D-P1-MV23A-T08,MZ012D-P1-MV23A-T08.d,Sample,,7/29/2018 5:35 PM,1.936,6661261,1.925,3270971,1.936,1065090,2.126,2444886,2.764,6502966,3.748,476100,4.576,249013
!,!,MZ012D-P1-MV23B-T08,MZ012D-P1-MV23B-T08.d,Sample,,7/29/2018 5:41 PM,1.970,7125400,1.947,3510747,1.959,1085030,2.160,2593041,2.786,7019322,3.771,507486,4.599,332573
!,!,MZ012D-P1-MV23C-T08,MZ012D-P1-MV23C-T08.d,Sample,,7/29/2018 5:48 PM,1.946,6953519,1.924,3204202,1.935,1102297,2.136,2557666,2.763,6605355,3.747,474831,4.575,344971
!,!,MZ012D-P1-MV23D-T08,MZ012D-P1-MV23D-T08.d,Sample,,7/29/2018 5:54 PM,1.959,7606613,1.948,3758184,1.959,1149971,2.161,2618077,2.787,7564889,3.772,531424,4.599,443666
