Sample,Var2,Var3,Var4,Var5,Var6,Var7,IS_YOHIMBINEResults,Var13,FAMCICLOVIRResults,Var15,IS_CAFFEINEResults,Var17,IS_SULFAMETHOXAZOLEResults,Var19,DILTIAZEMHYDROCHLORIDEResults,Var23,DexamethasoneResults,Var29,NORETHINDRONEACETATEResults,Var37
!,!,MZ012D-P1-MV07C-T02,MZ012D-P1-MV07C-T02.d,Sample,,7/30/2018 7:49 PM,1.937,7010352,1.926,3862326,1.937,924371,2.127,1839099,2.765,7110090,3.738,491982,4.577,4135077
!,!,MZ012D-P1-MV07D-T02,MZ012D-P1-MV07D-T02.d,Sample,,7/30/2018 7:55 PM,1.970,6788131,1.947,3876511,1.958,885064,2.160,1812316,2.797,6853966,3.760,514830,4.599,3950030
!,!,MZ012D-P1-MV08A-T02,MZ012D-P1-MV08A-T02.d,Sample,,7/30/2018 8:02 PM,1.938,6883977,1.927,4070831,1.938,915657,2.128,1922894,2.766,6808754,3.739,481963,4.578,2367522
!,!,MZ012D-P1-MV08B-T02,MZ012D-P1-MV08B-T02.d,Sample,,7/30/2018 8:08 PM,1.961,6740234,1.938,4150083,1.961,881014,2.162,1917947,2.789,6788555,3.762,501884,4.601,2176901
!,!,MZ012D-P1-MV08C-T02,MZ012D-P1-MV08C-T02.d,Sample,,7/30/2018 8:15 PM,1.937,6629368,1.926,3880577,1.937,893701,2.127,1978796,2.765,6521429,3.738,472413,4.577,1909196
!,!,MZ012D-P1-MV08D-T02,MZ012D-P1-MV08D-T02.d,Sample,,7/30/2018 8:21 PM,1.962,6967681,1.939,4160062,1.962,906548,2.163,2030329,2.790,7015749,3.763,520862,4.602,1906694
!,!,MZ012D-P1-MV09A-T02,MZ012D-P1-MV09A-T02.d,Sample,,7/30/2018 8:27 PM,1.937,7591187,1.925,4070153,1.937,960592,2.138,2907040,2.764,6854327,3.738,453629,4.577,3671094
!,!,MZ012D-P1-MV09B-T02,MZ012D-P1-MV09B-T02.d,Sample,,7/30/2018 8:34 PM,1.967,8108260,1.945,4280321,1.956,970682,2.158,2985963,2.795,7226928,3.769,509962,4.608,4072245
!,!,MZ012D-P1-MV09C-T02,MZ012D-P1-MV09C-T02.d,Sample,,7/30/2018 8:40 PM,1.936,7972342,1.925,4113408,1.936,976080,2.138,2852463,2.764,6985202,3.737,478261,4.576,4100791
!,!,MZ012D-P1-MV09D-T02,MZ012D-P1-MV09D-T02.d,Sample,,7/30/2018 8:47 PM,1.970,7917642,1.948,4158964,1.959,949085,2.160,2861405,2.798,7003660,3.771,485432,4.599,3898687
!,!,MZ012D-P1-MV10A-T02,MZ012D-P1-MV10A-T02.d,Sample,,7/30/2018 8:53 PM,1.937,6756532,1.926,4283293,1.937,905974,2.127,2149081,2.765,6287796,3.738,447543,4.577,2872565
!,!,MZ012D-P1-MV10B-T02,MZ012D-P1-MV10B-T02.d,Sample,,7/30/2018 9:00 PM,1.960,6706672,1.938,4375606,1.960,885721,2.161,2142883,2.799,6456004,3.772,453172,4.600,2818120
!,!,MZ012D-P1-MV10C-T02,MZ012D-P1-MV10C-T02.d,Sample,,7/30/2018 9:06 PM,1.936,7238582,1.925,4652553,1.936,982229,2.127,2206544,2.764,7062741,3.738,456703,4.577,3117958
!,!,MZ012D-P1-MV10D-T02,MZ012D-P1-MV10D-T02.d,Sample,,7/30/2018 9:13 PM,1.959,7330309,1.937,4736992,1.959,936072,2.161,2204535,2.787,7116613,3.772,484568,4.599,3185390
!,!,MZ012D-P1-MV11A-T02,MZ012D-P1-MV11A-T02.d,Sample,,7/30/2018 9:19 PM,1.937,8507984,1.926,4656122,1.937,1014981,2.128,1952847,2.765,8284114,3.738,531802,4.577,499868
!,!,MZ012D-P1-MV11B-T02,MZ012D-P1-MV11B-T02.d,Sample,,7/30/2018 9:25 PM,1.970,8370030,1.947,4680298,1.959,1023501,2.160,2031347,2.798,7954108,3.760,532783,4.599,326482
!,!,MZ012D-P1-MV11C-T02,MZ012D-P1-MV11C-T02.d,Sample,,7/30/2018 9:32 PM,1.938,7283419,1.927,4047621,1.938,930823,2.128,2034177,2.766,6689138,3.739,460151,4.578,190143
!,!,MZ012D-P1-MV11D-T02,MZ012D-P1-MV11D-T02.d,Sample,,7/30/2018 9:38 PM,1.959,7545095,1.937,4207355,1.959,939485,2.161,2078611,2.798,6898235,3.772,492965,4.600,178958
!,!,MZ012D-P1-MV12A-T02,MZ012D-P1-MV12A-T02.d,Sample,,7/30/2018 9:45 PM,1.936,7013764,1.925,4252520,1.936,881450,2.126,1882848,2.764,6460000,3.737,457895,4.576,2538351
!,!,MZ012D-P1-MV12B-T02,MZ012D-P1-MV12B-T02.d,Sample,,7/30/2018 9:51 PM,1.970,7140117,1.948,4477118,1.959,890576,2.160,1845503,2.798,6888789,3.760,499571,4.599,2922528
!,!,MZ012D-P1-MV12C-T02,MZ012D-P1-MV12C-T02.d,Sample,,7/30/2018 9:58 PM,1.946,7058613,1.923,4334532,1.934,908154,2.125,1885877,2.773,6592737,3.736,473301,4.575,2897564
!,!,MZ012D-P1-MV12D-T02,MZ012D-P1-MV12D-T02.d,Sample,,7/30/2018 10:04 PM,1.968,7234485,1.946,4575254,1.957,909038,2.159,1894263,2.796,7022483,3.770,494281,4.609,3120332
!,!,MZ012D-P1-MV13A-T02,MZ012D-P1-MV13A-T02.d,Sample,,7/30/2018 10:11 PM,1.947,5877057,1.924,4499277,1.935,810842,2.137,1590734,2.763,7090924,3.737,502657,4.576,4161014
!,!,MZ012D-P1-MV13B-T02,MZ012D-P1-MV13B-T02.d,Sample,,7/30/2018 10:17 PM,1.962,5758138,1.939,4346548,1.962,785698,2.163,1665195,2.789,6290590,3.774,486967,4.602,4150451
!,!,MZ012D-P1-MV13C-T02,MZ012D-P1-MV13C-T02.d,Sample,,7/30/2018 10:23 PM,1.947,5859766,1.925,4507859,1.936,832221,2.126,1623807,2.764,6676585,3.737,479782,4.576,4395040
!,!,MZ012D-P1-MV13D-T02,MZ012D-P1-MV13D-T02.d,Sample,,7/30/2018 10:30 PM,1.968,6146149,1.945,4751106,1.957,830911,2.158,1676089,2.796,7205440,3.769,539730,4.597,4536311
!,!,MZ012D-P1-MV14A-T02,MZ012D-P1-MV14A-T02.d,Sample,,7/30/2018 10:36 PM,1.937,7018167,1.926,4461868,1.937,882055,2.127,1852169,2.765,6380117,3.738,463687,4.577,931998
!,!,MZ012D-P1-MV14B-T02,MZ012D-P1-MV14B-T02.d,Sample,,7/30/2018 10:43 PM,1.958,6920417,1.936,4579031,1.958,873066,2.160,1812170,2.786,6608151,3.759,458143,4.610,512208
!,!,MZ012D-P1-MV14C-T02,MZ012D-P1-MV14C-T02.d,Sample,,7/30/2018 10:49 PM,1.936,7406061,1.924,4628320,1.936,947207,2.126,1883631,2.764,6680089,3.737,458167,4.576,350726
!,!,MZ012D-P1-MV14D-T02,MZ012D-P1-MV14D-T02.d,Sample,,7/30/2018 10:56 PM,1.960,7193248,1.938,4734828,1.960,911554,2.161,1879771,2.788,6858315,3.761,475614,4.600,238556
!,!,MZ012D-P1-MV15A-T02,MZ012D-P1-MV15A-T02.d,Sample,,7/30/2018 11:02 PM,1.938,6900570,1.927,3706655,1.938,887177,2.128,1859948,2.766,6588851,3.739,469153,4.578,1942843
!,!,MZ012D-P1-MV15B-T02,MZ012D-P1-MV15B-T02.d,Sample,,7/30/2018 11:09 PM,1.958,7198284,1.946,3814656,1.958,903991,2.159,1878882,2.797,7110055,3.759,509224,4.598,2008205
!,!,MZ012D-P1-MV15C-T02,MZ012D-P1-MV15C-T02.d,Sample,,7/30/2018 11:15 PM,1.939,7169887,1.928,3815677,1.939,885166,2.129,1874388,2.767,7053590,3.740,501799,4.579,2227330
!,!,MZ012D-P1-MV15D-T02,MZ012D-P1-MV15D-T02.d,Sample,,7/30/2018 11:21 PM,1.959,6668610,1.936,3832476,1.959,850696,2.160,1890337,2.798,6636475,3.760,496321,4.599,2287138
!,!,MZ012D-P1-MV16A-T02,MZ012D-P1-MV16A-T02.d,Sample,,7/30/2018 11:28 PM,1.937,6798173,1.925,1515624,1.937,928520,2.127,2037491,2.764,6181271,3.738,428069,4.577,301612
!,!,MZ012D-P1-MV16B-T02,MZ012D-P1-MV16B-T02.d,Sample,,7/30/2018 11:34 PM,1.969,6696672,1.947,1462342,1.958,918001,2.159,1942297,2.797,6328003,3.770,422476,4.598,126635
,!,MZ012D-P1-MV16C-T02,MZ012D-P1-MV16C-T02.d,Sample,,7/30/2018 11:41 PM,1.937,6557511,1.926,1450770,1.937,890779,2.128,1963531,2.765,6066747,3.739,398962,4.578,52307
!,!,MZ012D-P1-MV16D-T02,MZ012D-P1-MV16D-T02.d,Sample,,7/30/2018 11:47 PM,1.970,7139033,1.947,1570678,1.959,943416,2.160,1942853,2.798,6812124,3.771,444135,4.599,33059
!,!,MZ012D-P1-MV17A-T02,MZ012D-P1-MV17A-T02.d,Sample,,7/30/2018 11:54 PM,1.938,6697787,1.927,5621758,1.938,929953,2.128,1751192,2.766,7164859,3.739,495822,4.578,3901544
!,!,MZ012D-P1-MV17B-T02,MZ012D-P1-MV17B-T02.d,Sample,,7/31/2018 12:00 AM,1.961,6521445,1.939,5531040,1.961,882452,2.163,1743775,2.789,6964207,3.762,517682,4.601,4376629
!,!,MZ012D-P1-MV17C-T02,MZ012D-P1-MV17C-T02.d,Sample,,7/31/2018 12:07 AM,1.938,6406431,1.926,5408313,1.938,896631,2.128,1742477,2.765,7074870,3.739,500671,4.578,4475769
!,!,MZ012D-P1-MV17D-T02,MZ012D-P1-MV17D-T02.d,Sample,,7/31/2018 12:13 AM,1.959,6084643,1.936,5226045,1.959,838634,2.160,1744396,2.798,6492900,3.771,494990,4.599,4193372
!,!,MZ012D-P1-MV18A-T02,MZ012D-P1-MV18A-T02.d,Sample,,7/31/2018 12:19 AM,1.937,6228943,1.926,3660747,1.937,864559,2.127,1833044,2.765,5958135,3.738,409841,4.577,2587928
!,!,MZ012D-P1-MV18B-T02,MZ012D-P1-MV18B-T02.d,Sample,,7/31/2018 12:26 AM,1.961,6517577,1.939,3842629,1.961,883493,2.163,1867879,2.789,6590808,3.762,476735,4.601,2645794
!,!,MZ012D-P1-MV18C-T02,MZ012D-P1-MV18C-T02.d,Sample,,7/31/2018 12:32 AM,1.940,6502980,1.917,3918498,1.929,898466,2.130,1859275,2.768,6543587,3.741,437194,4.580,2606340
!,!,MZ012D-P1-MV18D-T02,MZ012D-P1-MV18D-T02.d,Sample,,7/31/2018 12:39 AM,1.962,6808654,1.940,4073956,1.951,904740,2.164,1856341,2.790,6870641,3.763,460156,4.602,2593367
!,!,MZ012D-P1-MV19A-T02,MZ012D-P1-MV19A-T02.d,Sample,,7/31/2018 12:45 AM,1.937,5680822,1.926,4560148,1.937,774521,2.127,1719553,2.765,6273172,3.738,487448,4.577,4072041
,!,MZ012D-P1-MV19B-T02,MZ012D-P1-MV19B-T02.d,Sample,,7/31/2018 12:52 AM,1.961,5824320,1.939,4651052,1.950,800121,2.163,1711962,2.789,6471526,3.762,515932,4.601,4187568
,!,MZ012D-P1-MV19C-T02,MZ012D-P1-MV19C-T02.d,Sample,,7/31/2018 12:58 AM,1.938,5610242,1.927,4520845,1.938,795227,2.128,1732927,2.766,6181932,3.739,477068,4.578,4036918
,!,MZ012D-P1-MV19D-T02,MZ012D-P1-MV19D-T02.d,Sample,,7/31/2018 1:05 AM,1.959,5838041,1.937,4721584,1.959,798204,2.160,1704588,2.787,6519906,3.771,491407,4.599,4293962
!,!,MZ012D-P1-MV20A-T02,MZ012D-P1-MV20A-T02.d,Sample,,7/31/2018 1:11 AM,1.937,7315790,1.926,3549820,1.937,949198,2.127,2297020,2.765,6634598,3.738,453370,4.577,1705992
!,!,MZ012D-P1-MV20B-T02,MZ012D-P1-MV20B-T02.d,Sample,,7/31/2018 1:17 AM,1.958,7013041,1.947,3540912,1.958,889383,2.159,2158092,2.797,6454836,3.770,466153,4.598,1365238
!,!,MZ012D-P1-MV20C-T02,MZ012D-P1-MV20C-T02.d,Sample,,7/31/2018 1:24 AM,1.939,6969147,1.928,3418452,1.939,905166,2.129,2257088,2.767,6209572,3.740,451438,4.579,1200534
!,!,MZ012D-P1-MV20D-T02,MZ012D-P1-MV20D-T02.d,Sample,,7/31/2018 1:30 AM,1.959,7126663,1.937,3542420,1.959,913021,2.160,2250398,2.787,6361191,3.760,453980,4.599,1164165
!,!,MZ012D-P1-MV21A-T02,MZ012D-P1-MV21A-T02.d,Sample,,7/31/2018 1:37 AM,1.937,6456582,1.926,4582865,1.937,837173,2.127,1654350,2.765,6143118,3.738,433483,4.577,3224630
!,!,MZ012D-P1-MV21B-T02,MZ012D-P1-MV21B-T02.d,Sample,,7/31/2018 1:43 AM,1.960,6595596,1.937,4604911,1.960,851723,2.161,1682634,2.799,6235289,3.761,463259,4.600,3392808
!,!,MZ012D-P1-MV21C-T02,MZ012D-P1-MV21C-T02.d,Sample,,7/31/2018 1:50 AM,1.946,6433378,1.923,4469281,1.934,825750,2.136,1642490,2.762,6030172,3.736,433309,4.575,3513286
!,!,MZ012D-P1-MV21D-T02,MZ012D-P1-MV21D-T02.d,Sample,,7/31/2018 1:56 AM,1.961,6616498,1.938,4627011,1.961,851652,2.162,1637737,2.788,6382091,3.762,463253,4.601,3557354
!,!,MZ012D-P1-MV22A-T02,MZ012D-P1-MV22A-T02.d,Sample,,7/31/2018 2:03 AM,1.939,6167597,1.927,4073456,1.939,932833,2.129,2103294,2.766,6635157,3.740,470314,4.579,469858
!,!,MZ012D-P1-MV22B-T02,MZ012D-P1-MV22B-T02.d,Sample,,7/31/2018 2:09 AM,1.961,6089536,1.939,4062689,1.961,907096,2.163,2077781,2.789,6586406,3.762,477456,4.601,145877
!,!,MZ012D-P1-MV22C-T02,MZ012D-P1-MV22C-T02.d,Sample,,7/31/2018 2:15 AM,1.938,5869023,1.926,3787893,1.938,904082,2.128,2157150,2.765,6361131,3.739,458112,4.578,56077
!,!,MZ012D-P1-MV22D-T02,MZ012D-P1-MV22D-T02.d,Sample,,7/31/2018 2:22 AM,1.961,6082583,1.938,3931182,1.949,922636,2.162,2123316,2.788,6642113,3.762,472525,4.601,27272
!,!,MZ012D-P1-MV23A-T02,MZ012D-P1-MV23A-T02.d,Sample,,7/31/2018 2:28 AM,1.937,5792900,1.926,4796990,1.937,871583,2.127,1773554,2.765,6629541,3.738,443220,4.577,2762661
!,!,MZ012D-P1-MV23B-T02,MZ012D-P1-MV23B-T02.d,Sample,,7/31/2018 2:35 AM,1.960,5918387,1.937,4813300,1.960,875466,2.161,1755920,2.788,6454937,3.761,468827,4.600,2842981
!,!,MZ012D-P1-MV23C-T02,MZ012D-P1-MV23C-T02.d,Sample,,7/31/2018 2:41 AM,1.938,5697919,1.927,4597058,1.938,871918,2.128,1773282,2.766,6235052,3.739,435877,4.578,2900238
!,!,MZ012D-P1-MV23D-T02,MZ012D-P1-MV23D-T02.d,Sample,,7/31/2018 2:48 AM,1.961,5943848,1.938,4728348,1.961,895126,2.151,1774437,2.788,6420274,3.762,446383,4.601,3047648
