Sample,Var2,Var3,Var4,Var5,Var6,Var7,IS_YOHIMBINEResults,Var13,FAMCICLOVIRResults,Var15,IS_CAFFEINEResults,Var17,IS_SULFAMETHOXAZOLEResults,Var19,DILTIAZEMHYDROCHLORIDEResults,Var23,DexamethasoneResults,Var29,NORETHINDRONEACETATEResults,Var37
,!,MZ012D-P1-MV07B-T24,MZ012D-P1-MV07B-T24.d,Sample,,7/28/2018 1:55 AM,1.971,10576698,1.948,7963,1.959,1240327,2.161,4434845,2.798,6031809,3.772,730993,4.600,68860
!,!,MZ012D-P1-MV07C-T24,MZ012D-P1-MV07C-T24.d,Sample,,7/28/2018 2:02 AM,1.936,10041519,1.925,7331,1.936,1163913,2.137,4327280,2.764,5586264,3.737,664034,4.576,75160
,,MZ012D-P1-MV07D-T24,MZ012D-P1-MV07D-T24.d,Sample,,7/28/2018 2:08 AM,1.970,10438194,1.936,7541,1.959,1204119,2.160,4320410,2.798,5961745,3.771,709454,4.599,82459
,!,MZ012D-P1-MV08A-T24,MZ012D-P1-MV08A-T24.d,Sample,,7/28/2018 2:15 AM,1.937,10666099,1.926,34840,1.937,1205062,2.138,4892607,2.765,7683409,3.738,588369,4.588,29625
!,!,MZ012D-P1-MV08B-T24,MZ012D-P1-MV08B-T24.d,Sample,,7/28/2018 2:21 AM,1.969,10759044,1.947,37333,1.958,1192551,2.159,4874430,2.797,8071217,3.770,638152,4.609,25915
!,!,MZ012D-P1-MV08C-T24,MZ012D-P1-MV08C-T24.d,Sample,,7/28/2018 2:27 AM,1.936,11202682,1.925,32773,1.936,1303819,2.137,5061898,2.764,7799287,3.748,591107,4.576,22730
,!,MZ012D-P1-MV08D-T24,MZ012D-P1-MV08D-T24.d,Sample,,7/28/2018 2:34 AM,1.971,10929554,1.948,24872,1.959,1212631,2.161,5023945,2.798,8366271,3.772,605333,4.600,18726
!,!,MZ012D-P1-MV09A-T24,MZ012D-P1-MV09A-T24.d,Sample,,7/28/2018 2:40 AM,1.937,11641610,1.915,5264,1.937,1310419,2.138,5271096,2.765,9024393,3.749,41083,4.577,45238
,!,MZ012D-P1-MV09B-T24,MZ012D-P1-MV09B-T24.d,Sample,,7/28/2018 2:47 AM,1.970,10964748,1.936,7529,1.959,1143289,2.160,4881437,2.798,8601753,3.760,46859,4.599,47697
,!,MZ012D-P1-MV09C-T24,MZ012D-P1-MV09C-T24.d,Sample,,7/28/2018 2:53 AM,1.937,10501650,1.915,3484,1.937,1155720,2.138,4700900,2.765,8158200,3.749,42443,4.577,39353
,!,MZ012D-P1-MV09D-T24,MZ012D-P1-MV09D-T24.d,Sample,,7/28/2018 3:00 AM,1.968,10911987,1.934,4428,1.957,1152612,2.158,4861832,2.796,8556030,3.769,52582,4.608,49685
!,!,MZ012D-P1-MV10A-T24,MZ012D-P1-MV10A-T24.d,Sample,,7/28/2018 3:06 AM,1.936,10407859,1.925,28834,1.936,1288266,2.137,4194143,2.764,7431600,3.748,105744,4.576,21981
!,!,MZ012D-P1-MV10B-T24,MZ012D-P1-MV10B-T24.d,Sample,,7/28/2018 3:13 AM,1.972,10618042,1.938,25265,1.961,1242043,2.162,4409271,2.800,7980764,3.773,110631,4.601,19042
!,!,MZ012D-P1-MV10C-T24,MZ012D-P1-MV10C-T24.d,Sample,,7/28/2018 3:19 AM,1.937,10186821,1.926,21695,1.937,1228303,2.139,4074177,2.765,7186703,3.738,99795,4.577,23889
,!,MZ012D-P1-MV10D-T24,MZ012D-P1-MV10D-T24.d,Sample,,7/28/2018 3:25 AM,1.973,10636482,1.950,19520,1.962,1234035,2.163,4362572,2.801,8021321,3.774,91950,4.602,28264
!,!,MZ012D-P1-MV11A-T24,MZ012D-P1-MV11A-T24.d,Sample,,7/28/2018 3:32 AM,1.938,10814425,1.905,8367,1.938,1211498,2.139,4439939,2.766,6742862,3.750,412302,4.578,19139
!,!,MZ012D-P1-MV11B-T24,MZ012D-P1-MV11B-T24.d,Sample,,7/28/2018 3:38 AM,1.970,10235885,1.948,6269,1.959,1112038,2.161,4251540,2.798,6676147,3.771,445009,4.599,7813
,!,MZ012D-P1-MV11C-T24,MZ012D-P1-MV11C-T24.d,Sample,,7/28/2018 3:45 AM,1.936,10400403,1.902,5550,1.936,1182559,2.137,4288382,2.763,6258662,3.737,412259,4.587,6270
,!,MZ012D-P1-MV11D-T24,MZ012D-P1-MV11D-T24.d,Sample,,7/28/2018 3:51 AM,1.971,10466291,1.915,5848,1.960,1119087,2.161,4381204,2.799,6522329,3.772,450145,4.600,6901
!,!,MZ012D-P1-MV12A-T24,MZ012D-P1-MV12A-T24.d,Sample,,7/28/2018 3:58 AM,1.937,10291156,1.925,11604,1.937,1119261,2.138,4350451,2.764,6973821,3.738,341513,4.577,21770
!,!,MZ012D-P1-MV12B-T24,MZ012D-P1-MV12B-T24.d,Sample,,7/28/2018 4:04 AM,1.969,10700252,1.946,12486,1.958,1173640,2.159,4442472,2.797,7551109,3.770,361717,4.609,34256
,!,MZ012D-P1-MV12C-T24,MZ012D-P1-MV12C-T24.d,Sample,,7/28/2018 4:11 AM,1.937,10255885,1.925,10441,1.937,1151454,2.138,4258605,2.764,7048528,3.749,344287,4.577,24000
,,MZ012D-P1-MV12D-T24,MZ012D-P1-MV12D-T24.d,Sample,,7/28/2018 4:17 AM,1.970,11101917,1.947,12766,1.959,1164841,2.160,4528303,2.798,7989616,3.771,379610,4.610,35296
!,!,MZ012D-P1-MV13A-T24,MZ012D-P1-MV13A-T24.d,Sample,,7/28/2018 4:23 AM,1.936,8831801,1.924,879443,1.936,1497821,2.137,5164030,2.763,7619006,3.737,696246,4.576,143889
!,!,MZ012D-P1-MV13B-T24,MZ012D-P1-MV13B-T24.d,Sample,,7/28/2018 4:30 AM,1.970,9216416,1.947,947381,1.958,1518809,2.160,4881361,2.797,7942652,3.771,709294,4.599,209946
!,!,MZ012D-P1-MV13C-T24,MZ012D-P1-MV13C-T24.d,Sample,,7/28/2018 4:36 AM,1.936,8685227,1.925,905777,1.936,1479087,2.137,4860446,2.764,7281633,3.748,649456,4.587,308946
!,!,MZ012D-P1-MV13D-T24,MZ012D-P1-MV13D-T24.d,Sample,,7/28/2018 4:43 AM,1.971,9134963,1.948,983349,1.959,1498887,2.161,4878428,2.798,7838527,3.772,697663,4.599,334296
!,!,MZ012D-P1-MV14A-T24,MZ012D-P1-MV14A-T24.d,Sample,,7/28/2018 4:49 AM,1.935,10475513,1.924,18075,1.935,1128085,2.137,4362091,2.763,6576089,3.748,538908,4.575,60384
,!,MZ012D-P1-MV14B-T24,MZ012D-P1-MV14B-T24.d,Sample,,7/28/2018 4:56 AM,1.970,10447114,1.947,21702,1.959,1135118,2.160,4334110,2.798,6635451,3.771,555870,4.610,36428
,!,MZ012D-P1-MV14C-T24,MZ012D-P1-MV14C-T24.d,Sample,,7/28/2018 5:02 AM,1.946,10432211,1.923,12947,1.934,1145683,2.136,4312279,2.762,6450268,3.747,515506,4.586,25995
!,!,MZ012D-P1-MV14D-T24,MZ012D-P1-MV14D-T24.d,Sample,,7/28/2018 5:09 AM,1.970,11329285,1.948,15471,1.959,1260782,2.160,4617807,2.798,7598773,3.771,582362,4.599,22475
!,!,MZ012D-P1-MV15A-T24,MZ012D-P1-MV15A-T24.d,Sample,,7/28/2018 5:15 AM,1.935,9922490,1.913,4637,1.935,1271377,2.137,4207779,2.763,3942158,3.736,624030,4.587,13339
!,!,MZ012D-P1-MV15B-T24,MZ012D-P1-MV15B-T24.d,Sample,,7/28/2018 5:21 AM,1.971,10007178,1.937,18870,1.960,1196392,2.161,4289983,2.799,3985398,3.772,671049,4.600,10545
!,!,MZ012D-P1-MV15C-T24,MZ012D-P1-MV15C-T24.d,Sample,,7/28/2018 5:28 AM,1.938,10011151,1.904,4212,1.938,1337110,2.128,4194123,2.766,3889443,3.739,629050,4.578,9860
!,!,MZ012D-P1-MV15D-T24,MZ012D-P1-MV15D-T24.d,Sample,,7/28/2018 5:34 AM,1.970,9758042,1.948,6588,1.959,1220559,2.160,4200703,2.798,3918451,3.771,668275,4.599,12507
,!,MZ012D-P1-MV16A-T24,MZ012D-P1-MV16A-T24.d,Sample,,7/28/2018 5:41 AM,1.935,9094282,1.902,2009,1.935,965998,2.137,3756851,2.763,5974153,3.737,558743,4.587,10069
,,MZ012D-P1-MV16B-T24,MZ012D-P1-MV16B-T24.d,Sample,,7/28/2018 5:47 AM,1.971,9933287,1.926,8497,1.960,1081383,2.161,4198269,2.788,6167260,3.772,590607,4.600,8864
,!,MZ012D-P1-MV16C-T24,MZ012D-P1-MV16C-T24.d,Sample,,7/28/2018 5:54 AM,1.938,9921939,1.893,3644,1.938,1107641,2.128,4002905,2.766,5884736,3.739,529820,4.578,9778
,,MZ012D-P1-MV16D-T24,MZ012D-P1-MV16D-T24.d,Sample,,7/28/2018 6:00 AM,1.970,10516227,1.948,6032,1.959,1124415,2.161,4276203,2.798,6492892,3.772,610238,4.611,17719
!,!,MZ012D-P1-MV17A-T24,MZ012D-P1-MV17A-T24.d,Sample,,7/28/2018 6:07 AM,1.939,9104188,1.928,499580,1.939,1402737,2.129,4388355,2.767,5699816,3.740,647854,4.579,240560
!,!,MZ012D-P1-MV17B-T24,MZ012D-P1-MV17B-T24.d,Sample,,7/28/2018 6:13 AM,1.962,9373283,1.939,585914,1.962,1321884,2.163,4391645,2.790,5934466,3.774,664819,4.602,241499
!,!,MZ012D-P1-MV17C-T24,MZ012D-P1-MV17C-T24.d,Sample,,7/28/2018 6:19 AM,1.938,8837755,1.927,545812,1.938,1407919,2.128,4310113,2.766,5528947,3.739,635964,4.578,295052
!,!,MZ012D-P1-MV17D-T24,MZ012D-P1-MV17D-T24.d,Sample,,7/28/2018 6:26 AM,1.963,9673441,1.940,627746,1.963,1340275,2.164,4479551,2.790,6085383,3.764,705938,4.603,308124
,!,MZ012D-P1-MV18A-T24,MZ012D-P1-MV18A-T24.d,Sample,,7/28/2018 6:32 AM,1.939,10057553,1.928,34150,1.939,1158106,2.140,4343691,2.767,7876262,3.740,586068,4.579,68166
,,MZ012D-P1-MV18B-T24,MZ012D-P1-MV18B-T24.d,Sample,,7/28/2018 6:39 AM,1.971,9936411,1.949,23685,1.960,1119665,2.161,4193899,2.799,7879023,3.772,608323,4.600,42535
!,!,MZ012D-P1-MV18C-T24,MZ012D-P1-MV18C-T24.d,Sample,,7/28/2018 6:45 AM,1.938,9738152,1.927,20285,1.938,1124845,2.140,4205604,2.766,7619367,3.739,575038,4.578,35394
,!,MZ012D-P1-MV18D-T24,MZ012D-P1-MV18D-T24.d,Sample,,7/28/2018 6:52 AM,1.963,10167584,1.940,16644,1.952,1153552,2.164,4309704,2.791,8229970,3.775,610897,4.603,34692
!,!,MZ012D-P1-MV19A-T24,MZ012D-P1-MV19A-T24.d,Sample,,7/28/2018 6:58 AM,1.936,8855897,1.925,3287180,1.936,1383315,2.137,4466045,2.764,8331184,3.737,656763,4.576,1455855
!,!,MZ012D-P1-MV19B-T24,MZ012D-P1-MV19B-T24.d,Sample,,7/28/2018 7:05 AM,1.970,8986060,1.947,3280024,1.959,1376627,2.160,4476716,2.798,8216939,3.771,678866,4.599,438903
!,!,MZ012D-P1-MV19C-T24,MZ012D-P1-MV19C-T24.d,Sample,,7/28/2018 7:11 AM,1.946,8794988,1.924,3316075,1.935,1362674,2.136,4582501,2.763,7892426,3.747,635372,4.575,1288750
,!,MZ012D-P1-MV19D-T24,MZ012D-P1-MV19D-T24.d,Sample,,7/28/2018 7:17 AM,1.971,8841029,1.948,3337691,1.960,1319247,2.161,4469899,2.799,8158404,3.772,703184,4.611,337711
!,!,MZ012D-P1-MV20A-T24,MZ012D-P1-MV20A-T24.d,Sample,,7/28/2018 7:24 AM,1.936,9961007,1.914,2954,1.936,1010183,2.137,4039413,2.764,7074181,3.748,181795,4.576,101029
!,!,MZ012D-P1-MV20B-T24,MZ012D-P1-MV20B-T24.d,Sample,,7/28/2018 7:30 AM,1.960,10102411,1.927,7736,1.949,1084223,2.162,4240707,2.799,7402046,3.761,196263,4.601,55820
,!,MZ012D-P1-MV20C-T24,MZ012D-P1-MV20C-T24.d,Sample,,7/28/2018 7:37 AM,1.937,10163692,1.903,4876,1.937,1065470,2.138,4163706,2.765,7058965,3.738,186315,4.577,38748
!,!,MZ012D-P1-MV20D-T24,MZ012D-P1-MV20D-T24.d,Sample,,7/28/2018 7:43 AM,1.969,10443655,1.924,7084,1.958,1064303,2.159,4199516,2.797,7714967,3.770,212031,4.609,30676
!,!,MZ012D-P1-MV21A-T24,MZ012D-P1-MV21A-T24.d,Sample,,7/28/2018 7:50 AM,1.938,9638724,1.926,31943,1.938,1105947,2.139,4237392,2.765,7246535,3.739,281022,4.578,67935
!,!,MZ012D-P1-MV21B-T24,MZ012D-P1-MV21B-T24.d,Sample,,7/28/2018 7:56 AM,1.970,10151865,1.947,41507,1.959,1138837,2.160,4377727,2.798,7264926,3.771,300621,4.599,55136
,!,MZ012D-P1-MV21C-T24,MZ012D-P1-MV21C-T24.d,Sample,,7/28/2018 8:03 AM,1.938,9901151,1.916,42972,1.938,1143333,2.128,4350860,2.766,7042796,3.739,270423,4.578,66924
!,!,MZ012D-P1-MV21D-T24,MZ012D-P1-MV21D-T24.d,Sample,,7/28/2018 8:09 AM,1.961,10050889,1.939,53476,1.950,1108075,2.163,4350904,2.789,7325122,3.773,280074,4.601,69428
!,!,MZ012D-P1-MV22A-T24,MZ012D-P1-MV22A-T24.d,Sample,,7/28/2018 8:15 AM,1.936,10127167,1.925,13423,1.936,1336889,2.137,4295858,2.764,7144799,3.748,546704,4.587,20244
,!,MZ012D-P1-MV22B-T24,MZ012D-P1-MV22B-T24.d,Sample,,7/28/2018 8:22 AM,1.970,10221530,1.836,34404,1.959,1247853,2.160,4322923,2.798,7636323,3.771,577478,4.610,15941
,!,MZ012D-P1-MV22C-T24,MZ012D-P1-MV22C-T24.d,Sample,,7/28/2018 8:28 AM,1.937,10618156,1.926,12845,1.937,1408876,2.138,4470453,2.765,7469905,3.749,557536,4.577,13724
!,!,MZ012D-P1-MV22D-T24,MZ012D-P1-MV22D-T24.d,Sample,,7/28/2018 8:35 AM,1.961,10114792,1.939,9143,1.961,1175072,2.163,4263336,2.789,7816936,3.774,604339,4.601,17293
!,!,MZ012D-P1-MV23A-T24,MZ012D-P1-MV23A-T24.d,Sample,,7/28/2018 8:41 AM,1.936,10002902,1.925,155126,1.936,1192257,2.137,4610094,2.764,6627369,3.748,474494,4.587,33226
!,!,MZ012D-P1-MV23B-T24,MZ012D-P1-MV23B-T24.d,Sample,,7/28/2018 8:48 AM,1.970,9782932,1.948,156410,1.959,1114256,2.160,4405829,2.798,6413063,3.771,643244,4.610,36281
!,!,MZ012D-P1-MV23C-T24,MZ012D-P1-MV23C-T24.d,Sample,,7/28/2018 8:54 AM,1.939,9575325,1.927,133449,1.939,1160769,2.140,4442419,2.766,5929345,3.751,583994,4.590,37044
!,!,MZ012D-P1-MV23D-T24,MZ012D-P1-MV23D-T24.d,Sample,,7/28/2018 9:01 AM,1.971,9870480,1.948,162532,1.960,1120677,2.161,4409501,2.799,6594829,3.772,515172,4.611,34043
