Sample,Var2,Var3,Var4,Var5,Var6,Var7,FAMCICLOVIR_237_123Results,Var15,IS_CAFFEINEResults,Var39,IS_YOHIMBINEResults,Var41,IS_SULFAMETHOXAZOLEResults,Var45,DILTIAZEMHYDROCHLORIDE_372_151Results,Var57,DEXAMETHASONE_332_179Results,Var121,NORETHINDRONEACETATE_342_221Results,Var157
!,!,MZ012D-P1-MV05D-T18,MZ012D-P1-MV05D-T18.d,Sample,,7/28/2018 12:14 PM,0.785,162980,1.960,1305741,1.960,9913770,2.161,3720550,2.508,2212851,4.913,1257,5.215,2341
!,!,MZ012D-P1-MV06A-T18,MZ012D-P1-MV06A-T18.d,Sample,,7/28/2018 12:21 PM,0.760,363095,1.935,1198213,1.946,10430655,2.136,4332828,2.483,1971677,3.568,3338,5.268,15825
!,!,MZ012D-P1-MV06B-T18,MZ012D-P1-MV06B-T18.d,Sample,,7/28/2018 12:27 PM,0.783,487420,1.957,1150164,1.969,10052734,2.159,4185733,2.506,1968035,4.922,1109,5.224,4103
!,!,MZ012D-P1-MV06C-T18,MZ012D-P1-MV06C-T18.d,Sample,,7/28/2018 12:34 PM,0.762,438545,1.937,1280386,1.937,10717920,2.138,4406636,2.485,2055702,3.738,2236,5.271,12588
!,!,MZ012D-P1-MV06D-T18,MZ012D-P1-MV06D-T18.d,Sample,,7/28/2018 12:40 PM,0.776,642633,1.962,1248577,1.973,11018810,2.163,4441508,2.510,2420636,3.931,2803,5.217,3925
!,!,MZ012D-P1-MV07A-T18,MZ012D-P1-MV07A-T18.d,Sample,,7/28/2018 12:47 PM,0.752,281314,1.938,1124415,1.938,9000545,2.128,3891563,2.486,3786588,3.885,2151,5.193,2670
!,!,MZ012D-P1-MV07B-T18,MZ012D-P1-MV07B-T18.d,Sample,,7/28/2018 12:53 PM,0.764,287067,1.961,1294600,1.961,10242171,2.162,4241128,2.509,3949384,3.907,1582,5.183,1823
!,!,MZ012D-P1-MV07C-T18,MZ012D-P1-MV07C-T18.d,Sample,,7/28/2018 1:00 PM,0.764,274549,1.939,1259986,1.939,9968829,2.129,4225864,2.487,3854588,3.897,2038,5.004,1406
!,!,MZ012D-P1-MV07D-T18,MZ012D-P1-MV07D-T18.d,Sample,,7/28/2018 1:06 PM,0.776,257845,1.962,1280053,1.962,10063569,2.163,4235948,2.510,3706147,3.908,1864,5.295,12772
!,!,MZ012D-P1-MV08A-T18,MZ012D-P1-MV08A-T18.d,Sample,,7/28/2018 1:12 PM,0.764,336189,1.938,1241746,1.938,10260455,2.140,4410200,2.486,1454977,3.896,90692,5.283,16597
!,!,MZ012D-P1-MV08B-T18,MZ012D-P1-MV08B-T18.d,Sample,,7/28/2018 1:19 PM,0.774,380951,1.959,1199547,1.971,10451075,2.161,4602243,2.508,1457921,3.917,84729,5.293,6541
!,!,MZ012D-P1-MV08C-T18,MZ012D-P1-MV08C-T18.d,Sample,,7/28/2018 1:25 PM,0.761,312666,1.936,1214036,1.936,10344276,2.137,4581943,2.484,1473388,3.893,89782,5.191,1057
!,!,MZ012D-P1-MV08D-T18,MZ012D-P1-MV08D-T18.d,Sample,,7/28/2018 1:32 PM,0.786,463523,1.960,1219187,1.971,10493679,2.162,4667408,2.508,1655462,3.918,131173,5.204,1895
!,!,MZ012D-P1-MV09A-T18,MZ012D-P1-MV09A-T18.d,Sample,,7/28/2018 1:38 PM,0.764,422770,1.938,1180558,1.938,10699615,2.140,4699346,2.486,1003600,3.896,2183938,5.272,13368
!,!,MZ012D-P1-MV09B-T18,MZ012D-P1-MV09B-T18.d,Sample,,7/28/2018 1:45 PM,0.774,402142,1.959,1158689,1.971,10639808,2.161,4594955,2.508,923750,3.917,2218567,5.204,3546
!,!,MZ012D-P1-MV09C-T18,MZ012D-P1-MV09C-T18.d,Sample,,7/28/2018 1:51 PM,0.763,358677,1.937,1156416,1.937,10325922,2.139,4513916,2.486,903944,3.895,2156292,5.126,1300
!,!,MZ012D-P1-MV09D-T18,MZ012D-P1-MV09D-T18.d,Sample,,7/28/2018 1:58 PM,0.774,380604,1.960,1151118,1.971,10491064,2.162,4612219,2.508,888768,3.929,2191736,5.216,5447
!,!,MZ012D-P1-MV10A-T18,MZ012D-P1-MV10A-T18.d,Sample,,7/28/2018 2:04 PM,0.762,220248,1.937,1402894,1.937,10292150,2.127,4219119,2.485,1074834,3.894,1689839,5.270,34656
!,!,MZ012D-P1-MV10B-T18,MZ012D-P1-MV10B-T18.d,Sample,,7/28/2018 2:10 PM,0.787,237817,1.961,1228557,1.972,10190263,2.162,4283742,2.509,1079176,3.919,1599154,5.295,38875
!,!,MZ012D-P1-MV10C-T18,MZ012D-P1-MV10C-T18.d,Sample,,7/28/2018 2:17 PM,0.763,187331,1.938,1398406,1.938,10460148,2.128,4301635,2.486,1119825,3.895,1680966,5.193,3732
!,!,MZ012D-P1-MV10D-T18,MZ012D-P1-MV10D-T18.d,Sample,,7/28/2018 2:23 PM,0.784,291611,1.959,1288073,1.970,10610648,2.160,4320275,2.507,1315880,3.916,1915765,5.292,38352
!,!,MZ012D-P1-MV11A-T18,MZ012D-P1-MV11A-T18.d,Sample,,7/28/2018 2:30 PM,0.762,332219,1.937,1186422,1.937,10168038,2.138,4129229,2.485,2916381,3.895,682061,5.271,20517
!,!,MZ012D-P1-MV11B-T18,MZ012D-P1-MV11B-T18.d,Sample,,7/28/2018 2:36 PM,0.774,361567,1.960,1148321,1.960,10243154,2.161,4278757,2.508,2808726,3.917,577338,5.137,1489
!,!,MZ012D-P1-MV11C-T18,MZ012D-P1-MV11C-T18.d,Sample,,7/28/2018 2:43 PM,0.765,327560,1.939,1217329,1.939,10611145,2.129,4486543,2.487,2944540,3.886,566203,5.195,3668
!,!,MZ012D-P1-MV11D-T18,MZ012D-P1-MV11D-T18.d,Sample,,7/28/2018 2:49 PM,0.763,339645,1.960,1164148,1.972,10479599,2.162,4313520,2.509,2853217,3.918,539460,5.294,14552
!,!,MZ012D-P1-MV12A-T18,MZ012D-P1-MV12A-T18.d,Sample,,7/28/2018 2:56 PM,0.761,359555,1.935,1098166,1.946,9883981,2.137,4302875,2.483,2020411,3.893,844195,5.191,2978
!,!,MZ012D-P1-MV12B-T18,MZ012D-P1-MV12B-T18.d,Sample,,7/28/2018 3:02 PM,0.785,462788,1.960,1118645,1.971,10152205,2.161,4306246,2.508,1997104,3.929,873762,5.293,19850
!,!,MZ012D-P1-MV12C-T18,MZ012D-P1-MV12C-T18.d,Sample,,7/28/2018 3:08 PM,0.774,418657,1.938,1148111,1.938,10252004,2.139,4378904,2.486,2090399,3.895,890157,5.271,14174
!,!,MZ012D-P1-MV12D-T18,MZ012D-P1-MV12D-T18.d,Sample,,7/28/2018 3:15 PM,0.773,542613,1.959,1152209,1.970,10291609,2.160,4385797,2.507,2417462,3.917,1010235,5.293,13585
!,!,MZ012D-P1-MV13A-T18,MZ012D-P1-MV13A-T18.d,Sample,,7/28/2018 3:21 PM,0.775,288985,1.939,1330994,1.939,7708056,2.129,4423075,2.476,1364198,3.896,1988,5.272,9956
!,!,MZ012D-P1-MV13B-T18,MZ012D-P1-MV13B-T18.d,Sample,,7/28/2018 3:28 PM,0.785,467759,1.960,1464140,1.971,8897062,2.161,4486007,2.508,1311773,3.157,2347,4.980,1449
!,!,MZ012D-P1-MV13C-T18,MZ012D-P1-MV13C-T18.d,Sample,,7/28/2018 3:34 PM,0.762,356407,1.937,1341746,1.937,8027865,2.138,4408240,2.485,1187029,3.581,1199,5.270,7159
!,!,MZ012D-P1-MV13D-T18,MZ012D-P1-MV13D-T18.d,Sample,,7/28/2018 3:41 PM,0.785,358667,1.959,1336484,1.971,8483620,2.161,4369762,2.508,1192420,3.168,2056,5.293,10868
!,!,MZ012D-P1-MV14A-T18,MZ012D-P1-MV14A-T18.d,Sample,,7/28/2018 3:47 PM,0.761,244071,1.936,1185005,1.936,10709966,2.137,4471077,2.484,2494370,3.894,148135,5.270,14018
!,!,MZ012D-P1-MV14B-T18,MZ012D-P1-MV14B-T18.d,Sample,,7/28/2018 3:53 PM,0.784,301901,1.959,1136285,1.970,10513080,2.160,4405962,2.507,2433385,3.916,163340,5.292,12114
!,!,MZ012D-P1-MV14C-T18,MZ012D-P1-MV14C-T18.d,Sample,,7/28/2018 4:00 PM,0.762,281592,1.937,1147733,1.937,10576954,2.138,4442077,2.485,2501726,3.895,177735,5.271,16916
!,!,MZ012D-P1-MV14D-T18,MZ012D-P1-MV14D-T18.d,Sample,,7/28/2018 4:06 PM,0.763,271197,1.960,1143238,1.971,10711974,2.161,4443738,2.508,2784583,3.917,256033,5.293,17466
!,!,MZ012D-P1-MV15A-T18,MZ012D-P1-MV15A-T18.d,Sample,,7/28/2018 4:13 PM,0.763,214216,1.938,1188251,1.938,9426174,2.128,4109080,2.486,5190464,3.896,10224,5.193,2233
!,!,MZ012D-P1-MV15B-T18,MZ012D-P1-MV15B-T18.d,Sample,,7/28/2018 4:19 PM,0.786,275826,1.961,1184902,1.972,10011047,2.162,4284054,2.509,5338077,3.918,8851,5.205,3590
!,!,MZ012D-P1-MV15C-T18,MZ012D-P1-MV15C-T18.d,Sample,,7/28/2018 4:26 PM,0.764,203238,1.939,1181488,1.939,9298886,2.129,3887216,2.476,4973629,3.885,8927,5.161,601
!,!,MZ012D-P1-MV15D-T18,MZ012D-P1-MV15D-T18.d,Sample,,7/28/2018 4:32 PM,0.785,217702,1.960,1167556,1.971,9898013,2.161,4254984,2.508,5221671,3.918,6150,5.215,2864
!,!,MZ012D-P1-MV16A-T18,MZ012D-P1-MV16A-T18.d,Sample,,7/28/2018 4:39 PM,0.771,427517,1.934,1083196,1.945,9734257,2.135,4037373,2.482,2494947,3.892,57839,5.178,2413
!,!,MZ012D-P1-MV16B-T18,MZ012D-P1-MV16B-T18.d,Sample,,7/28/2018 4:45 PM,0.786,420177,1.960,1131967,1.971,10148792,2.162,4032298,2.508,2514140,3.918,55021,5.294,14491
!,!,MZ012D-P1-MV16C-T18,MZ012D-P1-MV16C-T18.d,Sample,,7/28/2018 4:51 PM,0.762,395957,1.937,1105082,1.937,10239582,2.138,4159410,2.485,2595817,3.894,61319,5.170,2702
!,!,MZ012D-P1-MV16D-T18,MZ012D-P1-MV16D-T18.d,Sample,,7/28/2018 4:58 PM,0.772,522225,1.958,1172951,1.969,10507737,2.159,4254077,2.506,2927384,3.915,70879,5.180,1347
!,!,MZ012D-P1-MV17A-T18,MZ012D-P1-MV17A-T18.d,Sample,,7/28/2018 5:04 PM,0.763,125388,1.937,1432702,1.937,8684938,2.139,4196344,2.486,2643508,3.884,8443,5.204,1665
!,!,MZ012D-P1-MV17B-T18,MZ012D-P1-MV17B-T18.d,Sample,,7/28/2018 5:11 PM,0.774,190585,1.960,1298222,1.971,9185979,2.162,4256558,2.508,2673987,3.918,8518,5.294,17021
!,!,MZ012D-P1-MV17C-T18,MZ012D-P1-MV17C-T18.d,Sample,,7/28/2018 5:17 PM,0.751,178747,1.937,1371377,1.937,9094041,2.138,4494392,2.485,2694291,3.883,8628,5.158,1649
!,!,MZ012D-P1-MV17D-T18,MZ012D-P1-MV17D-T18.d,Sample,,7/28/2018 5:24 PM,0.783,131831,1.958,1255923,1.969,9115410,2.159,4306469,2.506,2563828,3.927,7735,5.191,3216
!,!,MZ012D-P1-MV18A-T18,MZ012D-P1-MV18A-T18.d,Sample,,7/28/2018 5:30 PM,0.763,181475,1.937,1237564,1.937,9756912,2.139,4259348,2.486,680299,3.895,10092,5.059,1279
!,!,MZ012D-P1-MV18B-T18,MZ012D-P1-MV18B-T18.d,Sample,,7/28/2018 5:37 PM,0.773,199491,1.958,1216236,1.970,9857932,2.160,4164183,2.507,716675,3.916,13514,5.292,16200
!,!,MZ012D-P1-MV18C-T18,MZ012D-P1-MV18C-T18.d,Sample,,7/28/2018 5:43 PM,0.772,188991,1.936,1185718,1.936,9583523,2.137,4249150,2.484,722768,3.893,10279,5.202,3028
!,!,MZ012D-P1-MV18D-T18,MZ012D-P1-MV18D-T18.d,Sample,,7/28/2018 5:49 PM,0.784,208897,1.959,1182311,1.970,9655276,2.160,4093917,2.507,744644,3.916,12960,5.203,2200
!,!,MZ012D-P1-MV19A-T18,MZ012D-P1-MV19A-T18.d,Sample,,7/28/2018 5:56 PM,0.762,79610,1.937,1261950,1.937,8283935,2.138,4274376,2.485,537180,3.592,3453,4.857,5449
!,!,MZ012D-P1-MV19B-T18,MZ012D-P1-MV19B-T18.d,Sample,,7/28/2018 6:02 PM,0.787,38553,1.961,1249284,1.972,8280175,2.163,4131140,2.509,409523,3.091,2183,5.284,10470
!,!,MZ012D-P1-MV19C-T18,MZ012D-P1-MV19C-T18.d,Sample,,7/28/2018 6:09 PM,0.764,37756,1.939,1224940,1.939,7747294,2.140,4097989,2.476,417743,3.572,3215,5.183,2681
!,!,MZ012D-P1-MV19D-T18,MZ012D-P1-MV19D-T18.d,Sample,,7/28/2018 6:15 PM,0.784,40437,1.958,1226687,1.969,8244771,2.160,4063387,2.518,413126,4.900,1866,4.889,7086
!,!,MZ012D-P1-MV20A-T18,MZ012D-P1-MV20A-T18.d,Sample,,7/28/2018 6:22 PM,0.771,246547,1.935,987503,1.946,9410142,2.136,3980298,2.483,1484753,3.892,1275226,5.179,988
!,!,MZ012D-P1-MV20B-T18,MZ012D-P1-MV20B-T18.d,Sample,,7/28/2018 6:28 PM,0.786,332448,1.961,1059842,1.972,9980598,2.162,4114370,2.509,1623601,3.919,1307981,5.194,1837
!,!,MZ012D-P1-MV20C-T18,MZ012D-P1-MV20C-T18.d,Sample,,7/28/2018 6:35 PM,0.761,263585,1.936,1021717,1.947,9608685,2.137,3985612,2.484,1633279,3.893,1287572,5.269,21102
!,!,MZ012D-P1-MV20D-T18,MZ012D-P1-MV20D-T18.d,Sample,,7/28/2018 6:41 PM,0.786,329046,1.960,1026413,1.972,9728953,2.162,4044845,2.509,1745579,3.918,1365438,5.216,1809
!,!,MZ012D-P1-MV21A-T18,MZ012D-P1-MV21A-T18.d,Sample,,7/28/2018 6:48 PM,0.772,260945,1.935,1104607,1.935,9129064,2.137,4142110,2.483,1552689,3.893,1112010,5.269,18965
!,!,MZ012D-P1-MV21B-T18,MZ012D-P1-MV21B-T18.d,Sample,,7/28/2018 6:54 PM,0.774,388460,1.960,1130186,1.971,9628912,2.161,4218265,2.508,1453220,3.917,1095998,5.215,2567
!,!,MZ012D-P1-MV21C-T18,MZ012D-P1-MV21C-T18.d,Sample,,7/28/2018 7:01 PM,0.765,223914,1.928,1158063,1.939,9409949,2.130,4197081,2.488,1421916,3.897,1026483,5.172,3725
!,!,MZ012D-P1-MV21D-T18,MZ012D-P1-MV21D-T18.d,Sample,,7/28/2018 7:07 PM,0.775,255444,1.961,1136054,1.972,9579303,2.162,4104589,2.509,1422875,3.918,1133229,5.294,17685
!,!,MZ012D-P1-MV22A-T18,MZ012D-P1-MV22A-T18.d,Sample,,7/28/2018 7:13 PM,0.761,176520,1.935,1385330,1.935,9551391,2.137,4256437,2.483,1346630,3.893,4105,5.269,19684
!,!,MZ012D-P1-MV22B-T18,MZ012D-P1-MV22B-T18.d,Sample,,7/28/2018 7:20 PM,0.786,201416,1.960,1233713,1.971,9560381,2.162,4134912,2.508,1422753,3.605,2859,5.238,2021
!,!,MZ012D-P1-MV22C-T18,MZ012D-P1-MV22C-T18.d,Sample,,7/28/2018 7:26 PM,0.763,170027,1.938,1417359,1.938,9604638,2.128,4197361,2.475,1421942,3.896,2709,5.272,20564
!,!,MZ012D-P1-MV22D-T18,MZ012D-P1-MV22D-T18.d,Sample,,7/28/2018 7:33 PM,0.784,191635,1.959,1211754,1.970,9309155,2.160,4016793,2.507,1527974,3.917,3814,5.304,17164
!,!,MZ012D-P1-MV23A-T18,MZ012D-P1-MV23A-T18.d,Sample,,7/28/2018 7:39 PM,0.764,210504,1.939,1193112,1.939,8928835,2.129,4386438,2.487,2789261,3.885,352775,5.273,40459
!,!,MZ012D-P1-MV23B-T18,MZ012D-P1-MV23B-T18.d,Sample,,7/28/2018 7:46 PM,0.773,173946,1.958,1184234,1.970,9299970,2.160,4423334,2.507,2604633,3.916,2975,5.292,45696
!,!,MZ012D-P1-MV23C-T18,MZ012D-P1-MV23C-T18.d,Sample,,7/28/2018 7:52 PM,0.764,161768,1.938,1254134,1.938,9150425,2.129,4469697,2.487,2477407,3.896,39386,5.194,2929
!,!,MZ012D-P1-MV23D-T18,MZ012D-P1-MV23D-T18.d,Sample,,7/28/2018 7:59 PM,0.762,170275,1.959,1182012,1.971,9338346,2.161,4406032,2.508,2589827,3.917,198126,5.293,55657
