Sample,Var2,Var3,Var4,Var5,Var6,Var7,FAMCICLOVIR_237_123Results,Var15,IS_CAFFEINEResults,Var39,IS_YOHIMBINEResults,Var41,IS_SULFAMETHOXAZOLEResults,Var45,DILTIAZEMHYDROCHLORIDE_372_151Results,Var57,DEXAMETHASONE_332_179Results,Var121,NORETHINDRONEACETATE_342_221Results,Var157
!,!,MZ012D-P1-MV11A-T06,MZ012D-P1-MV11A-T06.d,Sample,,7/29/2018 11:23 PM,0.742,501206,1.939,1107975,1.939,8938400,2.140,3611091,2.487,503091,3.885,81712,5.183,2310
!,!,MZ012D-P1-MV11B-T06,MZ012D-P1-MV11B-T06.d,Sample,,7/29/2018 11:30 PM,0.773,188580,1.959,1125959,1.959,9043799,2.160,3682504,2.507,457623,3.916,64112,5.169,2557
!,!,MZ012D-P1-MV11C-T06,MZ012D-P1-MV11C-T06.d,Sample,,7/29/2018 11:36 PM,0.762,140565,1.936,1074724,1.936,8300702,2.138,3501161,2.485,404854,3.894,55755,5.192,2119
!,!,MZ012D-P1-MV11D-T06,MZ012D-P1-MV11D-T06.d,Sample,,7/29/2018 11:43 PM,0.785,174831,1.959,1109423,1.959,8738195,2.161,3584298,2.507,427761,3.917,52515,5.203,1599
!,!,MZ012D-P1-MV12A-T06,MZ012D-P1-MV12A-T06.d,Sample,,7/29/2018 11:49 PM,0.761,120386,1.936,1053861,1.936,8038091,2.137,2851201,2.484,253671,3.893,137808,5.258,4071
!,!,MZ012D-P1-MV12B-T06,MZ012D-P1-MV12B-T06.d,Sample,,7/29/2018 11:56 PM,0.784,130621,1.959,989422,1.959,7861439,2.160,2786301,2.507,251077,3.916,144378,5.203,2717
!,!,MZ012D-P1-MV12C-T06,MZ012D-P1-MV12C-T06.d,Sample,,7/30/2018 12:02 AM,0.762,110673,1.936,1000008,1.936,7918934,2.138,2891196,2.484,250390,3.894,142272,5.181,2856
!,!,MZ012D-P1-MV12D-T06,MZ012D-P1-MV12D-T06.d,Sample,,7/30/2018 12:09 AM,0.784,133747,1.959,1005810,1.959,8096517,2.160,2898985,2.507,269764,3.917,179822,5.293,6292
!,!,MZ012D-P1-MV13A-T06,MZ012D-P1-MV13A-T06.d,Sample,,7/30/2018 12:15 AM,0.761,179820,1.936,1044946,1.947,7289519,2.137,2184259,2.484,168893,3.882,2015,5.180,2999
!,!,MZ012D-P1-MV13B-T06,MZ012D-P1-MV13B-T06.d,Sample,,7/30/2018 12:21 AM,0.773,70285,1.958,1005795,1.970,6760107,2.160,2192533,2.507,132290,3.759,1468,5.214,1472
!,!,MZ012D-P1-MV13C-T06,MZ012D-P1-MV13C-T06.d,Sample,,7/30/2018 12:28 AM,0.774,54983,1.938,995046,1.938,6633612,2.128,2181009,2.486,130148,3.146,2713,5.193,2526
!,!,MZ012D-P1-MV13D-T06,MZ012D-P1-MV13D-T06.d,Sample,,7/30/2018 12:34 AM,0.775,49975,1.961,958639,1.961,6615488,2.162,2181031,2.509,120239,3.180,902,4.948,1212
!,!,MZ012D-P1-MV14A-T06,MZ012D-P1-MV14A-T06.d,Sample,,7/30/2018 12:41 AM,0.772,68165,1.935,1045258,1.935,8115889,2.137,3154532,2.484,322349,3.893,4641,5.135,1690
!,!,MZ012D-P1-MV14B-T06,MZ012D-P1-MV14B-T06.d,Sample,,7/30/2018 12:47 AM,0.774,68064,1.960,995310,1.960,8093223,2.161,3087354,2.508,307342,3.918,5308,5.193,1639
!,!,MZ012D-P1-MV14C-T06,MZ012D-P1-MV14C-T06.d,Sample,,7/30/2018 12:54 AM,0.773,66255,1.936,1045064,1.936,8243334,2.138,3217483,2.484,327481,3.883,5819,5.180,2252
!,!,MZ012D-P1-MV14D-T06,MZ012D-P1-MV14D-T06.d,Sample,,7/30/2018 1:00 AM,0.786,69402,1.949,1070782,1.961,8543831,2.162,3267241,2.509,355652,3.918,7111,5.194,2018
!,!,MZ012D-P1-MV15A-T06,MZ012D-P1-MV15A-T06.d,Sample,,7/30/2018 1:07 AM,0.718,421569,1.937,1094719,1.937,8404544,2.138,2735823,2.485,639854,3.895,1654,5.170,260
!,!,MZ012D-P1-MV15B-T06,MZ012D-P1-MV15B-T06.d,Sample,,7/30/2018 1:13 AM,0.774,155806,1.960,1061730,1.960,8033077,2.161,2730870,2.508,552147,3.918,1076,5.160,1495
!,!,MZ012D-P1-MV15C-T06,MZ012D-P1-MV15C-T06.d,Sample,,7/30/2018 1:19 AM,0.762,138057,1.936,1068167,1.936,7829540,2.138,2747639,2.484,535225,3.077,847,5.180,1883
!,!,MZ012D-P1-MV15D-T06,MZ012D-P1-MV15D-T06.d,Sample,,7/30/2018 1:26 AM,0.775,102334,1.961,1012910,1.961,7829944,2.162,2607274,2.509,454447,4.847,1933,5.216,1562
!,!,MZ012D-P1-MV16A-T06,MZ012D-P1-MV16A-T06.d,Sample,,7/30/2018 1:32 AM,0.773,240783,1.936,1006370,1.936,8028533,2.126,2799631,2.484,376601,3.894,15154,5.180,3106
!,!,MZ012D-P1-MV16B-T06,MZ012D-P1-MV16B-T06.d,Sample,,7/30/2018 1:39 AM,0.775,276473,1.949,1036363,1.961,8106786,2.162,2822406,2.509,375920,3.918,14689,5.227,5124
!,!,MZ012D-P1-MV16C-T06,MZ012D-P1-MV16C-T06.d,Sample,,7/30/2018 1:45 AM,0.774,245230,1.937,1018173,1.937,8013537,2.139,2889403,2.485,367828,3.895,16691,5.181,2804
!,!,MZ012D-P1-MV16D-T06,MZ012D-P1-MV16D-T06.d,Sample,,7/30/2018 1:52 AM,0.785,267768,1.960,1060592,1.960,8434202,2.161,3031479,2.508,406240,3.918,16075,5.282,6829
!,!,MZ012D-P1-MV17A-T06,MZ012D-P1-MV17A-T06.d,Sample,,7/30/2018 1:58 AM,0.775,25236,1.938,1143445,1.938,7557857,2.128,2698242,2.486,182433,4.947,1382,5.272,4825
!,!,MZ012D-P1-MV17B-T06,MZ012D-P1-MV17B-T06.d,Sample,,7/30/2018 2:05 AM,0.753,22529,1.961,1033253,1.961,7450031,2.162,2585570,2.509,168453,3.930,1717,5.216,2061
!,!,MZ012D-P1-MV17C-T06,MZ012D-P1-MV17C-T06.d,Sample,,7/30/2018 2:11 AM,0.774,21163,1.937,1142641,1.937,7589521,2.139,2729029,2.486,159888,3.906,1052,5.260,4488
!,!,MZ012D-P1-MV17D-T06,MZ012D-P1-MV17D-T06.d,Sample,,7/30/2018 2:17 AM,0.763,14166,1.960,1024354,1.960,7470997,2.162,2622351,2.508,157758,4.914,1607,5.283,8259
!,!,MZ012D-P1-MV18A-T06,MZ012D-P1-MV18A-T06.d,Sample,,7/30/2018 2:24 AM,0.764,54653,1.938,1080046,1.938,7352478,2.128,2392739,2.486,188694,3.885,1224,5.272,17134
!,!,MZ012D-P1-MV18B-T06,MZ012D-P1-MV18B-T06.d,Sample,,7/30/2018 2:30 AM,0.774,54494,1.948,1070142,1.959,7642802,2.161,2400176,2.507,196165,3.906,1285,5.293,14824
!,!,MZ012D-P1-MV18C-T06,MZ012D-P1-MV18C-T06.d,Sample,,7/30/2018 2:37 AM,0.772,49987,1.936,1078870,1.936,7237946,2.137,2411657,2.484,179143,3.893,1147,5.191,2723
!,!,MZ012D-P1-MV18D-T06,MZ012D-P1-MV18D-T06.d,Sample,,7/30/2018 2:43 AM,0.773,63903,1.958,1084397,1.958,7627516,2.160,2420269,2.507,199153,3.916,866,5.214,1094
!,!,MZ012D-P1-MV19A-T06,MZ012D-P1-MV19A-T06.d,Sample,,7/30/2018 2:50 AM,0.739,2149,1.936,943234,1.947,6280607,2.138,2286905,2.484,88053,4.945,927,5.192,1549
!,!,MZ012D-P1-MV19B-T06,MZ012D-P1-MV19B-T06.d,Sample,,7/30/2018 2:56 AM,0.764,3604,1.961,955553,1.961,6899363,2.162,2380562,2.509,94144,4.970,1134,5.071,1283
!,!,MZ012D-P1-MV19C-T06,MZ012D-P1-MV19C-T06.d,Sample,,7/30/2018 3:03 AM,,,1.938,945741,1.938,6372648,2.128,2325354,2.486,82869,4.869,1419,5.194,1045
!,!,MZ012D-P1-MV19D-T06,MZ012D-P1-MV19D-T06.d,Sample,,7/30/2018 3:09 AM,0.785,1404,1.959,926861,1.959,6335975,2.161,2314462,2.507,72705,4.957,914,5.293,10501
!,!,MZ012D-P1-MV20A-T06,MZ012D-P1-MV20A-T06.d,Sample,,7/30/2018 3:15 AM,0.773,161997,1.937,1158123,1.937,9202277,2.138,4020558,2.485,295605,3.894,61401,5.270,10849
!,!,MZ012D-P1-MV20B-T06,MZ012D-P1-MV20B-T06.d,Sample,,7/30/2018 3:22 AM,0.785,146803,1.960,951095,1.960,7757741,2.161,3520078,2.508,250890,3.918,58892,5.204,701
!,!,MZ012D-P1-MV20C-T06,MZ012D-P1-MV20C-T06.d,Sample,,7/30/2018 3:28 AM,0.773,128271,1.936,1007795,1.936,8205603,2.138,3663656,2.484,263843,3.883,64545,5.270,16326
!,!,MZ012D-P1-MV20D-T06,MZ012D-P1-MV20D-T06.d,Sample,,7/30/2018 3:35 AM,0.773,152044,1.959,1021850,1.959,8414011,2.160,3677687,2.507,287046,3.916,71574,5.292,14754
!,!,MZ012D-P1-MV21A-T06,MZ012D-P1-MV21A-T06.d,Sample,,7/30/2018 3:41 AM,0.749,259687,1.935,1200758,1.935,9342277,2.137,2635138,2.483,291071,3.893,13736,5.269,5163
!,!,MZ012D-P1-MV21B-T06,MZ012D-P1-MV21B-T06.d,Sample,,7/30/2018 3:48 AM,0.772,132475,1.958,1029028,1.958,7930975,2.159,2551729,2.506,202803,3.916,9063,5.280,5249
!,!,MZ012D-P1-MV21C-T06,MZ012D-P1-MV21C-T06.d,Sample,,7/30/2018 3:54 AM,0.774,100966,1.938,993923,1.938,7539870,2.128,2623884,2.486,194706,3.884,7597,5.193,3528
!,!,MZ012D-P1-MV21D-T06,MZ012D-P1-MV21D-T06.d,Sample,,7/30/2018 4:01 AM,0.773,63365,1.959,1004372,1.959,7725349,2.160,2545184,2.507,178616,3.916,6899,5.214,2492
!,!,MZ012D-P1-MV22A-T06,MZ012D-P1-MV22A-T06.d,Sample,,7/30/2018 4:07 AM,0.764,48253,1.927,1224214,1.938,6969744,2.129,3418359,2.487,226841,3.505,3099,5.115,588
!,!,MZ012D-P1-MV22B-T06,MZ012D-P1-MV22B-T06.d,Sample,,7/30/2018 4:13 AM,0.775,51311,1.950,1198440,1.961,7048939,2.151,3497094,2.509,226344,4.892,1411,5.216,1753
!,!,MZ012D-P1-MV22C-T06,MZ012D-P1-MV22C-T06.d,Sample,,7/30/2018 4:20 AM,0.773,56147,1.936,1072485,1.936,6082406,2.137,3072204,2.484,237135,3.525,1584,5.270,5097
!,!,MZ012D-P1-MV22D-T06,MZ012D-P1-MV22D-T06.d,Sample,,7/30/2018 4:26 AM,0.784,52293,1.948,1228973,1.959,7243397,2.160,3470317,2.507,255381,3.592,2577,5.203,4458
!,!,MZ012D-P1-MV23A-T06,MZ012D-P1-MV23A-T06.d,Sample,,7/30/2018 4:33 AM,0.764,39933,1.939,1098534,1.939,7225136,2.129,2406065,2.487,342274,3.449,1867,5.272,9213
!,!,MZ012D-P1-MV23B-T06,MZ012D-P1-MV23B-T06.d,Sample,,7/30/2018 4:39 AM,0.763,27233,1.960,1009157,1.960,6704736,2.161,2292740,2.508,263000,3.492,1344,5.215,6114
!,!,MZ012D-P1-MV23C-T06,MZ012D-P1-MV23C-T06.d,Sample,,7/30/2018 4:46 AM,0.763,18765,1.938,951476,1.938,5934698,2.128,2273630,2.486,220381,4.891,1268,5.260,3423
!,!,MZ012D-P1-MV23D-T06,MZ012D-P1-MV23D-T06.d,Sample,,7/30/2018 4:52 AM,0.773,39268,1.959,1141761,1.959,7605410,2.160,2365897,2.507,322578,3.917,1084,5.192,3602
