Sample,Var2,Var3,Var4,Var5,Var6,Var7,IS_YOHIMBINEResults,Var13,FAMCICLOVIRResults,Var15,IS_CAFFEINEResults,Var17,IS_SULFAMETHOXAZOLEResults,Var19,DILTIAZEMHYDROCHLORIDEResults,Var23,DexamethasoneResults,Var29,NORETHINDRONEACETATEResults,Var37
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
,!,MZ012D-P1-MV01A-T06,MZ012D-P1-MV01A-T06.d,Sample,,7/29/2018 7:06 PM,1.937,9653238,1.926,149318,1.937,1255443,2.128,4565155,2.765,7322258,3.739,578093,4.578,51320
!,!,MZ012D-P1-MV01B-T06,MZ012D-P1-MV01B-T06.d,Sample,,7/29/2018 7:12 PM,1.959,9373776,1.948,159620,1.959,1209124,2.160,4213764,2.787,7315301,3.771,573147,4.599,18344
!,!,MZ012D-P1-MV01C-T06,MZ012D-P1-MV01C-T06.d,Sample,,7/29/2018 7:19 PM,1.936,8756925,1.925,134334,1.936,1105009,2.138,4087242,2.764,6680730,3.737,513862,4.576,14379
!,!,MZ012D-P1-MV01D-T06,MZ012D-P1-MV01D-T06.d,Sample,,7/29/2018 7:25 PM,1.958,9595199,1.936,147878,1.958,1231970,2.160,4384208,2.786,7596871,3.759,598171,4.598,12052
!,!,MZ012D-P1-MV02A-T06,MZ012D-P1-MV02A-T06.d,Sample,,7/29/2018 7:31 PM,1.938,9022817,1.927,2156238,1.927,1212602,2.128,3690492,2.766,7588920,3.739,530599,4.578,15701
!,!,MZ012D-P1-MV02B-T06,MZ012D-P1-MV02B-T06.d,Sample,,7/29/2018 7:38 PM,1.959,8376031,1.948,2140369,1.959,1098095,2.160,3469488,2.787,7341911,3.771,544377,4.599,10285
!,!,MZ012D-P1-MV02C-T06,MZ012D-P1-MV02C-T06.d,Sample,,7/29/2018 7:44 PM,1.936,8734242,1.924,2106780,1.936,1139022,2.137,3637500,2.763,7371246,3.737,521922,4.576,14294
!,!,MZ012D-P1-MV02D-T06,MZ012D-P1-MV02D-T06.d,Sample,,7/29/2018 7:51 PM,1.960,8708646,1.949,2017058,1.960,1118131,2.161,3641595,2.788,7613634,3.761,551592,4.611,7176
!,!,MZ012D-P1-MV03A-T06,MZ012D-P1-MV03A-T06.d,Sample,,7/29/2018 7:57 PM,1.938,8422218,1.927,2584299,1.938,1058333,2.139,3776141,2.766,6899047,3.739,433058,4.578,4802
!,!,MZ012D-P1-MV03B-T06,MZ012D-P1-MV03B-T06.d,Sample,,7/29/2018 8:04 PM,1.963,8547754,1.940,2754269,1.963,1020937,2.164,3821303,2.790,7300468,3.764,457471,,
!,!,MZ012D-P1-MV03C-T06,MZ012D-P1-MV03C-T06.d,Sample,,7/29/2018 8:10 PM,1.936,8831004,1.924,2821504,1.936,1102403,2.137,3992523,2.763,7296066,3.748,457416,4.900,3287
!,!,MZ012D-P1-MV03D-T06,MZ012D-P1-MV03D-T06.d,Sample,,7/29/2018 8:17 PM,1.970,8047721,1.948,2614586,1.959,974547,2.161,3628132,2.798,6623230,3.760,440271,4.991,16997
,!,MZ012D-P1-MV04A-T06,MZ012D-P1-MV04A-T06.d,Sample,,7/29/2018 8:23 PM,1.936,8631567,1.925,93329,1.936,965875,2.138,3775119,2.764,6975541,3.738,515909,4.577,7918
!,!,MZ012D-P1-MV04B-T06,MZ012D-P1-MV04B-T06.d,Sample,,7/29/2018 8:29 PM,1.959,8792873,1.948,101716,1.959,1022920,2.161,3863007,2.787,7178026,3.760,566452,4.611,5821
!,!,MZ012D-P1-MV04C-T06,MZ012D-P1-MV04C-T06.d,Sample,,7/29/2018 8:36 PM,1.938,8635356,1.927,94977,1.938,1007618,2.139,3731967,2.766,6912151,3.739,529693,4.578,4341
!,!,MZ012D-P1-MV04D-T06,MZ012D-P1-MV04D-T06.d,Sample,,7/29/2018 8:42 PM,1.960,9226300,1.949,86574,1.960,1047791,2.162,4032949,2.788,7271579,3.772,560598,4.600,10666
!,!,MZ012D-P1-MV05A-T06,MZ012D-P1-MV05A-T06.d,Sample,,7/29/2018 8:49 PM,1.937,7115159,1.926,4522005,1.937,935009,2.127,1589937,2.765,6886952,3.738,532305,4.577,3086153
!,!,MZ012D-P1-MV05B-T06,MZ012D-P1-MV05B-T06.d,Sample,,7/29/2018 8:55 PM,1.962,7337616,1.939,4754232,1.962,936356,2.163,1567426,2.789,7296871,3.763,589110,4.602,3576998
!,!,MZ012D-P1-MV05C-T06,MZ012D-P1-MV05C-T06.d,Sample,,7/29/2018 9:02 PM,1.936,7118705,1.925,4548177,1.936,954631,2.127,1623772,2.764,6758113,3.737,518746,4.577,3619913
!,!,MZ012D-P1-MV05D-T06,MZ012D-P1-MV05D-T06.d,Sample,,7/29/2018 9:08 PM,1.959,7216890,1.948,4645812,1.959,929889,2.161,1616552,2.787,7184395,3.772,559065,4.599,3609067
!,!,MZ012D-P1-MV06A-T06,MZ012D-P1-MV06A-T06.d,Sample,,7/29/2018 9:15 PM,1.936,8157465,1.925,1223630,1.936,1040654,2.137,3482077,2.764,7060498,3.737,553246,4.576,1411339
!,!,MZ012D-P1-MV06B-T06,MZ012D-P1-MV06B-T06.d,Sample,,7/29/2018 9:21 PM,1.969,8365591,1.947,1413080,1.958,1043028,2.159,3459445,2.786,7270532,3.770,564113,4.598,1182158
!,!,MZ012D-P1-MV06C-T06,MZ012D-P1-MV06C-T06.d,Sample,,7/29/2018 9:27 PM,1.938,8390056,1.927,1356004,1.938,1076285,2.139,3562986,2.766,7238050,3.739,544193,4.578,1096691
!,!,MZ012D-P1-MV06D-T06,MZ012D-P1-MV06D-T06.d,Sample,,7/29/2018 9:34 PM,1.959,8373259,1.948,1259584,1.959,1026482,2.160,3519763,2.798,7241690,3.771,569478,4.599,1175844
!,!,MZ012D-P1-MV07A-T06,MZ012D-P1-MV07A-T06.d,Sample,,7/29/2018 9:40 PM,1.939,8108596,1.927,1715526,1.939,1039625,2.129,2734643,2.767,7346258,3.740,559245,4.579,2260237
