Sample,Var2,Var3,Var4,Var5,Var6,Var7,IS_YOHIMBINEResults,Var13,FAMCICLOVIRResults,Var15,IS_CAFFEINEResults,Var17,IS_SULFAMETHOXAZOLEResults,Var19,DILTIAZEMHYDROCHLORIDEResults,Var23,DexamethasoneResults,Var29,NORETHINDRONEACETATEResults,Var37
!,!,MZ012D-P1-MV03B-T18,MZ012D-P1-MV03B-T18.d,Sample,,7/28/2018 11:10 AM,1.971,10763357,1.948,73460,1.959,1252922,2.161,4456905,2.798,7742362,3.772,37724,4.611,6272
!,!,MZ012D-P1-MV03C-T18,MZ012D-P1-MV03C-T18.d,Sample,,7/28/2018 11:16 AM,1.946,10551072,1.924,67739,1.935,1263991,2.137,4523776,2.763,7271733,3.747,38293,4.586,6320
!,!,MZ012D-P1-MV03D-T18,MZ012D-P1-MV03D-T18.d,Sample,,7/28/2018 11:23 AM,1.969,10139084,1.947,75273,1.958,1174456,2.159,4182119,2.797,7365618,3.770,37919,4.609,9061
,!,MZ012D-P1-MV04A-T18,MZ012D-P1-MV04A-T18.d,Sample,,7/28/2018 11:29 AM,1.938,10489748,2.251,5613,1.938,1179456,2.128,4234972,2.766,7143737,3.739,476521,4.880,8860
!,!,MZ012D-P1-MV04B-T18,MZ012D-P1-MV04B-T18.d,Sample,,7/28/2018 11:36 AM,1.970,11175328,2.272,5572,1.959,1225402,2.160,4614592,2.798,7702098,3.771,531751,4.912,10716
!,!,MZ012D-P1-MV04C-T18,MZ012D-P1-MV04C-T18.d,Sample,,7/28/2018 11:42 AM,1.937,11145408,2.228,7920,1.937,1245984,2.138,4591902,2.765,7364148,3.749,497153,,
!,!,MZ012D-P1-MV04D-T18,MZ012D-P1-MV04D-T18.d,Sample,,7/28/2018 11:49 AM,1.971,10950915,2.027,3433,1.960,1192079,2.161,4455712,2.799,7696035,3.761,505531,,
!,!,MZ012D-P1-MV05A-T18,MZ012D-P1-MV05A-T18.d,Sample,,7/28/2018 11:55 AM,1.938,10985347,1.927,1549594,1.938,1515422,2.128,4037750,2.766,8414935,3.750,696487,4.578,479289
!,!,MZ012D-P1-MV05B-T18,MZ012D-P1-MV05B-T18.d,Sample,,7/28/2018 12:02 PM,1.970,9843180,1.948,1500808,1.959,1303474,2.160,3715582,2.798,7498619,3.771,667088,4.610,457220
!,!,MZ012D-P1-MV05C-T18,MZ012D-P1-MV05C-T18.d,Sample,,7/28/2018 12:08 PM,1.937,9950893,1.926,1560448,1.937,1297798,2.138,4070788,2.765,7556138,3.738,635217,4.577,482828
!,!,MZ012D-P1-MV05D-T18,MZ012D-P1-MV05D-T18.d,Sample,,7/28/2018 12:14 PM,1.960,9921832,1.949,1563434,1.960,1291692,2.161,3712104,2.799,7575644,3.772,674417,4.600,512464
!,!,MZ012D-P1-MV06A-T18,MZ012D-P1-MV06A-T18.d,Sample,,7/28/2018 12:21 PM,1.946,10372943,1.923,14465,1.935,1193548,2.136,4323473,2.762,7464708,3.736,639555,4.586,88848
!,!,MZ012D-P1-MV06B-T18,MZ012D-P1-MV06B-T18.d,Sample,,7/28/2018 12:27 PM,1.969,10048076,1.946,14221,1.957,1138548,2.159,4185495,2.796,7768533,3.770,659052,4.609,42840
!,!,MZ012D-P1-MV06C-T18,MZ012D-P1-MV06C-T18.d,Sample,,7/28/2018 12:34 PM,1.937,10560729,1.926,13046,1.937,1267684,2.138,4399579,2.765,7726916,3.738,624988,4.577,35300
!,!,MZ012D-P1-MV06D-T18,MZ012D-P1-MV06D-T18.d,Sample,,7/28/2018 12:40 PM,1.973,11009744,1.939,13068,1.962,1241115,2.163,4445458,2.801,8351217,3.774,684555,4.602,31704
!,!,MZ012D-P1-MV07A-T18,MZ012D-P1-MV07A-T18.d,Sample,,7/28/2018 12:47 PM,1.938,8999722,1.927,34282,1.938,1113078,2.128,3870261,2.766,6045281,3.750,595937,4.578,111394
!,!,MZ012D-P1-MV07B-T18,MZ012D-P1-MV07B-T18.d,Sample,,7/28/2018 12:53 PM,1.961,10314651,1.950,42670,1.961,1286622,2.162,4251533,2.789,7064044,3.773,692328,4.601,151821
!,!,MZ012D-P1-MV07C-T18,MZ012D-P1-MV07C-T18.d,Sample,,7/28/2018 1:00 PM,1.939,9957076,1.928,40035,1.939,1269831,2.129,4221972,2.767,6801025,3.740,633389,4.579,144509
!,!,MZ012D-P1-MV07D-T18,MZ012D-P1-MV07D-T18.d,Sample,,7/28/2018 1:06 PM,1.962,10032048,1.951,46141,1.962,1264666,2.163,4233140,2.801,6772719,3.774,655877,4.602,154010
!,!,MZ012D-P1-MV08A-T18,MZ012D-P1-MV08A-T18.d,Sample,,7/28/2018 1:12 PM,1.938,10223219,1.927,169492,1.938,1230666,2.140,4412393,2.766,7763576,3.739,600678,4.578,25864
!,!,MZ012D-P1-MV08B-T18,MZ012D-P1-MV08B-T18.d,Sample,,7/28/2018 1:19 PM,1.971,10483109,1.948,174600,1.959,1193163,2.161,4586016,2.798,7787719,3.772,631959,4.611,10843
!,!,MZ012D-P1-MV08C-T18,MZ012D-P1-MV08C-T18.d,Sample,,7/28/2018 1:25 PM,1.936,10252539,1.925,153395,1.936,1208118,2.137,4581521,2.764,7678869,3.737,562816,4.576,5395
!,!,MZ012D-P1-MV08D-T18,MZ012D-P1-MV08D-T18.d,Sample,,7/28/2018 1:32 PM,1.971,10533784,1.949,153875,1.960,1205472,2.162,4668747,2.799,8467971,3.773,650723,4.612,11149
!,!,MZ012D-P1-MV09A-T18,MZ012D-P1-MV09A-T18.d,Sample,,7/28/2018 1:38 PM,1.938,10675440,1.927,15614,1.938,1170046,2.140,4689766,2.766,8209537,3.750,116335,4.578,21561
!,!,MZ012D-P1-MV09B-T18,MZ012D-P1-MV09B-T18.d,Sample,,7/28/2018 1:45 PM,1.971,10579301,1.948,18370,1.959,1149560,2.161,4592885,2.798,7912447,3.772,121980,4.599,24652
!,!,MZ012D-P1-MV09C-T18,MZ012D-P1-MV09C-T18.d,Sample,,7/28/2018 1:51 PM,1.937,10295985,1.926,16652,1.937,1151997,2.139,4496850,2.765,7965688,3.739,113404,4.589,24211
!,!,MZ012D-P1-MV09D-T18,MZ012D-P1-MV09D-T18.d,Sample,,7/28/2018 1:58 PM,1.971,10503215,1.938,21499,1.960,1144801,2.162,4603058,2.799,8242264,3.773,138705,4.612,21985
,!,MZ012D-P1-MV10A-T18,MZ012D-P1-MV10A-T18.d,Sample,,7/28/2018 2:04 PM,1.937,10287084,1.926,131183,1.937,1390192,2.127,4203197,2.765,7732537,3.738,227421,4.588,6869
!,!,MZ012D-P1-MV10B-T18,MZ012D-P1-MV10B-T18.d,Sample,,7/28/2018 2:10 PM,1.972,10088290,1.950,130206,1.961,1222294,2.162,4282999,2.800,7864282,3.773,235437,4.601,6583
!,!,MZ012D-P1-MV10C-T18,MZ012D-P1-MV10C-T18.d,Sample,,7/28/2018 2:17 PM,1.938,10456200,1.926,124575,1.938,1394312,2.128,4273877,2.765,7833750,3.739,221906,4.332,6273
!,!,MZ012D-P1-MV10D-T18,MZ012D-P1-MV10D-T18.d,Sample,,7/28/2018 2:23 PM,1.970,10613963,1.948,110010,1.959,1276516,2.160,4308255,2.798,8366526,3.771,206516,4.912,5245
!,!,MZ012D-P1-MV11A-T18,MZ012D-P1-MV11A-T18.d,Sample,,7/28/2018 2:30 PM,1.937,10141410,1.926,8996,1.937,1177873,2.138,4124421,2.765,6870419,3.749,492668,4.901,5814
,!,MZ012D-P1-MV11B-T18,MZ012D-P1-MV11B-T18.d,Sample,,7/28/2018 2:36 PM,1.960,10209959,1.937,10723,1.960,1140863,2.161,4279873,2.799,6890710,3.772,529656,4.902,6014
!,!,MZ012D-P1-MV11C-T18,MZ012D-P1-MV11C-T18.d,Sample,,7/28/2018 2:43 PM,1.939,10611351,1.928,13645,1.939,1213995,2.129,4486210,2.767,7081540,3.740,512404,4.982,2975
!,!,MZ012D-P1-MV11D-T18,MZ012D-P1-MV11D-T18.d,Sample,,7/28/2018 2:49 PM,1.972,10465555,1.938,11490,1.960,1155679,2.162,4320718,2.799,7193821,3.773,527805,4.925,6585
!,!,MZ012D-P1-MV12A-T18,MZ012D-P1-MV12A-T18.d,Sample,,7/28/2018 2:56 PM,1.946,9907104,1.924,64075,1.935,1090139,2.137,4305541,2.763,7223925,3.747,427584,4.586,8465
!,!,MZ012D-P1-MV12B-T18,MZ012D-P1-MV12B-T18.d,Sample,,7/28/2018 3:02 PM,1.971,10099589,1.948,63243,1.960,1106433,2.161,4298934,2.799,7432505,3.772,439909,,
!,!,MZ012D-P1-MV12C-T18,MZ012D-P1-MV12C-T18.d,Sample,,7/28/2018 3:08 PM,1.938,10218480,1.927,68049,1.938,1143799,2.139,4378411,2.766,7422179,3.739,428747,4.578,6591
!,!,MZ012D-P1-MV12D-T18,MZ012D-P1-MV12D-T18.d,Sample,,7/28/2018 3:15 PM,1.970,10302844,1.948,55525,1.959,1144291,2.160,4387001,2.798,7607377,3.771,461369,4.599,5941
!,!,MZ012D-P1-MV13A-T18,MZ012D-P1-MV13A-T18.d,Sample,,7/28/2018 3:21 PM,1.939,7700629,1.927,1460082,1.939,1332002,2.129,4409007,2.767,7268649,3.740,596730,4.579,347057
!,!,MZ012D-P1-MV13B-T18,MZ012D-P1-MV13B-T18.d,Sample,,7/28/2018 3:28 PM,1.971,8859152,1.948,1771864,1.960,1449873,2.161,4479989,2.799,7955082,3.761,660071,4.600,594623
!,!,MZ012D-P1-MV13C-T18,MZ012D-P1-MV13C-T18.d,Sample,,7/28/2018 3:34 PM,1.937,8024200,1.925,1678879,1.937,1331985,2.138,4411372,2.764,7531848,3.749,603234,4.577,811276
!,!,MZ012D-P1-MV13D-T18,MZ012D-P1-MV13D-T18.d,Sample,,7/28/2018 3:41 PM,1.971,8492180,1.948,1803625,1.959,1325562,2.161,4360364,2.798,7808781,3.772,659254,4.599,830273
!,!,MZ012D-P1-MV14A-T18,MZ012D-P1-MV14A-T18.d,Sample,,7/28/2018 3:47 PM,1.936,10690513,1.925,114865,1.936,1177367,2.137,4466612,2.764,7280679,3.737,574472,4.576,120549
!,!,MZ012D-P1-MV14B-T18,MZ012D-P1-MV14B-T18.d,Sample,,7/28/2018 3:53 PM,1.970,10467251,1.948,111953,1.959,1129206,2.160,4395742,2.798,7030966,3.771,566228,4.599,42367
!,!,MZ012D-P1-MV14C-T18,MZ012D-P1-MV14C-T18.d,Sample,,7/28/2018 4:00 PM,1.937,10547526,1.926,98833,1.937,1141743,2.138,4435159,2.765,6943426,3.749,550315,4.577,21540
!,!,MZ012D-P1-MV14D-T18,MZ012D-P1-MV14D-T18.d,Sample,,7/28/2018 4:06 PM,1.971,10735279,1.948,91392,1.960,1135513,2.161,4439642,2.799,7292647,3.772,585002,4.600,13566
!,!,MZ012D-P1-MV15A-T18,MZ012D-P1-MV15A-T18.d,Sample,,7/28/2018 4:13 PM,1.938,9398078,1.927,26031,1.938,1185880,2.128,4104390,2.766,4932451,3.739,575994,4.589,6908
!,!,MZ012D-P1-MV15B-T18,MZ012D-P1-MV15B-T18.d,Sample,,7/28/2018 4:19 PM,1.972,9946596,1.949,29958,1.961,1173312,2.162,4276751,2.800,5011107,3.773,627019,4.601,6678
!,!,MZ012D-P1-MV15C-T18,MZ012D-P1-MV15C-T18.d,Sample,,7/28/2018 4:26 PM,1.939,9272955,1.916,26404,1.939,1178382,2.129,3883324,2.767,4713909,3.740,579212,,
!,!,MZ012D-P1-MV15D-T18,MZ012D-P1-MV15D-T18.d,Sample,,7/28/2018 4:32 PM,1.971,9877322,1.937,41317,1.960,1158600,2.161,4244584,2.799,5173135,3.772,638581,4.611,6193
!,!,MZ012D-P1-MV16A-T18,MZ012D-P1-MV16A-T18.d,Sample,,7/28/2018 4:39 PM,1.945,9736975,1.900,2889,1.934,1077661,2.135,4040586,2.762,6540072,3.746,512881,,
,!,MZ012D-P1-MV16B-T18,MZ012D-P1-MV16B-T18.d,Sample,,7/28/2018 4:45 PM,1.971,10137523,1.927,7919,1.960,1126390,2.162,4068353,2.799,6623456,3.772,563845,4.902,8544
!,!,MZ012D-P1-MV16C-T18,MZ012D-P1-MV16C-T18.d,Sample,,7/28/2018 4:51 PM,1.937,10212011,1.903,2170,1.937,1105082,2.138,4145245,2.764,6436546,3.749,534408,,
!,!,MZ012D-P1-MV16D-T18,MZ012D-P1-MV16D-T18.d,Sample,,7/28/2018 4:58 PM,1.969,10492276,1.924,3890,1.958,1164362,2.159,4240071,2.797,6985417,3.770,575870,4.911,5655
!,!,MZ012D-P1-MV17A-T18,MZ012D-P1-MV17A-T18.d,Sample,,7/28/2018 5:04 PM,1.937,8661773,1.926,1633303,1.937,1424459,2.139,4189075,2.765,7014093,3.739,619293,4.578,644022
!,!,MZ012D-P1-MV17B-T18,MZ012D-P1-MV17B-T18.d,Sample,,7/28/2018 5:11 PM,1.971,9198354,1.949,1879997,1.960,1288534,2.162,4263404,2.799,7157835,3.772,650437,4.600,735275
!,!,MZ012D-P1-MV17C-T18,MZ012D-P1-MV17C-T18.d,Sample,,7/28/2018 5:17 PM,1.937,9160363,1.925,1853897,1.937,1363414,2.138,4486095,2.764,7198134,3.738,633409,4.577,896468
!,!,MZ012D-P1-MV17D-T18,MZ012D-P1-MV17D-T18.d,Sample,,7/28/2018 5:24 PM,1.969,9097946,1.946,1962922,1.958,1245499,2.159,4288559,2.797,7168567,3.770,639236,4.609,906252
!,!,MZ012D-P1-MV18A-T18,MZ012D-P1-MV18A-T18.d,Sample,,7/28/2018 5:30 PM,1.937,9740551,1.926,202466,1.937,1222241,2.139,4256916,2.765,7629660,3.738,562752,4.577,123251
,!,MZ012D-P1-MV18B-T18,MZ012D-P1-MV18B-T18.d,Sample,,7/28/2018 5:37 PM,1.970,9859893,1.947,185784,1.958,1205450,2.160,4158786,2.798,7689305,3.771,569280,4.610,52092
!,!,MZ012D-P1-MV18C-T18,MZ012D-P1-MV18C-T18.d,Sample,,7/28/2018 5:43 PM,1.936,9518394,1.925,179145,1.936,1167110,2.137,4251284,2.764,7784210,3.748,558589,4.576,24980
,!,MZ012D-P1-MV18D-T18,MZ012D-P1-MV18D-T18.d,Sample,,7/28/2018 5:49 PM,1.970,9635351,1.948,170320,1.959,1175946,2.160,4106364,2.798,7973916,3.771,591036,4.599,10791
!,!,MZ012D-P1-MV19A-T18,MZ012D-P1-MV19A-T18.d,Sample,,7/28/2018 5:56 PM,1.937,8155064,1.926,4452632,1.937,1239672,2.138,4280509,2.765,8502569,3.738,628596,4.577,2096079
!,!,MZ012D-P1-MV19B-T18,MZ012D-P1-MV19B-T18.d,Sample,,7/28/2018 6:02 PM,1.972,8246829,1.950,4338789,1.961,1235042,2.163,4132313,2.789,7935857,3.762,620235,4.601,1055532
!,!,MZ012D-P1-MV19C-T18,MZ012D-P1-MV19C-T18.d,Sample,,7/28/2018 6:09 PM,1.939,7758923,1.928,4160448,1.939,1208424,2.140,4101358,2.767,7436879,3.740,593803,4.579,2131944
!,!,MZ012D-P1-MV19D-T18,MZ012D-P1-MV19D-T18.d,Sample,,7/28/2018 6:15 PM,1.969,8238703,1.947,4383969,1.958,1219493,2.160,4069164,2.797,8090459,3.771,620969,4.610,910158
!,!,MZ012D-P1-MV20A-T18,MZ012D-P1-MV20A-T18.d,Sample,,7/28/2018 6:22 PM,1.946,9409631,1.912,6794,1.935,978967,2.136,3972184,2.763,6994994,3.736,257234,4.575,148555
!,!,MZ012D-P1-MV20B-T18,MZ012D-P1-MV20B-T18.d,Sample,,7/28/2018 6:28 PM,1.972,10035411,1.939,5565,1.961,1046040,2.162,4101588,2.800,7155048,3.773,269377,4.601,61828
!,!,MZ012D-P1-MV20C-T18,MZ012D-P1-MV20C-T18.d,Sample,,7/28/2018 6:35 PM,1.947,9565638,1.913,5590,1.936,1021717,2.137,3977173,2.764,6991879,3.737,252942,4.587,30061
!,!,MZ012D-P1-MV20D-T18,MZ012D-P1-MV20D-T18.d,Sample,,7/28/2018 6:41 PM,1.972,9769476,1.938,5556,1.960,1014545,2.162,4022408,2.788,7210617,3.762,270032,4.601,17192
!,!,MZ012D-P1-MV21A-T18,MZ012D-P1-MV21A-T18.d,Sample,,7/28/2018 6:48 PM,1.935,9074777,1.924,189994,1.935,1104607,2.137,4137226,2.763,7163297,3.736,391979,4.575,71283
!,!,MZ012D-P1-MV21B-T18,MZ012D-P1-MV21B-T18.d,Sample,,7/28/2018 6:54 PM,1.971,9589550,1.948,224808,1.960,1125313,2.161,4201700,2.799,7324880,3.772,411256,4.611,65226
!,!,MZ012D-P1-MV21C-T18,MZ012D-P1-MV21C-T18.d,Sample,,7/28/2018 7:01 PM,1.939,9405971,1.928,214418,1.928,1145103,2.130,4179678,2.767,6985497,3.740,375763,4.579,78604
!,!,MZ012D-P1-MV21D-T18,MZ012D-P1-MV21D-T18.d,Sample,,7/28/2018 7:07 PM,1.972,9586410,1.949,239372,1.961,1126594,2.162,4112111,2.800,7371764,3.773,408378,4.601,88751
!,!,MZ012D-P1-MV22A-T18,MZ012D-P1-MV22A-T18.d,Sample,,7/28/2018 7:13 PM,1.935,9530668,1.924,67481,1.935,1377437,2.137,4247755,2.763,7274945,3.736,544990,4.587,10261
!,!,MZ012D-P1-MV22B-T18,MZ012D-P1-MV22B-T18.d,Sample,,7/28/2018 7:20 PM,1.971,9570639,1.949,54953,1.960,1226761,2.162,4111213,2.799,7238378,3.772,550732,4.600,8431
!,!,MZ012D-P1-MV22C-T18,MZ012D-P1-MV22C-T18.d,Sample,,7/28/2018 7:26 PM,1.938,9597553,1.927,48772,1.938,1412164,2.128,4184460,2.766,7224918,3.739,529846,4.578,7345
!,!,MZ012D-P1-MV22D-T18,MZ012D-P1-MV22D-T18.d,Sample,,7/28/2018 7:33 PM,1.970,9302793,1.948,42980,1.959,1201940,2.160,4027968,2.798,7383681,3.771,567113,,
!,!,MZ012D-P1-MV23A-T18,MZ012D-P1-MV23A-T18.d,Sample,,7/28/2018 7:39 PM,1.939,8927089,1.928,593714,1.939,1188679,2.129,4372375,2.767,6876308,3.740,554937,4.579,16708
!,!,MZ012D-P1-MV23B-T18,MZ012D-P1-MV23B-T18.d,Sample,,7/28/2018 7:46 PM,1.970,9305026,1.947,649001,1.958,1178712,2.160,4415714,2.797,6882169,3.771,615162,4.610,8980
!,!,MZ012D-P1-MV23C-T18,MZ012D-P1-MV23C-T18.d,Sample,,7/28/2018 7:52 PM,1.938,9170080,1.927,531905,1.938,1243714,2.129,4450335,2.766,6558251,3.739,574762,4.579,6955
!,!,MZ012D-P1-MV23D-T18,MZ012D-P1-MV23D-T18.d,Sample,,7/28/2018 7:59 PM,1.971,9381657,1.948,652769,1.959,1169158,2.161,4381959,2.798,7008089,3.772,597130,4.611,9494
