Sample,Var2,Var3,Var4,Var5,Var6,Var7,FAMCICLOVIR_237_123Results,Var15,IS_CAFFEINEResults,Var39,IS_YOHIMBINEResults,Var41,IS_SULFAMETHOXAZOLEResults,Var45,DILTIAZEMHYDROCHLORIDE_372_151Results,Var57,DEXAMETHASONE_332_179Results,Var121,NORETHINDRONEACETATE_342_221Results,Var157
!,!,MZ012D-P2-MV26D-T18,MZ012D-P2-MV26D-T18.d,Sample,,8/3/2018 12:09 AM,0.775,119871,1.961,780626,1.961,6878530,2.151,3086573,2.497,527520,3.907,35028,5.070,732
!,!,MZ012D-P2-MV27A-T18,MZ012D-P2-MV27A-T18.d,Sample,,8/3/2018 12:16 AM,0.762,198965,1.937,804339,1.937,5683438,2.127,2898254,2.474,519814,3.067,919,,
!,!,MZ012D-P2-MV27B-T18,MZ012D-P2-MV27B-T18.d,Sample,,8/3/2018 12:22 AM,0.774,292699,1.949,924109,1.960,6867930,2.161,3195425,2.497,575735,3.604,1709,,
!,!,MZ012D-P2-MV27C-T18,MZ012D-P2-MV27C-T18.d,Sample,,8/3/2018 12:29 AM,0.762,203737,1.936,851436,1.936,5981511,2.126,2967474,2.473,492620,3.748,674,,
!,!,MZ012D-P2-MV27D-T18,MZ012D-P2-MV27D-T18.d,Sample,,8/3/2018 12:35 AM,0.775,186572,1.950,830253,1.961,6061333,2.151,2866510,2.498,485445,3.918,652,,
!,!,MZ012D-P2-MV28A-T18,MZ012D-P2-MV28A-T18.d,Sample,,8/3/2018 12:42 AM,0.775,147481,1.939,745553,1.939,6306693,2.129,2631248,2.476,1442212,3.885,720388,5.194,1007
!,!,MZ012D-P2-MV28B-T18,MZ012D-P2-MV28B-T18.d,Sample,,8/3/2018 12:48 AM,0.774,233675,1.960,756417,1.960,6750550,2.150,2741210,2.497,1610903,3.906,786615,5.204,1182
!,!,MZ012D-P2-MV28C-T18,MZ012D-P2-MV28C-T18.d,Sample,,8/3/2018 12:54 AM,0.761,254130,1.936,839744,1.936,7035219,2.126,2853946,2.473,2031612,3.882,852557,5.202,1696
!,!,MZ012D-P2-MV28D-T18,MZ012D-P2-MV28D-T18.d,Sample,,8/3/2018 1:01 AM,0.773,217739,1.959,781807,1.959,6949538,2.161,2904239,2.496,1676934,3.906,819877,5.259,1238
!,!,MZ012D-P2-CTR05A-T18,MZ012D-P2-CTR05A-T18.d,Sample,,8/3/2018 3:16 AM,1.278,3002,1.938,562036,1.938,4460669,2.128,1132831,2.486,132981,,,5.193,1022
!,!,MZ012D-P2-CTR06A-T18,MZ012D-P2-CTR06A-T18.d,Sample,,8/3/2018 3:23 AM,1.075,5907,1.948,542970,1.959,4526001,2.160,1093343,2.496,173255,,,,
!,!,MZ012D-P2-CTR07A-T18,MZ012D-P2-CTR07A-T18.d,Sample,,8/3/2018 3:29 AM,1.290,2798,1.939,516825,1.939,4069788,2.129,985260,2.476,130710,3.740,945,,
!,!,MZ012D-P2-CTR08A-T18,MZ012D-P2-CTR08A-T18.d,Sample,,8/3/2018 3:36 AM,,,1.952,543419,1.952,4500658,2.153,1181087,2.500,109780,3.909,953,5.196,1212
