Sample,Var2,Var3,Var4,Var5,Var6,Var7,FAMCICLOVIR_237_123Results,Var15,IS_CAFFEINEResults,Var39,IS_YOHIMBINEResults,Var41,IS_SULFAMETHOXAZOLEResults,Var45,DILTIAZEMHYDROCHLORIDE_372_151Results,Var57,DEXAMETHASONE_332_179Results,Var121,NORETHINDRONEACETATE_342_221Results,Var157
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
!,!,MZ012D-P2-MV24A-T06,MZ012D-P2-MV24A-T06.d,Sample,,8/3/2018 3:20 PM,0.762,78659,1.937,736167,1.937,5849673,2.127,2129872,2.474,355586,3.884,4748,5.181,1714
!,!,MZ012D-P2-MV24B-T06,MZ012D-P2-MV24B-T06.d,Sample,,8/3/2018 3:26 PM,0.774,89849,1.949,666200,1.949,5543951,2.150,1864411,2.497,322200,3.918,4897,,
!,!,MZ012D-P2-MV24C-T06,MZ012D-P2-MV24C-T06.d,Sample,,8/3/2018 3:32 PM,0.764,63637,1.927,682272,1.938,5493689,2.128,2004420,2.475,287133,3.896,3458,5.250,1404
!,!,MZ012D-P2-MV24D-T06,MZ012D-P2-MV24D-T06.d,Sample,,8/3/2018 3:39 PM,0.786,74952,1.950,699683,1.950,5718557,2.151,2021006,2.498,303386,3.908,3805,,
!,!,MZ012D-P2-MV25A-T06,MZ012D-P2-MV25A-T06.d,Sample,,8/3/2018 4:11 PM,0.763,88876,1.937,712038,1.937,5582868,2.127,2132607,2.474,139661,3.884,12869,,
!,!,MZ012D-P2-MV25B-T06,MZ012D-P2-MV25B-T06.d,Sample,,8/3/2018 4:18 PM,0.785,107440,1.949,687863,1.949,5768168,2.150,2183899,2.497,148408,3.907,11858,,
!,!,MZ012D-P2-MV25C-T06,MZ012D-P2-MV25C-T06.d,Sample,,8/3/2018 4:24 PM,0.763,71711,1.927,698722,1.938,5704274,2.128,2225123,2.475,136307,3.884,8994,,
!,!,MZ012D-P2-MV25D-T06,MZ012D-P2-MV25D-T06.d,Sample,,8/3/2018 4:30 PM,0.763,71987,1.949,643196,1.949,5456894,2.150,2153380,2.497,126114,3.907,8771,5.260,1044
!,!,MZ012D-P2-MV26A-T06,MZ012D-P2-MV26A-T06.d,Sample,,8/3/2018 4:37 PM,0.774,25499,1.937,713304,1.937,4868082,2.127,2372217,2.474,65929,3.727,442,,
