Sample,Var2,Var3,Var4,Var5,Var6,Var7,FAMCICLOVIR_237_123Results,Var15,IS_CAFFEINEResults,Var39,IS_YOHIMBINEResults,Var41,IS_SULFAMETHOXAZOLEResults,Var45,DILTIAZEMHYDROCHLORIDE_372_151Results,Var57,DEXAMETHASONE_332_179Results,Var121,NORETHINDRONEACETATE_342_221Results,Var157
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
!,!,MZ012D-P2-MV24A-T08,MZ012D-P2-MV24A-T08.d,Sample,,8/3/2018 9:44 AM,0.764,110312,1.927,772090,1.939,6504404,2.129,2434664,2.475,655198,3.885,28636,,
!,!,MZ012D-P2-MV24B-T08,MZ012D-P2-MV24B-T08.d,Sample,,8/3/2018 9:50 AM,0.774,90244,1.949,678435,1.960,5684260,2.150,2194790,2.497,502320,3.907,25159,5.249,921
!,!,MZ012D-P2-MV24C-T08,MZ012D-P2-MV24C-T08.d,Sample,,8/3/2018 9:57 AM,0.762,77849,1.937,672199,1.937,5700845,2.127,2289947,2.474,506235,3.883,23061,,
!,!,MZ012D-P2-MV24D-T08,MZ012D-P2-MV24D-T08.d,Sample,,8/3/2018 10:03 AM,0.772,117022,1.947,678981,1.958,5865358,2.148,2256823,2.495,509858,3.904,25059,5.191,786
!,!,MZ012D-P2-MV25A-T08,MZ012D-P2-MV25A-T08.d,Sample,,8/3/2018 10:35 AM,0.773,120204,1.936,746483,1.936,5668304,2.126,2154520,2.484,238258,3.883,41287,,
!,!,MZ012D-P2-MV25B-T08,MZ012D-P2-MV25B-T08.d,Sample,,8/3/2018 10:42 AM,0.773,150633,1.948,790781,1.959,6294993,2.160,2320685,2.496,228606,3.917,40800,,
!,!,MZ012D-P2-MV25C-T08,MZ012D-P2-MV25C-T08.d,Sample,,8/3/2018 10:48 AM,0.764,113453,1.927,764671,1.939,5837857,2.129,2261403,2.476,211118,3.885,34420,,
!,!,MZ012D-P2-MV25D-T08,MZ012D-P2-MV25D-T08.d,Sample,,8/3/2018 10:55 AM,0.784,125096,1.958,765498,1.958,6004884,2.160,2216055,2.495,215722,3.916,34260,,
!,!,MZ012D-P2-MV26A-T08,MZ012D-P2-MV26A-T08.d,Sample,,8/3/2018 11:01 AM,0.771,43439,1.935,808306,1.935,5329443,2.125,2530527,2.483,99123,3.501,418,,
!,!,MZ012D-P2-MV26B-T08,MZ012D-P2-MV26B-T08.d,Sample,,8/3/2018 11:08 AM,0.784,60075,1.948,828348,1.959,5656727,2.149,2626921,2.496,102948,3.906,716,5.215,555
!,!,MZ012D-P2-MV26C-T08,MZ012D-P2-MV26C-T08.d,Sample,,8/3/2018 11:14 AM,0.761,54493,1.935,835459,1.935,5516626,2.126,2658487,2.484,111415,3.882,868,,
!,!,MZ012D-P2-MV26D-T08,MZ012D-P2-MV26D-T08.d,Sample,,8/3/2018 11:21 AM,0.776,63413,1.950,794080,1.962,5579662,2.152,2524229,2.499,119779,3.897,1454,,
!,!,MZ012D-P2-MV27A-T08,MZ012D-P2-MV27A-T08.d,Sample,,8/3/2018 11:27 AM,0.763,103190,1.938,713197,1.938,4919780,2.128,1986326,2.475,147865,3.135,424,5.249,2261
!,!,MZ012D-P2-MV27B-T08,MZ012D-P2-MV27B-T08.d,Sample,,8/3/2018 11:33 AM,0.773,113217,1.948,715877,1.959,5164864,2.149,1982331,2.496,145248,3.570,1341,4.879,2197
!,!,MZ012D-P2-MV27C-T08,MZ012D-P2-MV27C-T08.d,Sample,,8/3/2018 11:40 AM,0.763,100970,1.926,733162,1.937,5150084,2.127,2052337,2.474,151514,3.895,791,4.857,3046
!,!,MZ012D-P2-MV27D-T08,MZ012D-P2-MV27D-T08.d,Sample,,8/3/2018 11:46 AM,0.773,104889,1.947,723727,1.958,5215448,2.149,2043819,2.507,144543,3.748,519,5.247,991
!,!,MZ012D-P2-MV28A-T08,MZ012D-P2-MV28A-T08.d,Sample,,8/3/2018 11:53 AM,0.763,105888,1.938,746929,1.938,5908406,2.128,2475978,2.475,332785,3.885,107119,4.847,5083
!,!,MZ012D-P2-MV28B-T08,MZ012D-P2-MV28B-T08.d,Sample,,8/3/2018 11:59 AM,0.772,114082,1.958,692348,1.958,5710666,2.148,2292864,2.506,306888,3.904,109984,5.191,727
!,!,MZ012D-P2-MV28C-T08,MZ012D-P2-MV28C-T08.d,Sample,,8/3/2018 12:06 PM,0.773,115451,1.936,699558,1.936,6082379,2.126,2565408,2.473,357571,3.883,120562,4.856,3015
!,!,MZ012D-P2-MV28D-T08,MZ012D-P2-MV28D-T08.d,Sample,,8/3/2018 12:12 PM,0.773,150330,1.948,812809,1.948,6954306,2.149,2747716,2.496,453481,3.917,154713,4.879,3764
!,!,MZ012D-P2-CTR05A-T08,MZ012D-P2-CTR05A-T08.d,Sample,,8/3/2018 2:27 PM,0.975,1810,1.937,519478,1.937,3935496,2.127,1057765,2.474,77629,3.134,366,5.148,930
!,!,MZ012D-P2-CTR06A-T08,MZ012D-P2-CTR06A-T08.d,Sample,,8/3/2018 2:34 PM,1.065,8689,1.949,507983,1.949,4045300,2.161,1040255,2.497,84989,3.761,449,,
!,!,MZ012D-P2-CTR07A-T08,MZ012D-P2-CTR07A-T08.d,Sample,,8/3/2018 2:40 PM,1.053,14822,1.936,510701,1.936,3917112,2.127,1041148,2.473,86455,3.883,519,,
!,!,MZ012D-P2-CTR08A-T08,MZ012D-P2-CTR08A-T08.d,Sample,,8/3/2018 2:47 PM,1.066,18764,1.950,505596,1.950,3931732,2.162,1002287,2.498,94409,3.919,843,,
