Sample,Var2,Var3,Var4,Var5,Var6,Var7,IS_YOHIMBINEResults,Var13,FAMCICLOVIRResults,Var15,IS_CAFFEINEResults,Var17,IS_SULFAMETHOXAZOLEResults,Var19,DILTIAZEMHYDROCHLORIDEResults,Var23,DexamethasoneResults,Var29,NORETHINDRONEACETATEResults,Var37
,!,MZ012D-P1-MV08D-T00,MZ012D-P1-MV08D-T00.d,Sample,,7/31/2018 6:17 PM,1.971,6377170,1.948,4947236,1.959,837707,2.161,1635921,2.787,6987796,3.772,524153,4.599,4613753
,!,MZ012D-P1-MV09A-T00,MZ012D-P1-MV09A-T00.d,Sample,,7/31/2018 6:23 PM,1.939,6298090,1.928,4698089,1.939,835052,2.129,1717032,2.767,6680552,3.740,466222,4.579,5427065
,!,MZ012D-P1-MV09B-T00,MZ012D-P1-MV09B-T00.d,Sample,,7/31/2018 6:30 PM,1.960,6267999,1.938,4693273,1.960,816323,2.162,1725053,2.788,6608338,3.761,480703,4.600,5241941
,!,MZ012D-P1-MV09C-T00,MZ012D-P1-MV09C-T00.d,Sample,,7/31/2018 6:36 PM,1.946,6211179,1.924,4522437,1.935,825308,2.125,1721729,2.763,6376679,3.736,441544,4.575,5058455
,!,MZ012D-P1-MV09D-T00,MZ012D-P1-MV09D-T00.d,Sample,,7/31/2018 6:43 PM,1.959,5957680,1.948,4450002,1.959,773521,2.161,1712721,2.787,6169250,3.761,458521,4.600,4660088
,!,MZ012D-P1-MV10A-T00,MZ012D-P1-MV10A-T00.d,Sample,,8/1/2018 6:30 PM,1.950,6354752,1.927,5522077,1.938,802339,2.129,1986931,2.766,7546420,3.728,551329,4.567,3183040
,!,MZ012D-P1-MV10B-T00,MZ012D-P1-MV10B-T00.d,Sample,,8/1/2018 6:36 PM,1.937,6101272,1.937,4773787,1.960,794763,2.161,2050649,2.765,6783230,3.749,567628,4.588,4394522
,!,MZ012D-P1-MV10C-T00,MZ012D-P1-MV10C-T00.d,Sample,,8/1/2018 6:42 PM,1.947,6092792,1.925,4724014,1.936,751838,2.126,1959901,2.775,6101461,3.737,440005,4.576,4183205
,!,MZ012D-P1-MV10D-T00,MZ012D-P1-MV10D-T00.d,Sample,,8/1/2018 6:49 PM,1.949,6296211,1.938,4859869,1.960,794063,2.162,2026776,2.766,6770121,3.750,549637,4.589,3994381
,!,MZ012D-P1-MV11A-T00,MZ012D-P1-MV11A-T00.d,Sample,,8/1/2018 6:55 PM,1.948,6535744,1.925,4922128,1.937,767940,2.127,1877271,2.764,7196891,3.738,537993,4.566,3655980
,!,MZ012D-P1-MV11B-T00,MZ012D-P1-MV11B-T00.d,Sample,,8/1/2018 7:02 PM,1.948,6182203,1.937,4557453,1.960,776229,2.161,1976783,2.765,6582678,3.761,563919,4.588,4124327
,!,MZ012D-P1-MV11C-T00,MZ012D-P1-MV11C-T00.d,Sample,,8/1/2018 7:08 PM,1.947,6602337,1.925,4880693,1.936,758754,2.126,1862576,2.775,6796520,3.737,518312,4.576,4294878
,!,MZ012D-P1-MV11D-T00,MZ012D-P1-MV11D-T00.d,Sample,,8/1/2018 7:15 PM,1.949,5965949,1.938,4640889,1.960,753090,2.162,1919054,2.766,6266855,3.761,560756,4.589,4047797
,!,MZ012D-P1-MV12A-T00,MZ012D-P1-MV12A-T00.d,Sample,,8/1/2018 7:21 PM,1.949,6209385,1.927,4832433,1.938,716400,2.128,1743568,2.766,6241021,3.739,522097,4.567,4065023
,!,MZ012D-P1-MV12B-T00,MZ012D-P1-MV12B-T00.d,Sample,,8/1/2018 7:28 PM,1.950,5873230,1.939,4526908,1.961,713663,2.162,1753834,2.766,6304930,3.762,554962,4.590,4111039
,!,MZ012D-P1-MV12C-T00,MZ012D-P1-MV12C-T00.d,Sample,,8/1/2018 7:34 PM,1.949,6412365,1.926,4887441,1.938,742313,2.128,1697841,2.765,6629156,3.739,522521,4.578,4278843
,!,MZ012D-P1-MV12D-T00,MZ012D-P1-MV12D-T00.d,Sample,,8/1/2018 7:40 PM,1.949,6047360,1.938,4663075,1.960,739141,2.162,1764044,2.766,6426018,3.750,559260,4.589,4335916
,!,MZ012D-P1-MV13A-T00,MZ012D-P1-MV13A-T00.d,Sample,,8/1/2018 7:47 PM,1.948,5859987,1.926,4811589,1.937,697702,2.127,1539027,2.765,7060616,3.738,561676,4.577,4459984
,!,MZ012D-P1-MV13B-T00,MZ012D-P1-MV13B-T00.d,Sample,,8/1/2018 7:53 PM,1.947,5326228,1.936,4582176,1.958,685555,2.160,1612643,2.775,6771803,3.759,562129,4.598,4454672
,!,MZ012D-P1-MV13C-T00,MZ012D-P1-MV13C-T00.d,Sample,,8/1/2018 8:00 PM,1.938,5540881,1.927,4575286,1.938,672291,2.128,1531786,2.766,6486624,3.728,483189,4.578,4422929
,!,MZ012D-P1-MV13D-T00,MZ012D-P1-MV13D-T00.d,Sample,,8/1/2018 8:06 PM,1.948,5282364,1.937,4439513,1.959,690664,2.161,1630022,2.776,6243094,3.760,543739,4.599,4332446
,!,MZ012D-P1-MV14A-T00,MZ012D-P1-MV14A-T00.d,Sample,,8/1/2018 8:13 PM,1.948,6288509,1.926,4776472,1.937,730570,2.127,1805685,2.765,6305967,3.738,501691,4.577,4145266
,!,MZ012D-P1-MV14B-T00,MZ012D-P1-MV14B-T00.d,Sample,,8/1/2018 8:19 PM,1.949,6012983,1.938,4595499,1.960,737153,2.162,1896792,2.777,6183390,3.761,526045,4.589,3949017
,!,MZ012D-P1-MV14C-T00,MZ012D-P1-MV14C-T00.d,Sample,,8/1/2018 8:26 PM,1.938,6546858,1.927,4816795,1.938,745637,2.128,1862760,2.766,6218042,3.739,502205,4.567,4066800
,!,MZ012D-P1-MV14D-T00,MZ012D-P1-MV14D-T00.d,Sample,,8/1/2018 8:32 PM,1.948,6388118,1.937,4907531,1.959,758858,2.161,1898175,2.776,6996119,3.760,535290,4.588,4158382
,!,MZ012D-P1-MV15A-T00,MZ012D-P1-MV15A-T00.d,Sample,,8/1/2018 8:38 PM,1.947,6559631,1.925,4697272,1.936,746617,2.126,1589541,2.764,7089861,3.737,513161,4.576,4518858
,!,MZ012D-P1-MV15B-T00,MZ012D-P1-MV15B-T00.d,Sample,,8/1/2018 8:45 PM,1.947,5804032,1.936,4398745,1.959,723810,2.160,1658169,2.775,6309169,3.760,515397,4.587,4309314
,!,MZ012D-P1-MV15C-T00,MZ012D-P1-MV15C-T00.d,Sample,,8/1/2018 8:51 PM,1.948,6000153,1.925,4365099,1.937,695367,2.127,1620558,2.764,6085237,3.738,472856,4.577,4082906
,!,MZ012D-P1-MV15D-T00,MZ012D-P1-MV15D-T00.d,Sample,,8/1/2018 8:58 PM,1.949,5776863,1.938,4324678,1.960,709895,2.162,1660371,2.777,6148351,3.761,527309,4.589,4199072
,!,MZ012D-P1-MV16A-T00,MZ012D-P1-MV16A-T00.d,Sample,,8/1/2018 9:04 PM,1.937,6178633,1.926,3598485,1.937,720333,2.127,1798709,2.765,6135693,3.738,434727,4.577,4067979
,!,MZ012D-P1-MV16B-T00,MZ012D-P1-MV16B-T00.d,Sample,,8/1/2018 9:11 PM,1.948,6203263,1.937,3774047,1.960,746954,2.161,1823719,2.776,6389969,3.761,479699,4.600,4054641
,!,MZ012D-P1-MV16C-T00,MZ012D-P1-MV16C-T00.d,Sample,,8/1/2018 9:17 PM,1.939,6475988,1.928,3766226,1.939,761616,2.130,1769690,2.767,6456425,3.740,451285,4.568,4054947
,!,MZ012D-P1-MV16D-T00,MZ012D-P1-MV16D-T00.d,Sample,,8/1/2018 9:24 PM,1.947,6472756,1.936,4092562,1.959,792723,2.160,1818126,2.775,7748508,3.760,520513,4.599,4363498
,!,MZ012D-P1-MV17A-T00,MZ012D-P1-MV17A-T00.d,Sample,,8/1/2018 9:30 PM,1.937,5630116,1.926,4584557,1.937,686294,2.127,1496352,2.765,6444998,3.738,503165,4.577,4268900
,!,MZ012D-P1-MV17B-T00,MZ012D-P1-MV17B-T00.d,Sample,,8/1/2018 9:36 PM,1.958,5428663,1.936,4470380,1.958,669114,2.159,1529317,2.775,6511738,3.759,531486,4.587,4561752
,!,MZ012D-P1-MV17C-T00,MZ012D-P1-MV17C-T00.d,Sample,,8/1/2018 9:43 PM,1.947,5623098,1.925,4526588,1.936,670064,2.126,1495389,2.764,6201260,3.737,512213,4.565,4228955
,!,MZ012D-P1-MV17D-T00,MZ012D-P1-MV17D-T00.d,Sample,,8/1/2018 9:49 PM,1.960,5360121,1.937,4376773,1.960,656335,2.161,1554258,2.776,6055496,3.761,533373,4.589,4307567
,!,MZ012D-P1-MV18A-T00,MZ012D-P1-MV18A-T00.d,Sample,,8/1/2018 9:56 PM,1.939,6067606,1.927,4455842,1.939,707984,2.129,1685512,2.766,5987286,3.740,469791,4.568,4124443
,!,MZ012D-P1-MV18B-T00,MZ012D-P1-MV18B-T00.d,Sample,,8/1/2018 10:02 PM,1.956,5777376,1.944,4416379,1.956,700044,2.157,1720166,2.772,6006249,3.757,499685,4.596,4177549
,!,MZ012D-P1-MV18C-T00,MZ012D-P1-MV18C-T00.d,Sample,,8/1/2018 10:09 PM,1.937,6159296,1.926,4545034,1.937,733543,2.127,1679625,2.765,6287551,3.738,494334,4.577,4313105
,!,MZ012D-P1-MV18D-T00,MZ012D-P1-MV18D-T00.d,Sample,,8/1/2018 10:15 PM,1.949,6153661,1.937,4697890,1.960,757746,2.161,1747997,2.776,6679605,3.761,503925,4.600,4006746
,!,MZ012D-P1-MV19A-T00,MZ012D-P1-MV19A-T00.d,Sample,,8/1/2018 10:22 PM,1.940,5416746,1.928,4457408,1.940,652475,2.130,1499408,2.767,6380818,3.741,510385,4.580,4624643
,!,MZ012D-P1-MV19B-T00,MZ012D-P1-MV19B-T00.d,Sample,,8/1/2018 10:28 PM,1.950,4957622,1.938,4122486,1.961,627905,2.151,1549200,2.777,5800910,3.751,530473,4.590,4333855
,!,MZ012D-P1-MV19C-T00,MZ012D-P1-MV19C-T00.d,Sample,,8/1/2018 10:34 PM,1.939,5181706,1.927,4137975,1.939,648326,2.129,1537077,2.767,5620583,3.740,485126,4.568,3957296
,!,MZ012D-P1-MV19D-T00,MZ012D-P1-MV19D-T00.d,Sample,,8/1/2018 10:41 PM,1.949,4878275,1.937,3990317,1.949,630937,2.161,1584786,2.776,5448856,3.761,518608,4.589,3939585
,!,MZ012D-P1-MV20A-T00,MZ012D-P1-MV20A-T00.d,Sample,,8/1/2018 10:47 PM,1.938,5541461,1.927,4008647,1.938,668870,2.128,1710553,2.766,5423688,3.728,450633,4.578,3828624
,!,MZ012D-P1-MV20B-T00,MZ012D-P1-MV20B-T00.d,Sample,,8/1/2018 10:54 PM,1.950,5827701,1.939,4184932,1.961,717746,2.162,1748940,2.778,5973727,3.762,495828,4.590,4025293
,!,MZ012D-P1-MV20C-T00,MZ012D-P1-MV20C-T00.d,Sample,,8/1/2018 11:00 PM,1.937,5748949,1.926,4011683,1.937,697723,2.127,1724015,2.765,5579483,3.738,436087,4.566,4071761
,!,MZ012D-P1-MV20D-T00,MZ012D-P1-MV20D-T00.d,Sample,,8/1/2018 11:07 PM,1.949,5729659,1.938,3962566,1.949,704174,2.162,1794308,2.777,5488128,3.750,471050,4.589,4026762
,!,MZ012D-P1-MV21A-T00,MZ012D-P1-MV21A-T00.d,Sample,,8/1/2018 11:13 PM,1.936,5363390,1.925,4254567,1.936,653568,2.127,1481609,2.764,5452020,3.738,441698,4.577,4093466
,!,MZ012D-P1-MV21B-T00,MZ012D-P1-MV21B-T00.d,Sample,,8/1/2018 11:20 PM,1.948,5277565,1.937,4189770,1.959,650686,2.161,1498580,2.776,5417164,3.760,491045,4.588,4048603
,!,MZ012D-P1-MV21C-T00,MZ012D-P1-MV21C-T00.d,Sample,,8/1/2018 11:26 PM,1.937,5317352,1.926,4174375,1.937,630515,2.128,1430923,2.765,5407618,3.738,446077,4.566,3888905
,!,MZ012D-P1-MV21D-T00,MZ012D-P1-MV21D-T00.d,Sample,,8/1/2018 11:32 PM,1.947,5365017,1.936,4091078,1.958,664077,2.160,1529026,2.775,5506726,3.760,498544,4.587,4021175
,!,MZ012D-P1-MV22A-T00,MZ012D-P1-MV22A-T00.d,Sample,,8/1/2018 11:39 PM,1.935,5200230,1.924,4100535,1.935,679505,2.125,1670608,2.763,5477333,3.736,489718,4.575,3801931
,!,MZ012D-P1-MV22B-T00,MZ012D-P1-MV22B-T00.d,Sample,,8/1/2018 11:45 PM,1.958,5579229,1.936,4235398,1.958,708382,2.160,1722649,2.775,6190175,3.759,565731,4.598,3933693
,!,MZ012D-P1-MV22C-T00,MZ012D-P1-MV22C-T00.d,Sample,,8/1/2018 11:52 PM,1.938,5388191,1.926,4093751,1.938,712243,2.128,1674424,2.765,5678647,3.727,510067,4.578,3873674
,!,MZ012D-P1-MV22D-T00,MZ012D-P1-MV22D-T00.d,Sample,,8/1/2018 11:58 PM,1.957,5355009,1.946,4153419,1.957,706191,2.158,1733178,2.774,5816122,3.758,533369,4.597,3873160
,!,MZ012D-P1-MV23A-T00,MZ012D-P1-MV23A-T00.d,Sample,,8/2/2018 12:05 AM,1.937,5134116,1.925,4181310,1.937,655903,2.127,1573292,2.765,5507136,3.738,464638,4.577,4191800
,!,MZ012D-P1-MV23B-T00,MZ012D-P1-MV23B-T00.d,Sample,,8/2/2018 12:11 AM,1.958,4920174,1.935,4037315,1.958,657035,2.159,1525129,2.774,5287785,3.759,467591,4.587,3985814
,!,MZ012D-P1-MV23C-T00,MZ012D-P1-MV23C-T00.d,Sample,,8/2/2018 12:18 AM,1.936,5136493,1.925,4151657,1.936,665109,2.126,1506170,2.764,5422631,3.737,454098,4.576,3901374
,!,MZ012D-P1-MV23D-T00,MZ012D-P1-MV23D-T00.d,Sample,,8/2/2018 12:24 AM,1.960,5190587,1.938,4137382,1.960,678263,2.162,1549098,2.777,5554960,3.761,466621,4.589,4222129
