Sample,Var2,Var3,Var4,Var5,Var6,Var7,FAMCICLOVIR_237_123Results,Var15,IS_CAFFEINEResults,Var39,IS_YOHIMBINEResults,Var41,IS_SULFAMETHOXAZOLEResults,Var45,DILTIAZEMHYDROCHLORIDE_372_151Results,Var57,DEXAMETHASONE_332_179Results,Var121,NORETHINDRONEACETATE_342_221Results,Var157
!,!,MZ012D-P1-MV04B-T02,MZ012D-P1-MV04B-T02.d,Sample,,7/30/2018 6:25 PM,0.784,159682,1.959,1005357,1.970,8122815,2.160,2587021,2.507,239883,3.916,1827,5.192,5249
!,!,MZ012D-P1-MV04C-T02,MZ012D-P1-MV04C-T02.d,Sample,,7/30/2018 6:31 PM,0.762,150061,1.937,1043338,1.937,8127214,2.127,2511511,2.485,241997,3.883,2583,5.271,2185
!,!,MZ012D-P1-MV04D-T02,MZ012D-P1-MV04D-T02.d,Sample,,7/30/2018 6:38 PM,0.787,170435,1.961,1001597,1.961,8018077,2.163,2547695,2.509,239753,3.908,1995,5.217,1631
!,!,MZ012D-P1-MV05A-T02,MZ012D-P1-MV05A-T02.d,Sample,,7/30/2018 6:44 PM,0.761,2933,1.936,845645,1.936,6573166,2.126,1370778,2.484,150138,3.726,748,5.191,1467
!,!,MZ012D-P1-MV05B-T02,MZ012D-P1-MV05B-T02.d,Sample,,7/30/2018 6:51 PM,0.773,1122,1.959,834865,1.970,6466401,2.160,1338674,2.507,132089,3.771,937,5.214,5488
!,!,MZ012D-P1-MV05C-T02,MZ012D-P1-MV05C-T02.d,Sample,,7/30/2018 6:57 PM,0.764,1138,1.939,836285,1.939,6248411,2.129,1407762,2.487,130453,3.908,792,,
!,!,MZ012D-P1-MV05D-T02,MZ012D-P1-MV05D-T02.d,Sample,,7/30/2018 7:04 PM,0.796,978,1.960,875994,1.960,6618237,2.161,1398590,2.508,120334,4.902,996,5.226,815
!,!,MZ012D-P1-MV06A-T02,MZ012D-P1-MV06A-T02.d,Sample,,7/30/2018 7:10 PM,0.775,23990,1.938,936293,1.938,7241616,2.128,2207752,2.486,145988,3.090,907,5.115,468
!,!,MZ012D-P1-MV06B-T02,MZ012D-P1-MV06B-T02.d,Sample,,7/30/2018 7:17 PM,0.785,23544,1.959,905602,1.959,7080024,2.161,2097201,2.507,158062,4.901,1929,5.203,3365
!,!,MZ012D-P1-MV06C-T02,MZ012D-P1-MV06C-T02.d,Sample,,7/30/2018 7:23 PM,0.761,25252,1.935,922206,1.946,7051049,2.137,2171314,2.483,154822,3.087,602,5.202,3145
!,!,MZ012D-P1-MV06D-T02,MZ012D-P1-MV06D-T02.d,Sample,,7/30/2018 7:29 PM,0.795,32090,1.958,903840,1.969,7154199,2.160,2107903,2.506,149536,4.912,1386,5.214,4092
!,!,MZ012D-P1-MV07A-T02,MZ012D-P1-MV07A-T02.d,Sample,,7/30/2018 7:36 PM,0.695,61093,1.936,973516,1.936,7399091,2.126,1814930,2.484,252120,3.066,1040,5.180,2065
!,!,MZ012D-P1-MV07B-T02,MZ012D-P1-MV07B-T02.d,Sample,,7/30/2018 7:42 PM,0.741,44133,1.961,923276,1.961,7356883,2.162,1857928,2.509,230376,3.102,1243,5.294,4824
!,!,MZ012D-P1-MV07C-T02,MZ012D-P1-MV07C-T02.d,Sample,,7/30/2018 7:49 PM,0.751,32773,1.937,935291,1.937,7022432,2.127,1842153,2.485,205412,4.879,609,5.193,2769
!,!,MZ012D-P1-MV07D-T02,MZ012D-P1-MV07D-T02.d,Sample,,7/30/2018 7:55 PM,0.773,24332,1.958,892572,1.970,6792350,2.160,1819296,2.507,186158,3.927,1196,5.292,4728
!,!,MZ012D-P1-MV08A-T02,MZ012D-P1-MV08A-T02.d,Sample,,7/30/2018 8:02 PM,0.763,55935,1.938,920878,1.938,6897148,2.128,1933363,2.486,188035,4.880,634,5.171,3628
!,!,MZ012D-P1-MV08B-T02,MZ012D-P1-MV08B-T02.d,Sample,,7/30/2018 8:08 PM,0.775,57769,1.961,893778,1.961,6765366,2.162,1905937,2.509,193308,4.903,1739,5.194,3282
!,!,MZ012D-P1-MV08C-T02,MZ012D-P1-MV08C-T02.d,Sample,,7/30/2018 8:15 PM,0.762,51509,1.937,899912,1.937,6644099,2.127,1987464,2.485,184354,3.738,713,5.271,3056
!,!,MZ012D-P1-MV08D-T02,MZ012D-P1-MV08D-T02.d,Sample,,7/30/2018 8:21 PM,0.787,64286,1.962,918456,1.962,6942391,2.163,2021621,2.510,201607,4.915,721,4.982,1005
!,!,MZ012D-P1-MV09A-T02,MZ012D-P1-MV09A-T02.d,Sample,,7/30/2018 8:27 PM,0.739,92976,1.937,968204,1.937,7704609,2.138,2904975,2.485,173855,3.894,1402,5.136,1073
!,!,MZ012D-P1-MV09B-T02,MZ012D-P1-MV09B-T02.d,Sample,,7/30/2018 8:34 PM,0.759,66621,1.956,986109,1.967,8117695,2.158,2991956,2.516,178220,3.086,834,4.932,404
!,!,MZ012D-P1-MV09C-T02,MZ012D-P1-MV09C-T02.d,Sample,,7/30/2018 8:40 PM,0.762,58507,1.936,986697,1.936,7985034,2.138,2855272,2.484,181570,3.156,1177,5.046,378
!,!,MZ012D-P1-MV09D-T02,MZ012D-P1-MV09D-T02.d,Sample,,7/30/2018 8:47 PM,0.773,42116,1.959,959255,1.970,7891784,2.160,2869503,2.507,145324,3.604,956,5.091,558
!,!,MZ012D-P1-MV10A-T02,MZ012D-P1-MV10A-T02.d,Sample,,7/30/2018 8:53 PM,0.762,17319,1.937,907239,1.937,6756282,2.127,2160203,2.485,96772,3.884,732,5.271,7601
!,!,MZ012D-P1-MV10B-T02,MZ012D-P1-MV10B-T02.d,Sample,,7/30/2018 9:00 PM,0.774,18453,1.960,893281,1.960,6720625,2.161,2142530,2.508,98488,4.925,1759,5.294,10548
!,!,MZ012D-P1-MV10C-T02,MZ012D-P1-MV10C-T02.d,Sample,,7/30/2018 9:06 PM,0.762,18747,1.936,987373,1.936,7264842,2.127,2206716,2.485,107308,3.581,1298,5.270,7762
!,!,MZ012D-P1-MV10D-T02,MZ012D-P1-MV10D-T02.d,Sample,,7/30/2018 9:13 PM,0.762,22456,1.959,945926,1.959,7354224,2.161,2205715,2.507,103082,4.890,604,5.293,3936
!,!,MZ012D-P1-MV11A-T02,MZ012D-P1-MV11A-T02.d,Sample,,7/30/2018 9:19 PM,0.740,98073,1.937,1020903,1.937,8520552,2.128,1955233,2.486,264618,3.895,2693,5.204,1195
!,!,MZ012D-P1-MV11B-T02,MZ012D-P1-MV11B-T02.d,Sample,,7/30/2018 9:25 PM,0.762,82755,1.959,1023501,1.970,8347957,2.160,2026341,2.518,259330,3.916,2105,5.292,5661
!,!,MZ012D-P1-MV11C-T02,MZ012D-P1-MV11C-T02.d,Sample,,7/30/2018 9:32 PM,0.752,62027,1.938,934453,1.938,7374990,2.128,2029319,2.486,211659,3.885,2221,5.227,1843
!,!,MZ012D-P1-MV11D-T02,MZ012D-P1-MV11D-T02.d,Sample,,7/30/2018 9:38 PM,0.785,43265,1.959,943864,1.959,7562635,2.161,2076390,2.508,209183,3.917,2690,5.215,1422
!,!,MZ012D-P1-MV12A-T02,MZ012D-P1-MV12A-T02.d,Sample,,7/30/2018 9:45 PM,0.773,32862,1.936,901139,1.936,7023586,2.126,1888835,2.484,138721,3.894,3078,5.169,1876
!,!,MZ012D-P1-MV12B-T02,MZ012D-P1-MV12B-T02.d,Sample,,7/30/2018 9:51 PM,0.784,37725,1.959,892842,1.970,7114405,2.160,1855421,2.507,144312,3.917,2965,5.225,2471
!,!,MZ012D-P1-MV12C-T02,MZ012D-P1-MV12C-T02.d,Sample,,7/30/2018 9:58 PM,0.771,34111,1.934,916298,1.946,7087448,2.125,1892159,2.483,143108,3.892,2312,5.201,2132
!,!,MZ012D-P1-MV12D-T02,MZ012D-P1-MV12D-T02.d,Sample,,7/30/2018 10:04 PM,0.760,33599,1.957,916179,1.968,7234242,2.159,1885260,2.505,152513,3.915,4244,5.201,841
!,!,MZ012D-P1-MV13A-T02,MZ012D-P1-MV13A-T02.d,Sample,,7/30/2018 10:11 PM,0.750,22703,1.935,829012,1.947,5889916,2.137,1594402,2.484,118849,3.144,1228,5.191,1244
!,!,MZ012D-P1-MV13B-T02,MZ012D-P1-MV13B-T02.d,Sample,,7/30/2018 10:17 PM,1.078,12308,1.962,796624,1.962,5755212,2.163,1663911,2.510,103239,4.893,411,5.217,2180
!,!,MZ012D-P1-MV13C-T02,MZ012D-P1-MV13C-T02.d,Sample,,7/30/2018 10:23 PM,1.052,10808,1.936,845191,1.947,5835101,2.126,1627653,2.484,111634,3.133,995,5.125,1046
!,!,MZ012D-P1-MV13D-T02,MZ012D-P1-MV13D-T02.d,Sample,,7/30/2018 10:30 PM,1.073,13104,1.957,839340,1.968,6148844,2.158,1685601,2.516,115389,4.910,946,5.212,2291
!,!,MZ012D-P1-MV14A-T02,MZ012D-P1-MV14A-T02.d,Sample,,7/30/2018 10:36 PM,0.762,19341,1.937,895696,1.937,7131474,2.127,1860791,2.485,166674,3.884,845,5.148,992
!,!,MZ012D-P1-MV14B-T02,MZ012D-P1-MV14B-T02.d,Sample,,7/30/2018 10:43 PM,0.772,21964,1.958,881178,1.958,6938214,2.160,1831125,2.506,165954,4.867,858,5.225,1254
!,!,MZ012D-P1-MV14C-T02,MZ012D-P1-MV14C-T02.d,Sample,,7/30/2018 10:49 PM,0.750,19626,1.936,951400,1.936,7435929,2.126,1882776,2.484,177208,3.893,719,5.191,2307
!,!,MZ012D-P1-MV14D-T02,MZ012D-P1-MV14D-T02.d,Sample,,7/30/2018 10:56 PM,0.785,22641,1.960,916700,1.960,7172546,2.161,1877856,2.508,170175,3.918,990,5.204,164
!,!,MZ012D-P1-MV15A-T02,MZ012D-P1-MV15A-T02.d,Sample,,7/30/2018 11:02 PM,0.764,33458,1.938,893021,1.938,6877417,2.128,1859811,2.486,194542,4.891,751,5.205,2149
!,!,MZ012D-P1-MV15B-T02,MZ012D-P1-MV15B-T02.d,Sample,,7/30/2018 11:09 PM,0.761,46534,1.958,910072,1.958,7159389,2.159,1880232,2.506,214318,4.978,797,5.280,2201
!,!,MZ012D-P1-MV15C-T02,MZ012D-P1-MV15C-T02.d,Sample,,7/30/2018 11:15 PM,0.764,52101,1.939,903788,1.939,7152065,2.129,1888401,2.487,219327,4.948,779,5.172,906
!,!,MZ012D-P1-MV15D-T02,MZ012D-P1-MV15D-T02.d,Sample,,7/30/2018 11:21 PM,0.762,26889,1.959,854254,1.959,6689466,2.160,1886863,2.507,175348,3.916,865,5.158,1156
!,!,MZ012D-P1-MV16A-T02,MZ012D-P1-MV16A-T02.d,Sample,,7/30/2018 11:28 PM,0.762,77676,1.937,932872,1.937,6802752,2.127,2039666,2.485,243193,3.894,4342,5.270,5023
!,!,MZ012D-P1-MV16B-T02,MZ012D-P1-MV16B-T02.d,Sample,,7/30/2018 11:34 PM,0.772,75715,1.958,921683,1.969,6704058,2.159,1942866,2.506,244105,3.916,2732,5.291,4422
!,!,MZ012D-P1-MV16C-T02,MZ012D-P1-MV16C-T02.d,Sample,,7/30/2018 11:41 PM,0.774,88541,1.937,900832,1.937,6648169,2.128,1971109,2.486,246954,3.895,4415,4.824,16471
!,!,MZ012D-P1-MV16D-T02,MZ012D-P1-MV16D-T02.d,Sample,,7/30/2018 11:47 PM,0.784,104557,1.959,948139,1.970,7100810,2.160,1960673,2.507,288820,3.916,5597,4.845,18222
!,!,MZ012D-P1-MV17A-T02,MZ012D-P1-MV17A-T02.d,Sample,,7/30/2018 11:54 PM,0.741,16086,1.938,938691,1.938,6695845,2.128,1750489,2.486,130008,3.896,1252,5.182,1319
!,!,MZ012D-P1-MV17B-T02,MZ012D-P1-MV17B-T02.d,Sample,,7/31/2018 12:00 AM,0.742,1635,1.961,882452,1.961,6526732,2.163,1744198,2.509,120406,4.892,712,5.217,1210
!,!,MZ012D-P1-MV17C-T02,MZ012D-P1-MV17C-T02.d,Sample,,7/31/2018 12:07 AM,1.311,3619,1.938,898766,1.938,6521039,2.128,1751998,2.486,126018,3.895,813,4.958,1289
!,!,MZ012D-P1-MV17D-T02,MZ012D-P1-MV17D-T02.d,Sample,,7/31/2018 12:13 AM,0.784,1308,1.959,846029,1.959,6102877,2.160,1741162,2.507,93746,4.890,1168,4.979,506
!,!,MZ012D-P1-MV18A-T02,MZ012D-P1-MV18A-T02.d,Sample,,7/31/2018 12:19 AM,0.762,11700,1.937,869688,1.937,6239324,2.127,1833300,2.485,163309,4.902,1619,5.260,7946
!,!,MZ012D-P1-MV18B-T02,MZ012D-P1-MV18B-T02.d,Sample,,7/31/2018 12:26 AM,0.764,23094,1.961,886547,1.961,6551486,2.163,1872378,2.509,179145,3.472,884,4.881,7311
!,!,MZ012D-P1-MV18C-T02,MZ012D-P1-MV18C-T02.d,Sample,,7/31/2018 12:32 AM,0.765,17383,1.929,907908,1.940,6534360,2.130,1860954,2.488,189508,4.882,851,5.162,2789
!,!,MZ012D-P1-MV18D-T02,MZ012D-P1-MV18D-T02.d,Sample,,7/31/2018 12:39 AM,0.788,23790,1.951,914120,1.962,6818972,2.164,1860167,2.510,183910,3.126,858,5.285,7098
!,!,MZ012D-P1-MV19A-T02,MZ012D-P1-MV19A-T02.d,Sample,,7/31/2018 12:45 AM,,,1.937,784350,1.937,5682285,2.127,1741938,2.485,95508,4.946,780,5.271,8944
!,!,MZ012D-P1-MV19B-T02,MZ012D-P1-MV19B-T02.d,Sample,,7/31/2018 12:52 AM,0.563,447,1.950,807958,1.961,5835046,2.163,1715031,2.509,89790,3.919,688,5.194,2163
!,!,MZ012D-P1-MV19C-T02,MZ012D-P1-MV19C-T02.d,Sample,,7/31/2018 12:58 AM,,,1.938,801562,1.938,5644889,2.128,1740187,2.486,88473,4.846,810,5.193,925
!,!,MZ012D-P1-MV19D-T02,MZ012D-P1-MV19D-T02.d,Sample,,7/31/2018 1:05 AM,,,1.959,809046,1.959,5859014,2.160,1706766,2.507,88200,4.901,1066,5.281,7942
!,!,MZ012D-P1-MV20A-T02,MZ012D-P1-MV20A-T02.d,Sample,,7/31/2018 1:11 AM,0.762,42860,1.937,949198,1.937,7279250,2.127,2299341,2.485,160870,3.895,1566,5.192,1525
!,!,MZ012D-P1-MV20B-T02,MZ012D-P1-MV20B-T02.d,Sample,,7/31/2018 1:17 AM,0.784,43929,1.958,893787,1.958,7075802,2.159,2174966,2.506,153806,3.770,866,5.214,3235
!,!,MZ012D-P1-MV20C-T02,MZ012D-P1-MV20C-T02.d,Sample,,7/31/2018 1:24 AM,0.765,41732,1.939,915556,1.939,6980859,2.129,2255407,2.487,150746,3.080,1943,5.195,733
!,!,MZ012D-P1-MV20D-T02,MZ012D-P1-MV20D-T02.d,Sample,,7/31/2018 1:30 AM,0.762,43215,1.959,919306,1.959,7140538,2.160,2257034,2.507,154992,3.637,996,5.282,6881
!,!,MZ012D-P1-MV21A-T02,MZ012D-P1-MV21A-T02.d,Sample,,7/31/2018 1:37 AM,0.774,16488,1.937,847845,1.937,6484558,2.127,1657579,2.485,123377,3.481,330,5.170,1022
!,!,MZ012D-P1-MV21B-T02,MZ012D-P1-MV21B-T02.d,Sample,,7/31/2018 1:43 AM,0.774,15622,1.960,852976,1.960,6599541,2.161,1675486,2.508,119817,3.906,1156,5.293,5805
!,!,MZ012D-P1-MV21C-T02,MZ012D-P1-MV21C-T02.d,Sample,,7/31/2018 1:50 AM,0.760,16342,1.934,832776,1.946,6413470,2.136,1642181,2.483,119142,3.557,803,5.279,1361
!,!,MZ012D-P1-MV21D-T02,MZ012D-P1-MV21D-T02.d,Sample,,7/31/2018 1:56 AM,0.797,13543,1.961,862788,1.961,6616522,2.162,1641947,2.509,110597,3.929,1409,5.205,3290
!,!,MZ012D-P1-MV22A-T02,MZ012D-P1-MV22A-T02.d,Sample,,7/31/2018 2:03 AM,0.764,15400,1.939,938056,1.939,6207595,2.129,2103870,2.487,116061,3.740,968,5.261,6072
!,!,MZ012D-P1-MV22B-T02,MZ012D-P1-MV22B-T02.d,Sample,,7/31/2018 2:09 AM,0.764,23671,1.961,920426,1.961,6092598,2.163,2081170,2.509,120803,3.595,857,5.228,544
!,!,MZ012D-P1-MV22C-T02,MZ012D-P1-MV22C-T02.d,Sample,,7/31/2018 2:15 AM,0.774,19631,1.938,913897,1.938,5882571,2.128,2161648,2.486,115794,3.727,2249,5.193,3867
!,!,MZ012D-P1-MV22D-T02,MZ012D-P1-MV22D-T02.d,Sample,,7/31/2018 2:22 AM,0.786,17527,1.949,927350,1.961,6079297,2.162,2120838,2.509,114372,3.907,658,5.194,1401
!,!,MZ012D-P1-MV23A-T02,MZ012D-P1-MV23A-T02.d,Sample,,7/31/2018 2:28 AM,0.818,887,1.937,875818,1.937,5884844,2.127,1773326,2.485,132339,3.425,1029,5.170,2454
!,!,MZ012D-P1-MV23B-T02,MZ012D-P1-MV23B-T02.d,Sample,,7/31/2018 2:35 AM,0.774,2979,1.960,876779,1.960,5921020,2.161,1752411,2.508,126486,4.891,905,5.293,6684
!,!,MZ012D-P1-MV23C-T02,MZ012D-P1-MV23C-T02.d,Sample,,7/31/2018 2:41 AM,0.752,1682,1.938,884377,1.938,5726060,2.128,1781387,2.486,126990,4.880,946,5.193,1755
!,!,MZ012D-P1-MV23D-T02,MZ012D-P1-MV23D-T02.d,Sample,,7/31/2018 2:48 AM,0.786,1633,1.961,900997,1.961,5936740,2.151,1775391,2.509,121759,3.482,382,5.183,3993
