Sample,Var2,Var3,Var4,Var5,Var6,Var7,FAMCICLOVIR_237_123Results,Var15,IS_CAFFEINEResults,Var39,IS_YOHIMBINEResults,Var41,IS_SULFAMETHOXAZOLEResults,Var45,DILTIAZEMHYDROCHLORIDE_372_151Results,Var57,DEXAMETHASONE_332_179Results,Var121,NORETHINDRONEACETATE_342_221Results,Var157
!,!,MZ012D-P2-MV26B-T24,MZ012D-P2-MV26B-T24.d,Sample,,8/2/2018 6:21 PM,0.783,138727,1.958,689228,1.958,6233793,2.148,2777813,2.495,826041,3.905,96422,5.247,1620
!,!,MZ012D-P2-MV26C-T24,MZ012D-P2-MV26C-T24.d,Sample,,8/2/2018 6:27 PM,0.762,106291,1.937,741597,1.937,6777204,2.127,2939793,2.474,947052,3.883,120192,4.856,6784
!,!,MZ012D-P2-MV26D-T24,MZ012D-P2-MV26D-T24.d,Sample,,8/2/2018 6:34 PM,0.775,159449,1.949,738047,1.961,7002302,2.151,2999083,2.497,1150040,3.907,119723,4.869,7542
!,!,MZ012D-P2-MV27A-T24,MZ012D-P2-MV27A-T24.d,Sample,,8/2/2018 6:40 PM,0.763,193918,1.938,780477,1.938,6061690,2.128,2953934,2.475,929960,3.739,792,5.238,870
!,!,MZ012D-P2-MV27B-T24,MZ012D-P2-MV27B-T24.d,Sample,,8/2/2018 6:47 PM,0.763,218796,1.949,794741,1.960,6368679,2.150,2973814,2.497,847602,3.380,635,5.193,563
!,!,MZ012D-P2-MV27C-T24,MZ012D-P2-MV27C-T24.d,Sample,,8/2/2018 6:53 PM,0.772,171730,1.935,787411,1.935,6055056,2.125,2965591,2.472,768006,4.956,1107,5.179,621
!,!,MZ012D-P2-MV27D-T24,MZ012D-P2-MV27D-T24.d,Sample,,8/2/2018 7:00 PM,0.772,180642,1.958,747997,1.958,6330750,2.148,2879732,2.506,813613,3.513,570,,
!,!,MZ012D-P2-MV28A-T24,MZ012D-P2-MV28A-T24.d,Sample,,8/2/2018 7:06 PM,0.763,143062,1.938,746494,1.938,6318077,2.128,2592914,2.475,2187708,3.884,1112774,,
!,!,MZ012D-P2-MV28B-T24,MZ012D-P2-MV28B-T24.d,Sample,,8/2/2018 7:12 PM,0.782,197252,1.957,737828,1.957,6735875,2.158,2782249,2.494,2349441,3.914,1228582,5.212,1116
!,!,MZ012D-P2-MV28C-T24,MZ012D-P2-MV28C-T24.d,Sample,,8/2/2018 7:19 PM,0.773,156210,1.936,804401,1.936,6829933,2.127,2784082,2.473,2528754,3.883,1219429,5.248,1722
!,!,MZ012D-P2-MV28D-T24,MZ012D-P2-MV28D-T24.d,Sample,,8/2/2018 7:25 PM,0.783,216650,1.958,720198,1.958,6611197,2.159,2681886,2.494,2831676,3.904,1302856,4.877,3160
!,!,MZ012D-P2-CTR05A-T24,MZ012D-P2-CTR05A-T24.d,Sample,,8/2/2018 9:41 PM,1.300,1817,1.938,550264,1.938,4447279,2.128,1147667,2.475,144433,3.873,817,5.182,983
!,!,MZ012D-P2-CTR06A-T24,MZ012D-P2-CTR06A-T24.d,Sample,,8/2/2018 9:47 PM,1.041,1363,1.947,498996,1.959,4063442,2.160,1137186,2.507,164293,3.089,695,,
!,!,MZ012D-P2-CTR07A-T24,MZ012D-P2-CTR07A-T24.d,Sample,,8/2/2018 9:54 PM,1.277,2566,1.937,550541,1.937,4392038,2.127,1131713,2.474,129607,4.946,980,5.237,881
!,!,MZ012D-P2-CTR08A-T24,MZ012D-P2-CTR08A-T24.d,Sample,,8/2/2018 10:00 PM,,,1.948,547270,1.948,4514005,2.161,985017,2.496,154496,4.969,964,,
