Sample,Var2,Var3,Var4,Var5,Var6,Var7,IS_YOHIMBINEResults,Var13,FAMCICLOVIRResults,Var15,IS_CAFFEINEResults,Var17,IS_SULFAMETHOXAZOLEResults,Var19,DILTIAZEMHYDROCHLORIDEResults,Var23,DexamethasoneResults,Var29,NORETHINDRONEACETATEResults,Var37
!,!,MZ012D-P1-MV12C-T01,MZ012D-P1-MV12C-T01.d,Sample,,7/31/2018 8:56 AM,1.940,6760962,1.918,4599351,1.940,856201,2.130,1608905,2.768,6679603,3.741,513486,4.580,4204192
!,!,MZ012D-P1-MV12D-T01,MZ012D-P1-MV12D-T01.d,Sample,,7/31/2018 9:02 AM,1.960,6603178,1.937,5323447,1.960,915903,2.161,1609181,2.788,7839746,3.761,602031,4.600,3543475
,!,MZ012D-P1-MV13A-T01,MZ012D-P1-MV13A-T01.d,Sample,,7/31/2018 9:09 AM,1.938,5702650,1.926,4553885,1.938,787188,2.128,1506787,2.765,6685895,3.739,492907,4.578,5206710
!,!,MZ012D-P1-MV13B-T01,MZ012D-P1-MV13B-T01.d,Sample,,7/31/2018 9:15 AM,1.959,5526675,1.936,4452818,1.959,758386,2.160,1483075,2.798,6379010,3.760,500862,4.599,4406840
!,!,MZ012D-P1-MV13C-T01,MZ012D-P1-MV13C-T01.d,Sample,,7/31/2018 9:22 AM,1.939,5439202,1.927,4294194,1.939,760462,2.129,1521443,2.766,6146037,3.740,465611,4.579,4194379
!,!,MZ012D-P1-MV13D-T01,MZ012D-P1-MV13D-T01.d,Sample,,7/31/2018 9:28 AM,1.968,5367461,1.945,4285962,1.957,744437,2.158,1512456,2.796,6126359,3.769,478712,4.597,4232834
!,!,MZ012D-P1-MV14A-T01,MZ012D-P1-MV14A-T01.d,Sample,,7/31/2018 9:34 AM,1.935,6329502,1.924,4425040,1.935,821533,2.125,1786814,2.763,6012661,3.736,426563,4.575,2293243
!,!,MZ012D-P1-MV14B-T01,MZ012D-P1-MV14B-T01.d,Sample,,7/31/2018 9:41 AM,1.959,6633201,1.937,4862922,1.959,861941,2.161,1768587,2.798,6728127,3.772,509949,4.599,2204880
!,!,MZ012D-P1-MV14C-T01,MZ012D-P1-MV14C-T01.d,Sample,,7/31/2018 9:47 AM,1.936,6970023,1.925,4785505,1.936,845351,2.126,1801450,2.764,6838404,3.737,472216,4.576,2190929
!,!,MZ012D-P1-MV14D-T01,MZ012D-P1-MV14D-T01.d,Sample,,7/31/2018 9:54 AM,1.960,6956947,1.938,5635346,1.960,966865,2.162,1727602,2.788,8239291,3.773,565957,4.601,1647690
!,!,MZ012D-P1-MV15A-T01,MZ012D-P1-MV15A-T01.d,Sample,,7/31/2018 10:00 AM,1.938,5810994,1.927,3720693,1.927,730733,2.129,1679330,2.766,5577265,3.740,415744,4.579,3130342
!,!,MZ012D-P1-MV15B-T01,MZ012D-P1-MV15B-T01.d,Sample,,7/31/2018 10:07 AM,1.958,5919519,1.936,3845605,1.958,765265,2.159,1574181,2.797,5943278,3.770,455068,4.598,3137008
!,!,MZ012D-P1-MV15C-T01,MZ012D-P1-MV15C-T01.d,Sample,,7/31/2018 10:13 AM,1.937,5857601,1.926,3760519,1.937,774190,2.127,1616904,2.765,5740636,3.738,414665,4.577,3150066
!,!,MZ012D-P1-MV15D-T01,MZ012D-P1-MV15D-T01.d,Sample,,7/31/2018 10:20 AM,1.961,5976105,1.938,4063831,1.961,769576,2.162,1584128,2.788,6157465,3.762,472010,4.601,3244857
,!,MZ012D-P1-MV16A-T01,MZ012D-P1-MV16A-T01.d,Sample,,7/31/2018 10:26 AM,1.939,6292785,1.927,2457966,1.939,854098,2.129,1812268,2.767,6025885,3.740,397087,4.579,1177826
!,!,MZ012D-P1-MV16B-T01,MZ012D-P1-MV16B-T01.d,Sample,,7/31/2018 10:32 AM,1.961,6403180,1.938,2452389,1.961,847343,2.162,1771934,2.789,6330565,3.762,426565,4.601,1053599
,!,MZ012D-P1-MV16C-T01,MZ012D-P1-MV16C-T01.d,Sample,,7/31/2018 10:39 AM,1.937,6721967,1.926,2612351,1.937,908777,2.127,1809102,2.765,6394542,3.738,423592,4.577,928386
,!,MZ012D-P1-MV16D-T01,MZ012D-P1-MV16D-T01.d,Sample,,7/31/2018 10:45 AM,1.970,6946257,1.947,2688865,1.959,920468,2.160,1773257,2.786,7060447,3.771,461643,4.599,828383
!,!,MZ012D-P1-MV17A-T01,MZ012D-P1-MV17A-T01.d,Sample,,7/31/2018 10:52 AM,1.938,5707071,1.927,4624439,1.927,779588,2.128,1559047,2.766,6148503,3.739,455772,4.578,3836421
!,!,MZ012D-P1-MV17B-T01,MZ012D-P1-MV17B-T01.d,Sample,,7/31/2018 10:58 AM,1.960,5679529,1.937,4705157,1.960,773095,2.161,1504721,2.787,6260116,3.761,495626,4.600,3973052
,!,MZ012D-P1-MV17C-T01,MZ012D-P1-MV17C-T01.d,Sample,,7/31/2018 11:05 AM,1.939,5563914,1.917,4532733,1.928,780112,2.130,1557221,2.767,5736080,3.740,442182,4.580,3918206
!,!,MZ012D-P1-MV17D-T01,MZ012D-P1-MV17D-T01.d,Sample,,7/31/2018 11:11 AM,1.970,5806221,1.947,4865695,1.959,784740,2.160,1545283,2.787,6548966,3.760,511462,4.599,4386849
,!,MZ012D-P1-MV18A-T01,MZ012D-P1-MV18A-T01.d,Sample,,7/31/2018 11:18 AM,1.938,6171573,1.916,4089129,1.938,823571,2.129,1722573,2.766,6202737,3.739,439007,4.578,3640983
!,!,MZ012D-P1-MV18B-T01,MZ012D-P1-MV18B-T01.d,Sample,,7/31/2018 11:24 AM,1.959,6249021,1.936,4263325,1.959,831887,2.160,1686038,2.787,6492052,3.760,465893,4.599,3898387
!,!,MZ012D-P1-MV18C-T01,MZ012D-P1-MV18C-T01.d,Sample,,7/31/2018 11:30 AM,1.937,6436005,1.926,4348403,1.937,812043,2.127,1799356,2.765,6044560,3.738,450457,4.577,3657394
!,!,MZ012D-P1-MV18D-T01,MZ012D-P1-MV18D-T01.d,Sample,,7/31/2018 11:37 AM,1.961,6627109,1.939,4599417,1.961,825349,2.163,1739784,2.789,6920527,3.762,491247,4.601,3303340
,!,MZ012D-P1-MV19A-T01,MZ012D-P1-MV19A-T01.d,Sample,,7/31/2018 11:43 AM,1.938,5490504,1.927,4245035,1.938,748861,2.128,1589990,2.766,5625506,3.739,460011,4.578,4095300
,!,MZ012D-P1-MV19B-T01,MZ012D-P1-MV19B-T01.d,Sample,,7/31/2018 11:50 AM,1.959,5386071,1.937,4435446,1.959,742359,2.160,1532103,2.787,5866226,3.760,469597,4.599,4067778
,!,MZ012D-P1-MV19C-T01,MZ012D-P1-MV19C-T01.d,Sample,,7/31/2018 11:56 AM,1.937,5329691,1.926,4232954,1.937,746375,2.127,1564061,2.765,5488697,3.738,440976,4.577,3845638
,!,MZ012D-P1-MV19D-T01,MZ012D-P1-MV19D-T01.d,Sample,,7/31/2018 12:03 PM,1.960,5415225,1.938,4373661,1.960,743887,2.161,1549639,2.788,5836526,3.772,472613,4.600,4040232
,!,MZ012D-P1-MV20A-T01,MZ012D-P1-MV20A-T01.d,Sample,,7/31/2018 12:09 PM,1.936,6117286,1.925,3595790,1.925,836520,2.127,1913866,2.764,5663475,3.738,409202,4.577,3112741
!,!,MZ012D-P1-MV20B-T01,MZ012D-P1-MV20B-T01.d,Sample,,7/31/2018 12:16 PM,1.969,6608692,1.947,4079317,1.958,849002,2.159,1845976,2.797,6578946,3.770,458890,4.598,3284010
,!,MZ012D-P1-MV20C-T01,MZ012D-P1-MV20C-T01.d,Sample,,7/31/2018 12:22 PM,1.937,6732190,1.926,4048117,1.937,871928,2.128,1853032,2.765,6509130,3.739,451090,4.578,3389168
!,!,MZ012D-P1-MV20D-T01,MZ012D-P1-MV20D-T01.d,Sample,,7/31/2018 12:28 PM,1.960,6468530,1.938,3979791,1.949,841429,2.162,1907786,2.788,6203975,3.761,430383,4.600,3179401
!,!,MZ012D-P1-MV21A-T01,MZ012D-P1-MV21A-T01.d,Sample,,7/31/2018 12:35 PM,1.938,5845963,1.916,4301052,1.927,763174,2.129,1512013,2.766,5727165,3.740,427514,4.579,3689475
!,!,MZ012D-P1-MV21B-T01,MZ012D-P1-MV21B-T01.d,Sample,,7/31/2018 12:41 PM,1.958,6208711,1.947,4508144,1.958,794751,2.159,1505226,2.797,6181066,3.770,473151,4.598,3871623
!,!,MZ012D-P1-MV21C-T01,MZ012D-P1-MV21C-T01.d,Sample,,7/31/2018 12:48 PM,1.939,6026441,1.917,4312988,1.928,784521,2.129,1502455,2.767,5662957,3.740,421472,4.579,3689159
!,!,MZ012D-P1-MV21D-T01,MZ012D-P1-MV21D-T01.d,Sample,,7/31/2018 12:54 PM,1.960,6018405,1.938,4437651,1.949,772408,2.162,1530239,2.788,6039526,3.761,462880,4.601,3951939
,!,MZ012D-P1-MV22A-T01,MZ012D-P1-MV22A-T01.d,Sample,,7/31/2018 1:01 PM,1.937,5428282,1.926,4035553,1.926,815445,2.127,1755671,2.765,5731064,3.738,449998,4.577,889072
,!,MZ012D-P1-MV22B-T01,MZ012D-P1-MV22B-T01.d,Sample,,7/31/2018 1:07 PM,1.961,5940600,1.939,4325055,1.961,836871,2.163,1728465,2.789,6456505,3.774,485498,4.602,519262
!,!,MZ012D-P1-MV22C-T01,MZ012D-P1-MV22C-T01.d,Sample,,7/31/2018 1:14 PM,1.936,5937577,1.925,4271391,1.936,856311,2.126,1715457,2.764,6512761,3.737,466192,4.576,426166
!,!,MZ012D-P1-MV22D-T01,MZ012D-P1-MV22D-T01.d,Sample,,7/31/2018 1:20 PM,1.959,6285855,1.937,4502258,1.959,854146,2.161,1725581,2.787,7009958,3.761,500969,4.600,355846
!,!,MZ012D-P1-MV23A-T01,MZ012D-P1-MV23A-T01.d,Sample,,7/31/2018 1:26 PM,1.938,5358371,1.926,4372431,1.938,779665,2.128,1566546,2.765,5626704,3.739,393906,4.578,3169296
!,!,MZ012D-P1-MV23B-T01,MZ012D-P1-MV23B-T01.d,Sample,,7/31/2018 1:33 PM,1.959,5435177,1.936,4403016,1.948,787629,2.160,1583751,2.787,5641269,3.771,408876,4.599,3493893
!,!,MZ012D-P1-MV23C-T01,MZ012D-P1-MV23C-T01.d,Sample,,7/31/2018 1:39 PM,1.939,5377059,1.916,4290911,1.927,793818,2.129,1648105,2.766,5477156,3.740,374974,4.579,3391357
!,!,MZ012D-P1-MV23D-T01,MZ012D-P1-MV23D-T01.d,Sample,,7/31/2018 1:46 PM,1.961,5438071,1.939,4446007,1.950,789059,2.163,1600525,2.789,5838037,3.762,410571,4.601,3699097
