Sample,Var2,Var3,Var4,Var5,Var6,Var7,IS_YOHIMBINEResults,Var13,FAMCICLOVIRResults,Var15,IS_CAFFEINEResults,Var17,IS_SULFAMETHOXAZOLEResults,Var19,DILTIAZEMHYDROCHLORIDEResults,Var23,DexamethasoneResults,Var29,NORETHINDRONEACETATEResults,Var37
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
,!,MZ012D-P2-MV24A-T00,MZ012D-P2-MV24A-T00.d,Sample,,8/4/2018 1:42 PM,1.937,4655736,1.926,3527230,1.937,622841,2.139,1375956,2.754,4650834,3.738,363282,4.566,2482897
,!,MZ012D-P2-MV24B-T00,MZ012D-P2-MV24B-T00.d,Sample,,8/4/2018 1:48 PM,1.958,4685202,1.947,3564947,1.958,606681,2.160,1344323,2.775,4887656,3.748,378250,4.587,2800205
,!,MZ012D-P2-MV24C-T00,MZ012D-P2-MV24C-T00.d,Sample,,8/4/2018 1:55 PM,1.936,4441908,1.925,3514886,1.936,578956,2.138,1263878,2.753,4786427,3.726,341351,4.565,2762599
,!,MZ012D-P2-MV24D-T00,MZ012D-P2-MV24D-T00.d,Sample,,8/4/2018 2:01 PM,1.948,4692314,1.937,3507813,1.948,619106,2.149,1355628,2.776,4918153,3.749,355259,4.588,2858762
,!,MZ012D-P2-MV25A-T00,MZ012D-P2-MV25A-T00.d,Sample,,8/4/2018 2:34 PM,1.937,4423857,1.926,3460306,1.937,575047,2.138,1285341,2.753,4605682,3.727,328898,4.566,2787396
,!,MZ012D-P2-MV25B-T00,MZ012D-P2-MV25B-T00.d,Sample,,8/4/2018 2:40 PM,1.958,4366056,1.947,3459805,1.958,561769,2.159,1276018,2.775,4759327,3.759,337330,4.587,2650948
,!,MZ012D-P2-MV25C-T00,MZ012D-P2-MV25C-T00.d,Sample,,8/4/2018 2:46 PM,1.936,4511517,1.925,3547514,1.936,577210,2.137,1282336,2.753,4815459,3.737,314998,4.565,2742712
,!,MZ012D-P2-MV25D-T00,MZ012D-P2-MV25D-T00.d,Sample,,8/4/2018 2:53 PM,1.959,4682711,1.936,3543907,1.959,572701,2.160,1323131,2.775,4958365,3.760,341360,4.588,2838839
,,MZ012D-P2-MV26A-T00,MZ012D-P2-MV26A-T00.d,Sample,,8/4/2018 2:59 PM,1.937,4156189,1.926,3222486,1.937,598653,2.138,1333503,2.754,4608949,3.727,304199,4.566,3242211
,!,MZ012D-P2-MV26B-T00,MZ012D-P2-MV26B-T00.d,Sample,,8/4/2018 3:06 PM,1.957,4193777,1.935,3194736,1.957,584444,2.159,1333065,2.774,4809274,3.759,315798,4.586,3354653
,,MZ012D-P2-MV26C-T00,MZ012D-P2-MV26C-T00.d,Sample,,8/4/2018 3:12 PM,1.935,4087231,1.924,3146946,1.935,589291,2.137,1327285,2.752,4698490,3.737,306397,4.564,3394839
,!,MZ012D-P2-MV26D-T00,MZ012D-P2-MV26D-T00.d,Sample,,8/4/2018 3:19 PM,1.958,4317306,1.947,3313701,1.958,598411,2.160,1337713,2.775,4869680,3.748,326013,4.587,3479622
,!,MZ012D-P2-MV27A-T00,MZ012D-P2-MV27A-T00.d,Sample,,8/4/2018 3:25 PM,1.936,4458314,1.925,3591653,1.936,593877,2.138,1266771,2.753,5179571,3.738,345266,4.565,3635300
,!,MZ012D-P2-MV27B-T00,MZ012D-P2-MV27B-T00.d,Sample,,8/4/2018 3:32 PM,1.958,4546310,1.946,3606977,1.958,596880,2.159,1281201,2.774,5214972,3.759,358152,4.587,3619356
,!,MZ012D-P2-MV27C-T00,MZ012D-P2-MV27C-T00.d,Sample,,8/4/2018 3:38 PM,1.937,4372686,1.926,3508489,1.937,576031,2.139,1269174,2.754,5087540,3.727,334899,4.566,3448834
,!,MZ012D-P2-MV27D-T00,MZ012D-P2-MV27D-T00.d,Sample,,8/4/2018 3:44 PM,1.959,4378639,1.936,3456984,1.947,582349,2.160,1304763,2.775,4795601,3.760,342566,4.587,3448885
,!,MZ012D-P2-MV28A-T00,MZ012D-P2-MV28A-T00.d,Sample,,8/4/2018 3:51 PM,1.937,4410132,1.925,3051188,1.937,574366,2.138,1427726,2.753,4594867,3.727,353261,4.566,3242427
,!,MZ012D-P2-MV28B-T00,MZ012D-P2-MV28B-T00.d,Sample,,8/4/2018 3:57 PM,1.948,4520099,1.937,3216228,1.948,587111,2.150,1422789,2.776,4818070,3.749,368756,4.588,3448995
,!,MZ012D-P2-MV28C-T00,MZ012D-P2-MV28C-T00.d,Sample,,8/4/2018 4:04 PM,1.936,4425202,1.925,3130887,1.936,591295,2.137,1430177,2.753,4646503,3.726,336926,4.565,3289363
,!,MZ012D-P2-MV28D-T00,MZ012D-P2-MV28D-T00.d,Sample,,8/4/2018 4:10 PM,1.949,4924625,1.938,3421969,1.949,613835,2.151,1481979,2.777,5360903,3.750,376877,4.589,3806573
,,MZ012D-P2-CTR05A-T00,MZ012D-P2-CTR05A-T00.d,Sample,,8/4/2018 6:26 PM,1.939,3835842,1.928,3192263,1.939,490146,2.141,986481,2.756,4503481,3.729,371782,4.568,3234508
,!,MZ012D-P2-CTR06A-T00,MZ012D-P2-CTR06A-T00.d,Sample,,8/4/2018 6:32 PM,1.949,3793269,1.938,3193558,1.949,476072,2.162,990616,2.777,4643100,3.750,398557,4.589,3350172
,,MZ012D-P2-CTR07A-T00,MZ012D-P2-CTR07A-T00.d,Sample,,8/4/2018 6:38 PM,1.937,3812210,1.926,3176129,1.937,487644,2.138,983170,2.754,4587849,3.738,385347,4.566,3231826
,!,MZ012D-P2-CTR08A-T00,MZ012D-P2-CTR08A-T00.d,Sample,,8/4/2018 6:45 PM,1.958,3814283,1.947,3183383,1.958,486770,2.160,1008691,2.775,4813508,3.759,396874,4.587,3430086
