Sample,Var2,Var3,Var4,Var5,Var6,Var7,FAMCICLOVIR_237_123Results,Var15,IS_CAFFEINEResults,Var39,IS_YOHIMBINEResults,Var41,IS_SULFAMETHOXAZOLEResults,Var45,DILTIAZEMHYDROCHLORIDE_372_151Results,Var57,DEXAMETHASONE_332_179Results,Var121,NORETHINDRONEACETATE_342_221Results,Var157
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
!,!,MZ012D-P2-MV24A-T01,MZ012D-P2-MV24A-T01.d,Sample,,8/4/2018 8:06 AM,0.773,7923,1.937,682262,1.937,5445065,2.127,1497935,2.474,87844,3.592,786,4.845,9017
!,!,MZ012D-P2-MV24B-T01,MZ012D-P2-MV24B-T01.d,Sample,,8/4/2018 8:13 AM,0.786,8683,1.949,651310,1.949,5269479,2.151,1479168,2.497,78235,3.102,625,5.194,1492
!,!,MZ012D-P2-MV24C-T01,MZ012D-P2-MV24C-T01.d,Sample,,8/4/2018 8:19 AM,0.742,7043,1.939,654527,1.939,5174348,2.130,1464959,2.476,79810,3.740,745,4.848,11776
!,!,MZ012D-P2-MV24D-T01,MZ012D-P2-MV24D-T01.d,Sample,,8/4/2018 8:26 AM,0.784,7312,1.948,688666,1.948,5647376,2.160,1454683,2.496,89592,3.122,348,4.868,10159
!,!,MZ012D-P2-MV25A-T01,MZ012D-P2-MV25A-T01.d,Sample,,8/4/2018 8:58 AM,0.864,416,1.938,565515,1.938,4466987,2.139,1356348,2.475,63265,3.113,286,,
!,!,MZ012D-P2-MV25B-T01,MZ012D-P2-MV25B-T01.d,Sample,,8/4/2018 9:04 AM,0.760,14053,1.946,634376,1.946,5201276,2.159,1415431,2.494,86124,3.110,431,,
!,!,MZ012D-P2-MV25C-T01,MZ012D-P2-MV25C-T01.d,Sample,,8/4/2018 9:11 AM,0.761,10557,1.935,614449,1.935,4821707,2.137,1384393,2.472,75723,3.893,990,,
!,!,MZ012D-P2-MV25D-T01,MZ012D-P2-MV25D-T01.d,Sample,,8/4/2018 9:17 AM,0.776,10063,1.951,598733,1.951,4726752,2.152,1421606,2.499,65159,4.960,721,5.206,1600
!,!,MZ012D-P2-MV26A-T01,MZ012D-P2-MV26A-T01.d,Sample,,8/4/2018 9:24 AM,0.736,2671,1.933,642454,1.933,4528535,2.134,1378687,2.481,61063,3.108,293,,
!,!,MZ012D-P2-MV26B-T01,MZ012D-P2-MV26B-T01.d,Sample,,8/4/2018 9:30 AM,0.785,1762,1.948,621552,1.948,4412328,2.149,1360271,2.496,62412,3.470,781,,
!,!,MZ012D-P2-MV26C-T01,MZ012D-P2-MV26C-T01.d,Sample,,8/4/2018 9:37 AM,0.776,2250,1.939,640873,1.939,4516293,2.129,1365125,2.476,64752,3.874,689,5.183,1446
!,!,MZ012D-P2-MV26D-T01,MZ012D-P2-MV26D-T01.d,Sample,,8/4/2018 9:43 AM,0.808,1327,1.949,628561,1.949,4567604,2.150,1377511,2.497,61594,3.101,796,5.193,898
!,!,MZ012D-P2-MV27A-T01,MZ012D-P2-MV27A-T01.d,Sample,,8/4/2018 9:49 AM,0.776,10831,1.940,590692,1.940,4197676,2.130,1272415,2.477,62696,3.417,463,5.195,938
!,!,MZ012D-P2-MV27B-T01,MZ012D-P2-MV27B-T01.d,Sample,,8/4/2018 9:56 AM,0.762,18506,1.948,582685,1.959,4190695,2.150,1268142,2.496,72073,3.481,592,4.868,4683
!,!,MZ012D-P2-MV27C-T01,MZ012D-P2-MV27C-T01.d,Sample,,8/4/2018 10:02 AM,0.776,17585,1.939,613110,1.939,4553150,2.129,1294766,2.476,80318,3.080,546,4.848,4533
!,!,MZ012D-P2-MV27D-T01,MZ012D-P2-MV27D-T01.d,Sample,,8/4/2018 10:09 AM,0.762,11679,1.948,581465,1.959,4232038,2.149,1343795,2.496,60016,3.592,501,4.867,4398
!,!,MZ012D-P2-MV28A-T01,MZ012D-P2-MV28A-T01.d,Sample,,8/4/2018 10:15 AM,0.751,9340,1.937,625820,1.937,4631556,2.127,1511618,2.474,71823,3.436,371,,
!,!,MZ012D-P2-MV28B-T01,MZ012D-P2-MV28B-T01.d,Sample,,8/4/2018 10:22 AM,0.774,11563,1.949,620087,1.949,4681319,2.150,1513192,2.497,74008,3.459,486,,
!,!,MZ012D-P2-MV28C-T01,MZ012D-P2-MV28C-T01.d,Sample,,8/4/2018 10:28 AM,0.774,7841,1.938,611777,1.938,4547754,2.139,1509624,2.486,75070,3.056,471,5.171,1185
!,!,MZ012D-P2-MV28D-T01,MZ012D-P2-MV28D-T01.d,Sample,,8/4/2018 10:35 AM,0.786,12020,1.949,640857,1.949,4843296,2.151,1556609,2.497,78775,3.762,411,5.194,2302
!,!,MZ012D-P2-CTR05A-T01,MZ012D-P2-CTR05A-T01.d,Sample,,8/4/2018 12:50 PM,1.065,5549,1.938,528033,1.938,3911995,2.139,971723,2.475,90826,3.504,354,,
!,!,MZ012D-P2-CTR06A-T01,MZ012D-P2-CTR06A-T01.d,Sample,,8/4/2018 12:56 PM,1.088,2646,1.949,520352,1.949,3925875,2.162,979717,2.497,93623,,,,
!,!,MZ012D-P2-CTR07A-T01,MZ012D-P2-CTR07A-T01.d,Sample,,8/4/2018 1:03 PM,1.076,6118,1.937,528897,1.937,3952310,2.139,955286,2.474,105059,3.067,442,5.181,1866
!,!,MZ012D-P2-CTR08A-T01,MZ012D-P2-CTR08A-T01.d,Sample,,8/4/2018 1:09 PM,1.065,2327,1.948,521704,1.959,4033956,2.161,994094,2.496,92215,,,5.181,1524
