ID;MV01;MV02;MV03;MV04;MV05;MV06;MV07;MV08;MV09;MV10;MV11;MV12;MV13;MV14;MV15;MV16;MV17;MV18;MV19;MV20;MV21;MV22;MV23;MV24;MV25;MV26;MV27;MV28
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_celatum|t__GCF_000320405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00148;0;0.0293;0.00422;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_citroniae;0;0.0066;0.00017;0.041;0;0.03248;0.00921;0.00255;0.01834;0;0;0.00556;0.0056;0.00534;0.01564;0.01724;0;0.00123;0;0.01208;0.10021;0;0;0.00727;0.00322;0;0;0.17538
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_citroniae|t__GCF_000233455;0;0.0066;0.00017;0.041;0;0.03248;0.00921;0.00255;0.01834;0;0;0.00556;0.0056;0.00534;0.01564;0.01724;0;0.00123;0;0.01208;0.10021;0;0;0.00727;0.00322;0;0;0.17538
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme;0;0;0;0.44793;0.09669;0.08931;0.00155;0;0;0;0.01908;0;0.00065;0;0.15987;0.00598;0;0;0;0;0;0.04284;0;0;0;0;0.04532;0.82939
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme|t__Clostridium_clostridioforme_unclassified;0;0;0;0.44793;0.09669;0.08931;0.00155;0;0;0;0.01908;0;0.00065;0;0.15987;0.00598;0;0;0;0;0;0.04284;0;0;0;0;0.04532;0.82939
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi;0.08094;0.25192;0.00747;0.13598;0.04873;0.12322;0.02358;0.00746;0.00145;0.32637;0.04541;0.01258;0;0.00095;0.01576;0.00845;0;0.00224;0;0;0.00241;0.0339;1.31338;0.0072;0.00142;0.18122;0.0279;0.588
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi|t__Clostridium_hathewayi_unclassified;0.08094;0.25192;0.00747;0.13598;0.04873;0.02307;0.02358;0.00746;0.00145;0.32637;0.04541;0.01258;0;0.00095;0.01576;0.00845;0;0.00224;0;0;0.00241;0.0339;0.76472;0.0072;0.00142;0.01311;0.0279;0.1023
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi|t__GCF_000160095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.54866;0;0;0.16811;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi|t__GCF_000371445;0;0;0;0;0;0.10016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4857
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hylemonae;0.02571;0;0;0;0;0;0;0;0;0;0;0.00713;0;0;0;0;0;0;0;0;0;0;0.00408;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hylemonae|t__GCF_000156515;0.02571;0;0;0;0;0;0;0;0;0;0;0.00713;0;0;0;0;0;0;0;0;0;0;0.00408;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum;0.0224;0.02005;0.03257;0.03158;0;0.02017;0.00242;0;0;0.00946;0.0324;0.00244;0;0.01086;0.01115;0.19596;0;0.00719;0;0;0;0;0.00225;0.022;0.23313;0.04027;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum|t__GCF_000154345;0.0224;0.02005;0.03257;0.03158;0;0.02017;0.00242;0;0;0.00946;0.0324;0.00244;0;0.01086;0.01115;0.19596;0;0.00719;0;0;0;0;0.00225;0.022;0.23313;0.04027;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile;0.06061;0.223;0;0.03209;10.40003;0;0.01438;0;0;0;0;0;0;0;0.03946;0;0;0;0;0;0;0;0.18084;0;0;0;0.02615;3.92105
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile|t__GCF_000156035;0.06061;0.223;0;0.03209;10.40003;0;0.01438;0;0;0;0;0;0;0;0.03946;0;0;0;0;0;0;0;0.18084;0;0;0;0.02615;3.92105
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens;0;0;0;0;0;0;0;0.162;0.1005;0.10205;0;0.04734;0;0;0;0;0.21706;0;12.83502;1.04433;7.17873;8.53355;11.07121;0.18835;3.15246;1.30799;0.00167;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens|t__Clostridium_perfringens_unclassified;0;0;0;0;0;0;0;0.162;0.1005;0.10205;0;0.04734;0;0;0;0;0.21706;0;12.83502;1.04433;7.17873;8.53355;11.07121;0.18835;3.15246;1.30799;0.00167;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_scindens;0;0;0;0;0;0.01561;0;0;0;0;0;0;0;0;0.0028;0;0;0;0;0;0;0;0;0;0;0;0;0.07447
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_scindens|t__GCF_000154505;0;0;0;0;0;0.01561;0;0;0;0;0;0;0;0;0.0028;0;0;0;0;0;0;0;0;0;0;0;0;0.07447
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_7_2_43FAA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.20193;0;0;0.16725;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_7_2_43FAA|t__GCF_000158375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.20193;0;0;0.16725;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_KLE_1755;0;0;0;0;0;0.40905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_KLE_1755|t__GCF_000466465;0;0;0;0;0;0.40905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum;0.20504;0.25456;0.01779;0.00146;0;0.26546;0.00404;0.01522;0.07273;0.04533;0.02916;0.06963;0;0;0.90631;0.0618;0;0;0;0.07519;0;0;0.39803;0.00038;0;0.08724;0;1.88107
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum|t__Clostridium_symbiosum_unclassified;0.20504;0.25456;0.01779;0.00146;0;0.26546;0.00404;0.01522;0.07273;0.04533;0.02916;0.06963;0;0;0.90631;0.0618;0;0;0;0.07519;0;0;0.39803;0.00038;0;0.08724;0;1.88107
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis;0.16946;0.04434;0.00945;0;0.02606;0;0.00023;0;0;0.02467;0;0.17863;0.00025;0;0.00907;0;0.02021;0;0.00099;0.01221;0;0.00221;0.03994;0;0.03721;0.0664;0.00723;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus;0.01176;0.03898;0;0;0.02525;0;0.00023;0;0;0.01241;0;0.17335;0.00025;0;0.00835;0;0.00415;0;0.00099;0.01221;0;0.00199;0.03776;0;0.01914;0.0566;0.00107;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_hydrogenalis;0;0;0;0;0.02525;0;0;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_hydrogenalis|t__Anaerococcus_hydrogenalis_unclassified;0;0;0;0;0.02525;0;0;0;0;0;0;0;0;0;0;0;0.0003;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_lactolyticus;0.00047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00062;0;0;0.00313;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_lactolyticus|t__GCF_000156575;0.00047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00062;0;0;0.00313;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_obesiensis;0;0.00747;0;0;0;0;0;0;0;0;0;0.03005;0;0;0;0;0.00221;0;0;0.00358;0;0;0.00296;0;0;0.00082;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_obesiensis|t__GCF_000311745;0;0.00747;0;0;0;0;0;0;0;0;0;0.03005;0;0;0;0;0.00221;0;0;0.00358;0;0;0.00296;0;0;0.00082;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_prevotii;0.01129;0;0;0;0;0;0;0;0;0.00354;0;0;0;0;0;0;0;0;0;0;0;0.00199;0;0;0.00165;0.02065;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_prevotii|t__Anaerococcus_prevotii_unclassified;0.01129;0;0;0;0;0;0;0;0;0.00354;0;0;0;0;0;0;0;0;0;0;0;0.00199;0;0;0.00165;0.02065;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_vaginalis;0;0.03152;0;0;0;0;0.00023;0;0;0.00887;0;0.1433;0.00025;0;0.00835;0;0.00164;0;0.00099;0.00863;0;0;0.03417;0;0.01749;0.032;0.00107;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_vaginalis|t__GCF_000163295;0;0.03152;0;0;0;0;0.00023;0;0;0.00887;0;0.1433;0.00025;0;0.00835;0;0.00164;0;0.00099;0.00863;0;0;0.03417;0;0.01749;0.032;0.00107;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Finegoldia;0.07346;0.00536;0;0;0.00081;0;0;0;0;0.01225;0;0;0;0;0.00072;0;0.01606;0;0;0;0;0.00021;0.00158;0;0.00739;0;0.00616;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Finegoldia|s__Finegoldia_magna;0.07346;0.00536;0;0;0.00081;0;0;0;0;0.01225;0;0;0;0;0.00072;0;0.01606;0;0;0;0;0.00021;0.00158;0;0.00739;0;0.00616;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Finegoldia|s__Finegoldia_magna|t__Finegoldia_magna_unclassified;0.07346;0.00536;0;0;0.00081;0;0;0;0;0.01225;0;0;0;0;0.00072;0;0.01606;0;0;0;0;0.00021;0.00158;0;0.00739;0;0.00616;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus;0.08424;0;0.00945;0;0;0;0;0;0;0;0;0.00528;0;0;0;0;0;0;0;0;0;0;0.00061;0;0.01068;0.0098;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_harei;0.08424;0;0.00945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01068;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_harei|t__GCF_000183565;0.08424;0;0.00945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01068;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_lacrimalis;0;0;0;0;0;0;0;0;0;0;0;0.00528;0;0;0;0;0;0;0;0;0;0;0.00061;0;0;0.0098;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_lacrimalis|t__Peptoniphilus_lacrimalis_unclassified;0;0;0;0;0;0;0;0;0;0;0;0.00528;0;0;0;0;0;0;0;0;0;0;0.00061;0;0;0.0098;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname;0;0.02474;0.00074;0.20945;0.01006;0.18739;0.01135;0.06176;0.04658;0;0.02334;0.06568;0.00118;0.00758;0.11878;0.04248;0;0.00723;0;0.00387;0.00463;0.05294;0.00165;0;0.00706;0.02481;0.03321;0.15169
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname;0;0.02474;0.00074;0.0655;0;0.15338;0.00412;0.04949;0.04528;0;0.0133;0.06568;0.00118;0.00758;0.10979;0.04248;0;0.00723;0;0.00387;0.00463;0.05294;0.00165;0;0.00706;0.02481;0.03246;0.11515
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Bacteroides_pectinophilus;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00758;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Bacteroides_pectinophilus|t__GCF_000155855;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00758;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA;0;0.02474;0.00074;0.0655;0;0.15338;0.00412;0.04949;0.04528;0;0.0133;0.06568;0.00118;0;0.10979;0.04248;0;0.00723;0;0.00387;0.00463;0.05294;0.00165;0;0.00706;0.02481;0.03246;0.11515
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA|t__GCF_000155435;0;0.02474;0.00074;0.0655;0;0.15338;0.00412;0.04949;0.04528;0;0.0133;0.06568;0.00118;0;0.10979;0.04248;0;0.00723;0;0.00387;0.00463;0.05294;0.00165;0;0.00706;0.02481;0.03246;0.11515
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor;0;0;0;0.14394;0.01006;0.03401;0.00724;0.01227;0.0013;0;0.01004;0;0;0;0.009;0;0;0;0;0;0;0;0;0;0;0;0.00075;0.03654
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii;0;0;0;0.14394;0.01006;0.03401;0.00724;0.01227;0.0013;0;0.01004;0;0;0;0.009;0;0;0;0;0;0;0;0;0;0;0;0.00075;0.03654
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii|t__GCF_000239295;0;0;0;0.14394;0.01006;0.03401;0.00724;0.01227;0.0013;0;0.01004;0;0;0;0.009;0;0;0;0;0;0;0;0;0;0;0;0.00075;0.03654
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae;0.31125;2.14313;1.74726;2.16442;0;0.69605;3.5598;6.42295;3.98095;0.30614;5.98813;3.19273;3.31965;1.42721;2.52663;8.25962;0.4412;1.21921;0.39882;4.64071;1.89861;0.28068;1.2545;1.80162;0.18479;0.0335;3.00947;0.37891
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis;0;0;0;0;0;0;0;0;0;0;0;0;0.00444;0;0;0;0;0;0;0;0;0;0;0;0.0029;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis;0;0;0;0;0;0;0;0;0;0;0;0;0.00444;0;0;0;0;0;0;0;0;0;0;0;0.0029;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis|t__GCF_000154825;0;0;0;0;0;0;0;0;0;0;0;0;0.00444;0;0;0;0;0;0;0;0;0;0;0;0.0029;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium;0.31125;2.14313;1.74726;2.16442;0;0.69605;3.5598;6.42295;3.98095;0.30614;5.98813;3.19273;3.31521;1.42721;2.52663;8.25962;0.4412;1.21921;0.39882;4.64071;1.89861;0.28068;1.2545;1.80162;0.18189;0.0335;3.00947;0.37891
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens;0;0.03112;0.0364;0.12958;0;0;0.01028;0.34804;0.30513;0.08875;0.07252;0.80355;0;0.34001;0.05271;0.02485;0.06903;0.0799;0;0.01745;0;0;0;0.25912;0.06666;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens|t__GCF_000146185;0;0.03112;0.0364;0.12958;0;0;0.01028;0.34804;0.30513;0.08875;0.07252;0.80355;0;0.34001;0.05271;0.02485;0.06903;0.0799;0;0.01745;0;0;0;0.25912;0.06666;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii;0.14696;0.97658;0.94343;0.47806;0;0.69605;2.26487;3.59787;0.78384;0.16505;1.89916;0.62254;2.35389;0.23887;1.10108;4.1283;0.04066;0.61287;0.11345;3.77332;0.19076;0.08277;0;1.40329;0.07368;0.01236;2.0053;0.10025
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii|t__GCF_000173975;0.14696;0.97658;0.94343;0.47806;0;0.69605;2.26487;3.59787;0.78384;0.16505;1.89916;0.62254;2.35389;0.23887;1.10108;4.1283;0.04066;0.61287;0.11345;3.77332;0.19076;0.08277;0;1.40329;0.07368;0.01236;2.0053;0.10025
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0054;0;0;0;0;0;0;0.00179;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum|t__GCF_000152245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0054;0;0;0;0;0;0;0.00179;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus;0.01234;0.00925;0.03515;0;0;0;0.17249;0.09604;2.72613;0.00459;1.03119;0.22481;0;0.28424;0;0.0261;0.03722;0.02466;0.00193;0.01997;1.4351;0;0;0.0686;0.01697;0;0;0.08056
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus|t__GCF_000469345;0.01234;0.00925;0.03515;0;0;0;0.17249;0.09604;2.72613;0.00459;1.03119;0.22481;0;0.28424;0;0.0261;0.03722;0.02466;0.00193;0.01997;1.4351;0;0;0.0686;0.01697;0;0;0.08056
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale;0.15196;0.22838;0.39471;0.00329;0;0;1.08096;1.54759;0.16585;0.03913;2.94783;1.40345;0.96132;0.42554;1.35192;2.74376;0.2943;0.14931;0.28344;0.67972;0.25855;0.00302;0;0.0696;0;0.00174;0.70262;0.00858
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale|t__Eubacterium_rectale_unclassified;0.15196;0.22838;0.39471;0.00329;0;0;1.08096;1.54759;0.16585;0.03913;2.94783;1.40345;0.96132;0.42554;1.35192;2.74376;0.2943;0.14931;0.28344;0.67972;0.25855;0.00302;0;0.0696;0;0.00174;0.70262;0.00858
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum;0;0.78849;0.30461;1.02906;0;0;0;0.81994;0;0;0;0.12499;0;0.10513;0;1.31685;0;0.35022;0;0.13275;0;0;0;0.00069;0.01432;0.01231;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum|t__Eubacterium_siraeum_unclassified;0;0.78849;0.30461;1.02906;0;0;0;0.81994;0;0;0;0.12499;0;0.10513;0;1.31685;0;0.35022;0;0.13275;0;0;0;0.00069;0.01432;0.01231;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_3_1_31;0;0;0;0.52443;0;0;0;0;0;0;0;0;0;0;0.02091;0.00778;0;0;0;0;0;0;1.25271;0;0;0.00708;0;0.18953
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_3_1_31|t__Eubacterium_sp_3_1_31_unclassified;0;0;0;0.52443;0;0;0;0;0;0;0;0;0;0;0.02091;0.00778;0;0;0;0;0;0;1.25271;0;0;0.00708;0;0.18953
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum;0;0.1093;0.03296;0;0;0;0.03119;0.01347;0;0.00862;0.03743;0.01339;0;0.03341;0;0.00658;0;0.00225;0;0.0175;0.0142;0.19489;0;0.00032;0.01026;0;0.30155;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum|t__GCF_000153885;0;0.1093;0.03296;0;0;0;0.03119;0.01347;0;0.00862;0.03743;0.01339;0;0.03341;0;0.00658;0;0.00225;0;0.0175;0.0142;0.19489;0;0.00032;0.01026;0;0.30155;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae;10.75401;30.57504;29.57132;26.71162;9.12482;11.41029;24.1236;26.37128;54.94875;11.52279;20.75875;27.60061;14.60858;47.00178;13.09125;23.01345;6.88466;25.24827;2.39132;33.93938;18.15676;4.50544;0.76165;31.81895;20.76353;1.45893;22.56157;17.37595
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes;0;0.0165;0.24472;0.12492;0.01852;0.67996;0.77725;0.36433;0.0432;0.01054;0.05252;0.00617;0.01724;0.15813;0.19883;0.08354;0.0047;0.7165;0.00073;3.73648;3.79749;0.07669;0;0.03227;1.88846;0;0.83119;0.15791
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae;0;0;0;0;0;0.57217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00086;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae|t__GCF_000154305;0;0;0;0;0;0.57217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00086;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus;0;0.0165;0.24472;0.12492;0.01852;0;0.77725;0.36433;0.0432;0.01054;0.05252;0.00617;0;0.15813;0.19883;0.08354;0.0047;0.7165;0.00073;3.73648;3.79749;0;0;0.03227;1.88846;0;0.83119;0.02815
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus|t__GCF_000332875;0;0.0165;0.24472;0.12492;0.01852;0;0.77725;0.36433;0.0432;0.01054;0.05252;0.00617;0;0.15813;0.19883;0.08354;0.0047;0.7165;0.00073;3.73648;3.79749;0;0;0.03227;1.88846;0;0.83119;0.02815
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_unclassified;0;0;0;0;0;0.10779;0;0;0;0;0;0;0.01724;0;0;0;0;0;0;0;0;0.07583;0;0;0;0;0;0.12976
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia;0.59515;2.05561;5.47641;5.31143;0.6164;1.6958;11.26742;8.94795;7.74183;4.85027;1.92425;1.24479;9.17948;1.85664;1.63608;3.97819;0.68613;0.93416;0.41195;3.40617;0.51636;3.26309;0.37655;0.28289;2.70499;0.80898;11.58642;4.95247
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii;0;0;0;0.00084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
