-0.452	-0.801	0.028
-0.566	-0.949	0.606
0.375	-0.703	0.468
-0.982	-0.417	1.061
0.686	-0.869	0.437
-0.376	-1.576	1.169
0.200	-1.173	0.048
-0.587	-1.880	-0.503
0.287	-0.700	-0.268
-0.150	-1.508	0.893
-0.665	-0.905	0.966
2.112	-0.832	-0.199
1.086	-0.383	-0.790
-0.271	-1.768	0.759
-0.424	-0.374	-0.094
-0.127	-1.862	0.991
-0.431	-1.404	1.338
-0.119	-1.538	1.694
1.974	-0.823	-0.248
-0.458	-0.948	-0.250
-0.993	-0.104	0.892
-0.649	-0.822	-0.331
1.772	-0.527	-0.524
-0.148	-1.609	1.013
-0.369	-1.593	1.163
0.636	-0.270	0.131
-0.809	-0.112	1.273
-0.157	-1.465	0.832
1.025	-1.113	-0.731
0.920	-0.989	-0.331
-0.542	-0.991	-0.548
0.579	-1.171	0.470
-0.715	0.155	1.944
2.002	-0.857	-0.286
-0.722	-0.130	-0.547
0.987	-0.433	1.589
-0.495	-0.553	0.183
-1.082	0.079	1.158
-0.033	1.433	2.005
-0.917	-0.830	-0.012
3.078	-0.439	-0.233
-0.825	-0.715	0.357
-1.058	0.629	2.149
-0.082	1.034	-1.387
0.913	-0.429	-1.357
-0.513	0.759	-1.523
-0.651	-0.379	1.746
-1.324	0.242	1.531
-0.752	-0.494	0.955
-0.547	-0.056	0.882
0.692	0.605	-0.436
0.202	-1.008	-0.796
-0.156	0.005	0.838
-0.915	-0.324	-0.939
0.536	-0.054	1.372
2.927	-0.509	-0.120
-0.347	-0.382	-1.080
-0.036	-1.588	0.715
-0.546	1.202	-0.859
-1.048	-0.244	0.108
-1.096	-0.498	-1.136
0.790	1.680	0.490
2.692	0.120	-0.139
-0.803	0.799	-1.494
0.222	0.584	0.344
0.639	0.546	0.524
-0.544	-0.273	1.378
-0.260	0.777	0.447
-0.783	0.290	0.339
-1.009	0.254	0.478
-0.027	-0.119	-1.302
-0.407	1.605	-0.502
-1.142	-0.136	0.287
0.902	1.092	0.188
0.113	0.543	0.911
0.087	1.203	1.309
-0.846	-0.769	0.374
0.369	0.511	0.359
3.060	-0.426	-0.159
-0.218	1.712	1.175
0.906	-1.226	-0.665
1.568	-0.285	0.944
-0.537	-1.704	-0.737
0.381	1.237	1.272
-0.174	-1.667	1.022
-0.734	1.295	-1.157
-0.480	0.031	-1.272
-0.689	-0.694	0.201
-0.543	0.575	0.055
-0.672	-0.171	-1.204
0.254	-0.952	-0.180
0.128	-1.287	-0.195
0.176	1.097	-1.242
-1.273	0.087	-1.249
2.952	-0.454	-0.322
0.185	-1.280	-0.277
0.430	-0.440	-1.199
-0.639	1.235	1.146
-0.676	-0.694	0.162
-0.081	0.834	-0.337
-0.720	1.774	-1.661
0.101	1.032	0.715
0.397	1.070	0.463
1.195	-0.527	-0.796
-0.815	-1.119	-0.782
-0.138	1.253	-1.231
-0.569	-0.149	-0.708
3.206	-0.295	-0.417
0.757	0.007	0.014
-0.597	-0.915	-0.301
1.139	0.567	1.138
-1.662	0.269	-1.379
-0.058	-1.730	0.037
-0.809	-1.144	-0.785
-0.141	0.259	-1.670
-0.332	-1.505	0.252
-0.850	-0.643	-0.496
-0.917	-0.440	1.101
-0.791	-0.293	0.423
-0.546	-0.272	-0.429
0.782	1.516	1.691
-0.052	0.018	-0.552
-0.020	0.621	1.029
-0.140	-1.248	0.647
1.021	-0.951	-0.391
0.962	0.772	1.018
-1.254	0.822	0.511
-1.015	0.918	-0.094
-0.351	-0.261	-1.185
0.538	1.141	0.914
-0.674	-0.620	1.220
-1.322	-0.001	0.825
-0.727	-0.260	0.669
-0.358	-1.733	0.046
-0.474	1.420	-0.915
1.082	-1.314	0.610
0.162	-0.222	-0.015
0.438	0.284	1.238
3.672	0.027	0.003
-1.273	0.004	0.557
-0.706	-0.727	0.583
-1.014	0.577	1.348
-0.884	0.337	1.351
2.469	-0.277	-0.815
1.082	0.673	-1.303
0.231	1.140	0.305
0.229	1.056	0.409
-0.781	1.314	-1.347
-0.396	-0.483	-0.223
-0.408	-0.471	0.937
0.387	1.697	0.569
0.604	-1.121	0.251
0.213	1.109	1.053
1.918	-0.476	-1.038
1.119	0.059	0.545
0.203	-1.314	-0.183
0.345	0.088	0.150
-0.807	-0.852	0.820
1.198	2.344	0.632
-0.592	0.280	-1.169
0.136	-1.287	-0.092
-0.007	0.270	-0.728
-0.374	-0.698	0.287
-0.958	1.523	-0.986
1.228	1.042	-0.911
0.706	1.772	1.555
1.557	2.630	0.543
-0.789	0.034	-0.999
1.204	-0.385	-0.872
-0.522	-0.556	0.077
3.297	-0.247	-0.511
-0.353	-1.801	-0.918
-0.331	-2.106	0.756
1.719	1.018	-1.246
-0.684	0.477	0.454
-0.372	-1.846	0.246
0.200	0.462	1.359
-0.987	-0.264	1.007
-0.850	1.487	-1.754
-0.765	-0.517	1.675
-0.302	-0.836	0.336
2.382	0.902	-0.364
-0.871	0.190	-0.262
-0.151	1.096	-1.131
-0.974	1.203	0.187
-0.259	1.130	0.020
-0.123	1.222	0.496
-0.677	-0.152	-0.457
-0.719	-0.735	0.901
0.638	0.623	0.554
0.349	0.066	-0.342
-0.896	1.059	-1.287
-0.379	-0.189	-1.534
2.643	0.043	-0.135
-0.838	-0.906	-0.960
0.107	1.231	0.726
-1.370	0.967	-0.687
0.270	0.370	0.830
-0.635	-0.314	-1.586
0.532	-0.385	-0.709
-0.281	0.572	-0.704
-1.389	-0.513	-0.479
0.412	-0.580	-0.149
1.077	2.329	0.758
-1.117	1.693	-2.339
0.788	1.001	-0.335
-1.610	0.051	-0.280
2.472	-0.287	-0.788
-1.060	-0.969	-0.263
-0.479	-0.416	0.065
-0.585	1.265	-1.381
-0.034	-1.554	0.879
-0.495	0.172	0.268
0.489	0.289	1.445
0.088	-1.284	-0.791
-0.251	1.100	-0.639
0.406	1.097	-1.331
2.580	-0.258	-0.455
-1.060	-0.475	0.057
0.388	-0.487	-0.518
-0.288	0.700	0.939
-0.029	1.451	0.355
-1.399	-0.273	-0.758
1.879	0.878	1.035
-0.251	1.100	-0.639
-1.132	-0.424	0.240
-0.103	-0.424	0.442
3.168	-0.204	-0.703
0.375	0.984	0.668
-1.356	0.076	-0.441
0.098	0.512	1.414
2.999	0.135	0.099
-0.147	-1.385	1.561
2.882	-0.290	-0.517
-1.128	-0.481	0.352
-0.947	0.227	0.102
-0.623	-1.027	-0.633
1.165	0.193	-0.945
-0.171	0.429	1.585
-0.213	1.754	-0.445
-1.571	1.169	-1.725
-1.546	-0.012	-0.324
-0.672	-0.838	-0.667
-1.003	1.593	-2.091
0.597	0.915	0.694
0.965	-1.303	1.507
-0.145	-1.547	0.686
-0.581	0.715	0.012
0.391	-0.582	-0.518
0.366	-0.012	0.239
0.283	1.179	1.565
0.490	0.484	-1.100
0.339	1.335	1.459
0.211	-1.313	-0.080
0.726	-0.969	-0.215
-1.381	0.288	-1.049
2.852	0.056	-0.608
0.107	1.023	1.014
-0.787	-0.055	1.358
0.184	0.931	1.073
-0.649	-0.076	0.025
-0.223	-0.183	0.728
-0.901	0.858	-0.709
0.620	-1.555	0.502
0.979	-1.545	0.760
-0.004	1.872	1.604
-0.194	-1.685	-1.204
1.165	-0.398	-0.836
-1.376	1.530	-2.045
-0.579	0.782	-1.584
-1.085	0.209	-0.407
0.427	1.160	1.619
-0.614	-0.212	1.334
-0.687	-0.452	-0.463
0.586	-0.325	-0.575
0.735	-0.191	-0.651
3.425	-0.320	-0.367
0.938	0.719	-0.183
1.854	0.659	0.312
-0.487	-0.925	0.832
-1.248	0.542	-0.334
-0.720	-0.443	1.138
-0.226	1.246	-0.277
-0.314	-0.823	1.305
1.137	-1.747	-0.376
1.255	0.299	0.020
-0.018	1.185	0.427
-0.805	1.423	-0.491
0.542	1.436	1.646
-0.349	1.418	0.052
-0.880	0.544	-1.252
-0.114	-0.498	0.541
0.492	0.124	1.332
-0.412	-0.280	0.721
0.173	0.370	1.238
0.053	-1.634	0.476
-0.098	0.765	0.002
0.030	0.682	-0.155
0.243	1.052	-0.249
-1.053	0.890	-0.024
1.275	-0.382	-0.591
-0.625	0.952	0.275
-1.306	0.086	0.538
-0.034	0.597	1.331
0.187	-0.798	-0.406
-1.527	0.665	-1.200
-1.184	0.074	0.239
-1.761	0.711	-1.645
0.642	-1.323	-0.582
1.296	-1.506	1.080
0.604	0.731	-1.305
-0.551	0.965	0.004
-0.966	-0.052	-0.811
-0.864	-0.448	-0.128
-0.964	-0.257	-1.260
0.377	1.560	0.606
1.638	-0.323	-0.510
0.233	0.890	-0.215
-0.548	-1.307	-1.099
-0.800	-0.733	0.562
0.006	0.828	-1.398
0.616	-0.982	-0.598
0.271	1.135	1.555
0.887	1.211	1.826
-0.383	-0.861	0.210
1.029	-0.220	-0.581
0.054	1.583	0.108
1.588	1.407	-0.650
-0.566	-0.003	-0.561
-0.691	-0.443	0.636
-0.567	-0.155	0.460
-0.562	-0.727	-0.318
0.171	0.648	-0.770
-1.203	0.499	2.032
1.040	0.583	-1.282
-0.918	0.437	0.768
-1.580	0.602	-1.177
-0.314	-0.823	1.305
3.627	-0.084	-0.302
1.048	1.190	-1.286
-0.533	-1.860	-1.112
0.960	-0.854	1.010
-0.533	0.140	0.744
-0.013	1.432	1.985
-0.074	0.339	0.462
1.095	-0.812	-0.036
-0.717	0.875	-1.282
-1.069	0.088	-0.373
0.620	-0.475	-1.051
-1.251	0.492	1.295
-0.122	1.147	1.718
-1.208	0.310	-0.192
-0.092	-1.328	-1.011
-0.503	0.142	-0.656
-0.143	-1.337	1.121
0.536	0.730	1.052
0.692	0.817	-0.678
-0.033	-1.342	1.103
-1.282	0.063	0.191
-0.719	0.092	-0.729
1.223	2.185	0.973
0.210	1.532	1.425
-1.065	1.191	-2.192
-0.560	-0.313	0.325
-1.606	1.078	-1.583
3.115	-0.349	-0.320
-0.219	-1.841	0.543
-0.060	1.904	0.811
-0.267	-0.872	-0.612
0.722	-0.461	-1.010
-0.199	-0.254	-0.570
-1.104	0.875	-0.173
-1.349	-0.207	-1.552
-0.490	-1.824	-1.121
-1.168	0.989	-0.538
0.251	-0.850	1.361
-1.185	0.420	0.414
1.230	0.110	0.330
0.220	1.286	-0.236
-1.429	0.347	-0.924
-0.946	-0.242	1.429
-0.751	-0.061	-0.133
0.414	0.358	0.766
-0.242	-1.669	0.445
0.015	1.433	1.591
-1.060	0.423	-0.521
1.196	2.395	0.735
-1.226	0.017	0.811
0.184	0.931	1.073
-0.673	0.053	1.029
-1.307	-0.225	0.119
-1.127	0.142	-1.538
-0.997	-0.601	-0.478
-0.268	-0.223	0.869
0.251	1.185	1.409
