-0.685	0.955	-1.718
-1.106	0.009	-0.501
1.090	-1.633	-0.495
-0.987	-0.154	-0.406
-0.275	-1.874	0.626
0.050	1.508	1.835
-0.539	-0.760	0.138
-1.141	0.061	0.354
-0.040	0.848	0.752
2.723	-0.002	0.339
0.077	1.332	0.374
-0.024	1.819	-0.148
3.021	-0.366	-0.219
-0.376	-1.154	-0.373
0.983	0.024	-0.073
2.887	-0.306	-0.265
0.052	-0.889	0.410
-1.314	0.079	1.718
0.115	-1.269	-0.074
-1.200	-0.196	0.134
0.578	1.090	0.097
3.079	-0.019	-0.168
0.151	1.700	0.411
-0.532	-0.396	0.367
0.223	-0.344	-1.489
0.271	1.632	1.636
-1.504	-0.071	-0.534
-0.927	-0.565	-0.483
-1.051	-0.534	0.014
0.808	0.791	-1.276
-0.993	-0.595	0.976
-1.402	0.006	-0.763
0.009	-0.088	-1.025
1.946	1.252	0.183
0.494	-0.716	-0.752
1.275	0.068	-0.481
-1.157	1.894	-0.077
3.272	-0.337	-0.373
2.507	-0.543	-1.065
-0.258	1.118	1.519
-1.135	1.098	-1.305
2.896	-0.422	-0.945
0.580	0.416	-1.909
-0.659	0.896	-0.758
-0.952	-0.540	-0.891
-0.276	-1.884	-0.166
0.088	-0.718	-1.128
-0.228	-2.023	-0.175
-1.189	-0.116	-0.750
-0.536	-0.836	0.373
3.138	-0.392	-0.501
-0.575	-0.310	0.366
-0.549	1.947	-0.585
-1.614	0.250	-1.041
0.202	-1.008	-0.796
1.621	-0.137	0.575
-0.988	-0.190	1.325
-0.968	0.755	0.717
-0.204	0.554	0.510
1.951	0.133	0.578
-0.970	0.027	1.400
-1.378	-0.330	-1.207
0.584	-0.415	-0.457
0.040	0.630	1.117
-0.306	-0.617	-0.085
1.173	0.416	-0.997
0.259	0.286	1.880
1.684	0.396	-1.291
-1.026	1.476	-1.724
0.888	-0.752	-0.908
-0.170	-1.532	0.534
0.351	-0.171	-0.603
-0.864	-0.239	-0.009
-0.838	0.160	1.125
3.060	-0.426	-0.159
-0.986	-0.427	-0.219
0.040	0.002	-0.925
-0.959	-0.847	0.157
-1.092	-0.172	-0.247
-0.331	1.672	-0.785
0.600	0.837	1.560
-0.763	-0.602	0.190
0.034	1.295	-0.667
1.330	1.009	-0.931
-1.267	0.011	0.392
-0.965	-0.131	1.009
-0.269	-1.579	0.029
-1.420	0.561	-0.570
-0.408	1.410	-1.347
-0.615	1.637	0.488
2.299	0.213	0.746
-0.509	0.040	0.828
-1.618	1.285	-2.114
1.241	-1.745	-0.393
0.159	0.884	-0.272
0.937	-1.212	-0.528
3.284	-0.316	-0.389
0.740	0.611	0.434
0.191	1.556	2.246
-1.135	1.423	-1.694
-0.142	1.621	1.895
-0.911	0.223	-0.835
-0.315	0.143	-0.940
1.802	0.732	0.205
-1.018	0.008	0.430
1.307	2.659	0.472
-1.006	-0.093	-1.541
0.285	-0.130	-1.088
0.531	1.570	0.293
2.982	0.121	-0.106
-0.268	0.772	1.681
-0.053	-0.539	-0.177
1.595	0.849	-1.029
-0.941	1.301	0.031
-1.428	0.337	0.974
0.088	1.437	0.482
0.299	0.046	-0.590
-0.244	-1.711	0.062
0.087	-0.519	-0.070
-0.805	-0.027	0.607
0.333	1.570	0.967
0.152	1.056	-1.221
0.120	0.262	-1.071
-0.141	-0.097	0.613
2.768	-0.259	-1.149
-0.379	-0.209	0.467
-1.001	1.110	-1.736
-0.349	-1.746	-0.601
-0.548	-0.717	1.048
-0.089	1.107	1.300
-0.675	-0.556	0.346
-1.465	0.268	-0.118
0.183	0.546	1.131
-0.921	0.364	-0.784
-0.389	-1.858	-0.085
2.981	-0.066	0.002
-0.005	0.401	0.017
-1.349	0.068	-1.075
-0.068	0.390	1.033
0.601	1.474	-1.433
-1.202	-0.026	-0.485
-0.895	0.155	-0.310
-1.439	1.212	-0.802
-0.839	-0.873	0.014
0.672	1.263	0.314
-1.068	-0.368	-0.810
3.439	-0.379	-0.412
-0.432	-2.203	-0.173
-0.931	-0.312	1.349
-1.031	-0.094	0.477
-0.969	-0.368	0.843
-0.202	-1.603	0.841
0.150	0.835	1.065
-1.803	0.130	-0.698
0.364	0.321	0.314
-0.933	-0.202	1.231
-0.684	0.561	-1.271
-0.559	-1.710	-0.762
-0.157	0.751	-0.324
1.095	-0.812	-0.036
-0.716	-1.090	-1.044
0.325	1.106	0.095
-0.298	1.334	0.306
1.352	0.336	-0.127
0.796	-0.154	0.672
1.380	1.507	0.110
3.128	-0.230	-0.466
-0.580	-0.673	0.719
0.970	-0.381	0.086
-0.666	0.479	0.333
3.407	-0.190	0.144
1.135	-1.090	1.315
0.150	0.810	0.463
0.028	-1.388	1.128
1.396	-0.066	-0.303
-0.515	-0.613	-1.214
-0.001	0.205	1.587
-0.406	0.531	-0.342
-1.123	0.473	0.471
2.743	-0.415	0.054
-0.418	0.187	0.383
-0.290	0.003	1.010
1.673	0.069	-1.417
-0.907	0.187	0.702
-0.304	-1.503	1.090
-0.352	-0.508	-0.258
-0.334	-0.325	1.014
-0.259	-1.795	1.416
0.706	0.199	1.737
-0.310	-0.944	-0.901
-1.635	-0.029	-0.503
-0.874	-0.885	-1.050
-0.268	0.259	-0.380
-1.445	0.252	0.186
-0.374	1.848	0.708
-1.211	0.094	-0.826
1.772	-0.954	-0.049
0.199	0.413	0.426
-0.045	-0.023	-1.413
-1.360	1.218	-1.532
0.130	1.533	0.347
1.231	-0.764	0.467
-1.078	1.345	-0.685
-0.105	-0.351	-0.028
-0.718	-0.440	1.037
-0.439	1.130	-0.285
-1.181	-0.103	0.958
-0.324	0.994	-0.571
0.382	-0.788	0.019
-0.446	0.270	-0.082
-0.100	1.327	0.380
-1.103	1.002	-0.018
0.064	-1.622	-0.012
-0.703	-1.053	0.286
-0.588	0.305	0.230
-0.788	-0.646	-0.253
-0.248	-1.054	0.257
0.134	1.527	-1.023
-0.717	-0.172	0.131
-0.349	-1.727	-0.387
2.399	-0.254	-0.304
-0.333	-0.231	-0.784
0.959	-1.321	-0.415
2.150	0.311	0.247
0.208	0.143	0.042
-1.231	1.418	-1.657
-0.293	0.477	-0.904
-1.195	1.421	-1.577
-0.078	0.898	-0.663
-0.198	1.396	1.166
2.334	0.180	-0.985
-1.546	-0.012	-0.324
-0.244	1.262	-0.423
-1.024	-0.494	-0.681
2.575	-0.383	-0.265
-0.232	0.210	-0.051
-0.998	-0.621	0.419
-0.580	0.774	-1.215
-0.028	1.895	-0.476
1.407	0.651	-1.047
-1.624	0.829	-0.938
3.278	-0.321	-0.281
-0.619	0.769	-0.979
-0.476	0.417	-0.414
-1.316	1.207	-1.772
-0.477	-0.784	-0.072
-1.220	-0.326	0.517
-0.208	-0.245	-0.180
1.038	0.910	-1.389
-1.005	-0.873	-0.238
-1.132	-0.060	-0.670
2.627	-0.679	-0.922
3.509	-0.460	-0.483
-0.665	-0.396	-0.084
-0.700	1.138	-0.438
-0.426	-0.728	0.152
2.505	0.881	-0.362
-1.401	-0.334	0.120
-1.085	-0.204	0.866
-0.953	-0.848	0.557
-0.507	-0.400	1.401
0.168	-0.283	-0.495
-0.667	-0.389	0.921
-0.777	-1.087	0.188
-0.864	1.490	0.151
3.344	-0.147	-0.296
-0.946	-0.341	0.530
-1.027	0.993	-1.159
-0.933	0.509	0.738
2.497	0.799	0.050
-1.030	-0.744	-0.603
0.556	-0.174	-0.652
-0.885	-0.715	-1.400
-0.139	1.248	1.823
-1.115	0.006	0.366
0.456	-1.231	-0.708
-1.060	-0.492	-0.268
-0.806	0.417	-1.006
-0.969	0.123	1.414
-0.488	-1.563	-0.955
0.035	1.251	0.358
-0.534	-0.922	-0.543
-1.546	-0.231	-0.625
-0.504	-0.425	1.109
2.598	-0.386	-1.401
3.260	-0.359	-0.248
-1.508	1.149	-2.063
0.044	1.331	0.780
0.673	-0.076	-0.891
-0.376	1.099	-1.256
-0.557	-0.282	0.633
-0.070	1.342	-1.005
0.258	0.223	1.808
0.504	0.962	0.175
0.180	1.337	0.970
0.243	1.052	-0.249
-1.017	-0.152	-0.606
2.130	-0.806	-0.337
-0.622	-0.394	-0.669
-0.859	1.629	1.465
-0.207	1.288	0.801
-1.254	-0.317	0.340
0.634	-1.364	-1.138
-0.511	-0.476	-0.409
1.127	-1.067	1.326
-0.682	0.611	-0.756
1.636	-0.547	-0.566
-0.360	1.115	-1.277
1.405	0.946	-0.580
0.304	0.119	-0.513
-0.090	1.587	1.345
-1.101	-0.376	-0.748
-1.404	-0.022	0.258
-0.486	-1.004	-0.177
0.466	-0.746	-0.523
1.171	-0.710	1.055
0.653	0.164	-0.120
-0.712	1.136	0.601
-0.275	1.464	-1.094
0.200	0.321	-0.711
-0.501	-0.467	-0.930
-0.987	-0.276	1.009
-1.323	-0.129	0.895
-1.071	0.269	0.345
-0.178	0.042	0.771
-0.703	-0.248	-0.715
-0.251	1.100	-0.639
0.443	0.135	-0.645
-0.671	-0.200	0.466
-0.659	0.016	0.720
-0.656	-0.091	0.464
1.575	0.304	-0.763
0.659	1.758	1.235
-0.891	-0.279	1.237
-0.043	1.267	0.675
-0.131	1.176	-0.814
-1.297	0.093	-0.985
2.756	-0.288	0.052
1.562	-0.617	-0.036
1.743	1.377	-1.152
2.195	-0.307	-0.021
0.693	-0.964	-1.174
3.461	-0.486	-0.354
-1.005	-0.073	0.766
0.257	1.190	0.004
-0.816	0.446	-0.060
-0.837	-0.381	0.590
-0.880	-0.429	-1.532
-1.346	1.157	0.325
-1.188	0.467	-2.241
-0.717	-0.601	0.700
-0.574	1.291	-1.122
-0.239	1.763	-1.436
-0.048	-0.002	0.106
-0.267	-1.669	0.407
-0.126	-0.572	-1.003
1.236	1.355	-0.354
1.785	0.190	-1.659
0.628	0.728	0.088
-0.086	0.392	0.994
0.818	0.175	0.220
0.828	1.053	-0.095
1.095	-0.812	-0.036
-0.896	-0.411	1.195
1.976	0.930	0.651
-1.090	0.814	-0.190
0.181	0.742	0.476
0.320	-0.450	-0.519
-0.894	-0.900	-0.435
-0.754	-0.169	0.992
2.405	-0.304	-1.358
-0.943	-0.068	0.419
-0.584	-0.429	-1.028
0.724	-1.328	1.033
0.508	-1.297	0.219
1.854	0.659	0.312
0.360	0.322	0.315
-0.631	-0.544	-1.488
1.409	0.485	0.840
-1.011	-0.831	0.214
0.229	1.056	0.409
-0.680	0.003	1.243
-0.328	-0.577	-0.030
-1.089	-0.576	-1.078
-1.217	0.282	-1.321
-0.328	-1.614	-0.248
-0.804	-0.071	0.809
-0.864	-0.514	-0.363
-0.885	-0.216	-0.038
-1.579	0.215	0.126
3.061	0.119	-0.035
-0.739	-0.507	0.875
-0.932	-0.530	-0.643
-0.017	0.945	0.423
1.226	0.059	-0.248
-0.885	-0.296	0.139
-0.184	-1.649	0.913
0.810	-1.272	-0.419
-0.541	-0.700	-1.069
-0.567	-0.223	0.344
-0.071	0.595	0.833
0.693	-0.310	0.732
-0.526	-0.087	0.620
0.198	1.492	-0.729
-0.349	-1.506	-0.548
-0.403	1.007	-0.793
0.519	0.681	-0.560
0.765	-1.201	-0.138
-0.637	-0.734	0.693
-0.798	-0.678	-1.062
0.417	-1.272	0.429
-0.622	-0.715	0.903
-1.313	-0.085	0.322
-1.347	-0.310	0.062
-0.712	-0.392	0.422
-0.729	-0.881	-0.251
0.423	0.843	-1.340
-0.738	-0.765	0.869
0.775	-1.209	-1.068
0.969	1.149	0.022
1.953	1.252	-0.328
1.769	-0.638	0.431
3.101	-0.179	0.200
0.316	-0.259	-0.536
-0.508	-0.801	1.111
1.191	0.303	0.922
0.531	1.471	1.223
0.179	0.594	1.263
-0.434	-0.455	0.580
-0.747	-0.296	0.872
-0.272	-1.653	-0.073
0.616	1.288	-0.566
0.253	0.601	-0.180
0.605	0.676	1.463
0.608	1.880	1.136
0.098	0.607	0.841
-0.788	1.258	-0.396
-0.954	-0.787	0.307
-0.437	-0.002	0.836
0.824	1.308	1.420
0.225	0.426	0.581
-0.612	0.766	-1.693
-1.394	0.089	-0.562
1.812	-0.505	-0.544
-0.363	0.907	-0.810
-1.454	0.544	1.724
0.181	-0.738	-0.814
0.415	-1.102	-0.388
-1.356	-0.208	0.118
-1.025	0.647	1.366
-0.197	-1.683	-0.320
3.336	-0.525	-0.509
-0.617	-0.254	0.463
-0.042	1.330	0.548
1.316	-1.538	0.459
0.855	-0.896	1.530
-0.869	1.328	-0.772
0.376	0.112	-0.991
-0.467	-0.647	1.014
-1.317	0.110	0.182
0.938	-1.064	1.106
0.457	2.121	0.466
-0.115	-1.445	-0.867
-1.315	0.047	-0.612
3.337	-0.426	-0.544
0.671	0.322	-0.326
-0.898	0.236	1.080
0.540	-0.212	0.037
-0.566	-0.149	0.221
-0.755	-0.377	0.985
-0.150	1.543	-0.519
0.715	0.054	0.747
-1.172	-0.890	0.299
-1.350	0.301	0.082
-0.460	0.591	-1.180
-0.302	-0.329	-1.084
0.896	1.235	-0.083
0.830	-0.740	-0.758
2.197	-0.930	-1.219
-1.526	-0.039	-1.346
0.583	1.600	1.911
-0.963	-0.012	-0.524
-1.761	0.217	-0.723
-0.070	0.484	0.830
-0.160	0.870	-0.568
-0.184	0.597	-0.923
-0.860	0.054	0.867
-0.862	-0.061	-1.620
0.325	0.363	0.108
-1.018	-0.218	0.921
-0.894	-0.041	0.457
-1.027	-0.772	-1.156
-0.581	-0.828	0.753
-0.299	0.297	-0.294
1.786	0.536	-0.195
-1.578	0.029	-1.244
-0.643	-0.281	0.340
-1.171	0.565	-0.118
3.437	-0.134	0.153
-0.940	-0.625	-0.290
-0.058	0.247	0.160
-0.837	-0.759	-0.701
2.846	-0.112	0.030
-1.111	0.312	0.837
0.756	1.054	-0.434
-0.516	0.265	-0.416
0.436	1.220	1.485
0.336	0.931	1.490
-0.712	0.032	-1.004
-0.355	-1.807	0.134
-0.828	-1.013	-1.227
-0.757	-0.908	-0.141
-0.223	1.125	-0.555
0.197	1.790	0.536
-0.235	1.641	0.600
-0.965	1.989	-0.908
0.387	0.871	1.541
-0.828	0.618	-0.981
-1.739	0.640	-1.243
0.181	-1.299	-0.065
0.689	0.899	0.413
-1.113	-0.011	0.302
-0.956	-0.053	-0.190
-1.047	-0.462	-0.626
-0.588	-1.817	-0.993
1.015	-1.468	1.659
-0.712	-0.391	0.551
0.728	1.211	-0.218
0.756	1.054	-0.434
0.469	1.075	-1.045
0.197	1.507	-0.928
-0.597	-0.400	1.320
-0.284	-1.713	-0.666
-0.071	-0.704	-0.864
-0.428	0.665	-0.344
1.165	-1.799	-0.366
-1.382	-0.124	0.194
-0.450	-0.076	-0.246
-0.027	-0.119	-1.302
-0.969	0.753	-0.750
1.521	0.567	0.320
0.176	0.503	-1.480
1.025	-0.015	-0.279
0.932	1.544	0.443
-0.151	-0.448	-0.665
-1.115	0.060	2.082
1.442	0.724	-0.946
-0.294	1.744	-1.671
3.002	-0.294	-0.996
0.154	0.938	-0.838
-0.694	-0.246	1.505
0.695	0.160	-0.726
-0.497	-1.768	-0.638
0.866	-0.713	0.230
-1.307	-0.225	0.119
1.442	1.039	-1.042
-0.755	-0.292	1.680
0.063	0.488	-0.095
0.122	0.574	0.480
1.940	0.456	-0.293
0.726	-0.343	0.633
-0.213	1.754	-0.445
0.669	1.286	-0.986
1.460	2.212	0.739
2.260	1.209	-0.202
0.642	-0.462	0.329
-0.159	0.198	0.429
-0.408	-0.846	-0.168
-0.207	0.937	0.099
0.557	-0.864	0.106
-1.013	0.145	0.609
0.903	0.434	0.035
1.046	0.108	-1.037
-0.429	0.370	0.546
2.871	-0.507	-0.150
0.823	1.486	1.565
-0.426	-0.597	1.366
-1.641	0.973	-1.890
2.161	-0.117	-0.147
-0.861	-0.486	-0.992
-1.134	-0.474	-0.230
0.438	-0.061	-1.120
1.419	1.074	-0.043
-0.031	0.567	-1.097
3.495	-0.355	-0.275
-0.412	-0.280	-0.857
-1.053	1.187	-1.041
-0.859	-0.150	1.363
0.124	1.597	0.716
1.258	1.222	1.647
-0.803	0.738	-0.622
-0.151	1.369	1.466
-0.416	-0.352	0.780
3.425	-0.320	-0.367
-0.790	-0.790	0.871
-0.542	-1.772	-0.427
-1.369	-0.201	0.105
-0.250	1.751	-1.575
-1.687	0.198	-1.372
1.237	-1.134	1.272
-0.680	-0.344	0.762
-1.198	0.988	-1.840
-1.384	-0.148	-1.313
-0.980	0.613	0.032
-0.411	-1.885	-0.693
-1.423	0.108	-0.581
-1.021	0.399	0.747
1.260	1.236	1.561
-0.612	-0.626	0.051
1.098	1.438	0.457
-0.096	0.693	0.775
0.085	1.161	0.656
-0.874	1.779	-0.396
-1.015	-0.072	1.715
2.499	0.134	0.371
-1.385	0.656	-0.254
3.480	-0.363	-0.430
-0.061	0.176	0.207
0.862	-0.379	-0.664
0.751	1.213	-0.106
-0.141	0.778	1.620
1.252	-0.282	-0.646
0.706	1.389	-1.076
-0.067	0.060	0.387
-0.183	-0.371	-1.455
-0.896	-0.411	1.195
-1.268	-0.057	-0.715
0.374	-0.598	-0.324
0.910	1.493	1.583
-1.012	0.279	0.315
-1.083	-0.741	0.497
-0.880	-0.739	0.167
