Index;MZ;RT;ParentDrug;GoodFilter;FilterNoisyT0;FilterNoisyT12;FilterDifferentMassDefect;FilterLikelyDrugFragment;FilterLikelyDrugMetaboliteFragment;PotentialFragments;IonSpectrum;LeadingMZ;DrugMassFlag;DrugMassDelta;DrugMassDeltaSmoothed;DrugConsumedFlag;NumberOfDrugs;NumberOfIncreasedT12vsT0
2913;367.205;2.361;BAMBUTEROL;1;0;0;0;0;0;[[1767],293.138,2.322][[2007],311.148,2.324][[4488],492.742,2.306];(735.4253, 10275.43)(736.4273, 4545.65)(737.4276, 1989.25)(390.201, 8532.13)(391.2027, 2676.48)(368.214, 15717.72)(369.2166, 3996.74)(370.2066, 4491.14);368.214;0;-0.005;-0.004;0;1;0
2914;367.211;2.305;BAMBUTEROL;1;0;0;0;0;0;[[1766],293.130,2.343][[1767],293.138,2.322][[2007],311.148,2.324][[4488],492.742,2.306];(390.2026, 3260.92)(368.2186, 1313977.1)(369.222, 236597.02)(370.2217, 33791.56)(371.2189, 4373.32)(406.1706, 783.12)(407.1709, 930.12)(773.394, 2005.22)(774.3825, 770.44)(775.3867, 672.26)(735.4264, 1161.07)(736.4277, 948.88);368.219;1;0.001;0.000;0;1;0
2916;367.216;2.335;BAMBUTEROL;1;0;0;0;0;0;[[1767],293.138,2.322][[2007],311.148,2.324][[4488],492.742,2.306];(390.2041, 2838.3)(391.2047, 1329.2)(368.219, 1584582.6)(369.2224, 277722.12)(370.2223, 39635.28)(371.2219, 5085.79)(406.1766, 2266.59)(773.3917, 1171.16)(774.3753, 1178.08)(775.3733, 2767.12)(776.376, 940.08)(735.4266, 1578.09)(736.424, 1462.57)(737.4197, 837.07);368.219;0;0.005;0.007;0;1;0
3081;378.196;1.615;BAMBUTEROL;1;0;0;0;0;0;;(379.2023, 28855.35)(380.2098, 4333.92)(381.2109, 4372.05)(795.3518, 1820.32)(796.3583, 864.96)(797.3549, 482.79);379.202;0;10.986;10.986;0;1;2
3164;385.210;0.967;BAMBUTEROL;0;0;1;0;0;0;;(408.1987, 12578.07)(386.2213, 11531.33)(387.2243, 6228.96)(771.4321, 667.79);408.199;0;17.999;17.999;0;1;0
3201;388.115;1.911;BAMBUTEROL;0;1;1;0;0;0;;(799.2156, 961.42)(800.2254, 421.71)(389.1212, 23296.17)(777.2405, 4041.49);389.121;0;20.904;20.904;0;1;0
3358;398.176;3.102;BAMBUTEROL;0;1;1;0;0;0;;(399.1834, 14441.3)(400.1899, 1821.6)(401.1946, 189271.42)(402.1971, 20544.05);401.195;0;30.965;30.965;0;1;0
3596;416.743;1.015;BAMBUTEROL;0;1;1;1;0;0;;(834.4934, 1917.7)(417.7498, 16199.4)(418.7509, 2105.87);417.750;0;49.532;49.532;0;1;0
3873;438.247;2.596;BAMBUTEROL;1;0;0;0;0;0;;(439.2556, 8456.0)(440.256, 3950.57)(441.2539, 2249.45);439.256;0;71.036;71.036;0;1;2
4288;475.212;3.285;BAMBUTEROL;1;0;0;0;0;0;;(476.2182, 6395.13)(477.2218, 3725.77)(478.2243, 4788.24)(514.1791, 458.24);476.218;0;108.001;108.001;0;1;0
4488;492.742;2.306;BAMBUTEROL;0;1;1;1;1;1;;(493.7523, 8450.04)(494.7605, 1335.72)(495.7635, 4873.44)(986.4853, 4226.25)(987.4865, 2358.48)(988.4881, 1981.34);493.752;0;125.531;125.531;0;2;3
4715;520.250;0.936;BAMBUTEROL;0;0;1;0;0;0;;(543.2374, 4712.76)(544.2521, 1335.36)(521.2571, 99167.23);521.257;0;153.039;153.039;0;2;2
4721;520.732;0.470;BAMBUTEROL;0;0;1;1;0;0;;(543.7243, 1169.2)(521.7395, 6112.73)(522.7466, 1777.65)(523.7385, 1187.16)(559.6979, 1063.21)(560.6999, 914.64);521.740;0;153.521;153.521;0;1;0
5163;583.674;3.833;BAMBUTEROL;0;1;1;1;0;0;;(584.6807, 21671.65)(585.6819, 1742.66);584.681;0;216.463;216.463;0;1;1
5645;675.279;1.473;BAMBUTEROL;0;0;1;0;0;0;;(698.2646, 819.36)(676.2864, 55817.2)(677.2885, 11754.73);676.286;0;308.069;308.069;0;1;1
5843;746.330;2.000;BAMBUTEROL;0;1;1;0;0;0;;(769.3167, 1799.0)(770.3068, 972.6)(747.3368, 6705.31);747.337;0;379.119;379.119;0;2;1
5851;748.312;2.462;BAMBUTEROL;0;1;1;0;0;0;;(749.3187, 9606.53)(750.3272, 3020.0);749.319;0;381.101;381.101;0;2;0
5852;748.311;2.475;BAMBUTEROL;0;1;1;0;0;0;;(749.3172, 6961.09)(750.3387, 4686.83)(751.342, 3839.63);749.317;0;381.100;381.101;0;2;3
338;164.003;3.267;BENAZEPRIL;1;0;0;0;0;0;;(165.0106, 7928.86)(166.0147, 792.35)(167.0101, 2266.99)(168.0139, 184.1);165.011;0;-260.197;-260.197;1;1;2
356;165.981;0.554;BENAZEPRIL;0;0;0;1;0;0;;(166.9858, 10939.94)(167.996, 3.63)(169.0063, 2741.2)(170.0154, 843.64)(171.0074, 883.47)(172.0108, 3.63)(173.0141, 736.48)(174.0009, 3.63)(174.9877, 0.0);166.986;0;-258.219;-258.219;1;1;0
733;205.030;3.251;BENAZEPRIL;1;0;0;0;0;0;;(206.0371, 9729.16)(207.0381, 1978.14)(208.0341, 3458.67)(209.0402, 515.7);206.037;0;-219.170;-219.170;1;1;0
867;219.046;3.267;BENAZEPRIL;1;0;0;0;0;0;;(220.0526, 9261.75)(221.056, 1533.51)(222.0511, 3070.89);220.053;0;-205.154;-205.154;1;1;2
1077;237.056;2.338;BENAZEPRIL;1;0;0;0;0;0;;(238.063, 51418.94)(239.0661, 6288.99)(240.0601, 15136.54)(241.0623, 2195.27);238.063;0;-187.144;-187.144;1;1;0
1078;237.056;3.252;BENAZEPRIL;1;0;0;0;0;0;;(238.0634, 200181.6)(239.0666, 25117.71)(240.0605, 57579.85)(241.0637, 7752.82)(242.0671, 334.26);238.063;0;-187.144;-187.144;1;1;3
1665;285.167;0.776;BENAZEPRIL;0;1;1;0;0;0;;(286.174, 7091.92)(287.1748, 1993.89)(324.1298, 1440.77);286.174;0;-139.033;-139.033;1;2;1
1762;293.082;3.245;BENAZEPRIL;1;0;0;0;0;0;;(294.0896, 49664.67)(295.0928, 7803.61)(296.0868, 15659.52)(297.0903, 2619.86);294.090;0;-131.118;-131.117;1;1;3
1879;301.198;1.691;BENAZEPRIL;0;1;1;0;0;0;;(302.2056, 24126.4)(303.208, 4198.51);302.206;0;-123.002;-123.002;1;1;0
1982;309.153;0.507;BENAZEPRIL;0;0;1;0;0;0;;(641.306, 547.34)(310.1714, 21775.32)(311.172, 3800.76)(312.1731, 2285.59);310.171;0;-115.047;-115.047;1;1;2
2258;325.225;4.895;BENAZEPRIL;0;1;1;0;0;0;;(348.2141, 60503.58)(349.2181, 11934.38)(350.2198, 1997.24)(326.2327, 113931.8)(327.2368, 20533.37)(328.2414, 3956.05)(364.1888, 1653.9)(689.4126, 824.16);326.233;0;-98.974;-98.974;1;1;4
2606;346.084;3.273;BENAZEPRIL;1;0;0;0;0;0;;(731.1269, 3507.26)(732.1288, 1485.34)(733.1236, 2647.74)(734.123, 995.37)(347.092, 7544.57)(348.0966, 1976.9)(349.0884, 2991.08);347.092;0;-78.116;-78.116;1;1;1
2953;370.222;1.680;BENAZEPRIL;0;1;1;0;0;0;;(371.227, 11512.17)(372.2203, 4644.84)(373.2305, 6432.01)(741.4492, 1934.22);371.227;0;-53.978;-53.978;1;1;0
3045;376.119;3.319;BENAZEPRIL;0;1;0;0;0;0;;(399.1172, 2067.47)(400.1189, 630.67)(377.1263, 9421.79)(378.1339, 2319.04)(379.1246, 3135.38)(380.1292, 820.25);377.126;0;-48.081;-48.081;1;2;0
3046;376.127;3.307;BENAZEPRIL;0;1;1;0;0;0;;(399.1193, 1628.91)(400.1214, 521.91)(377.126, 9637.17)(378.1357, 1488.28)(379.1245, 3544.04)(380.1269, 651.67);377.126;0;-48.073;-48.073;1;2;1
3254;391.119;3.270;BENAZEPRIL;1;0;0;0;0;0;;(392.1259, 6098.31)(393.1292, 1359.52)(394.1232, 2165.94)(395.1319, 407.18);392.126;0;-33.081;-33.081;1;1;1
3397;400.279;1.448;BENAZEPRIL;0;1;1;0;0;0;;(401.2868, 11164.9)(402.2895, 2460.16)(403.2896, 494.15);401.287;0;-23.920;-23.920;1;1;1
3412;402.158;2.485;BENAZEPRIL;1;0;0;0;0;0;;(425.1473, 12436.48)(426.1509, 3236.82)(427.146, 4153.87)(403.1648, 9688.31)(404.1685, 2395.12);425.147;0;-22.042;-22.042;1;1;1
3459;406.130;2.898;BENAZEPRIL;1;0;0;0;0;0;;(407.1371, 11188.8)(408.1417, 2748.08)(409.1348, 3830.27)(410.1396, 1030.89);407.137;0;-18.070;-18.070;1;1;7
3460;406.130;3.274;BENAZEPRIL;1;0;0;0;0;0;;(407.1366, 18396.99)(408.1405, 5235.14);407.137;0;-18.070;-18.070;1;1;3
3485;408.145;3.251;BENAZEPRIL;1;0;0;0;0;0;;(431.1358, 849.48)(432.1377, 428.64)(409.1528, 28225.84)(410.1559, 5862.19)(411.1503, 8547.54)(412.1539, 2126.33)(413.1582, 176.53);409.153;0;-16.055;-16.055;1;1;11
3691;424.140;2.469;BENAZEPRIL;1;0;0;0;0;0;;(425.1477, 12603.19)(426.1511, 3148.67)(427.1456, 4554.74)(428.1483, 630.29);425.148;0;-0.060;-0.060;1;1;0
3697;424.200;3.468;BENAZEPRIL;1;0;0;0;0;0;;(447.1888, 1178.17)(448.1834, 287.32)(425.2078, 415353.97)(426.2114, 106429.2)(427.2133, 16516.09);425.208;1;0.001;0.000;1;1;0
3698;424.204;3.497;BENAZEPRIL;1;0;0;0;0;0;;(447.1899, 1299.34)(425.2082, 304149.66)(426.2139, 75040.41)(427.214, 11348.15)(849.405, 543.58);425.208;0;0.004;0.004;1;1;0
3707;425.123;3.928;BENAZEPRIL;1;0;0;0;0;0;;(448.1129, 689.57)(426.131, 5206.02)(427.1344, 1538.92)(428.1291, 2316.33)(429.1315, 806.65);426.131;0;0.924;0.924;1;1;0
3708;425.125;2.673;BENAZEPRIL;1;0;0;0;0;0;;(426.1321, 49356.08)(427.1396, 14151.72)(428.1301, 16422.9)(429.1348, 4023.11)(430.1318, 938.59);426.132;0;0.925;0.924;1;1;1
3738;427.212;3.468;BENAZEPRIL;0;1;0;0;0;0;;(855.4273, 924.0)(877.4232, 743.81)(428.2192, 11397.85)(429.2202, 879.3)(430.2229, 1162.57);428.219;0;3.012;3.012;1;1;0
3937;443.135;2.659;BENAZEPRIL;1;0;0;0;0;0;;(444.1418, 34628.06)(445.1469, 8201.99)(446.1401, 11106.1)(447.1451, 2835.2)(448.1435, 459.38)(887.2827, 682.58)(888.3054, 213.17);444.142;0;18.935;18.935;1;1;1
3938;443.143;2.706;BENAZEPRIL;1;0;0;0;0;0;;(466.1364, 912.05)(444.1433, 42908.43)(445.1471, 11524.41)(446.1411, 14799.39)(447.1453, 3294.51)(448.1384, 601.83)(887.2885, 1504.14)(888.29, 1146.8)(889.2988, 1305.74);444.143;0;18.943;18.943;1;1;0
4096;456.269;0.717;BENAZEPRIL;0;1;1;0;0;0;;(457.276, 7263.53)(458.2865, 3819.74)(459.2597, 1447.18)(495.2334, 1560.11);457.276;0;32.069;32.069;1;2;0
4488;492.742;2.306;BENAZEPRIL;0;1;1;1;0;0;;(493.7523, 8450.04)(494.7605, 1335.72)(495.7635, 4873.44)(986.4853, 4226.25)(987.4865, 2358.48)(988.4881, 1981.34);493.752;0;68.542;68.542;1;2;2
4519;496.763;2.501;BENAZEPRIL;0;1;1;1;0;0;;(497.7701, 13909.25)(994.5267, 652.87)(995.5373, 465.23);497.770;0;72.563;72.563;1;1;1
4804;532.314;4.276;BENAZEPRIL;0;1;0;0;0;0;;(533.3225, 7578.48)(534.3158, 1258.17)(535.336, 57599.66);535.336;0;108.115;108.115;1;1;0
4898;544.766;1.479;BENAZEPRIL;0;0;0;1;0;0;;(583.73, 956.17)(545.7737, 6004.58)(546.7739, 3104.87);545.774;0;120.566;120.566;1;1;1
5299;604.670;4.317;BENAZEPRIL;0;1;0;1;0;0;;(605.6769, 5715.37)(606.6963, 3612.74)(607.6724, 4148.05)(608.6661, 1702.35)(609.6739, 2453.82);605.677;0;180.470;180.470;1;2;0
5768;716.365;1.845;BENAZEPRIL;0;1;0;0;0;0;;(717.3713, 16749.11)(718.3704, 7927.31)(719.3644, 1825.89);717.371;0;292.165;292.165;1;2;1
29;109.967;0.718;BENZBROMARONE;0;1;0;0;0;0;;(110.9749, 6888.78)(111.9698, 2.08)(112.9647, 8005.2)(113.9786, 2.08)(114.9925, 1134.34)(116.0033, 2.08)(117.0141, 0.0);112.965;0;-311.949;-311.949;1;1;0
1200;247.080;0.607;BENZBROMARONE;0;1;1;1;0;0;;(248.0869, 9713.83)(249.0904, 3323.05)(286.0437, 2289.32);248.087;0;-174.836;-174.836;1;1;0
1411;266.127;1.136;BENZBROMARONE;0;1;1;1;0;0;;(267.1338, 14642.84)(305.0858, 1632.63)(533.2621, 13852.65)(534.2628, 9125.08)(535.2724, 4482.12);267.134;0;-155.788;-155.788;1;1;0
2106;316.261;5.511;BENZBROMARONE;0;1;1;1;0;0;;(339.2504, 9688.57)(340.2532, 2257.11)(341.2515, 4803.78)(317.2685, 1417.84);339.250;0;-105.654;-105.654;1;1;0
3650;420.715;0.926;BENZBROMARONE;0;1;1;1;0;0;;(421.7225, 11744.44)(422.729, 5175.44)(459.6755, 1051.13)(842.4323, 1410.29)(843.4405, 891.83);421.723;0;-1.200;-1.200;1;1;0
4429;488.921;3.618;BENZBROMARONE;0;1;1;0;0;0;;(511.9104, 2193.37)(512.8982, 1842.54)(489.9289, 10099.02);489.929;0;67.006;67.006;1;4;1
4608;506.296;4.150;BENZBROMARONE;0;1;1;1;0;0;;(507.3039, 6100.59)(508.3076, 2240.57);507.304;0;84.381;84.381;1;1;0
4752;525.306;1.813;BENZBROMARONE;0;1;1;1;0;0;;(526.3208, 22968.93)(527.3227, 5655.11)(528.3034, 5983.42)(564.2725, 2931.74);526.321;0;103.390;103.390;1;1;2
5649;676.305;1.217;BENZBROMARONE;0;1;1;1;0;0;;(677.312, 7969.1)(678.3113, 4225.91)(679.2915, 2975.23);677.312;0;254.389;254.389;1;1;0
517;182.141;1.595;BENZTHIAZIDE;0;1;1;1;0;0;;(183.1489, 6968.34)(184.1518, 1040.73);183.149;0;-248.842;-248.842;1;1;1
962;227.138;0.468;BENZTHIAZIDE;0;1;1;1;0;0;;(228.1453, 10442.72)(493.2421, 843.42)(494.2416, 551.98)(495.2252, 793.23)(266.0988, 801.83);228.145;0;-203.845;-203.845;1;2;0
1298;255.978;3.250;BENZTHIAZIDE;0;0;0;0;1;1;;(256.9854, 10972.8)(257.9836, 1912.96);256.985;0;-175.006;-175.006;1;1;3
2795;358.239;0.531;BENZTHIAZIDE;0;0;0;1;0;0;;(359.2526, 41357.7)(360.2556, 8339.77)(397.2111, 3457.95);359.253;0;-72.745;-72.745;1;1;0
3339;397.022;3.070;BENZTHIAZIDE;0;0;0;1;0;0;;(420.0101, 677.77)(398.0293, 7066.7)(399.0328, 1739.64)(400.0277, 1242.22);398.029;0;-33.961;-33.961;1;1;1
3784;430.984;3.241;BENZTHIAZIDE;1;0;0;0;0;0;[[1298],255.978,3.250][[4616],507.922,3.298][[4812],532.907,3.285];(453.9726, 7837.16)(454.9763, 1444.72)(455.9696, 3581.71)(456.9726, 635.49)(457.967, 446.86)(884.9569, 1080.37)(431.9913, 97718.55)(432.9936, 16477.41)(433.988, 42183.95)(434.9902, 6971.04)(435.9852, 4565.34)(436.987, 641.76)(437.9819, 284.04)(469.9456, 1136.81);431.991;1;0.000;0.000;1;1;0
3895;440.182;1.266;BENZTHIAZIDE;0;1;1;1;0;0;;(903.3448, 386.13)(441.189, 21205.72)(442.19, 7514.54);441.189;0;9.199;9.199;1;1;0
3902;440.697;1.781;BENZTHIAZIDE;0;1;1;1;0;0;;(441.701, 20032.87)(442.6909, 9740.51)(920.3338, 344.0)(882.4051, 2818.26)(883.4081, 1960.29)(884.4188, 1442.14);441.701;0;9.713;9.713;1;1;0
4429;488.921;3.618;BENZTHIAZIDE;0;1;1;0;0;0;;(511.9104, 2193.37)(512.8982, 1842.54)(489.9289, 10099.02);489.929;0;57.938;57.938;1;4;0
4616;507.922;3.298;BENZTHIAZIDE;0;0;0;0;1;1;;(530.9123, 1816.72)(508.9292, 11836.6);508.929;0;76.939;76.939;1;2;0
4812;532.907;3.285;BENZTHIAZIDE;0;0;0;0;1;1;;(533.9145, 5839.95)(534.9177, 1569.04)(535.9114, 2612.94);533.914;0;101.923;101.923;1;1;1
5353;615.375;3.855;BENZTHIAZIDE;0;0;1;1;0;0;;(616.3816, 10563.55)(654.3408, 2924.01)(655.3464, 2275.98);616.382;0;184.391;184.391;1;2;0
5536;651.073;1.425;BENZTHIAZIDE;0;1;1;1;0;0;;(652.0798, 3845.38)(653.0979, 1286.25)(654.0961, 90291.34);654.096;0;220.089;220.089;1;1;2
5552;654.091;1.448;BENZTHIAZIDE;0;0;0;1;0;0;;(655.0988, 18166.2)(656.1044, 5900.89)(657.1061, 1139.15);655.099;0;223.108;223.108;1;1;0
1498;273.096;0.758;BETAMETHASONE ACETATE;0;1;1;0;0;0;;(547.1797, 522.33)(296.0795, 1737.62)(274.0922, 27257.93)(275.0893, 3917.38)(276.0989, 1530.52);274.092;0;-161.115;-161.115;1;2;0
1499;273.095;0.773;BETAMETHASONE ACETATE;0;1;1;0;0;0;;(274.1024, 14094.92)(275.1018, 1863.17)(276.1002, 1242.46);274.102;0;-161.115;-161.115;1;2;1
1822;296.992;0.887;BETAMETHASONE ACETATE;0;1;1;1;0;0;;(297.9999, 6769.66)(299.0029, 2.22)(300.0059, 9542.69);300.006;0;-137.218;-137.218;1;1;0
1876;301.164;1.142;BETAMETHASONE ACETATE;0;1;1;0;0;0;;(302.1719, 69220.24)(303.1739, 11934.28)(641.2957, 1952.2);302.172;0;-133.046;-133.046;1;1;3
2286;327.114;2.922;BETAMETHASONE ACETATE;0;0;0;0;1;1;;(328.1216, 85601.84)(329.1246, 16839.1)(330.1186, 25806.32)(331.1217, 5285.11)(332.1067, 11935.68);328.122;0;-107.096;-107.096;1;1;0
2962;371.169;1.975;BETAMETHASONE ACETATE;0;1;1;0;0;0;;(394.1629, 3177.18)(372.1767, 34192.87)(373.1822, 7724.69)(374.1856, 5420.81)(410.1319, 541.88)(411.1325, 564.8);372.177;0;-63.041;-63.041;1;1;20
4040;451.248;2.158;BETAMETHASONE ACETATE;0;1;1;0;0;0;;(452.2571, 8467.09)(453.2449, 1209.52)(454.2454, 7548.04);452.257;0;17.038;17.038;1;1;0
4310;478.747;2.341;BETAMETHASONE ACETATE;0;1;1;1;0;0;;(479.7536, 10459.26)(480.7587, 2584.26);479.754;0;44.537;44.537;1;2;1
4311;478.748;2.323;BETAMETHASONE ACETATE;0;1;1;1;0;0;;(479.7535, 6965.26)(480.7485, 5874.61);479.753;0;44.537;44.537;1;2;0
4534;497.391;5.364;BETAMETHASONE ACETATE;0;1;0;0;0;0;;(498.3981, 7536.35)(499.401, 2578.4)(500.3991, 824.42);498.398;0;63.180;63.180;1;1;0
548;185.116;0.570;BETAMETHASONE VALERATE;0;1;1;0;0;0;;(186.1251, 9902.81)(371.2368, 6035.94)(372.2338, 1833.02);186.125;0;-291.141;-291.141;1;1;0
1578;278.168;4.678;BETAMETHASONE VALERATE;1;0;0;0;0;0;;(279.1752, 6079.49)(280.1829, 726.73)(281.1667, 2492.19)(557.3401, 474.63);279.175;0;-198.090;-198.090;1;1;0
1731;290.167;4.733;BETAMETHASONE VALERATE;0;0;1;0;0;0;;(291.1745, 8636.79)(292.1766, 2567.71);291.175;0;-186.090;-186.090;1;1;1
2134;318.162;4.713;BETAMETHASONE VALERATE;1;0;0;0;0;0;;(341.1524, 1876.61)(319.1695, 13435.73)(320.173, 3625.92)(321.1732, 9529.68);319.170;0;-158.095;-158.095;1;1;0
2424;335.131;0.706;BETAMETHASONE VALERATE;1;0;0;0;0;0;;(336.1404, 6521.83)(337.1474, 1415.84)(338.1385, 1479.12)(339.1397, 622.56);336.140;0;-141.126;-141.126;1;1;0
2449;336.173;4.682;BETAMETHASONE VALERATE;1;0;0;0;0;0;;(337.1797, 19813.11)(338.1837, 5037.64)(339.182, 325.51);337.180;0;-140.085;-140.085;1;1;0
2730;354.183;4.678;BETAMETHASONE VALERATE;1;0;0;0;0;0;;(355.1909, 92653.45)(356.1939, 19041.87)(357.1931, 4322.35)(358.196, 938.95);355.191;0;-122.074;-122.074;1;1;0
3019;374.190;4.689;BETAMETHASONE VALERATE;1;0;0;0;0;0;;(397.1786, 2777.8)(398.1835, 728.67)(399.1716, 576.37)(375.197, 11706.01)(376.2006, 2606.88)(377.1991, 898.59)(413.1503, 713.12);375.197;0;-102.068;-102.068;1;1;0
3871;438.240;4.809;BETAMETHASONE VALERATE;1;0;0;0;0;0;;(439.2472, 9317.27)(440.2517, 2819.59)(441.2443, 1156.52);439.247;0;-38.017;-38.016;1;1;8
3904;440.707;1.395;BETAMETHASONE VALERATE;0;1;1;1;0;0;;(882.4199, 1791.0)(883.4142, 1248.37)(884.4271, 1128.89)(441.7148, 24651.26)(442.7324, 5636.13);441.715;0;-35.550;-35.550;1;1;0
4094;456.251;4.685;BETAMETHASONE VALERATE;1;0;0;0;0;0;;(457.2586, 61240.92)(458.2617, 17372.36)(459.2635, 3708.18)(460.2685, 710.51);457.259;0;-20.006;-20.006;1;1;2
4241;470.604;2.209;BETAMETHASONE VALERATE;0;0;1;1;0;0;;(493.5889, 7663.27)(471.612, 6635.3)(942.2041, 851.16);493.589;0;-5.653;-5.653;1;1;0
4297;476.257;4.711;BETAMETHASONE VALERATE;1;0;0;0;0;0;;(499.2463, 70943.8)(500.2494, 20499.4)(501.2556, 4400.22)(502.2595, 429.2)(477.2648, 491467.25)(478.2678, 133651.27)(479.2702, 20286.7)(480.2867, 6358.56)(515.2179, 3639.07)(516.2215, 1371.6)(517.2077, 710.79)(953.5257, 559.92);477.265;0;-0.000;0.000;1;1;0
4435;489.267;1.765;BETAMETHASONE VALERATE;0;1;1;0;0;0;;(490.275, 44579.45)(491.275, 10861.47)(492.2731, 5958.98);490.275;0;13.010;13.010;1;1;9
4717;520.265;4.729;BETAMETHASONE VALERATE;1;0;0;0;0;0;;(543.2581, 1258.05)(544.2727, 758.92)(545.2502, 714.2)(521.2718, 5973.07)(522.2755, 2069.04)(523.2761, 788.9);521.272;0;44.007;44.007;1;1;0
4726;521.314;4.721;BETAMETHASONE VALERATE;1;0;0;0;0;0;;(522.3215, 7293.48)(523.3231, 2964.37)(524.3183, 4188.51);522.322;0;45.057;45.057;1;1;0
5005;560.209;4.691;BETAMETHASONE VALERATE;1;0;0;0;0;0;;(561.2168, 10769.04)(562.2196, 3211.92)(563.2233, 905.05);561.217;0;83.952;83.952;1;1;1
5408;628.002;1.799;BETAMETHASONE VALERATE;0;0;0;1;0;0;;(629.0084, 10396.62)(629.9967, 731.08)(630.9864, 762.61);629.008;0;151.744;151.745;1;1;1
5591;660.874;3.076;BETAMETHASONE VALERATE;0;0;1;1;0;0;;(661.8808, 6650.75)(662.8742, 1654.67);661.881;0;184.616;184.616;1;1;1
5603;664.735;3.770;BETAMETHASONE VALERATE;0;1;1;1;0;0;;(687.722, 748.96)(665.7435, 5063.42)(666.7368, 1596.74)(667.7276, 2798.79)(668.7331, 328.18)(669.7329, 570.26);665.744;0;188.478;188.478;1;1;3
5731;703.353;3.572;BETAMETHASONE VALERATE;0;1;1;0;0;0;;(704.359, 6485.44)(705.3685, 4576.55)(706.374, 3589.2);704.359;0;227.096;227.096;1;2;0
571;187.064;2.500;BETAXALOL;0;1;1;0;0;0;;(188.0711, 18446.21)(189.0744, 2062.8);188.071;0;-120.151;-120.151;0;1;0
1498;273.096;0.758;BETAXALOL;0;1;1;0;0;0;;(547.1797, 522.33)(296.0795, 1737.62)(274.0922, 27257.93)(275.0893, 3917.38)(276.0989, 1530.52);274.092;0;-34.119;-34.119;0;2;0
1499;273.095;0.773;BETAXALOL;0;1;1;0;0;0;;(274.1024, 14094.92)(275.1018, 1863.17)(276.1002, 1242.46);274.102;0;-34.120;-34.119;0;2;0
1961;307.215;2.635;BETAXALOL;1;0;0;0;0;0;;(308.2225, 1826978.4)(309.2261, 315197.9)(310.2283, 31514.81)(311.2309, 3003.46);308.223;1;0.001;0.000;0;1;0
1962;307.215;2.653;BETAXALOL;1;0;0;0;0;0;;(308.221, 544.85)(346.1732, 17815.25);346.173;1;0.000;0.000;0;1;0
2080;315.147;0.702;BETAXALOL;0;1;1;0;1;1;;(338.1381, 7619.06)(339.137, 2083.83)(316.1511, 12267.49);316.151;0;7.932;7.932;0;1;0
2684;351.221;2.637;BETAXALOL;1;0;0;0;0;0;;(352.2288, 5530.26)(353.2296, 1303.29)(354.2361, 1340.46);352.229;0;44.007;44.007;0;1;1
2833;361.230;0.573;BETAXALOL;0;1;1;0;0;0;;(362.2371, 27046.95)(363.2376, 3809.21);362.237;0;54.015;54.015;0;2;0
3287;393.182;1.868;BETAXALOL;0;0;1;0;0;0;;(787.382, 2758.25)(788.3932, 1626.25)(809.3546, 1114.25)(810.37, 694.77)(394.1888, 29764.39);394.189;0;85.967;85.967;0;1;1
4709;519.318;4.246;BETAXALOL;0;1;0;1;0;0;;(520.3251, 15226.01)(521.3236, 2622.52)(522.3215, 10834.45);520.325;0;212.103;212.103;0;1;0
5169;584.310;1.873;BETAXALOL;0;1;1;1;0;0;;(623.2651, 17781.56)(624.2744, 7457.03)(585.3177, 343490.97)(586.32, 94712.84)(587.3213, 21718.8)(588.3101, 2012.44);585.318;0;277.096;277.096;0;1;3
5538;651.316;2.156;BETAXALOL;0;0;0;1;0;0;;(652.3259, 6081.56)(653.3387, 5179.42);652.326;0;344.101;344.101;0;1;0
5947;782.929;4.017;BETAXALOL;0;1;1;1;0;0;;(783.9376, 7001.54)(784.9402, 3221.46)(785.9382, 774.38);783.938;0;475.714;475.714;0;1;0
5987;805.799;0.380;BETAXALOL;0;1;1;1;0;0;;(828.7845, 2629.9)(829.7678, 2300.04)(806.8066, 5868.43)(807.8254, 2849.19)(808.8093, 3399.37);806.807;0;498.585;498.585;0;1;1
6157;947.493;3.143;BETAXALOL;0;1;1;1;0;0;;(970.4789, 717.08)(948.4989, 6890.86)(949.4987, 4495.06)(950.4737, 1891.03);948.499;0;640.279;640.279;0;1;0
158;137.978;4.225;BEZAFIBRATE;0;0;0;1;0;0;;(138.986, 29655.52)(139.9854, 1.99)(140.9847, 14884.11)(141.9713, 1.99)(142.958, 3481.62)(143.9681, 1.99)(144.9782, 3792.6)(145.9767, 1.99)(146.9753, 639.16);138.986;0;-223.130;-223.130;1;1;0
159;137.981;4.215;BEZAFIBRATE;0;0;0;1;0;0;;(138.9892, 31558.63)(139.9886, 30.89)(140.988, 5678.17)(141.9851, 30.89)(142.9823, 0.0)(143.9778, 30.89)(144.9734, 0.0)(145.9623, 30.89)(146.9512, 0.0)(276.9713, 423.62)(277.9625, 0.03)(278.9536, 325.99);138.989;0;-223.127;-223.127;1;1;0
161;137.988;4.222;BEZAFIBRATE;0;0;0;1;0;0;;(138.9949, 14670.95)(139.9941, 22.77)(140.9933, 12647.18);138.995;0;-223.121;-223.121;1;1;0
482;179.168;4.032;BEZAFIBRATE;0;1;1;0;0;0;;(180.1749, 11981.73)(181.1749, 2322.82);180.175;0;-181.940;-181.940;1;1;0
