# Notes : All Entities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.S083_2017_Jun_06_19_20_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Owner : gxuser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Created On : Tue Jun 06 19:27:02 EDT 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,MZ002H-Pool01-P008B3-S083-T00(raw),MZ002H-Pool01-P008B3-S083-T12(raw),MZ002H-Pool02-P008B3-S083-T00(raw),MZ002H-Pool02-P008B3-S083-T12(raw),MZ002H-Pool03-P008B3-S083-T00(raw),MZ002H-Pool03-P008B3-S083-T12(raw),MZ002H-Pool04-P008B3-S083-T00(raw),MZ002H-Pool04-P008B3-S083-T12(raw),MZ002H-Pool05-P008B3-S083-T00(raw),MZ002H-Pool05-P008B3-S083-T12(raw),MZ002H-Pool06-P008B3-S083-T00(raw),MZ002H-Pool06-P008B3-S083-T12(raw),MZ002H-Pool07-P008B3-S083-T00(raw),MZ002H-Pool07-P008B3-S083-T12(raw),MZ002H-Pool08-P008B3-S083-T00(raw),MZ002H-Pool08-P008B3-S083-T12(raw),MZ002H-Pool09-P008B3-S083-T00(raw),MZ002H-Pool09-P008B3-S083-T12(raw),MZ002H-Pool10-P008B3-S083-T00(raw),MZ002H-Pool10-P008B3-S083-T12(raw),MZ002H-Pool11-P008B3-S083-T00(raw),MZ002H-Pool11-P008B3-S083-T12(raw),MZ002H-Pool12-P008B3-S083-T00(raw),MZ002H-Pool12-P008B3-S083-T12(raw),MZ002H-Pool13-P008B3-S083-T00(raw),MZ002H-Pool13-P008B3-S083-T12(raw),MZ002H-Pool14-P008B3-S083-T00(raw),MZ002H-Pool14-P008B3-S083-T12(raw),MZ002H-Pool15-P008B3-S083-T00(raw),MZ002H-Pool15-P008B3-S083-T12(raw),MZ002H-Pool16-P008B3-S083-T00(raw),MZ002H-Pool16-P008B3-S083-T12(raw),MZ002H-Pool17-P008B3-S083-T00(raw),MZ002H-Pool17-P008B3-S083-T12(raw),MZ002H-Pool18-P008B3-S083-T00(raw),MZ002H-Pool18-P008B3-S083-T12(raw),MZ002H-Pool19-P008B3-S083-T00(raw),MZ002H-Pool19-P008B3-S083-T12(raw),MZ002H-Pool20-P008B3-S083-T00(raw),MZ002H-Pool20-P008B3-S083-T12(raw),MZ002H-Pool21-P008B3-S083-T00(raw),MZ002H-Pool21-P008B3-S083-T12(raw),MZ002H-Pool97-P008B3-S083-T00(raw),MZ002H-Pool97-P008B3-S083-T12(raw),MZ002H-Pool98-P008B3-S083-T00(raw),MZ002H-Pool98-P008B3-S083-T12(raw),MZ002H-Pool99-P008B3-S083-T00(raw),MZ002H-Pool99-P008B3-S083-T12(raw),Compound Name,Mass,Retention Time,Frequency,Ionization mode,CompositeSpectrum
367.8396@0.90212494,1,1,1,1,24001,1,20935,21844,1,1,1,1,22311,1,22812,1,22037,1,1,1,1,21384,21659,15448,1,1,1,1,21428,20243,18864,1,1,1,1,1,21378,21474,1,1,1,1,1,17797,1,1,21524,1,367.8396@0.90212494,367.8396,0.90212494,16,+,"(368.8463, 5849.46)(369.8564, 579.23)(370.8504, 659.41)"
188.1166@0.88707894,1222518,948737,1,275647,757485,760136,695359,701703,1,262448,283153,843741,617086,634337,643640,688264,1,275525,912151,1,738112,734841,680785,674390,1,1,1,893187,707473,698840,728477,681529,283989,1,878083,1,680119,631263,661544,681451,1184648,1,646310,700048,1188029,871530,692899,679347,188.1166@0.88707894,188.1166,0.88707894,38,+,"(211.1086, 1460.12)(399.2274, 3159.09)(189.1239, 307642.03)(190.1265, 23307.93)(191.1265, 2149.05)"
306.0259@0.89452076,767560,841272,844980,827221,760765,751455,719759,676479,864909,855363,843146,828730,677469,685319,676086,716635,934039,864489,845643,818674,751921,732328,755282,680659,802327,822014,847725,806094,769109,699734,748630,675229,846093,820505,803892,803842,689241,647387,672599,657088,803224,871464,678052,717988,806134,802850,708950,738651,306.0259@0.89452076,306.0259,0.89452076,48,+,"(329.014, 4974.55)(330.0153, 1194.67)(307.0331, 246358.11)(308.0354, 20405.45)(309.0373, 4182.71)(310.0425, 174.39)(344.9879, 7572.7)(345.9908, 895.9)(346.9871, 825.19)(613.058, 3869.85)(614.0611, 1008.13)"
161.0509@0.9017501,63727,56696,55772,57127,52136,55972,47656,36106,62154,63672,61813,49532,45544,45892,43435,47926,60279,62582,53884,50539,43210,56466,49424,42606,52295,60734,61967,52009,52139,50905,51159,41181,52940,65589,53070,53501,50188,50042,44709,33839,55840,64678,50678,46768,55384,40174,48066,40634,161.0509@0.9017501,161.0509,0.9017501,48,+,"(162.0586, 18125.25)(163.0611, 2467.98)"
333.1541@0.8925623,396426,474311,455720,479394,392890,380993,365870,354611,477320,470613,440456,470036,323038,333507,341784,353209,538126,485640,450060,458109,390891,368136,388224,363446,449253,464269,467667,432147,365422,362100,382309,365544,467802,438786,442168,450427,351465,343181,353423,354328,453578,474050,333998,377796,445172,445362,352322,360311,333.1541@0.8925623,333.1541,0.8925623,48,+,"(356.1446, 1250.47)(689.2967, 380.61)(334.1614, 172159.58)(335.1644, 24308.8)(336.1661, 5068.05)(372.1169, 1096.43)(705.2684, 471.4)"
193.9981@0.899535,49176,50788,56127,54031,1,44407,46490,41895,55250,53624,54989,53192,41831,43048,42811,40955,58995,53319,57398,52190,46266,43736,46713,40360,1,52058,1,50774,49263,43141,45840,42067,1,51080,53594,49249,42838,41477,40602,39520,56134,57240,42459,44442,1,50385,46340,45217,193.9981@0.899535,193.9981,0.899535,43,+,"(195.0052, 14683.01)(196.0083, 676.54)"
646.3534@0.91328573,1,1,1,1,34991,1,1,1,26537,1,1,1,30589,33140,33620,30483,1,1,1,1,1,1,1,1,27050,1,1,1,32601,33988,34852,1,1,1,1,1,37934,1,33098,33769,1,1,1,34417,1,1,1,1,646.3534@0.91328573,646.3534,0.91328573,14,+,"(647.3609, 16287.2)(648.3636, 5385.69)(649.3645, 1295.71)"
347.0638@0.89835405,720257,941620,1069364,1042496,930266,854220,903612,803578,1020416,945201,1038483,962611,870650,783067,787011,834703,1214844,945350,1010648,939946,922966,841852,911259,811174,975384,940292,974815,899617,902561,847520,926411,797104,1006207,852016,953839,890474,873644,787031,799357,758756,800399,879218,813559,858245,944137,951608,866348,845709,347.0638@0.89835405,347.0638,0.89835405,48,+,"(348.0712, 435900.12)(349.0732, 42728.32)(350.075, 6588.85)(351.0778, 963.75)(695.1323, 612.85)"
314.17@0.91650003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,88105,1,1,1,1,1,1,1,1,1,1,1,1,1,78049,1,1,72746,1,1,1,1,1,1,1,83794,1,1,1,1,1,1,1,1,314.17@0.91650003,314.17,0.91650003,4,+,"(315.1773, 26192.13)(316.1886, 9528.6)"
131.0535@0.89193726,55545,67910,62899,60379,50399,38367,52450,40017,59479,63078,72690,58373,46054,40425,43912,42465,73977,67030,67566,58156,55299,46228,46023,43745,66190,59816,59507,57393,48389,42140,43963,41584,66487,56914,62103,57415,50515,36218,51207,45859,63363,73321,49090,51040,61270,57415,53424,44049,131.0535@0.89193726,131.0535,0.89193726,48,+,"(132.0611, 4746.77)(263.1149, 8238.24)(264.1139, 1431.86)(265.1179, 940.92)"
347.1691@0.9426563,1,1,131233,244693,198700,173831,1,173885,208467,95433,1,1,1,177693,157137,198666,1,1,125604,1,1,187467,196589,162752,148145,218679,103069,192172,175787,1,198775,188399,1,1,1,1,162284,173038,172970,172557,137798,1,186580,186150,124524,191442,204067,186789,347.1691@0.9426563,347.1691,0.9426563,32,+,"(348.1765, 52362.15)(349.1806, 10557.76)(350.1785, 5034.7)"
428.1913@0.909871,1,70155,76357,68427,59129,65673,1,54457,1,63004,68036,74368,62760,1,58952,1,1,1,34111,71224,62747,65656,1,1,63936,1,64320,1,69901,63793,1,62861,71380,1,1,64137,63814,65755,1,66227,1,1,55574,62911,19118,63893,61638,60957,428.1913@0.909871,428.1913,0.909871,31,+,"(451.1825, 1066.12)(429.1985, 9582.15)(430.2001, 2818.33)"
430.701@0.90231717,30211,41329,27176,24853,31330,29862,23272,32492,41362,36671,42606,46702,29149,33765,29969,1,38126,41847,30914,1,1,41751,28533,31388,34022,48300,35322,32596,33011,34177,32828,1,36411,46271,41444,41230,30739,26830,23979,32637,34593,33167,1,1,1,22062,27062,17964,430.701@0.90231717,430.701,0.90231717,41,+,"(431.7084, 12785.89)(432.7106, 2495.55)(433.7058, 899.67)(862.4084, 2213.05)(863.4101, 932.59)"
503.242@0.90353197,308479,513181,476128,498051,425907,398193,460330,1,462099,295497,466409,455415,366358,374910,388488,384761,547097,477409,453495,467508,402785,398618,404905,397080,442648,449451,418540,436443,408135,409438,373961,380442,434093,396033,438267,436134,388639,376814,372871,398858,330842,490699,372743,418262,433835,471615,396969,395612,503.242@0.90353197,503.242,0.90353197,47,+,"(504.2498, 118584.37)(505.2525, 26768.11)(506.2471, 31670.6)(507.2487, 7305.67)(508.2519, 1780.42)"
344.2047@0.9157999,1,126293,109386,130448,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,116576,1,1,1,1,90936,1,124436,1,106433,1,112372,1,1,112719,1,1,1,1,1,1,1,106826,1,1,1,1,344.2047@0.9157999,344.2047,0.9157999,10,+,"(345.212, 25427.21)(346.2058, 5238.32)"
278.1271@0.8989999,264773,283880,279209,278756,177867,176555,199518,165178,302924,286665,278583,289460,162055,166675,178099,182123,331205,283621,270838,280708,174390,171988,177559,171483,278845,291465,297711,279773,176565,171218,169149,160140,280584,272108,274215,278622,160924,163381,159317,166710,275481,288596,157696,169930,273484,266101,163780,166086,278.1271@0.8989999,278.1271,0.8989999,48,+,"(279.1344, 112130.27)(280.1366, 17026.79)(281.1493, 1920.72)(557.2663, 2872.74)(558.2753, 909.8)(559.2737, 1562.7)"
339.1902@0.9283333,36538,1,1,1,106412,1,66731,96571,1,1,1,1,125072,1,132060,1,1,1,93330,1,107896,1,129535,124495,1,1,1,1,90885,1,75392,1,76144,1,1,1,114156,1,1,90465,66569,1,1,70369,1,1,1,84103,339.1902@0.9283333,339.1902,0.9283333,18,+,"(340.1976, 31092.78)(341.2125, 9344.17)(378.1532, 1414.0)(679.3867, 1373.42)(680.3894, 467.11)"
505.1796@0.9106818,52678,69431,72561,84286,53012,55085,49394,55592,61430,75565,67513,75296,50716,1,51430,60664,75981,71619,68104,76141,1,55166,54555,56129,61020,75739,66780,68829,57437,66863,59397,59168,68205,69127,72435,78677,53962,63075,54596,67408,1,84912,50603,1,68995,84410,58317,66645,505.1796@0.9106818,505.1796,0.9106818,44,+,"(506.1865, 12004.83)(507.1907, 2937.8)(508.1927, 1113.28)"
370.2327@0.90890616,102562,107654,99013,103150,1,82020,1,1,107746,110460,1,111937,1,102920,100706,1,1,107781,1,103228,1,1,98070,1,99071,107406,127301,101816,96624,91075,1,102104,121402,119515,100313,111681,93585,1,1,88177,102916,101544,91097,100639,103256,1,1,85201,370.2327@0.90890616,370.2327,0.90890616,32,+,"(371.24, 27902.68)(372.2307, 6191.25)(373.2432, 2257.97)"
253.1544@0.9175208,1.53E+07,1.62E+07,1.57E+07,1.64E+07,1.27E+07,1.19E+07,1.22E+07,1.17E+07,1.69E+07,1.65E+07,1.59E+07,1.60E+07,1.17E+07,1.17E+07,1.15E+07,1.18E+07,1.72E+07,1.67E+07,1.58E+07,1.63E+07,1.22E+07,1.21E+07,1.19E+07,1.19E+07,1.54E+07,1.62E+07,1.60E+07,1.59E+07,1.24E+07,1.26E+07,1.18E+07,1.17E+07,1.60E+07,1.56E+07,1.55E+07,1.61E+07,1.15E+07,1.23E+07,1.16E+07,1.19E+07,1.58E+07,1.63E+07,1.14E+07,1.24E+07,1.57E+07,1.60E+07,1.19E+07,1.16E+07,253.1544@0.9175208,253.1544,0.9175208,48,+,"(254.1616, 3880678.5)(255.1651, 459307.8)(256.1669, 31163.15)(507.3123, 1964.03)"
194.1061@0.91920835,250383,312990,332924,323015,302707,286110,298283,279636,313074,298249,326281,307175,280103,266036,275165,265267,354194,300548,334341,292612,289359,274372,282922,264914,306152,292264,310494,281454,299862,278361,287698,255932,309962,280108,304412,265051,281495,255385,284497,274593,300686,306579,260858,262835,291217,279866,274114,280222,194.1061@0.91920835,194.1061,0.91920835,48,+,"(195.1134, 117500.86)(196.115, 13359.16)"
135.0547@0.92220825,2532850,2594069,2951923,2801031,2497711,2192421,2450786,2150616,2941996,2644805,2950907,2660627,2340901,2140601,2227585,2081725,3196224,2798913,2895428,2609108,2387838,2121913,2347849,2087034,2799753,2605952,2823922,2564057,2385341,2182615,2378824,2039553,2852930,2495491,2783990,2444398,2186389,2103421,2144621,956420,2780070,2706690,2141291,2064553,2739865,2494282,2270316,2099887,135.0547@0.92220825,135.0547,0.92220825,48,+,"(136.0619, 1124530.9)(137.0644, 54619.46)(138.0661, 2208.24)"
267.0973@0.9233829,1.41E+07,1.37E+07,1.47E+07,1.40E+07,1.13E+07,1.02E+07,1.14E+07,1.01E+07,1.50E+07,1.38E+07,1.47E+07,1.36E+07,1.07E+07,1.01E+07,1.06E+07,9802283,1.59E+07,1.44E+07,1.44E+07,1.34E+07,1.09E+07,1.01E+07,1.09E+07,9960023,1.38E+07,1.33E+07,1.48E+07,1.34E+07,1.12E+07,1.02E+07,1.08E+07,9614221,1.47E+07,1.34E+07,1.41E+07,1.37E+07,1.06E+07,1.01E+07,1.05E+07,1.00E+07,1.45E+07,1,1.05E+07,9904991,1.43E+07,1.29E+07,1.08E+07,9909820,267.0973@0.9233829,267.0973,0.9233829,47,+,"(290.0857, 778.58)(557.1811, 1213.13)(558.18, 670.79)(268.1051, 3848365.0)(269.108, 391394.6)(270.1095, 43048.72)(271.1107, 4067.82)"
184.0851@0.9305832,607053,568880,528948,538766,416782,428783,409951,422056,579481,566001,536570,535859,398807,431673,394011,403006,563538,582159,528602,524570,418633,406551,418594,402624,520180,537911,564066,538372,417535,413495,409028,413612,545415,556943,520300,522034,393034,390763,416634,396657,543416,550663,394540,430826,530470,504466,406725,397322,184.0851@0.9305832,184.0851,0.9305832,48,+,"(207.0762, 1139.93)(185.0924, 159072.38)(186.0953, 13238.42)(187.1077, 16765.53)"
489.2083@0.9262083,1936832,2182867,2884367,2788195,2219626,2134863,1929837,2099136,2877741,2641081,2832266,2612284,2163551,2051361,2133638,2064602,3095336,2881158,2628649,2657714,2167212,2157245,1877298,2080354,2564561,2577863,2761707,2585892,2255435,1838031,2144570,1972053,1797703,2635646,2701665,2673686,1164367,2037926,2067705,2074000,2731671,2840272,2072493,2029599,2700523,2589835,2161245,2076548,489.2083@0.9262083,489.2083,0.9262083,48,+,"(512.1958, 1146.39)(513.195, 499.51)(490.2152, 801991.5)(491.2177, 162712.64)(492.2206, 26586.12)(493.2238, 4192.58)(528.1686, 2415.33)(529.1734, 731.94)(979.4204, 1583.34)(980.4237, 881.26)"
500.1863@0.9292391,42790,53585,45758,53933,38783,41735,36952,36188,52261,47980,46838,1,36684,36844,37052,37535,56978,51590,48482,50354,39815,38837,39741,42868,1,51491,51150,48615,39545,37301,39603,35419,51125,48707,49235,51433,36661,38585,37216,36022,46464,51665,35290,40774,48222,47987,35667,34328,500.1863@0.9292391,500.1863,0.9292391,46,+,"(501.1936, 11920.61)(502.1974, 3125.83)(503.2002, 1099.14)(539.1452, 464.36)"
393.1203@0.92360854,34055,44334,49654,46920,37265,30938,34978,31903,33692,49754,46336,47239,32615,30995,31328,35195,52382,49450,45119,50387,33129,33477,34123,35243,1,48941,49025,40542,32155,36861,33390,36503,49572,41862,49714,43532,37811,31511,36074,37162,48150,48341,15670,33893,43753,1,32315,29026,393.1203@0.92360854,393.1203,0.92360854,46,+,"(394.1276, 9803.73)(395.1314, 2097.72)(396.1173, 3697.42)(397.1213, 0.0)"
444.7033@0.9221666,1,1,59433,47892,53822,1,79539,1,1,1,39273,1,1,34826,1,36027,40299,1,62517,1,38694,32177,42051,31632,1,1,1,1,46118,1,52663,1,1,1,1,1,45649,1,38265,38252,1,50139,42262,41845,1,44760,40081,44323,444.7033@0.9221666,444.7033,0.9221666,24,+,"(445.7102, 5862.9)(446.7166, 684.72)(447.7058, 3263.76)(448.7132, 828.02)(890.4106, 755.69)"
408.2041@0.9219999,1,1,1,1,112093,1,111929,101490,1,1,1,1,1,120442,1,98844,1,1,1,1,41522,44561,1,120813,1,1,1,1,121981,101545,107831,109236,1,1,1,1,109055,104737,123986,1,1,1,103275,49205,1,1,109408,42009,408.2041@0.9219999,408.2041,0.9219999,19,+,"(409.2117, 15420.96)(410.2118, 9413.04)(411.2138, 2133.91)"
560.2452@0.93035406,576267,721017,703198,732872,561408,529241,554053,544330,740934,727775,681505,728175,552824,540669,513893,554481,810118,744884,674099,713136,528304,526556,542548,548881,633876,710940,701131,673751,566821,572731,548923,517465,695509,648956,654204,678782,521050,554191,512967,521044,679573,741524,504652,555650,649556,694848,535677,506291,560.2452@0.93035406,560.2452,0.93035406,48,+,"(561.2527, 201052.83)(562.255, 43529.78)(563.2563, 8660.52)(564.2591, 1365.89)(599.213, 882.45)"
464.1584@0.9255209,3349462,3997543,4332197,4105894,3109920,2979633,3236595,2907566,4378978,3993447,4292359,3980255,3124635,2915366,3066725,2916411,4887420,4282196,4108455,3980146,3120001,2989748,3190324,2919018,3982161,3916970,4288707,3931005,3215999,2946582,3176673,2758195,4193656,3825112,4122177,4007392,3090936,2961576,2970954,2843433,4239264,4166195,2991119,2857378,4125619,3762301,3126023,2823624,464.1584@0.9255209,464.1584,0.9255209,48,+,"(487.149, 1485.93)(465.1656, 1282863.0)(466.1687, 224464.66)(467.1662, 64981.95)(468.1671, 9195.07)(469.1662, 1451.45)(503.1183, 2364.07)(504.1253, 570.26)(505.1207, 499.8)(929.3218, 2397.2)(930.3253, 1089.07)(931.323, 641.97)"
217.8877@0.9455944,83266,1,1,1,138638,86936,123608,109640,101637,1,1,1,1,103382,97615,110604,1,102942,118538,102397,112817,106378,118477,98699,122825,108386,108022,105333,111427,100369,119002,110465,37633,94197,127910,1,115289,108690,123797,126564,1,1,100165,117492,110688,113361,134286,140483,217.8877@0.9455944,217.8877,0.9455944,37,+,"(240.8767, 398.81)(458.7628, 976.64)(218.8952, 7528.88)(219.8965, 1502.13)(474.7396, 1302.42)(436.7819, 10203.35)(437.7783, 2471.31)(438.7815, 779.36)"
244.0693@0.933,22513,33942,39994,38204,34867,31405,35821,33053,37473,1,36096,33201,31228,30797,31456,30700,41142,1,35273,1,31053,31309,35317,31159,35920,28943,31446,36022,32097,32418,33690,28040,36678,29018,33063,31385,30353,33456,29924,34445,35017,34922,32202,31202,30038,35736,31422,32026,244.0693@0.933,244.0693,0.933,45,+,"(245.0766, 12990.83)(246.0811, 1554.32)(247.079, 801.28)(489.1464, 2925.94)(490.1501, 924.98)(491.1488, 517.1)"
251.0628@0.9310002,27432,31949,35100,30584,26810,26336,25949,24342,32543,33056,32295,31228,25377,23641,26778,25163,36854,34020,32402,31228,27776,24898,27584,24781,32120,1,1,31368,26681,25288,25793,24093,33107,28522,30081,31550,27303,24883,25431,25114,1,33349,24887,24829,30316,30805,27084,26915,251.0628@0.9310002,251.0628,0.9310002,45,+,"(252.0694, 9715.15)(253.0732, 1903.76)(254.0726, 911.54)"
232.143@0.936125,903962,900856,868186,872389,687519,659540,693833,654866,881386,872559,843042,870373,653575,672634,634802,631127,897422,910635,869085,859234,646824,639689,633027,636071,788751,864696,874561,860032,685963,671900,619619,639449,844333,863101,808039,930960,631437,624066,596212,639424,863806,920190,599781,622393,857554,822399,636315,657787,232.143@0.936125,232.143,0.936125,48,+,"(255.1357, 9540.0)(233.1503, 268302.5)(234.1528, 26192.87)(235.1458, 6549.84)(503.2513, 2027.06)"
186.1361@0.9339546,121073,136570,65527,124613,106588,220256,62311,110974,118505,124526,134398,62378,100962,92889,222285,89887,119812,123104,58108,39682,61111,55570,100220,99375,118425,1,122157,1,100812,109342,89134,97898,107166,123266,122351,128203,121197,99207,205523,57876,1,1,100960,86113,56552,111736,102616,103898,186.1361@0.9339546,186.1361,0.9339546,44,+,"(209.1276, 5123.25)(210.1277, 773.27)(211.1259, 3079.6)(187.1443, 16073.84)(188.1467, 1086.89)(373.2801, 16539.73)(374.2828, 3106.74)(375.2857, 525.66)"
456.1075@0.9424348,1,1,34101,70086,70381,62931,75016,65823,97231,29943,90833,86915,74397,64560,71404,63758,106241,89715,87902,84906,78050,68510,78046,67638,100257,29784,93473,71859,75296,72277,79707,72308,101482,89787,89957,94188,81508,68938,72905,76280,98684,35979,78325,79362,34278,101436,82262,75059,456.1075@0.9424348,456.1075,0.9424348,46,+,"(457.1151, 9364.83)(458.1196, 1039.62)(913.2227, 7220.5)(914.2238, 2311.59)(915.2241, 660.06)"
274.0623@0.9489488,31259,37633,36208,1,30097,30083,30408,29290,1,36624,36202,36503,30808,28535,27524,28347,1,36257,35058,36071,30498,1,29861,27260,35067,1,1,1,28697,28230,31331,29389,37678,33355,33781,33976,31360,30295,27213,27750,35639,1,27715,28686,33114,1,28926,26785,274.0623@0.9489488,274.0623,0.9489488,39,+,"(297.0475, 569.25)(275.0695, 8963.46)(276.0684, 1544.61)(277.0699, 792.28)"
371.1591@0.94990337,57577,1,1,72224,61070,1,60621,1,73719,1,68653,72291,55428,1,55684,59418,79707,1,75797,71212,1,1,57872,51506,68080,1,60382,69903,63027,57775,60031,60412,1,1,63812,68220,62506,59372,56818,54546,69003,1,57407,1,61727,1,1,1,371.1591@0.94990337,371.1591,0.94990337,31,+,"(372.1659, 29189.57)(373.1721, 7015.92)(410.1173, 570.57)(743.3215, 1318.31)"
462.1973@0.9522608,1368132,1720411,1931303,1719718,1435863,1446507,1460952,1377043,1817597,1726971,1728658,1776875,1,1338630,1407550,1329549,1979341,1808423,1,1654498,1380013,1374213,1393705,1357460,1646213,1705945,1760812,1629870,1425172,1404144,1385986,1294209,1745603,1651330,1709314,1691353,1421449,1394667,1362169,1316947,1745806,1765794,1311448,1354253,1644470,1650575,1347444,1344001,462.1973@0.9522608,462.1973,0.9522608,46,+,"(485.1919, 962.42)(463.2049, 690461.7)(464.2075, 116412.48)(465.2044, 43199.8)(466.2034, 9425.45)(501.1574, 1486.34)(502.155, 732.21)(503.1604, 496.86)(925.4006, 439.7)"
426.1559@0.956021,128517,170762,185665,181026,159751,152956,158843,151920,178771,173896,179921,183165,135821,143149,145904,147668,206036,176765,182355,175471,157460,152757,149764,146846,174289,174392,170665,171983,152441,155088,155317,144225,171125,160644,170504,169093,154319,146187,144287,152924,176391,190710,138436,155378,164572,178860,149905,153530,426.1559@0.956021,426.1559,0.956021,48,+,"(427.1635, 53677.96)(428.1655, 11043.21)(853.3173, 7957.2)(854.3209, 2920.14)(855.3179, 1234.16)(856.319, 546.06)"
290.8494@0.9580771,71840,57886,70003,62379,65620,53460,66804,1,1,53665,71946,1,65748,53555,59081,50607,63943,58014,75946,62925,63639,1,59676,50127,62923,1,55876,51462,68917,55527,67333,54153,64237,59037,1,61087,64901,59187,52296,1,65523,1,61568,62872,61938,1,62968,65165,290.8494@0.9580771,290.8494,0.9580771,39,+,"(313.8374, 963.0)(291.8565, 12416.41)(292.8576, 1450.83)"
311.1531@0.9548421,1,1,1,1,1,54419,59034,72873,1,66889,1,58699,51948,1,1,1,1,1,77488,1,1,1,57483,1,52914,57661,1,1,87655,73736,1,1,1,74572,52937,1,79102,71327,1,72872,1,1,1,1,1,69228,70699,1,311.1531@0.9548421,311.1531,0.9548421,19,+,"(312.1608, 15266.85)(313.1758, 5676.94)(314.1647, 7452.58)(623.3065, 2159.79)"
256.168@0.972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60788,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,256.168@0.972,256.168,0.972,1,+,"(257.1753, 9999.32)(258.1854, 3649.76)(259.1687, 8292.09)"
226.0592@0.95039994,105279,96180,132222,108842,96258,83054,92561,76694,1,113476,117451,109452,97524,83337,97982,84840,134721,116423,127718,113259,1,73131,86164,82397,112549,111822,127561,1,91363,82460,91188,76235,128939,101871,117166,105201,95713,86586,92538,82993,125728,117790,90628,83780,120298,107938,93714,81242,226.0592@0.95039994,226.0592,0.95039994,45,+,"(227.0664, 26661.39)(228.0697, 2787.34)(229.0659, 1836.8)(230.0721, 297.25)(265.0226, 502.69)(453.1182, 563.28)"
398.2279@0.95133334,142045,167014,1,1,166299,152645,1,1,192171,1,1,181390,159691,159633,1,1,198700,178825,185033,177944,1,160077,1,153834,178657,176923,176151,171138,157029,143754,152298,1,1,1,178699,1,1,1,1,142287,183551,178801,141034,150775,1,157343,161654,136880,398.2279@0.95133334,398.2279,0.95133334,30,+,"(399.2349, 55412.77)(400.2295, 15531.43)(401.2357, 3736.03)"
324.0357@0.95016664,179540,169337,204351,183458,184617,170610,189072,163925,193059,197586,186559,186701,184106,170439,187407,173028,184648,189986,195973,178561,164386,170804,177422,167516,188844,186505,202316,180845,190135,173298,186936,168550,203534,183858,196743,185300,187319,172956,183284,174980,204367,194919,179122,171944,194057,177533,184482,161336,324.0357@0.95016664,324.0357,0.95016664,48,+,"(347.0247, 4330.7)(348.0284, 564.43)(325.0433, 45978.64)(326.0463, 4767.8)(327.0476, 1214.32)(362.9968, 6974.67)(364.0, 927.82)(364.9997, 710.2)(687.0282, 1183.33)(649.0789, 5109.06)(650.0812, 1237.01)(651.0848, 424.78)"
212.0086@0.95224977,258430,231611,246199,246806,214556,216441,216659,203668,288045,258987,261277,253947,234436,206916,212800,211142,274638,1,250153,1,228116,202587,224855,215623,1,250891,262817,250351,213772,211177,227235,205069,266104,250216,260602,252087,227703,215594,222919,211838,260808,261391,215054,213211,251891,1,218482,194245,212.0086@0.95224977,212.0086,0.95224977,44,+,"(213.016, 84782.14)(214.0195, 4613.63)(215.0192, 1406.04)"
404.1915@0.9550244,109824,120992,124580,117283,115723,113269,1,124235,113096,120451,112821,111009,111417,95483,1,107190,116488,1,123970,1,108559,102010,95507,1,109559,1,117703,99634,130128,98971,109422,1,119999,108331,112144,116830,130196,111683,135608,81870,111418,104133,98920,98636,117921,119107,113460,108812,404.1915@0.9550244,404.1915,0.9550244,41,+,"(405.1994, 34056.66)(406.2067, 7280.91)(407.2087, 4578.49)"
264.1511@0.9565238,185342,216986,137662,140583,202710,191990,149637,210273,179601,209183,160747,1,1,148643,1,179736,174778,136478,137703,136516,1,151768,1,125343,1,157305,119890,154362,229856,206176,167115,154483,223947,122462,176979,115427,207049,195780,128073,130608,180214,209569,236535,220998,131197,149380,184619,202886,264.1511@0.9565238,264.1511,0.9565238,42,+,"(265.1582, 35476.78)(266.157, 11001.83)(267.1486, 19748.54)(529.3083, 8664.94)(530.3102, 2780.52)"
471.2213@0.9681874,26777,1,1,1,1,1,1,1,1,1,1,1,42019,1,42168,1,1,1,1,37455,1,1,1,39501,1,1,1,1,43195,1,1,38935,1,1,1,1,41616,38935,1,42312,1,1,44061,38442,27491,35477,45584,36963,471.2213@0.9681874,471.2213,0.9681874,16,+,"(472.229, 28501.88)(473.2295, 8532.63)(981.4129, 469.49)"
