# Notes : All Entities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.S082_2017_Jun_06_19_10_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Owner : gxuser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Created On : Tue Jun 06 19:17:20 EDT 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,MZ002H-Pool01-P008B2-S082-T00(raw),MZ002H-Pool01-P008B2-S082-T12(raw),MZ002H-Pool02-P008B2-S082-T00(raw),MZ002H-Pool02-P008B2-S082-T12(raw),MZ002H-Pool03-P008B2-S082-T00(raw),MZ002H-Pool03-P008B2-S082-T12(raw),MZ002H-Pool04-P008B2-S082-T00(raw),MZ002H-Pool04-P008B2-S082-T12(raw),MZ002H-Pool05-P008B2-S082-T00(raw),MZ002H-Pool05-P008B2-S082-T12(raw),MZ002H-Pool06-P008B2-S082-T00(raw),MZ002H-Pool06-P008B2-S082-T12(raw),MZ002H-Pool07-P008B2-S082-T00(raw),MZ002H-Pool07-P008B2-S082-T12(raw),MZ002H-Pool08-P008B2-S082-T00(raw),MZ002H-Pool08-P008B2-S082-T12(raw),MZ002H-Pool09-P008B2-S082-T00(raw),MZ002H-Pool09-P008B2-S082-T12(raw),MZ002H-Pool10-P008B2-S082-T00(raw),MZ002H-Pool10-P008B2-S082-T12(raw),MZ002H-Pool11-P008B2-S082-T00(raw),MZ002H-Pool11-P008B2-S082-T12(raw),MZ002H-Pool12-P008B2-S082-T00(raw),MZ002H-Pool12-P008B2-S082-T12(raw),MZ002H-Pool13-P008B2-S082-T00(raw),MZ002H-Pool13-P008B2-S082-T12(raw),MZ002H-Pool14-P008B2-S082-T00(raw),MZ002H-Pool14-P008B2-S082-T12(raw),MZ002H-Pool15-P008B2-S082-T00(raw),MZ002H-Pool15-P008B2-S082-T12(raw),MZ002H-Pool16-P008B2-S082-T00(raw),MZ002H-Pool16-P008B2-S082-T12(raw),MZ002H-Pool17-P008B2-S082-T00(raw),MZ002H-Pool17-P008B2-S082-T12(raw),MZ002H-Pool18-P008B2-S082-T00(raw),MZ002H-Pool18-P008B2-S082-T12(raw),MZ002H-Pool19-P008B2-S082-T00(raw),MZ002H-Pool19-P008B2-S082-T12(raw),MZ002H-Pool20-P008B2-S082-T00(raw),MZ002H-Pool20-P008B2-S082-T12(raw),MZ002H-Pool21-P008B2-S082-T00(raw),MZ002H-Pool21-P008B2-S082-T12(raw),MZ002H-Pool97-P008B2-S082-T00(raw),MZ002H-Pool97-P008B2-S082-T12(raw),MZ002H-Pool98-P008B2-S082-T00(raw),MZ002H-Pool98-P008B2-S082-T12(raw),MZ002H-Pool99-P008B2-S082-T00(raw),MZ002H-Pool99-P008B2-S082-T12(raw),Compound Name,Mass,Retention Time,Frequency,Ionization mode,CompositeSpectrum
677.4613@5.5830555,1,27349,1,1,1,1,1,1,1,27171,28862,51775,1,1,1,1,58934,1,51539,40023,1,1,1,1,57612,27843,56500,46149,1,1,1,1,52912,1,49755,35284,1,1,1,1,43226,82686,1,1,91779,58887,1,1,677.4613@5.5830555,677.4613,5.5830555,18,+,"(678.4691, 21324.65)(679.4713, 8822.85)(716.4199, 1184.18)"
665.4628@5.584368,309407,840571,303957,370303,1,1,1,1,1,501279,818005,1463047,1,1,1,1,1685439,1,1,1,1,1,1,1,1640595,465565,1714048,1322637,1,1,1,1,1555767,274712,1,659795,1,1,1,1,1240775,2488474,1,1,3069342,1964511,1,1,665.4628@5.584368,665.4628,5.584368,19,+,"(666.4705, 438320.2)(667.4694, 229481.95)(668.4681, 55081.38)(669.4654, 7330.42)(670.4661, 2001.79)(704.4252, 3228.56)(705.4271, 1389.91)(706.4235, 1910.72)(707.4204, 381.08)(708.4203, 1544.23)"
682.4184@5.5759997,1,1,1,1,1,1,1,1,1,1,38722,40793,1,1,1,1,81946,1,60864,25690,1,1,1,1,76091,1,39323,71309,1,1,1,1,42405,1,75440,1,1,1,1,1,31479,108364,1,1,1,42796,1,1,682.4184@5.5759997,682.4184,5.5759997,13,+,"(683.4261, 6320.86)(684.4228, 3579.28)(685.4396, 10213.95)(686.44, 3501.07)(687.4371, 1152.24)"
648.4357@5.5857887,226542,343228,1,256597,1,1,1,1,1,1,341354,685367,1,1,1,1,784610,274629,1,577177,1,1,1,1,761207,321536,788233,608232,1,1,1,1,736979,1,719702,475473,1,1,1,1,578609,1145813,1,1,1417870,872502,1,1,648.4357@5.5857887,648.4357,5.5857887,19,+,"(671.4256, 220487.1)(672.4284, 79380.52)(673.4304, 15858.08)(674.4345, 4955.95)(649.4415, 18931.93)(687.4026, 1639.52)(688.4018, 1573.17)"
693.4918@5.5867143,1,1,1,1,1,1,1,1,1,1,1,35941,1,1,1,1,1,1,1,41847,1,1,1,1,1,1,1,1,1,1,1,1,54631,1,1,36550,1,1,1,1,1,83780,1,1,101033,67743,1,1,693.4918@5.5867143,693.4918,5.5867143,7,+,"(694.4994, 14294.52)(695.5024, 6118.33)(696.5033, 1629.86)(732.4581, 968.71)(733.4601, 690.88)"
188.9545@0.195,1,1,1,1,1,1,1,1,1,1,1,1,82248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,188.9545@0.195,188.9545,0.195,1,+,"(189.9618, 5076.76)(190.965, 846.2)"
221.1066@0.31,1,1,1,1,1,1,1,1,1,1,1,1,24276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,221.1066@0.31,221.1066,0.31,1,+,"(222.1139, 5763.12)(223.1159, 826.6)"
176.0538@0.36360002,1,1,1,1,1,1,1,140884,1,1,1,1,131180,152285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,138714,1,1,1,1,1,1,1,1,1,1,1,1,1,124474,1,1,1,176.0538@0.36360002,176.0538,0.36360002,5,+,"(177.0612, 63996.62)(178.0597, 12163.16)(179.0628, 1136.78)"
190.0696@0.36266664,1,1,1,1,1,1,1,1,1,65900,1,1,72044,1,1,1,1,1,65418,65698,1,1,1,1,1,1,1,1,71692,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67171,1,1,1,190.0696@0.36266664,190.0696,0.36266664,6,+,"(191.077, 27003.18)(192.0809, 2049.57)(419.1053, 1053.19)"
493.9668@0.36900002,1,11519,11468,1,11214,1,1,1,1,1,1,1,11651,10939,1,1,1,1,1,1,1,1,1,1,1,1,1,10615,1,1,1,1,1,1,10883,1,1,1,1,10946,11095,1,10952,1,1,1,1,1,493.9668@0.36900002,493.9668,0.36900002,10,+,"(494.9745, 5566.39)(495.9758, 596.04)"
255.0986@0.371,1,1,1,1,1,1,1,1,1,1,1,1,25494,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,255.0986@0.371,255.0986,0.371,1,+,"(278.088, 2099.18)(256.1057, 1797.45)(294.0618, 5034.88)(295.0644, 586.28)"
222.018@0.3733182,1,1,1,1,1,1,1,1,1,704723,691941,1,699657,711172,1,664280,1,714757,1,656281,1,1,687186,1,641276,1,659827,1,1,678396,676668,677703,656551,694414,1,1,654971,671912,1,1,660398,1,658993,1,1,655390,654469,672653,222.018@0.3733182,222.018,0.3733182,22,+,"(223.025, 237590.66)(224.0276, 13770.96)(225.023, 27422.24)(226.0256, 2028.63)(227.022, 950.79)(445.0482, 645.19)"
314.9428@0.3829091,1,16228,1,1,1,1,1,15766,1,16038,18452,1,15840,1,1,15387,1,1,1,17387,1,1,1,1,16697,17066,1,1,1,1,1,1,1,1,1,14918,1,1,1,1,1,16082,1,1,1,1,1,1,314.9428@0.3829091,314.9428,0.3829091,11,+,"(337.9284, 1003.4)(652.8778, 756.2)(315.95, 6562.22)"
277.9799@0.40350002,1,93641,1,1,1,1,1,1,1,1,1,1,76841,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,277.9799@0.40350002,277.9799,0.40350002,2,+,"(300.9659, 14394.46)(301.9674, 1924.46)(302.9673, 2518.41)(278.9875, 45623.86)(279.9896, 3271.38)(316.9413, 13584.97)"
291.7921@0.418,1,1,1,1,1,1,1,1,1,1,1,1,9048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,291.7921@0.418,291.7921,0.418,1,+,"(292.7994, 6305.27)(293.7988, 0.0)(294.7982, 1571.92)"
364.0812@0.428,1,1,1,1,1,1,1,1,1,1,1,1,528334,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,364.0812@0.428,364.0812,0.428,1,+,"(387.0677, 1272.69)(365.0885, 533340.25)(366.0912, 55356.77)"
431.1524@0.43100002,1,1,1,1,175292,193766,1,1,1,1,1,1,159675,1,1,1,1,1,1,130233,1,1,143299,1,117685,1,137263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,123138,1,1,1,1,1,1,431.1524@0.43100002,431.1524,0.43100002,8,+,"(432.1552, 99170.71)(433.1578, 15268.95)(434.1613, 3384.18)"
379.1753@0.42875,1,1,1,1,1,31821,1,1,1,1,1,1,26592,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23067,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28365,379.1753@0.42875,379.1753,0.42875,4,+,"(380.1827, 2996.62)(418.1513, 12135.53)(419.1679, 4979.53)(420.1456, 1534.07)"
820.1622@0.43433332,1,1,1,1,1,19179,1,1,1,1,1,1,28934,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26781,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,820.1622@0.43433332,820.1622,0.43433332,3,+,"(843.1519, 6558.02)(844.1546, 1841.19)(845.154, 1042.3)(821.1615, 2751.18)(822.1636, 651.57)(859.1268, 3325.38)(860.1297, 884.75)(861.1291, 771.56)"
324.1046@0.44183335,1,71679,1,1,1,1,1,1,1,1,1,1,115353,1,1,1,1,1,1,1,1,1,1,1,1,1,65251,1,1,1,1,1,1,1,1,64395,1,1,1,1,1,66343,1,1,1,61186,1,1,324.1046@0.44183335,324.1046,0.44183335,6,+,"(325.1119, 48311.33)(326.1145, 6235.54)(327.1147, 2122.04)(649.2172, 516.12)"
288.1384@0.4534286,75465,1,68396,1,88425,1,1,68315,1,70152,1,1,89635,1,1,78022,1,1,1,1,87349,1,1,1,1,1,1,1,89679,80783,84636,1,1,1,1,1,1,65721,1,1,1,1,1,1,1,1,77007,73184,288.1384@0.4534286,288.1384,0.4534286,14,+,"(599.2669, 538.97)(289.1469, 5120.75)(290.1392, 2830.38)(291.1349, 1473.65)(615.2381, 937.04)(577.2826, 8572.41)(578.2843, 2341.09)(579.2848, 701.57)"
188.1163@0.45900002,1,1,1,1,24293,1,1,1,1,1,1,1,24166,1,1,1,1,1,1,1,1,1,23550,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,188.1163@0.45900002,188.1163,0.45900002,3,+,"(189.1239, 15938.59)(190.1249, 2236.7)"
342.9963@0.47675,1,1,1,1,1,1,1,1,1,1,1,1,35340,1,1,1,1,1,1,1,1,1,1,1,1,1,49583,1,1,1,1,1,1,57572,1,1,1,1,1,1,1,1,1,1,1,26905,1,1,342.9963@0.47675,342.9963,0.47675,4,+,"(344.0035, 9533.01)(345.0088, 1130.13)(346.0074, 1080.23)(381.9599, 3784.13)"
158.069@0.48333335,1,1,1,1,1,1,1,1,1,1,1,1,35545,1,1,1,1,1,1,1,1,1,35017,1,1,1,1,1,1,1,36305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,158.069@0.48333335,158.069,0.48333335,3,+,"(159.0763, 17278.29)(160.0789, 1422.85)"
415.2508@0.50750005,1,1,1,1,1,1,1,1,1,1,1,1,17412,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,415.2508@0.50750005,415.2508,0.50750005,2,+,"(416.2581, 5370.84)(417.2628, 1332.19)"
218.127@0.5173333,1,1,1,1,1,1,1,1,1,1,1,1,218787,1,1,1,1,1,1,1,1,1,1,167226,1,1,1,1,1,170384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,218.127@0.5173333,218.127,0.5173333,3,+,"(219.1343, 171352.62)(220.1374, 15159.35)(475.2168, 6805.87)(476.2292, 1964.34)(477.2139, 1201.3)"
263.1194@0.524,1,1,1,1,1,1,1,1,1,1,1,1,47457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,263.1194@0.524,263.1194,0.524,1,+,"(264.1266, 14099.93)(265.1267, 1509.17)"
145.9682@0.537,1,1,1,1,1,1,1,1,1,1,1,1,151908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,132427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,145.9682@0.537,145.9682,0.537,2,+,"(146.9762, 4114.83)(147.9712, 668.82)(292.9432, 23616.57)(293.9502, 1472.38)(294.9438, 2534.21)"
190.0845@0.55233335,1,1,1,1,1,1,1,19471,1,1,1,1,23063,24915,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,190.0845@0.55233335,190.0845,0.55233335,3,+,"(213.0727, 5270.08)(214.0742, 1085.61)(191.0901, 1741.19)(229.0498, 701.04)"
364.0847@0.55122215,51531,72338,1,56119,1,1,1,1,1,25825,1,1,16310,1,1,1,50492,1,1,1,1,1,1,1,48697,1,1,1,1,1,1,1,1,44504,1,1,1,1,1,1,1,1,1,1,72234,1,1,1,364.0847@0.55122215,364.0847,0.55122215,9,+,"(365.0922, 23789.01)(366.0946, 3374.92)(367.0957, 869.93)"
314.1819@0.4966,1,38330,1,1,1,1,1,1,1,1,1,1,214092,1,195967,1,1,1,1,1,1,1,1,1,30955,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,173730,1,314.1819@0.4966,314.1819,0.4966,5,+,"(315.1892, 46090.89)(316.1819, 45089.71)"
439.2046@0.55916667,19703,1,1,1,1,1,1,1,1,1,1,1,22948,1,1,1,1,1,1,1,1,1,24680,1,1,1,1,1,22849,1,1,1,1,1,1,1,21220,1,1,1,1,1,1,1,1,1,1,20053,439.2046@0.55916667,439.2046,0.55916667,6,+,"(440.2127, 6055.74)(441.2102, 1675.89)"
336.146@0.49983335,1,1,1,1,1,1,1,1,1,1,1,1,42287,56227,1,1,1,1,1,1,1,1,1,53016,27717,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24223,23055,1,1,336.146@0.49983335,336.146,0.49983335,6,+,"(695.2743, 433.66)(337.1533, 35311.43)(338.149, 23098.49)(339.1439, 5121.1)"
365.1319@0.5652,1,1,1,1,1,18172,1,16706,1,1,1,1,21357,1,1,17500,1,1,1,1,1,1,1,17171,1,1,1,1,12824,1,19542,1,1,1,1,1,1,18107,1,1,1,1,19744,1,1,1,18665,1,365.1319@0.5652,365.1319,0.5652,10,+,"(388.1248, 720.42)(366.1385, 6096.61)(367.1338, 0.0)"
119.0583@0.56079996,1,1,1,1,1,1,1,65120,1,1,1,1,16854,1,1,1,1,49629,1,1,1,1,1,1,1,1,1,1,1,1,67849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20669,119.0583@0.56079996,119.0583,0.56079996,5,+,"(120.0656, 45665.85)(121.069, 2433.31)(158.0272, 1269.68)(239.1317, 16475.52)"
446.1838@0.6097693,43226,1,41106,48826,38550,1,1,1,1,1,1,1,36183,1,1,1,36534,1,1,1,1,1,1,1,1,1,35001,40149,1,1,1,1,35299,1,1,33037,1,1,1,33685,37551,1,1,1,39279,1,1,1,446.1838@0.6097693,446.1838,0.6097693,13,+,"(447.1985, 2251.17)(448.2027, 3441.86)(449.1978, 1568.13)"
469.2174@0.622,1,1,1,1,1,1,1,1,1,1,18995,1,24666,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,469.2174@0.622,469.2174,0.622,2,+,"(470.2246, 6666.85)(471.2272, 2358.24)"
503.2482@0.66,1,1,1,1,1,1,1,1,1,1,1,1,13223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,503.2482@0.66,503.2482,0.66,1,+,"(504.2564, 5088.82)(542.2066, 991.95)"
448.1714@0.68,1,1,1,1,657086,1,1,1,1,1,1,1,672555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,448.1714@0.68,448.1714,0.68,2,+,"(449.1771, 219135.94)(450.1797, 34006.64)(451.1827, 6367.26)(452.1814, 1322.85)(487.1324, 2961.53)(488.1319, 546.58)(489.1352, 437.58)"
155.9624@0.683,1,1,1,1,1,1,1,1,1,1,1,1,8288,1,1,1,1,1,1,1,8410,1,1,12128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,155.9624@0.683,155.9624,0.683,3,+,"(156.9697, 966.68)(157.9583, 1.02)(158.947, 1114.39)"
243.1196@0.65000004,1,1,1,1,1,1,1,1,1,1,1,1,67065,1,1,1,1,83762,1,1,151237,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,243.1196@0.65000004,243.1196,0.65000004,3,+,"(244.117, 26048.0)(245.129, 5137.75)(246.1106, 1218.02)"
310.1042@0.68525004,1,1,1,1,79058,1,1,1,1,1,1,1,78129,1,1,1,1,1,1,1,1,1,82966,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,70320,310.1042@0.68525004,310.1042,0.68525004,4,+,"(643.1923, 405.46)(311.1115, 25275.89)(312.1143, 5532.64)(313.1197, 1319.27)"
313.1566@0.6975,1,1,1,1,1,1,1,16024,1,1,1,1,34557,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,313.1566@0.6975,313.1566,0.6975,2,+,"(314.1639, 7782.32)(315.1666, 3558.65)"
461.276@0.694,1,1,1,1,21649,1,1,1,1,1,1,1,19706,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,461.276@0.694,461.276,0.694,2,+,"(462.2877, 5393.81)(463.2866, 1165.84)(500.2392, 692.61)"
293.1478@0.7126667,1,1,1,1,1,92713,1,1,1,1,1,1,70778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,59543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,293.1478@0.7126667,293.1478,0.7126667,3,+,"(294.1551, 36330.81)(295.1597, 5267.54)(296.1589, 3448.13)"
398.2235@0.7166667,1,1,1,1,1,1,1,41381,1,1,1,1,47503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,398.2235@0.7166667,398.2235,0.7166667,3,+,"(421.2123, 8596.85)(399.2309, 2978.74)"
285.1382@0.72333336,1,1,1,1,1,1,1,1,1,1,1,1,23033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39190,1,1,27397,1,1,1,1,1,1,1,1,285.1382@0.72333336,285.1382,0.72333336,3,+,"(308.1256, 3185.48)(309.124, 936.13)(593.2652, 1039.13)(594.2706, 580.47)(286.1478, 6812.88)(609.2507, 398.51)"
280.142@0.728,1,1,1,1,1,1,1,1,1,1,1,1,70433,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38370,1,1,1,1,1,1,1,1,1,1,280.142@0.728,280.142,0.728,2,+,"(281.1487, 8652.28)(282.1555, 2946.31)(561.2956, 2058.45)(562.2987, 1211.75)"
358.2324@0.7395,1,1,1,1,28601,1,1,1,1,1,1,1,28642,1,1,1,1,1,1,1,35222,1,1,26117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,358.2324@0.7395,358.2324,0.7395,4,+,"(381.2218, 2593.89)(382.2217, 1024.1)(359.2397, 6689.56)(360.2406, 1560.09)"
132.0242@0.747,1,1,1,1,1,1,1,1,1,1,1,1,39156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,132.0242@0.747,132.0242,0.747,1,+,"(133.0314, 5268.18)(134.028, 860.46)"
150.0679@0.758,1,1,1,1,1,1,1,1,1,1,1,1,14693,1,1,1,1,1,1,1,15856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,150.0679@0.758,150.0679,0.758,2,+,"(151.0752, 5043.14)(152.072, 1172.63)"
576.2394@0.7616666,1,1,1,1,1,1,1,1,1,1,1,1,21517,1,1,20204,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19516,1,1,1,1,1,1,1,1,576.2394@0.7616666,576.2394,0.7616666,3,+,"(577.246, 5430.79)(578.2498, 1517.43)(579.2498, 642.44)"
247.1519@0.73954546,1,214235,1,1,1,1,1,1,1,1,1,1,1153625,1,1,1092886,1,1,1,522921,1,1,1,1,540680,369553,1,1,1,1,1,1074701,1,454001,512488,1,1101723,1,1,1,1,1,1,1,1,1,1034884,1,247.1519@0.73954546,247.1519,0.73954546,11,+,"(248.1591, 87623.46)(249.1535, 2858.57)(250.1459, 1993.82)"
227.1088@0.7848889,1,1,1,1,1,178534,1,1,1,1,1,1,231418,174378,1,1,1,1,1,1,1,1,1,1,1,1,1,181035,1,34098,1,165235,1,1,1,1,1,170658,1,188551,1,1,182099,1,1,1,1,1,227.1088@0.7848889,227.1088,0.7848889,9,+,"(228.1181, 12469.45)(266.0707, 715.93)(455.2245, 29314.98)(456.2276, 8769.58)(457.2365, 3132.4)"
331.1026@0.815,1,1,1,1,1,1,1,1,1,1,1,1,41242,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,331.1026@0.815,331.1026,0.815,1,+,"(332.1099, 6478.62)(333.1146, 1248.87)(334.1194, 935.97)"
396.2123@0.85850006,1,1,1,1,1,1034639,1,1,1,1,1,1,1133298,1,1112510,1,1,1,1,1,1,1,1,1,1,1,1,1,1171156,1,1,1,1,1,1,1,1,1,1,1,1,1,1021717,1,1,1,33043,1,396.2123@0.85850006,396.2123,0.85850006,6,+,"(397.2195, 232905.52)(398.2218, 36751.14)(399.2248, 5259.23)"
239.9805@0.8306667,1,1,1,1,1,1,1,1,1,1,1,1,27382,1,1,1,1,1,1,20449,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32938,1,1,1,1,1,239.9805@0.8306667,239.9805,0.8306667,3,+,"(240.9878, 5713.57)(241.9905, 628.01)(242.9866, 654.73)"
550.2236@0.8665,1,1,1,1,35552,1,1,1,1,1,1,1,28018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,550.2236@0.8665,550.2236,0.8665,2,+,"(573.2142, 1567.44)(574.2141, 583.94)(551.2309, 5574.68)(552.2338, 1312.24)"
437.1994@0.862,1,1,1,1,1,1,1,1,1,1,1,1,40522,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,437.1994@0.862,437.1994,0.862,1,+,"(438.2067, 4715.36)(439.2016, 1539.09)(440.1898, 6135.94)(441.2034, 1981.8)"
411.2166@0.935,1,1,1,1,43106,1,1,1,1,1,1,1,42789,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52875,1,53117,411.2166@0.935,411.2166,0.935,4,+,"(412.2241, 18896.11)(823.4413, 1114.25)"
493.2182@0.96,1,1,1,1,1,1,1,1,1,1,1,1,11698,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14088,493.2182@0.96,493.2182,0.96,2,+,"(516.209, 945.1)(494.225, 6100.2)"
115.0633@0.95,1,1,1,1,1,1,1,1,1,1,1,1,72958,1,1,1,1,1,1,1,1,1,1,1,113901,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,115.0633@0.95,115.0633,0.95,2,+,"(138.0542, 1575.67)(116.0705, 24893.86)(117.0736, 1734.44)(154.0283, 1663.48)"
258.1446@0.967,1,1,1,1,1,1,1,1,1,1,1,1,63355,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,258.1446@0.967,258.1446,0.967,1,+,"(259.1514, 10590.34)(260.1596, 3456.84)(297.1081, 11638.17)(298.1127, 2269.46)"
114.0312@0.9683333,1,1,1,1,16537,1,1,1,1,1,1,1,17013,1,17472,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,114.0312@0.9683333,114.0312,0.9683333,3,+,"(115.0385, 5548.62)(152.9944, 1558.85)"
380.2021@0.97650003,1,1,1,1,1,1,1,1,1,1,1,1,35093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,89836,380.2021@0.97650003,380.2021,0.97650003,2,+,"(381.2094, 9589.73)(382.2, 5736.06)(383.2031, 21271.54)(384.2011, 5407.01)"
443.2018@0.9728572,1,1,1,1,1,1,1,1,1,1,1,1,39594,35608,35309,1,1,1,1,1,1,1,1,1,1,1,1,1,35618,37068,1,1,1,1,1,1,37986,1,1,1,1,1,1,1,1,1,1,35343,443.2018@0.9728572,443.2018,0.9728572,7,+,"(444.2091, 12478.26)(445.2021, 5683.2)"
144.0421@0.9735,1,1,1,1,1,1,1,1,1,1,1,1,14841,1,1,16908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,144.0421@0.9735,144.0421,0.9735,2,+,"(145.0494, 5147.56)(146.0584, 1535.97)(289.0902, 608.6)"
227.1277@0.9778333,1,1,1,1,1,1,1,1,1,1,1,1,38372,33149,1,1,1,1,1,1,30923,1,1,1,1,1,1,1,1,1,1,1,1,26218,1,1,1,1,1,1,1,32728,1,1,1,1,1,38634,227.1277@0.9778333,227.1277,0.9778333,6,+,"(228.1351, 14445.44)(455.2587, 1683.48)"
