Sample,,,,,,,PROCARBAZINE HYDROCHLORIDE Results,,DIGITOXIN Results,,IS_SPARTEINE Results,,ACECAINIDE HYDROCHLORIDE Results,,OLANZAPINE Results,,HYOSCYAMINE Results,,IS_EMETINE Results,,LOFEXIDINE  HYDROCHLORIDE Results,,METOPROLOL TARTRATE Results,,TACRINE HYDROCHLORIDE Results,,IS_CAFFEINE Results,,RIVASTIGMINE TARTRATE Results,,IS_YOHIMBINE Results,,PITAVASTATIN CALCIUM  Results,,METICRANE Results,,CARBINOXAMINE MALEATE Results,,ROSIGLITAZONE MALEATE Results,,IS_SULFAMETHOXAZOLE Results,,CLIDINIUM BROMIDE Results,,KETOTIFEN FUMARATE Results,,DIACETAMATE Results,,BUSPIRONE HYDROCHLORIDE Results,,IS_EYTHROMYCINE Results,,METHOCARBAMOL Results,,DOXEPIN HYDROCHLORIDE Results,,IMATINIB Results,,PHENACETIN Results,,CYCLOPHOSPHAMIDE Results,,MYCOPHENOLATE MOFETIL Results,,BIPERIDEN Results,,TRIMEBUTINE MALEATE Results,,PERINDOPRIL ERBUMINE Results,,SILDENAFIL CITRATE Results,,PANTOPRAZOLE Results,,OXCARBAZEPINE Results,,NEFAZODONE HYDROCHLORIDE Results,,LINAGLIPTIN Results,,RESERPINE Results,,METHOXSALEN Results,,CLEMASTINE FUMARATE Results,,PRANOPROFEN Results,,GRISEOFULVIN Results,,SULINDAC Results,,DEXAMETHASONE Results,,IS_MIFEPRISTONE Results,,GLIPIZIDE Results,,LOSARTAN Results,,NAPROXEN(+) Results,,BETAMETHASONE ACETATE Results,,NITRENDIPINE Results,,VALSARTAN Results,,BUDESONIDE Results,,SULFINPYRAZONE Results,,NORETHINDRONE ACETATE Results,,IS_IPRIFLAVONE Results,,RITONAVIR Results,,NORGESTIMATE Results,,LOVASTATIN Results,,BENZBROMARONE Results,
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
!,!,MZ002H-Pool11-P002A1-S013-T12,MZ002H-Pool11-P002A1-S013-T12.d,Sample,,5/2/2016 10:59 PM,,,,,1.074,7868302,1.343,6207521,1.365,921716,1.667,14102447,1.757,9353130,1.947,4726226,1.969,31504728,1.992,13513735,2.003,2610471,2.025,474194,2.059,20342020,2.171,6043326,2.226,486417,2.294,7505808,2.249,3984387,2.226,10030022,2.349,3268315,2.383,7687723,2.372,0,2.428,20651672,2.584,145131,2.528,1892939,2.763,14042057,2.685,2283130,2.808,11024833,2.842,6315420,2.898,16192846,2.931,8787280,3.010,4899274,3.065,16423582,3.077,3874784,3.144,1593,3.189,8014389,3.256,4356,3.267,31343,3.390,3831412,3.401,9541941,3.580,2285833,3.658,6373841,3.837,14110666,3.837,103327,3.871,616328,3.904,8604331,3.972,2547856,4.016,14155107,4.083,1130637,4.151,4535,4.385,26230,4.430,5300868,4.486,2905587,4.453,2624551,4.721,25213,4.833,12704510,4.934,8419609,5.045,4770906,5.090,860859,5.303,38409
!,!,MZ002H-Pool11-P002A2-S014-T12,MZ002H-Pool11-P002A2-S014-T12.d,Sample,,5/3/2016 1:33 AM,,,,,1.064,5717911,1.344,4978059,1.344,623435,1.657,10953766,1.735,5364549,1.948,3626711,1.959,25710731,1.993,10757997,2.004,1635798,2.026,347429,2.060,13874665,2.172,3219264,2.216,245792,2.295,4693007,2.239,2400952,2.216,4810048,2.351,2398066,2.384,6069704,2.362,0,2.429,16139105,2.541,3511851,2.530,890917,2.765,11592029,2.675,1607338,2.809,7932679,2.843,5270363,2.899,15420651,2.932,7389788,3.011,3844362,3.067,14459153,3.078,2673425,3.223,982,3.190,7505020,3.324,23473,3.246,203606,3.391,3837461,3.402,10835029,3.570,2449014,3.660,6917016,3.838,15193598,3.838,108056,3.872,687403,3.906,8221924,3.973,2593012,4.017,13927763,4.085,1098078,3.973,3723,4.387,30790,4.431,5221185,4.487,2757270,4.454,2732137,4.711,148035,4.834,7176664,4.935,8735271,5.047,4146440,5.091,653409,5.304,21822
!,!,MZ002H-Pool11-P002A1-S016-T12,MZ002H-Pool11-P002A1-S016-T12.d,Sample,,5/3/2016 6:43 AM,,,,,1.085,8104972,1.354,6967229,1.376,1035862,1.667,14927295,1.813,8226927,1.947,5333777,1.969,33080719,1.992,14445596,2.003,2799791,2.025,534502,2.059,20487705,2.171,7112495,2.226,467898,2.335,6974259,2.249,4326435,2.226,10479383,2.350,3254276,2.383,7636801,2.372,0,2.428,21352349,2.540,82081,2.528,2189189,2.763,14459164,2.685,2231990,2.808,11054993,2.842,6576356,2.898,16826771,2.931,7320096,3.009,5384155,3.065,16709035,3.077,3930004,3.021,1723,3.188,8279865,3.323,29725,3.625,165217,3.390,3726914,3.401,11009587,3.580,2140380,3.658,6374799,3.837,13582426,3.837,99335,3.871,612405,3.904,7785646,3.971,2544316,4.016,14233364,4.083,1112196,3.971,6687,4.374,28057,4.430,5389560,4.486,2969855,4.452,2845658,4.710,63025,4.833,10414367,4.933,8517759,5.045,4942506,5.090,786732,5.303,29272
!,!,MZ002H-Pool11-P002C1-S021-T00,MZ002H-Pool11-P002C1-S021-T00.d,Sample,,5/3/2016 9:17 AM,,,,,1.077,3611991,1.346,2787167,1.334,370398,1.659,6323588,1.726,3438706,1.961,2119782,1.961,17259107,1.994,6593222,2.006,1215681,2.028,187326,2.050,9628021,2.173,1542044,2.218,198586,2.319,2334929,2.241,1139512,2.218,2823688,2.352,1113841,2.386,3345270,2.364,3522126,2.419,9250111,2.543,2915306,2.531,498061,2.777,5853953,2.666,760611,2.811,4592062,2.833,3308625,2.900,12692082,2.934,4222384,3.012,2611089,3.057,9668186,3.068,1604410,3.135,418987,3.191,4858184,3.326,6917,3.247,220036,3.393,1948419,3.393,9490535,3.583,1650822,3.650,6952187,3.840,10796525,3.840,78198,3.874,424037,3.896,5782320,3.974,1944671,4.019,9799642,4.086,694029,4.075,4192,4.377,509335,4.433,3877231,4.489,1837076,4.444,2145687,4.713,3941242,4.825,8599052,4.925,4885002,5.048,1448937,5.082,520598,5.306,15366
!,!,MZ002H-Pool11-P002C2-S022-T00,MZ002H-Pool11-P002C2-S022-T00.d,Sample,,5/3/2016 11:52 AM,,,,,1.077,3641458,1.346,3400203,1.335,374217,1.659,7443107,1.737,3085767,1.961,2426086,1.961,19672691,1.995,7270174,2.006,1294474,2.028,207217,2.062,8789010,2.174,2030103,2.218,204464,2.319,2871582,2.241,1239362,2.218,3223692,2.353,1437970,2.386,3733083,2.375,4264313,2.420,10436479,2.543,2446903,2.532,558463,2.792,6512249,2.666,828360,2.811,5339398,2.834,4022232,2.901,13334864,2.934,3691336,3.013,2701131,3.057,10160263,3.068,1685679,3.136,614770,3.191,5161185,3.315,7615,3.236,184234,3.393,2048968,3.393,10291266,3.583,1407021,3.650,7030028,3.840,10835784,3.840,71124,3.874,490162,3.896,4925654,3.975,1804046,4.019,9568928,4.086,723664,4.243,4585,4.377,512083,4.433,3685735,4.489,1731030,4.444,2134231,4.713,3501960,4.825,4391251,4.925,4421399,5.048,1218491,5.082,374185,5.317,10433
!,!,MZ002H-Pool11-P002C3-S023-T00,MZ002H-Pool11-P002C3-S023-T00.d,Sample,,5/3/2016 2:27 PM,,,,,1.064,4506189,1.344,3709185,1.332,434592,1.657,8012916,1.724,3663392,1.948,2742202,1.959,21471056,1.992,7995790,2.004,1365051,2.015,252233,2.059,9288674,2.171,1650563,2.216,191432,2.306,2919604,2.227,1244170,2.216,3044377,2.339,1513085,2.384,3894469,2.373,3834593,2.417,11139518,2.540,3581318,2.529,525017,2.753,7568135,2.664,900892,2.809,5302481,2.831,3874450,2.898,16041895,2.932,5504521,3.010,3133715,3.055,11821581,3.066,1933437,3.133,692973,3.189,5855313,,,3.234,267705,3.391,2483792,3.391,12350913,3.581,2059339,3.659,8523884,3.838,13786535,3.838,107167,3.872,474505,3.894,7363824,3.972,2700909,4.017,12767435,4.084,949791,4.062,2975,4.375,694768,4.431,5396997,4.487,2506819,4.453,3264025,4.711,5962195,4.822,12105878,4.923,7410978,4.990,2757507,5.091,785510,5.303,29648
!,!,MZ002H-Pool11-P002C1-S024-T00,MZ002H-Pool11-P002C1-S024-T00.d,Sample,,5/3/2016 5:01 PM,,,,,1.075,4685904,1.343,3885596,1.343,431333,1.656,8306476,1.735,3799561,1.947,2787996,1.958,21998401,1.992,8255851,2.003,1287457,2.014,257394,2.059,9834352,2.171,1798881,2.216,176745,2.294,3193705,2.238,1376988,2.216,3057547,2.339,1718608,2.384,4089528,2.372,4485259,2.417,11714001,2.540,3454599,2.529,622510,2.753,8501698,2.663,942121,2.809,5932385,2.831,4336600,2.898,16533569,2.932,5797162,3.010,3359138,3.055,13358204,3.066,2056081,3.133,344626,3.189,6652798,3.323,10371,3.245,216788,3.390,2472573,3.390,13113184,3.580,2215511,3.659,8864478,3.838,15240329,3.838,114106,3.871,548341,3.894,7714089,3.972,2838381,4.017,13392222,4.084,1088597,4.073,2801,4.375,768096,4.431,5694048,4.487,2713194,4.453,3452557,4.710,6233723,4.822,10539201,4.923,7293126,4.990,2223103,5.079,753525,5.303,20809
!,!,MZ002H-Pool11-P002C1-S021-T12,MZ002H-Pool11-P002C1-S021-T12.d,Sample,,5/3/2016 7:36 PM,,,,,1.077,4286149,1.346,3419735,1.335,345156,1.659,7737157,2.073,212711,1.950,2520757,1.961,20274608,1.995,7979818,2.006,1212421,2.028,257837,2.050,10115961,2.162,1181311,2.218,156553,2.297,2807744,2.229,1213034,2.218,2409740,2.341,1401013,2.386,3707200,2.364,970128,2.420,10607121,2.543,3654933,2.531,481788,2.755,7533231,2.666,844847,2.800,4947123,2.833,3398460,2.901,8802478,2.923,6061402,3.012,2052728,3.057,11819298,3.068,1768539,3.136,107623,3.180,5631343,3.326,13027,3.236,213565,3.393,2001571,3.393,11474459,3.572,1890519,3.650,9039758,3.840,13626263,3.840,101167,3.874,4276,3.896,6756427,3.974,2793376,4.019,12344178,4.075,997051,4.176,2493,4.377,12732,4.433,5843740,4.489,2601284,4.455,3231454,4.713,6148785,4.825,11371194,4.925,7276119,5.048,2546326,5.082,794002,5.306,26164
!,!,MZ002H-Pool11-P002C2-S022-T12,MZ002H-Pool11-P002C2-S022-T12.d,Sample,,5/3/2016 10:11 PM,,,,,1.066,4512764,1.335,4405915,1.335,563104,1.659,8560068,1.737,3333731,1.939,2711091,1.961,22238677,1.983,8738110,2.006,1245878,2.017,257718,2.051,9278542,2.162,1502861,2.218,185701,2.297,2682329,2.230,1322649,2.218,2830939,2.341,1517971,2.375,4013509,2.364,1001854,2.420,12054932,2.543,3316087,2.532,570387,2.755,8000696,2.666,872814,2.800,5562922,2.834,3695469,2.901,10809380,2.923,4287609,3.013,1894921,3.057,12767374,3.069,1941989,3.136,154923,3.180,6110159,3.315,23494,3.236,215348,3.382,1472119,3.393,11294372,3.594,1157493,3.650,7047926,3.840,13195226,3.840,99568,3.874,492987,3.896,5972099,3.975,2725358,4.019,12858013,4.086,1163102,4.232,2029,4.377,48064,4.433,5971768,4.489,2520582,4.456,3562579,4.713,5039219,4.825,6042137,4.925,6301590,4.993,1476841,5.082,391208,5.306,17758
!,!,MZ002H-Pool11-P002C3-S023-T12,MZ002H-Pool11-P002C3-S023-T12.d,Sample,,5/4/2016 12:46 AM,,,,,1.064,4615178,1.344,3387047,1.344,377169,1.657,7242392,1.747,3339859,1.948,2500389,1.959,19970012,1.993,7284709,2.004,1277703,2.015,214323,2.049,9648074,2.161,1316242,2.217,192364,2.328,2242110,2.228,1232844,2.217,2931500,2.340,1191886,2.384,3343021,2.362,203200,2.418,10308956,2.541,3459561,2.541,380534,2.753,6790224,2.664,766821,2.798,4570280,2.832,3302191,2.899,9948338,2.932,5585609,3.011,1981519,3.056,10836367,3.067,1611344,3.134,103214,3.190,5031226,3.324,19752,3.234,216636,3.391,1523733,3.391,9471717,3.581,1472292,3.648,7058195,3.839,12340972,3.839,90323,3.872,419919,3.894,6341529,3.973,2428315,4.018,12070555,4.085,979753,4.085,1629,4.364,0,4.431,5390432,4.487,2345620,4.454,2929961,4.711,5268886,4.823,9924148,4.924,5801157,5.047,1273193,5.080,581896,5.304,12602
