Sample,,,,,,,ATORVASTATIN CALCIUM Results,,NIZATIDINE Results,,IS_SPARTEINE Results,,GALANTAMINE Results,,FLUOXETINE Results,,PIDOTIMOD Results,,OLANZAPINE Results,,ROPINIROLE HYDROCHLORIDE Results,,TINIDAZOLE Results,,DESVENLAFAXINE SUCCINATE Results,,QUININE SULFATE Results,,IS_EMETINE Results,,IS_CAFFEINE Results,,DABIGATRAN ETEXILATE MESYLATE Results,,IS_YOHIMBINE Results,,TRIMETHOBENZAMIDE HYDROCHLORIDE Results,,BUPROPION Results,,ROSIGLITAZONE MALEATE Results,,PALIPERIDONE Results,,IS_SULFAMETHOXAZOLE Results,,TERAZOSIN HYDROCHLORIDE Results,,NOSCAPINE HYDROCHLORIDE Results,,BAMBUTEROL HYDROCHLORIDE Results,,ELETRIPTAN HYDROBROMIDE Results,,ANTAZOLINE PHOSPHATE Results,,PRAZOSIN HYDROCHLORIDE Results,,DOMPERIDONE Results,,IS_EYTHROMYCINE Results,,CITALOPRAM HYDROBROMIDE Results,,SPIPERONE Results,,CYCLOPHOSPHAMIDE Results,,DIPERODON HYDROCHLORIDE Results,,PERICIAZINE Results,,TRIHEXYPHENIDYL HYDROCHLORIDE Results,,PAROXETINE HYDROCHLORIDE Results,,METHSUXIMIDE Results,,OXCARBAZEPINE Results,,LETROZOLE Results,,BENZTHIAZIDE Results,,PHENYTOIN SODIUM Results,,PIMOZIDE Results,,METAXALONE Results,,BROMOCRIPTINE MESYLATE Results,,MEBENDAZOLE Results,,FLUPHENAZINE HYDROCHLORIDE Results,,DICYCLOMINE HYDROCHLORIDE Results,,RILUZOLE Results,,REBAMIPIDE Results,,GRISEOFULVIN Results,,DEXAMETHASONE Results,,IS_MIFEPRISTONE Results,,LOSARTAN Results,,IRBESARTAN Results,,BEZAFIBRATE Results,,SULFASALAZINE Results,,TRANILAST Results,,NITRENDIPINE Results,,RACECADOTRIL Results,,FINASTERIDE Results,,CYPROTERONE ACETATE Results,,BETAMETHASONE VALERATE Results,,PACLITAXEL Results,,IS_IPRIFLAVONE Results,,IDEBENONE Results,
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
!,!,MZ002H-Pool14-P002C1-S024-T12,MZ002H-Pool14-P002C1-S024-T12.d,Sample,,5/4/2016 4:44 AM,,,1.041,1954194,1.064,4126559,1.109,3358095,1.176,2821787,1.276,149915,1.321,464050,1.634,1146440,1.645,0,1.768,2931956,1.813,3016458,2.059,157723,1.992,1233680,1.992,2538351,2.037,8968674,2.138,7412474,2.149,1681575,2.216,1193986,2.238,1490561,2.205,2695388,2.328,2603976,2.350,7213743,2.350,7965695,2.462,4340855,2.451,3493546,2.518,6836568,2.507,496702,2.529,3303290,2.619,13302841,2.663,5884787,2.820,3386882,2.887,11719051,2.909,286697,3.021,11165148,3.033,3899225,3.100,117328,3.167,5073551,3.189,178759,3.279,978215,3.379,407602,3.424,2776827,3.502,3911025,3.547,153063,3.603,3306717,3.603,1845357,3.603,5249658,3.625,1564999,3.648,1067567,3.816,13507866,3.849,441884,3.883,7042738,4.006,13638708,4.084,24868378,4.229,12060015,4.229,0,4.375,175050,4.375,0,4.420,7001744,4.453,14196713,4.621,9665833,4.722,1631937,4.610,120245,4.811,11546293,4.889,8145024
!,!,MZ002H-Pool14-P003A1-S025-T00,MZ002H-Pool14-P003A1-S025-T00.d,Sample,,5/4/2016 7:19 AM,,,1.053,1631149,1.076,3455300,1.109,3355214,1.165,3232334,1.277,143620,1.333,455401,1.635,1051964,1.668,768637,1.769,2761449,1.825,3149304,1.747,2953416,1.993,1267255,1.993,2251074,2.038,9551565,2.149,7760929,2.149,1949726,2.217,1412110,2.239,2786765,2.205,3107520,2.328,2749505,2.351,7958868,2.351,7186145,2.463,4250863,2.463,3075484,2.519,7368891,2.519,594565,2.530,2642425,2.619,12756949,2.664,6117667,2.809,3621463,2.888,11680374,2.910,283172,3.022,10102513,3.033,4414491,3.100,99656,3.167,4746728,3.179,170336,3.279,1001085,3.380,398582,3.425,4644236,3.503,3137722,3.548,220859,3.604,2575027,3.615,1629393,3.604,5502621,3.626,1282159,3.648,657434,3.816,10783968,3.850,429034,3.883,5171039,4.006,11230291,4.085,20923508,4.230,9014274,4.241,3189161,4.387,100421,4.353,645924,4.420,2916911,4.454,11386436,4.622,7682032,4.722,1403200,4.610,95212,4.801,7291671,4.890,6343776
!,!,MZ002H-Pool14-P003A2-S026-T00,MZ002H-Pool14-P003A2-S026-T00.d,Sample,,5/4/2016 9:54 AM,,,1.054,2084346,1.076,3894317,1.110,3792428,1.166,4056483,1.278,159340,1.345,509632,1.636,1260565,1.669,780081,1.770,3358463,1.826,3773760,1.781,3425433,1.994,1492425,1.994,1529996,2.038,11032496,2.150,9355161,2.161,1984551,2.217,1706912,2.240,3728231,2.206,3944788,2.329,3385565,2.352,9192688,2.363,8511097,2.463,4932927,2.463,3830273,2.519,8243845,2.519,657144,2.531,2138698,2.631,14591421,2.665,7063208,2.821,4579273,2.889,13342530,2.911,324613,3.023,11077820,3.034,5107590,3.101,121614,3.168,5297288,3.191,179587,3.280,1195754,3.381,422855,3.425,5167245,3.504,4139059,3.549,293102,3.604,3208208,3.616,2230682,3.604,6138157,3.627,1549429,3.649,856599,3.817,11798698,3.851,527439,3.884,5569379,4.007,12534348,4.085,22485916,4.231,10360214,4.242,3653526,4.376,111942,4.354,702149,4.421,173716,4.455,12356049,4.622,8192651,4.723,1558465,4.611,104073,4.801,8779456,4.891,7463111
!,!,MZ002H-Pool14-P003A1-S028-T00,MZ002H-Pool14-P003A1-S028-T00.d,Sample,,5/4/2016 3:03 PM,,,1.053,2630271,1.064,4449475,1.109,3387732,1.165,2974468,1.277,152497,1.333,551065,1.635,1208929,1.668,863366,1.769,2988762,1.814,3609328,1.736,3882344,1.993,1450132,1.993,2436419,2.038,9767059,2.149,8665188,2.149,2383188,2.217,1409851,2.239,2925823,2.205,2905281,2.328,2991633,2.351,9338830,2.351,8729297,2.463,5134097,2.452,4132031,2.519,8362496,2.519,605755,2.530,3154683,2.619,14547614,2.664,7582344,2.821,4396558,2.888,14421820,2.910,365953,3.022,12264821,3.033,4979712,3.100,123845,3.167,5396220,3.190,169157,3.279,1089265,3.380,404686,3.425,6144859,3.503,4002418,3.548,323679,3.604,3576524,3.604,2996248,3.593,7680433,3.626,1563273,3.648,1086813,3.816,14236056,3.850,405552,3.883,7128480,4.006,14109573,4.085,25244446,4.230,11239063,4.241,4107269,4.376,162608,4.353,845695,4.420,9833703,4.454,15402358,4.622,10812434,4.722,1989899,4.610,120918,4.812,12390759,4.890,9053808
!,!,MZ002H-Pool14-P003A1-S025-T12,MZ002H-Pool14-P003A1-S025-T12.d,Sample,,5/4/2016 5:38 PM,,,1.043,1721760,1.065,4159391,1.110,3658645,1.166,3032849,1.267,151722,1.345,490351,1.625,1357373,1.647,0,1.770,3301952,1.826,3773304,1.781,3171704,1.983,1366927,1.994,2339227,2.039,11500669,2.139,9909550,2.151,2392397,2.218,1829789,2.240,3487784,2.206,3313508,2.330,3649037,2.352,8822081,2.352,9916808,2.464,5343111,2.453,4251190,2.520,9779059,2.509,764069,2.520,4071336,2.620,15057901,2.665,7288643,2.811,3740622,2.878,15117693,2.911,342101,3.023,12878334,3.034,5598237,3.090,130308,3.168,5363665,3.180,200101,3.280,1115027,3.381,513881,3.426,5846336,3.504,2721458,3.549,133095,3.605,2878404,3.616,1920396,3.594,5944230,3.627,1617001,3.649,802124,3.817,12308730,3.851,456459,3.884,6910044,4.007,15410301,4.086,25774090,4.231,13283680,4.242,2194207,4.377,136046,4.354,33805,4.421,8677,4.455,14788569,4.623,9985213,4.723,1911142,4.612,129630,4.802,10097106,4.891,8617979
!,!,MZ002H-Pool14-P003A2-S026-T12,MZ002H-Pool14-P003A2-S026-T12.d,Sample,,5/4/2016 8:12 PM,,,1.053,2280183,1.075,4849873,1.109,4788610,1.176,4680865,1.276,174238,1.366,877949,1.634,1870149,1.646,0,1.769,4991837,1.847,5337784,1.847,3844024,1.992,2187959,1.992,33949,2.037,17876292,2.149,15675087,2.160,2858816,2.227,3396790,2.238,9265428,2.205,7154786,2.328,6099374,2.350,11946331,2.350,12979605,2.462,7307766,2.462,5764760,2.518,12629315,2.518,1066800,2.529,3120387,2.619,18857303,2.664,10115859,2.809,5715299,2.887,18774947,2.910,320886,3.021,14973588,3.033,7945208,3.089,180870,3.167,7258208,3.189,299705,3.268,1676581,3.379,619004,3.424,9754510,3.503,4629596,3.547,247751,3.603,4299765,3.637,3290137,3.603,6798108,3.626,1958805,3.648,976664,3.816,14156166,3.849,735385,3.883,8380089,4.006,15915595,4.084,26216441,4.230,13547133,4.241,3999746,4.375,132304,4.353,12815,4.431,0,4.453,14755147,4.621,9723236,4.722,1733628,4.610,114128,4.800,9816326,4.890,8370914
!,!,MZ002H-Pool14-P003A1-S028-T12,MZ002H-Pool14-P003A1-S028-T12.d,Sample,,5/5/2016 1:22 AM,,,1.043,2575184,1.066,3622799,1.111,3546463,1.167,2770175,1.267,146095,1.334,464232,1.625,1239499,1.648,0,1.771,2975682,1.815,3037261,1.748,2629664,1.983,985810,1.994,2554614,2.039,7812803,2.140,7746325,2.151,1840305,2.218,1347382,2.240,2542885,2.207,2118778,2.319,2807400,2.341,7482828,2.352,8386442,2.464,4485063,2.453,3662026,2.520,7279380,2.520,545649,2.520,3588606,2.621,13848434,2.654,6789018,2.811,3194500,2.878,13178388,2.900,322796,3.012,12536164,3.023,5214831,3.091,125587,3.169,5186327,3.180,193891,3.281,938388,3.381,482874,3.426,6389985,3.504,3523208,3.549,184329,3.605,3911845,3.616,622055,3.594,6608568,3.616,1906379,3.650,1136709,3.818,14266862,3.851,454281,3.885,6633388,4.008,15749554,4.086,26934438,4.232,14151482,4.243,200647,4.377,181020,4.355,8461,4.422,7086042,4.455,15395928,4.612,11079057,4.724,1781907,4.612,120571,4.802,10641274,4.892,10365674
!,!,MZ002H-Pool14-P003B1-S029-T00,MZ002H-Pool14-P003B1-S029-T00.d,Sample,,5/8/2016 2:03 PM,,,1.031,1911062,1.042,3912473,1.098,3475880,1.165,3419492,1.266,134945,1.321,489873,1.612,1161238,1.668,986498,1.747,2875913,1.802,2861359,1.769,2779845,1.981,1264467,1.981,2362009,2.026,9234610,2.127,7737205,2.127,2176091,2.205,1364438,2.216,2660862,2.194,2672403,2.317,2678601,2.328,8748011,2.339,8093093,2.440,3901107,2.429,3477203,2.507,7252121,2.496,483557,2.507,3056886,2.597,13739218,2.641,6450606,2.809,3934907,2.865,12267604,2.888,309747,2.988,12111009,3.011,4528197,3.089,125716,3.156,5305687,3.178,187248,3.268,1105430,3.380,384623,3.402,1716567,3.492,4124493,3.536,225183,3.592,3993972,3.592,1304844,3.570,7258117,3.615,1959166,3.648,1128643,3.816,13199697,3.838,450271,3.872,6491893,3.995,14369533,4.084,23264626,4.219,11936512,4.263,4112118,4.375,151645,4.353,708121,4.409,8423511,4.442,13767447,4.610,9212015,4.711,1718357,4.599,94842,4.800,10251822,4.879,8694526
!,!,MZ002H-Pool14-P003B2-S030-T00,MZ002H-Pool14-P003B2-S030-T00.d,Sample,,5/8/2016 4:38 PM,,,1.044,1821488,1.055,3748507,1.099,3539515,1.167,4077602,1.267,143086,1.323,490787,1.614,1241125,1.670,677095,1.748,2928491,1.815,3009142,1.759,2425752,1.983,1230847,1.983,2397090,2.028,9236619,2.129,7790885,2.129,2037301,2.207,1317737,2.229,2643285,2.196,2766606,2.319,2487830,2.330,8222055,2.341,7701580,2.442,4225317,2.431,3442611,2.509,7114368,2.509,493903,2.509,2968138,2.598,13946705,2.643,6154563,2.800,3875888,2.867,11831158,2.889,298013,3.001,11705430,3.012,4418172,3.091,120587,3.158,5364136,3.180,182248,3.270,1033170,3.370,459354,3.415,1132300,3.493,4187931,3.538,213230,3.594,4080667,3.594,1129751,3.572,6648054,3.616,1985868,3.650,1207112,3.818,13178318,3.840,435612,3.874,5874639,3.997,14338387,4.086,23366857,4.220,12058050,4.254,4121976,4.377,158579,4.344,599606,4.411,8133983,4.444,13881620,4.612,9347020,4.713,1704898,4.601,105355,4.791,10107986,4.880,8278553
!,!,MZ002H-Pool14-P003B3-S031-T00,MZ002H-Pool14-P003B3-S031-T00.d,Sample,,5/8/2016 7:13 PM,,,1.042,2024668,1.053,3993440,1.098,3812959,1.165,3792802,1.266,158871,1.322,549885,1.624,1321554,1.669,1084794,1.758,3211033,1.814,3302717,1.769,2601927,1.982,1289014,1.982,2312558,2.027,9008486,2.127,7821157,2.127,2162592,2.206,1418853,2.228,2908289,2.194,2690826,2.317,2607136,2.340,8917491,2.340,8257677,2.452,4398762,2.429,3818345,2.519,7536990,2.508,510872,2.519,3043232,2.608,14595634,2.653,6673661,2.798,4233239,2.866,12430296,2.888,320042,3.000,12403399,3.011,4496095,3.089,135403,3.156,5876029,3.179,201285,3.268,1031578,3.369,502535,3.414,1085222,3.492,4401634,3.537,205967,3.593,4175812,3.593,1067677,3.582,7219738,3.615,2125141,3.649,1253148,3.816,14118937,3.839,458804,3.872,5672195,3.995,14859311,4.085,24096615,4.219,12530148,4.253,4249615,4.376,159629,4.353,719788,4.409,8747227,4.443,14834249,4.611,9624688,4.711,1715480,4.599,102185,4.801,9703313,4.879,8660124
!,!,MZ002H-Pool14-P003B4-S032-T00,MZ002H-Pool14-P003B4-S032-T00.d,Sample,,5/8/2016 9:47 PM,,,1.053,1487390,1.064,3584984,1.109,3241249,1.165,3367189,1.277,135829,1.333,507724,1.623,1089442,1.668,929842,1.758,2727588,1.825,2760855,1.780,2379447,1.981,1316690,1.981,2267069,2.026,9245071,2.138,7407376,2.138,2067671,2.205,1199194,2.228,2556081,2.194,2662467,2.317,2458340,2.339,7935656,2.339,7494373,2.451,4075368,2.440,3387703,2.518,6890040,2.507,434766,2.518,2753297,2.608,12904289,2.653,5770405,2.809,3844145,2.865,10998222,2.887,278738,2.999,11223823,3.011,3811422,3.089,111372,3.156,4959452,3.178,172174,3.268,949240,3.368,434691,3.413,986815,3.492,3935304,3.536,196509,3.592,3580808,3.603,880391,3.581,6326110,3.615,1779658,3.648,964587,3.816,12438137,3.838,376285,3.883,5730145,3.995,12993027,4.084,22140750,4.219,11140976,4.241,3515311,4.375,128257,4.353,605902,4.409,7947029,4.442,13021330,4.610,8138127,4.711,1548700,4.599,96806,4.800,9885262,4.879,7793046
!,!,MZ002H-Pool14-P003B1-S029-T12,MZ002H-Pool14-P003B1-S029-T12.d,Sample,,5/9/2016 12:22 AM,,,1.043,1636266,1.054,3731928,1.098,3274264,1.166,2405186,1.266,133829,1.333,436630,1.624,1117762,1.658,0,1.758,2618552,1.826,2831654,1.781,2461836,1.982,1259145,1.982,2030352,2.027,8833247,2.139,6899755,2.139,1750831,2.206,1240228,2.228,2352309,2.195,2766464,2.318,2300849,2.340,7222141,2.340,7197231,2.452,3833126,2.441,3165120,2.519,6236372,2.508,431636,2.519,2564642,2.609,12391810,2.653,5591250,2.799,3384346,2.866,10621794,2.888,252179,3.000,10361510,3.011,3965469,3.090,102430,3.157,4881330,3.179,161771,3.269,930359,3.369,345790,3.414,1411457,3.492,3777085,3.537,127981,3.593,3409019,3.604,112757,3.582,5970795,3.615,1701842,3.638,983596,3.806,12168722,3.839,402215,3.873,5981042,3.996,12770501,4.085,21023177,4.220,11039583,4.242,198804,4.376,132837,4.343,16371,4.410,5416135,4.443,12552915,4.611,8250467,4.712,1409918,4.600,87656,4.801,8312124,4.879,6935190
!,!,MZ002H-Pool14-P003B2-S030-T12,MZ002H-Pool14-P003B2-S030-T12.d,Sample,,5/9/2016 2:57 AM,,,1.044,1652157,1.056,3875889,1.100,3629859,1.156,2661307,1.268,147346,1.324,475913,1.626,1230268,1.660,0,1.749,2953774,1.816,3031652,1.760,2400619,1.984,1288306,1.984,2132020,2.029,8784945,2.141,7497108,2.141,1865328,2.208,1217592,2.230,1525555,2.197,2670047,2.320,2521430,2.342,7303240,2.342,7838944,2.443,4192980,2.431,3501925,2.521,7011614,2.510,470161,2.521,2829926,2.610,13536109,2.655,6079766,2.801,3405817,2.868,11348557,2.890,287289,3.002,11532520,3.013,4226248,3.091,115351,3.159,5340276,3.181,185167,3.270,918246,3.371,422258,3.416,1125725,3.494,4044010,3.539,128229,3.595,3783354,3.595,1086382,3.584,6071936,3.617,1788388,3.640,1134100,3.807,13311919,3.841,424855,3.874,6182282,3.998,14079189,4.076,23012231,4.221,12236768,,,4.378,136564,,,4.411,2228968,4.445,14188269,4.613,9271912,4.713,1410759,4.602,99109,4.792,8827973,4.881,3960462
!,!,MZ002H-Pool14-P003B3-S031-T12,MZ002H-Pool14-P003B3-S031-T12.d,Sample,,5/9/2016 5:31 AM,,,1.044,2090035,1.055,3627394,1.099,3454561,1.167,2541964,1.267,155755,1.323,459354,1.625,1232978,1.670,866526,1.759,2903094,1.815,3068452,1.759,2505899,1.983,1221622,1.983,2334130,2.028,9029661,2.140,7095754,2.140,1803187,2.207,1265651,2.229,2374442,2.196,2546086,2.319,2541941,2.341,7576433,2.341,7875092,2.453,4376888,2.442,3479778,2.520,7120176,2.509,480592,2.520,2682475,2.610,13614737,2.654,6346918,2.800,3725548,2.867,11305111,2.889,277543,3.001,11559796,3.012,4062960,3.079,106678,3.158,5327472,3.180,189568,3.270,890949,3.370,442106,3.415,875347,3.493,4027887,3.538,117638,3.594,3748226,3.594,903443,3.583,5880057,3.616,1789303,3.650,1149891,3.818,13620225,3.840,415606,3.874,5709136,3.997,14064579,4.086,22993117,4.220,12276118,4.243,1468343,4.377,147537,4.343,662509,4.411,7249647,4.444,14607208,4.612,9019984,4.713,1486605,4.601,98467,4.791,7582873,4.880,7496965
!,!,MZ002H-Pool14-P003B4-S032-T12,MZ002H-Pool14-P003B4-S032-T12.d,Sample,,5/9/2016 8:06 AM,,,1.043,2026916,1.065,3623034,1.099,3429861,1.166,2670084,1.266,182479,1.322,582156,1.624,1189887,1.669,797952,1.759,2874912,1.826,2956539,1.770,2574035,1.982,1254758,1.982,2344291,2.027,9485281,2.139,7572977,2.139,1836226,2.206,1278694,2.228,2025119,2.195,2534320,2.318,2567717,2.340,7079386,2.340,7622733,2.452,3751159,2.441,3394320,2.519,6954087,2.508,456425,2.519,2701744,2.609,12723448,2.654,6047147,2.799,3560251,2.866,11482689,2.900,276637,3.000,11384857,3.011,3960009,3.090,102633,3.157,4563698,3.179,174532,3.269,954148,3.369,403227,3.414,1298368,3.492,3690624,3.537,132332,3.593,3560179,3.593,1100750,3.582,5732625,3.616,1687238,3.638,1020513,3.817,12468925,3.839,374551,3.873,5997948,3.996,13280708,4.085,23060205,4.220,11586371,4.242,3194220,4.376,137134,4.343,701317,4.410,7664261,4.443,13559461,4.611,8908646,4.712,1532051,4.600,103905,4.790,9405231,4.880,8507089
!,!,MZ002H-Pool14-P003C1-S033-T00,MZ002H-Pool14-P003C1-S033-T00.d,Sample,,5/9/2016 10:41 AM,,,1.054,1920433,1.077,3935378,1.110,3663199,1.177,3598146,1.278,142138,1.334,483133,1.625,1195498,1.669,744188,1.759,2924386,1.826,3209628,1.770,2932453,1.983,1204090,1.983,2349723,2.027,9291350,2.139,7528754,2.139,1925782,2.206,1232196,2.229,2796071,2.195,2618248,2.318,2516159,2.341,8355446,2.341,7667815,2.453,4250452,2.441,3359825,2.520,6821200,2.508,493676,2.520,2997776,2.609,13382547,2.654,6053992,2.799,3827425,2.866,11229107,2.889,273211,3.001,11412649,3.012,3922824,3.079,108584,3.157,5485427,3.180,179482,3.269,970728,3.370,426389,3.415,1526725,3.493,3997820,3.538,199675,3.593,3452074,3.605,1283740,3.582,6218129,3.616,1538749,3.638,1013336,3.817,12880212,3.840,413916,3.873,5237668,3.996,13055420,4.086,22107684,4.220,10529989,4.242,3689690,4.377,148519,4.343,535161,4.410,7716656,4.444,13287077,4.611,8402666,4.712,1413442,4.600,96034,4.790,7031876,4.880,6523719
!,!,MZ002H-Pool14-P003C2-S034-T00,MZ002H-Pool14-P003C2-S034-T00.d,Sample,,5/9/2016 1:16 PM,,,1.043,1809550,1.054,3993446,1.099,3391502,1.166,3781770,1.267,148292,1.323,514561,1.625,1264375,1.670,980521,1.759,3014584,1.815,3203685,1.770,2802430,1.983,1221366,1.983,2414727,2.028,9187728,2.139,7335702,2.139,1893800,2.207,1303709,2.229,2702804,2.195,2635892,2.318,2540173,2.341,8296070,2.341,7821291,2.453,4245570,2.441,3460174,2.520,6794670,2.509,461462,2.520,3143506,2.609,13707915,2.654,5862922,2.799,3803430,2.867,11376552,2.889,276371,3.001,11854740,3.012,3896321,3.079,103781,3.157,5260729,3.180,173979,3.269,868360,3.370,395267,3.415,1607829,3.493,3282229,3.538,149424,3.594,3028943,3.605,1058969,3.582,5415948,3.616,1565930,3.638,1079442,3.817,12601659,3.840,352115,3.873,5231234,3.996,14205616,4.086,23649868,4.220,11951878,4.242,4091662,4.377,155054,4.343,696032,4.410,8248796,4.444,14706140,4.612,9044869,4.712,1610121,4.600,98305,4.791,8515863,4.880,7581507
!,!,MZ002H-Pool14-P003C3-S035-T00,MZ002H-Pool14-P003C3-S035-T00.d,Sample,,5/9/2016 3:50 PM,,,1.042,1889210,1.064,3924080,1.098,3797844,1.165,3500835,1.265,142817,1.332,503324,1.623,1223920,1.668,992347,1.757,3097938,1.825,3168920,1.769,2569864,1.981,1201811,1.981,2175007,2.026,9027500,2.138,7371071,2.138,1949658,2.205,1361142,2.227,2713039,2.194,2654499,2.317,2565607,2.339,8194311,2.339,7465555,2.451,3979249,2.440,3289574,2.518,6760555,2.507,493992,2.518,2548078,2.608,13404989,2.652,5948590,2.798,4088169,2.865,11266110,2.898,275353,3.010,11171884,3.022,4154178,3.077,118869,3.156,5663392,3.178,181685,3.268,1000468,3.368,437875,3.413,1943904,3.491,4202958,3.536,216345,3.592,3427530,3.603,1494807,3.581,6231542,3.614,1538938,3.648,983636,3.816,13261875,3.838,420473,3.883,5371451,3.995,12815932,4.084,21624324,4.218,10698730,4.241,3766242,4.375,138566,4.342,625776,4.409,7825081,4.442,13508907,4.610,8495280,4.711,1388480,4.599,88986,4.800,7579105,4.878,6595748
!,!,MZ002H-Pool14-P003C4-S036-T00,MZ002H-Pool14-P003C4-S036-T00.d,Sample,,5/9/2016 6:25 PM,,,1.040,1821710,1.062,3936756,1.107,3558538,1.163,3487894,1.263,138148,1.331,504976,1.621,1135626,1.666,779132,1.756,2810984,1.823,3044659,1.767,2719310,1.979,1225419,1.979,2280867,2.024,9437386,2.136,7601629,2.136,2060054,2.203,1301787,2.237,2518060,2.192,2554795,2.315,2473762,2.337,7397612,2.337,6813614,2.449,3799957,2.438,3097108,2.516,6745879,2.505,464007,2.516,2690710,2.606,12723420,2.651,5831717,2.796,3593516,2.863,11076349,2.897,259888,3.009,11047385,3.020,3943966,3.087,105158,3.154,5299007,3.176,174233,3.266,929436,3.378,398433,3.411,1910283,3.490,3572658,3.545,198776,3.601,3344393,3.601,1519576,3.579,6460586,3.613,1484289,3.646,901731,3.814,12548904,3.836,369345,3.881,5873786,3.993,12855837,4.082,22033420,4.217,10799878,4.239,3595349,4.373,130795,4.351,599242,4.407,7866392,4.440,13357511,4.608,8512035,4.709,1336138,4.597,93582,4.798,9109786,4.877,7111215
!,!,MZ002H-Pool14-P003C1-S033-T12,MZ002H-Pool14-P003C1-S033-T12.d,Sample,,5/9/2016 9:00 PM,,,1.043,1663310,1.054,3804949,1.099,3318950,1.155,2594856,1.267,136400,1.334,442665,1.625,1095127,1.647,0,1.759,2722353,1.826,2707964,1.770,2447187,1.983,1139850,1.983,1976671,2.028,8746649,2.139,7045931,2.139,1752062,2.207,1238104,2.229,2295583,2.195,2508523,2.318,2576915,2.341,7511511,2.341,7635793,2.453,3840271,2.430,3203856,2.520,6590301,2.509,491730,2.520,2963416,2.609,12909485,2.654,5820874,2.799,3283066,2.867,10940534,2.889,276540,3.001,11414405,3.012,4237098,3.079,105590,3.157,5099407,3.180,176364,3.269,839084,3.370,356135,3.415,1654275,3.493,3796067,3.538,128194,3.594,3579732,3.605,1064001,3.582,5973661,3.616,1587352,3.638,1073236,3.806,13043737,3.840,397338,3.873,5675060,3.996,13464340,4.086,22355963,4.220,11634335,4.242,167160,4.377,147585,4.343,8138,4.410,6923594,4.444,13924312,4.612,8845552,4.712,1301795,4.600,98677,4.791,7520846,4.880,7024195
!,!,MZ002H-Pool14-P003C2-S034-T12,MZ002H-Pool14-P003C2-S034-T12.d,Sample,,5/9/2016 11:35 PM,,,1.043,2104695,1.065,3659956,1.110,3715034,1.166,2994032,1.267,158042,1.334,442219,1.625,1207397,1.670,928047,1.759,2868960,1.826,2823991,1.770,2160333,1.983,1147377,1.994,2375231,2.027,9727450,2.139,6781499,2.139,1584700,2.206,1164208,2.229,1823089,2.195,2289966,2.318,2394261,2.341,6886364,2.341,7323799,2.453,3742459,2.430,3024844,2.520,6259494,2.508,374816,2.520,2880863,2.609,11791164,2.654,4837408,2.799,2911409,2.866,9386293,2.889,235646,3.001,10279982,3.012,3219688,3.079,91569,3.157,3850008,3.180,170422,3.269,745148,3.370,376106,3.415,768131,3.493,2317517,3.538,75151,3.594,2573268,3.605,584973,3.582,3859137,3.616,1397582,3.638,1016575,3.806,10170557,3.840,319193,3.884,4928963,3.996,13868157,4.086,23011132,4.220,12420077,4.242,2573152,4.377,153660,4.343,640758,4.410,7069064,4.444,13544649,4.611,8122930,4.712,1292269,4.600,79240,4.790,7328142,4.880,6509088
!,!,MZ002H-Pool14-P003C3-S035-T12,MZ002H-Pool14-P003C3-S035-T12.d,Sample,,5/10/2016 2:09 AM,,,1.055,1904013,1.078,3373635,1.111,3190560,1.167,2327328,1.268,135325,1.335,452881,1.626,1127274,1.670,943275,1.760,2715706,1.827,2923550,1.782,2189925,1.984,1158196,1.984,2052277,2.028,8633997,2.140,7085778,2.140,1735124,2.207,1253346,2.230,2468273,2.196,2467968,2.319,2440445,2.342,7415338,2.342,7181797,2.453,4004247,2.442,3239642,2.521,6563888,2.509,443225,2.509,2446723,2.610,12375830,2.655,5365108,2.800,3385395,2.867,10548830,2.890,236387,3.002,10742085,3.013,4217435,3.080,103283,3.158,4783942,3.181,184544,3.270,855313,3.371,412015,3.415,1356991,3.483,3370186,3.538,124532,3.594,3069070,3.606,1299638,3.583,5554205,3.606,1648318,3.639,985690,3.807,11216869,3.841,392925,3.874,5179589,3.997,12841797,4.075,21140979,4.221,11137543,4.243,3199379,4.366,131866,4.344,571077,4.411,5996903,4.445,12103076,4.612,7620094,4.713,1154786,4.601,77113,4.791,6969858,4.881,6377062
