Sample,,,,,,,IS_SPARTEINE Results,,NALOXONE HYDROCHLORIDE Results,,FENSPIRIDE HYDROCHLORIDE Results,,PIDOTIMOD Results,,TINIDAZOLE Results,,ROXATIDINE ACETATE HYDROCHLORIDE Results,,IS_EMETINE Results,,FAMCICLOVIR Results,,IS_CAFFEINE Results,,IS_YOHIMBINE Results,,IS_SULFAMETHOXAZOLE Results,,DIACETAMATE Results,,IS_EYTHROMYCINE Results,,VILAZODONE HYDROCHLORIDE Results,,PHENAZOPYRIDINE HYDROCHLORIDE Results,,DILTIAZEM HYDROCHLORIDE Results,,PERICIAZINE Results,,PANTOPRAZOLE Results,,FLUOXETINE Results,,ENTACAPONE Results,,METAXALONE Results,,MEBENDAZOLE Results,,RILUZOLE Results,,CETIRIZINE HYDROCHLORIDE Results,,QUINAPRIL HYDROCHLORIDE Results,,FAMPROFAZONE Results,,BISACODYL Results,,TELMISARTAN Results,,GRISEOFULVIN Results,,IS_MIFEPRISTONE Results,,BICALUTAMIDE Results,,IRBESARTAN Results,,DEFLAZACORT Results,,ARTEMISININ Results,,SULFASALAZINE Results,,NITRENDIPINE Results,,DIFLORASONE DIACETATE Results,,RACECADOTRIL Results,,LEVONORGESTREL Results,,ETODOLAC Results,,PACLITAXEL Results,,CYPROTERONE ACETATE Results,,NORETHINDRONE ACETATE Results,,DANAZOL Results,,IS_IPRIFLAVONE Results,
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
,!,MZ009F-4Pool-P6-C08-T12,MZ009F-4Pool-P6-C08-T12.d,Sample,,2/23/2018 12:56 AM,1.042,1329733,1.177,2014732,1.177,2371629,1.277,85790,1.646,758994,1.781,1241886,1.591,2375829,1.948,2795661,1.971,390146,1.948,2773792,2.183,870027,2.318,186056,2.441,953938,2.553,1468322,2.530,1423048,2.776,6850883,2.799,4163364,3.045,2119942,3.090,1293392,3.459,157157,3.425,1262641,3.526,2254421,3.548,1230860,3.548,3018580,3.526,4319728,3.604,5356590,3.627,26505,3.694,5505433,3.750,5134706,3.772,2455042,3.895,232590,4.007,9998344,4.085,5569171,4.611,351,4.298,36461,4.264,491672,4.287,3661856,4.320,1693488,4.354,5422876,4.398,842131,4.499,68551,4.521,3758405,4.589,3718419,4.700,6726,4.700,4575008
,!,MZ009F-4Pool-P6-C09-T12,MZ009F-4Pool-P6-C09-T12.d,Sample,,2/23/2018 1:02 AM,1.041,1188038,1.186,1994888,1.186,2335382,1.298,79499,1.656,780139,1.791,1463490,1.612,2280436,1.947,2746810,1.981,370559,1.958,2577539,2.193,1067887,2.328,233781,2.451,997588,2.562,1440418,2.540,1309677,2.797,6809547,2.809,4206616,3.055,2094522,3.099,1166105,3.469,167447,3.435,1248950,3.547,2152035,3.547,1186711,3.547,2959724,3.525,4587772,3.580,4983057,3.625,41907,3.692,5546862,3.759,5144225,3.771,2291250,3.894,221420,4.006,10422653,4.084,5601849,4.509,1302,4.330,50770,4.274,505201,4.285,3579034,4.319,1841198,4.364,5470420,4.397,850753,4.509,70269,4.520,3719989,4.598,3810197,4.699,4352,4.710,4417375
,!,MZ009F-4Pool-P6-C10-T12,MZ009F-4Pool-P6-C10-T12.d,Sample,,2/23/2018 1:09 AM,1.021,1302953,1.166,1972909,1.166,2325627,1.267,90803,1.647,754901,1.781,1292527,1.591,2352218,1.949,2781922,1.972,387579,1.949,2868425,2.184,870122,2.318,214429,2.441,931217,2.553,1511860,2.531,1368091,2.777,6695067,2.799,4108108,3.046,1997921,3.090,1241698,3.459,158674,3.426,1281882,3.527,2225069,3.549,1180416,3.549,3068224,3.527,4294343,3.605,5277028,3.627,32170,3.706,5563843,3.750,5016211,3.784,2396332,3.896,216502,4.008,9106923,4.086,5053493,4.522,2980,4.310,43467,4.265,493204,4.287,3618968,4.321,1703639,4.354,5111073,4.388,832814,4.500,66587,4.522,3633763,4.589,3663675,4.701,4040,4.701,4239908
,!,MZ009F-4Pool-P6-C11-T12,MZ009F-4Pool-P6-C11-T12.d,Sample,,2/23/2018 1:15 AM,1.029,1158446,1.186,2029753,1.186,2337474,1.297,86165,1.655,740941,1.790,1356537,1.611,2345883,1.946,2783344,1.980,395256,1.969,2800653,2.192,1181005,2.327,221563,2.450,916982,2.562,1473640,2.539,1196315,2.797,6708390,2.808,4153325,3.054,1992867,3.099,1189205,3.468,145132,3.445,1226602,3.546,2084435,3.546,1143510,3.546,2791362,3.524,4433572,3.580,4726659,3.624,39965,3.703,5448553,3.759,4887896,3.770,2395130,3.904,203050,4.005,9597906,4.094,4977156,4.519,1689,4.329,44901,4.273,401543,4.284,3424503,4.318,1773317,4.363,5235174,4.396,807440,4.508,68413,4.531,3567307,4.598,3552690,4.698,5348,4.698,4493382
,!,MZ009F-4Pool-P6-C12-T12,MZ009F-4Pool-P6-C12-T12.d,Sample,,2/23/2018 1:22 AM,1.033,1314565,1.167,1925663,1.167,2282080,1.279,87286,1.648,754974,1.782,1318936,1.603,2277822,1.950,2763959,1.972,408773,1.950,2840568,2.185,918209,2.319,247910,2.442,904861,2.554,1483237,2.532,1399520,2.778,6450230,2.800,4005838,3.046,1881778,3.091,1207279,3.460,163481,3.427,1277089,3.527,2195147,3.550,1130809,3.539,3058437,3.527,4271024,3.606,5212889,3.628,36352,3.706,5415075,3.751,4786123,3.785,2355838,3.897,206926,4.008,8141852,4.087,4351996,4.501,1839,4.322,37776,4.266,462658,4.288,3493093,4.322,1711520,4.355,4945146,4.389,793264,4.501,64141,4.523,3505111,4.590,3531598,5.161,1552,4.702,4175260
,!,MZ009F-4Pool-P6-C13-T12,MZ009F-4Pool-P6-C13-T12.d,Sample,,2/23/2018 1:28 AM,1.043,1167311,1.188,1911273,1.188,2249439,1.300,80705,1.658,769632,1.792,1511745,1.613,2349688,1.949,2707764,1.983,402152,1.960,2783196,2.195,1209343,2.329,286471,2.452,902507,2.564,1432079,2.542,1283551,2.788,6546246,2.810,4026767,3.045,1926188,3.101,1167336,3.470,158328,3.437,1178252,3.549,2077221,3.549,1138887,3.549,2903835,3.526,4463226,3.582,4859412,3.627,57514,3.694,5701335,3.761,4619103,3.772,2449547,3.907,202580,4.007,9483606,4.097,4847509,4.511,2176,4.343,49388,4.276,447225,4.287,3280912,4.321,1872343,4.365,5059497,4.399,789844,4.511,64529,4.533,3465993,4.600,3508314,4.779,916,4.712,4455471
,!,MZ009F-4Pool-P6-C14-T12,MZ009F-4Pool-P6-C14-T12.d,Sample,,2/23/2018 1:35 AM,1.019,1254118,1.164,2036959,1.164,2405750,1.265,85360,1.645,765006,1.780,1424773,1.601,2440919,1.947,2720327,1.970,408889,1.947,2764401,2.182,864295,2.317,298984,2.440,945283,2.552,1496329,2.529,1338528,2.786,6747450,2.798,4119469,3.055,2020272,3.089,1248637,3.469,153233,3.435,1291981,3.536,2192119,3.547,1184744,3.547,3090862,3.525,4367242,3.614,5234169,3.626,46972,3.704,5574216,3.749,4946227,3.782,2575804,3.894,216663,4.006,9037432,4.084,4989292,4.532,2712,4.308,47884,4.263,511881,4.286,3601880,4.319,1855623,4.353,5323491,4.386,843414,4.498,66077,4.520,3655969,4.588,3755743,4.699,3753,4.699,4603363
!,!,MZ009F-4Pool-P6-C15-T12,MZ009F-4Pool-P6-C15-T12.d,Sample,,2/23/2018 1:41 AM,1.032,1164382,1.178,1959578,1.178,2277111,1.290,81442,1.659,720720,1.782,1372281,1.603,2309671,1.950,2716854,1.983,394468,1.961,2721986,2.196,1167600,2.330,266215,2.453,892139,2.565,1381486,2.542,1341899,2.789,6506968,2.811,4017254,3.046,1978980,3.102,1142658,3.471,153889,3.437,1234991,3.549,2095786,3.538,1137060,3.549,2984363,3.527,4529779,3.583,4830927,3.717,4693,3.706,5681270,3.762,4685823,3.773,2371430,3.907,201833,4.008,9630529,4.097,5072850,,,4.332,46090,4.276,453893,4.288,3397880,4.321,1720991,4.366,4941543,4.399,802967,4.511,64894,4.523,3403043,4.601,3439441,4.702,2761,4.702,4273309
!,!,MZ009F-4Pool-P6-C16-T12,MZ009F-4Pool-P6-C16-T12.d,Sample,,2/23/2018 1:47 AM,1.022,1260068,1.167,1952590,1.167,2310486,1.268,86193,1.648,730615,1.782,1354237,1.603,2262126,1.950,2763629,1.972,401548,1.950,2716425,2.185,842172,2.319,290632,2.442,941749,2.554,1421683,2.532,1347021,2.778,6828633,2.800,4122758,3.046,2091621,3.091,1181554,3.460,148565,3.427,1250953,3.527,2196060,3.539,1213893,3.550,3038978,3.527,4306083,3.606,5346480,3.628,33772,3.706,5295400,3.751,4926422,3.785,2365089,3.897,215355,4.008,9754389,4.087,5529215,,,4.311,38005,4.266,471400,4.288,3638624,4.322,1771653,4.355,5262090,4.389,840623,4.501,69349,4.523,3562916,4.590,3662578,4.713,1972,4.702,4423784
!,!,MZ009F-4Pool-P6-C17-T12,MZ009F-4Pool-P6-C17-T12.d,Sample,,2/23/2018 1:54 AM,1.035,1199203,1.180,1895743,1.180,2328010,1.292,81892,1.661,750958,1.784,1436416,1.616,2291433,1.952,2728474,1.985,360058,1.963,2615068,2.187,1101056,2.321,223821,2.444,962102,2.567,1362953,2.534,1324058,2.791,6727848,2.813,4084681,3.048,2073848,3.104,1134949,3.473,153379,3.440,1240867,3.541,2112585,3.541,1152554,3.552,2864802,3.529,4464447,3.585,4816320,3.630,37919,3.697,5767016,3.753,5011196,3.764,2204960,3.898,207628,3.999,10201929,4.089,5380529,,,4.335,43054,4.279,473560,4.290,3491900,4.324,1796705,4.357,5282590,4.402,845335,4.503,68184,4.525,3573760,4.592,3597697,4.715,2160,4.704,4228003
,!,MZ009F-4Pool-P6-C18-T12,MZ009F-4Pool-P6-C18-T12.d,Sample,,2/23/2018 2:00 AM,1.032,1261250,1.177,1957607,1.166,2358091,1.278,86406,1.647,761495,1.781,1353266,1.602,2380607,1.949,2804869,1.972,415587,1.949,2938425,2.184,858655,2.318,266233,2.441,886101,2.553,1577222,2.531,1303074,2.777,6630829,2.799,4067053,3.046,1992935,3.090,1252528,3.459,156948,3.426,1264140,3.527,2204223,3.549,1180876,3.549,3085135,3.527,4320591,3.616,5256126,3.638,37907,3.706,5567732,3.750,4975029,3.784,2275355,3.896,214332,4.008,8804339,4.086,4801323,4.410,1323,4.310,38372,4.265,483427,4.287,3560216,4.321,1721538,4.354,5153931,4.388,798998,4.500,69711,4.522,3570406,4.589,3608188,4.824,348,4.701,4134691
!,!,MZ009F-4Pool-P6-C19-T12,MZ009F-4Pool-P6-C19-T12.d,Sample,,2/23/2018 2:07 AM,1.043,1298548,1.189,1891243,1.189,2203793,1.301,78400,1.659,747709,1.793,1415684,1.614,2333468,1.950,2707880,1.983,386469,1.961,2671877,2.196,1138858,2.330,218981,2.442,957621,2.565,1324498,2.542,1293642,2.789,6589311,2.811,4024014,3.046,1925977,3.102,1114109,3.471,149502,3.437,1217242,3.538,2128714,3.538,1129306,3.549,2844102,3.527,4426709,3.583,4686010,3.717,4312,3.695,5633536,3.762,4823082,3.762,2300916,3.896,200272,3.997,9360732,4.086,4736726,,,4.332,40088,4.265,462561,4.288,3406046,4.321,1770000,4.355,5094881,4.399,797034,4.500,63286,4.523,3451143,4.590,3430195,4.713,1835,4.701,4046880
,!,MZ009F-4Pool-P6-C20-T12,MZ009F-4Pool-P6-C20-T12.d,Sample,,2/23/2018 2:13 AM,1.023,1283253,1.168,1974671,1.168,2347454,1.269,88471,1.649,770419,1.784,1436170,1.593,2475240,1.951,2829994,1.974,414858,1.951,2942815,2.186,919088,2.309,262746,2.444,913297,2.556,1563666,2.533,1400778,2.779,6729283,2.802,4118991,3.048,1926470,3.092,1251825,3.462,159208,3.428,1279607,3.529,2183886,3.540,1189577,3.551,3073193,3.529,4329384,3.607,5368555,3.629,40755,3.697,5666676,3.753,4917835,3.786,2405555,3.898,198756,4.010,7786279,4.088,3835379,4.524,1592,4.312,49775,4.267,453512,4.289,3476680,4.323,1834239,4.357,5150181,4.390,798046,4.502,63332,4.524,3536310,4.592,3603270,5.162,3402,4.703,4270336
,!,MZ009F-4Pool-P6-C21-T12,MZ009F-4Pool-P6-C21-T12.d,Sample,,2/23/2018 2:20 AM,1.041,1156457,1.186,2084571,1.186,2401737,1.287,90568,1.656,765470,1.790,1412941,1.611,2444704,1.947,2906842,1.981,426673,1.969,2935967,2.193,1252165,2.327,230487,2.450,875999,2.562,1640422,2.540,1333699,2.797,6756412,2.808,4204904,3.054,1988648,3.099,1221838,3.468,152802,3.435,1232184,3.547,2098297,3.547,1162120,3.547,2928445,3.524,4456355,3.580,4909554,3.625,38824,3.703,5671516,3.759,4838006,3.770,2476012,3.905,203627,4.005,9160819,4.095,4156240,4.229,1537,4.330,46625,4.274,473636,4.296,3471965,4.330,1793198,4.363,5105056,4.397,819356,4.509,66627,4.531,3606215,4.598,3603799,4.867,2142,4.710,4612016
,!,MZ009F-4Pool-P6-C22-T12,MZ009F-4Pool-P6-C22-T12.d,Sample,,2/23/2018 2:26 AM,1.022,1136263,1.167,1827707,1.167,2186881,1.268,86583,1.648,724741,1.782,1244398,1.603,2297699,1.950,2703768,1.973,400945,1.950,2793687,2.185,898194,2.319,236449,2.442,933801,2.554,1375484,2.532,1291646,2.778,6237180,2.800,3838570,3.046,1867837,3.091,1206660,3.460,152431,3.427,1250327,3.539,2104106,3.550,1083151,3.550,3137148,3.527,4224165,3.606,4830741,3.639,33145,3.695,5423683,3.751,4495570,3.774,2285778,3.897,190632,4.009,8141613,4.087,4388125,4.534,2158,4.311,40361,4.266,449111,4.277,3280051,4.311,1586155,4.355,4702221,4.389,765009,4.501,60602,4.523,3215466,4.590,3218539,4.792,500,4.702,3984759
,!,MZ009F-4Pool-P6-C23-T12,MZ009F-4Pool-P6-C23-T12.d,Sample,,2/23/2018 2:33 AM,1.043,1134374,1.189,1974347,1.189,2267234,1.289,85532,1.659,743451,1.793,1298826,1.614,2244377,1.949,2727170,1.983,390539,1.961,2655036,2.196,1110973,2.330,209495,2.442,952050,2.565,1405384,2.542,1328607,2.788,6575965,2.811,4010887,3.046,2056829,3.102,1149727,3.471,166956,3.437,1247801,3.538,2148380,3.538,1130826,3.549,2967322,3.527,4526026,3.583,4907942,3.616,37433,3.695,5770172,3.762,4943348,3.762,2321728,3.896,207053,3.997,9780606,4.086,5094247,4.500,3706,4.332,46435,4.265,471147,4.288,3494957,4.321,1766117,4.355,5200248,4.399,805082,4.500,67754,4.523,3645935,4.590,3569355,4.858,2726,4.702,4423144
,!,MZ009F-4Pool-P6-C24-T12,MZ009F-4Pool-P6-C24-T12.d,Sample,,2/23/2018 2:39 AM,1.033,1288643,1.167,1988098,1.167,2343424,1.279,85435,1.648,695176,1.782,786006,1.603,2270161,1.950,1658124,1.972,393060,1.950,2801081,2.185,846460,2.476,2599,2.442,944842,2.554,1450214,2.532,1376132,2.778,6748506,2.800,4131744,3.046,2100089,3.091,1269002,3.449,140588,3.427,1259831,3.527,2217169,3.539,1183167,3.550,3039969,3.527,4285698,3.606,5460045,4.053,540,3.706,5376157,3.751,5007626,3.785,2362385,3.897,219776,4.009,9747797,4.087,5160660,4.478,840,4.311,30946,4.266,480306,4.288,3479806,4.322,466569,4.355,5434723,4.389,828373,4.501,70167,4.523,3628794,4.590,3637888,4.848,3302,4.702,4239021
,!,MZ009F-4Pool-P6-R17-T12,MZ009F-4Pool-P6-R17-T12.d,Sample,,2/23/2018 2:45 AM,1.032,1214330,1.177,2080356,1.177,2440539,1.289,93711,1.658,588363,1.792,670309,1.613,2384162,1.949,2939259,1.982,400255,1.960,2804466,2.195,1132515,2.329,16833,2.452,930680,2.564,1530516,2.542,1347624,2.788,6848743,2.810,4176685,3.045,2152399,3.101,1177114,3.470,136537,3.437,1187253,3.537,2120394,3.537,1191542,3.549,2741462,3.526,4290737,3.582,4794706,3.627,1981,3.705,5339189,3.761,5096923,3.772,2165476,3.907,219296,4.007,9896528,4.097,5134575,4.656,1425,4.332,20541,4.276,450907,4.287,3649648,4.320,1063623,4.365,5434066,4.399,847703,4.511,69036,4.533,3730968,4.600,3697305,4.858,2483,4.701,4327224
!,!,MZ009F-4Pool-P6-R19-T12,MZ009F-4Pool-P6-R19-T12.d,Sample,,2/23/2018 2:52 AM,1.032,1154725,1.166,1980730,1.166,2292057,1.278,90865,1.647,665125,1.782,863741,1.603,2348044,1.949,1604404,1.972,413796,1.949,2972065,2.184,904144,2.486,1737,2.442,873750,2.554,1523001,2.531,1344127,2.777,6409376,2.800,3989200,3.046,1914902,3.091,1239541,3.460,114488,3.426,1258104,3.527,2204267,3.549,1135251,3.549,2990135,3.527,4150411,3.616,5059412,4.131,543,3.706,5269931,3.751,4753865,3.784,2247771,3.896,201653,4.008,8067897,4.097,3986983,,,4.321,24304,4.265,449726,4.288,3375363,4.321,390544,4.355,4994485,4.388,788402,4.500,62796,4.523,3444291,4.590,3387036,4.769,1024,4.701,3968587
,!,MZ009F-4Pool-P6-R21-T12,MZ009F-4Pool-P6-R21-T12.d,Sample,,2/23/2018 2:58 AM,1.030,1274305,1.186,2159377,1.175,2508399,1.287,88554,1.656,745997,1.779,1319480,1.611,2475536,1.947,2980622,1.981,410298,1.958,2898285,2.193,1159536,2.316,74316,2.450,934447,2.562,1593762,2.540,971861,2.797,7070098,2.808,4409995,3.054,2123762,3.099,1228489,3.468,140216,3.435,1239799,3.547,2071333,3.547,1249802,3.547,2754139,3.524,4455348,3.580,5001267,3.625,15436,3.692,5711547,3.759,5104252,3.770,2463967,3.905,206831,4.005,9277219,4.095,3702178,4.509,1092,4.330,27480,4.274,472588,4.285,3567544,4.319,1501924,4.363,5471662,4.397,874633,4.509,67231,4.531,3738568,4.598,3706721,4.856,3380,4.710,4573657
!,!,MZ009F-4Pool-P6-R23-T12,MZ009F-4Pool-P6-R23-T12.d,Sample,,2/23/2018 3:05 AM,1.017,1398683,1.163,1992672,1.163,2297873,1.274,92515,1.644,692926,1.778,1175847,1.599,2268756,1.946,2853413,1.968,410900,1.946,2932628,2.181,886855,2.315,68662,2.438,866129,2.550,1444319,2.527,1358520,2.785,6577768,2.796,4035692,3.053,1914650,3.087,1269536,3.456,129899,3.434,1248423,3.534,2189425,3.545,1196314,3.545,2920827,3.534,4117068,3.613,5207404,3.713,2531,3.702,5417850,3.747,4941698,3.780,2267955,3.892,206465,4.004,8113155,4.094,4266143,,,4.306,24844,4.261,445325,4.284,3509733,4.317,1478671,4.351,5180670,4.384,810443,4.496,64057,4.519,3582700,4.586,3515357,5.156,3662,4.698,4104727
,!,MZ009F-4Pool-P6-R25-T12,MZ009F-4Pool-P6-R25-T12.d,Sample,,2/23/2018 3:11 AM,1.038,1276209,1.184,1949154,1.184,2275961,1.296,87600,1.654,674999,1.788,1134747,1.620,2358252,1.944,2841660,1.978,416056,1.967,2876001,2.191,1212791,2.325,54724,2.448,900426,2.571,1525049,2.537,1341284,2.795,6556706,2.817,4128853,3.052,1910036,3.097,1172600,3.466,136695,3.443,1198729,3.544,2103520,3.544,1137631,3.555,2798508,3.522,4437931,3.578,4857495,3.634,10036,3.701,5588524,3.768,4819426,3.768,2318541,3.902,204762,4.003,9065502,4.092,4505200,4.506,5016,4.327,23591,4.271,443902,4.294,3511535,4.327,1433032,4.361,5090396,4.394,819746,4.506,67570,4.529,3549205,4.596,3526872,4.875,2570,4.708,4225448
,!,MZ009F-4Pool-P6-R27-T12,MZ009F-4Pool-P6-R27-T12.d,Sample,,2/23/2018 3:18 AM,1.031,1139018,1.165,1992292,1.165,2309352,1.277,91796,1.646,682003,1.780,1054651,1.601,2412891,1.948,2819661,1.970,415694,1.948,2990677,2.183,924670,2.317,80517,2.440,875974,2.552,1613787,2.530,1355733,2.787,6500806,2.798,3987739,3.044,1947672,3.089,1250393,3.458,138399,3.425,1216615,3.525,2150047,3.548,1131392,3.548,2952740,3.525,4097973,3.604,5104847,3.637,11373,3.693,5401574,3.749,4803155,3.783,2403955,3.895,202899,4.006,7773958,4.085,4022036,4.141,1783,4.320,23262,4.264,438295,4.286,3455235,4.320,1392771,4.353,4948956,4.387,796629,4.499,61838,4.521,3536109,4.588,3475478,4.778,444,4.700,4292843
!,!,MZ009F-4Pool-P6-R29-T12,MZ009F-4Pool-P6-R29-T12.d,Sample,,2/23/2018 3:24 AM,1.032,1096742,1.177,2023521,1.177,2309897,1.278,84977,1.658,691889,1.781,1137918,1.613,2341882,1.949,2815632,1.983,400629,1.960,2791926,2.195,1154430,2.318,75590,2.452,914039,2.564,1466878,2.542,933907,2.788,6702730,2.810,4098647,3.045,2034325,3.101,1154916,3.470,133765,3.437,1214801,3.549,2121486,3.549,1162169,3.549,2869977,3.526,4452689,3.582,4795023,3.627,13604,3.705,5632959,3.761,4893771,3.772,2346295,3.907,212979,4.007,9314490,4.097,4538754,,,4.332,24776,4.276,456229,4.298,3463409,4.321,1469401,4.365,5138792,4.399,821273,4.511,68493,4.533,3576564,4.600,3596956,4.858,1590,4.712,4498509
,!,MZ009F-4Pool-P6-R31-T12,MZ009F-4Pool-P6-R31-T12.d,Sample,,2/23/2018 3:31 AM,1.030,1386082,1.165,2080607,1.165,2560008,1.276,89742,1.646,698620,1.780,1092049,1.601,2422057,1.948,2862718,1.970,390615,1.948,2761074,2.183,831510,2.317,57254,2.440,925714,2.552,1460607,2.529,1340621,2.787,7094448,2.798,4246221,3.055,2234040,3.089,1241498,3.458,137296,3.436,1241430,3.536,2200698,3.547,1244316,3.547,2890094,3.525,4189114,3.615,5581350,3.637,7251,3.704,5498253,3.749,5303128,3.782,2467772,3.894,235896,4.006,9690257,4.084,5420994,4.498,2638,4.319,20097,4.263,493077,4.286,3891557,4.319,1486146,4.353,5629193,4.386,896889,4.498,67710,4.521,4005126,4.588,3904995,4.845,1801,4.700,4638364
!,!,MZ009F-4Pool-P6-R18-T12,MZ009F-4Pool-P6-R18-T12.d,Sample,,2/23/2018 3:37 AM,1.032,1104857,1.177,2018067,1.177,2314659,1.278,85487,1.658,655150,1.793,916243,1.614,2272519,1.949,2849199,1.983,390135,1.960,2750195,2.195,1118651,2.318,37464,2.441,859358,2.565,1501207,2.542,1304869,2.788,6479951,2.811,4013394,3.046,1964264,3.101,1160066,3.471,125383,3.437,1159078,3.538,2086500,3.538,1093086,3.549,2766066,3.527,4291906,3.583,4593349,3.627,4443,3.706,5530553,3.762,4731433,3.773,2169142,3.907,205329,4.008,9265568,4.097,4839150,,,4.332,20174,4.276,434423,4.298,3491981,4.321,1202591,4.366,5135221,4.399,811904,4.500,64663,4.533,3562937,4.601,3532332,4.858,2062,4.712,4247264
,!,MZ009F-4Pool-P6-R20-T12,MZ009F-4Pool-P6-R20-T12.d,Sample,,2/23/2018 3:43 AM,1.031,1094416,1.166,1979346,1.166,2329330,1.277,88228,1.647,688159,1.781,1084555,1.602,2371265,1.949,2825628,1.971,425571,1.949,2911476,2.184,916671,2.307,85941,2.441,895053,2.553,1587882,2.530,1387740,2.776,6576492,2.799,2938617,3.045,1960998,3.090,1262013,3.459,131027,3.425,1211374,3.526,2124865,3.548,1141738,3.548,2951946,3.526,4102454,3.616,5110116,3.638,12585,3.705,5407470,3.750,4817856,3.783,2150735,3.895,199349,4.007,7608968,4.097,3814946,4.522,2211,4.309,19241,4.264,431310,4.287,3424063,4.320,1373216,4.354,4950906,4.387,777484,4.499,60223,4.522,3492372,4.589,3481219,5.148,4338,4.701,3991993
!,!,MZ009F-4Pool-P6-R22-T12,MZ009F-4Pool-P6-R22-T12.d,Sample,,2/23/2018 3:50 AM,1.030,1431019,1.186,1862959,1.186,2218063,1.287,76615,1.656,677537,1.791,1093200,1.623,2234263,1.947,2822149,1.981,400005,1.958,2842274,2.193,1178782,2.316,77606,2.451,854891,2.562,1297761,2.540,1270580,2.797,6354233,2.809,3877856,3.055,1887074,3.099,1110033,3.469,130120,3.435,1174358,3.547,2047910,3.547,1103814,3.547,2693897,3.525,4229735,3.580,4484177,3.715,2872,3.692,5426507,3.759,4650793,3.759,2262418,3.905,187006,4.006,8690238,4.095,4108630,,,4.330,22173,4.274,409368,4.285,3303792,4.319,1384265,4.364,4868149,4.397,779850,4.498,58171,4.520,3241917,4.598,3105365,4.856,2664,4.699,3758385
!,!,MZ009F-4Pool-P6-R24-T12,MZ009F-4Pool-P6-R24-T12.d,Sample,,2/23/2018 3:56 AM,1.032,1501120,1.178,1900355,1.167,2311161,1.278,83533,1.648,701016,1.782,1167786,1.592,2386394,1.950,2849147,1.972,411320,1.950,2908521,2.185,918364,2.308,70906,2.442,885295,2.554,1498384,2.531,1354324,2.778,6759536,2.800,4128784,3.057,1962105,3.091,1226413,3.460,133790,3.426,1266052,3.527,2186173,3.549,1173622,3.538,2980769,3.527,4246506,3.605,5325636,3.717,3302,3.695,5255721,3.751,5044951,3.773,2414051,3.885,210354,4.008,8548759,4.086,4664249,,,4.310,21968,4.265,448680,4.288,3632609,4.321,1491648,4.355,5153466,4.389,821473,4.500,64737,4.523,3565920,4.590,3575278,4.847,1545,4.702,4069999
,!,MZ009F-4Pool-P6-R26-T12,MZ009F-4Pool-P6-R26-T12.d,Sample,,2/23/2018 4:03 AM,1.042,1304967,1.187,1939802,1.187,2275101,1.299,81248,1.657,682670,1.791,1139961,1.612,2351774,1.948,2853118,1.981,409423,1.970,2882112,2.194,1218755,2.328,69464,2.451,879876,2.563,1498373,2.541,1221089,2.798,6517599,2.809,4092007,3.055,1873414,3.100,1197894,3.469,131395,3.436,1165192,3.548,2105512,3.548,1149963,3.548,2741613,3.525,4284915,3.581,4829680,3.715,2909,3.693,5392449,3.760,4721921,3.760,2268111,3.894,205556,4.006,9345233,4.096,4888215,4.521,437,4.331,24611,4.275,452066,4.286,3450451,4.319,1483279,4.364,5127279,4.398,790643,4.498,66772,4.532,3556807,4.599,3493037,5.159,3188,4.700,4217703
!,!,MZ009F-4Pool-P6-R28-T12,MZ009F-4Pool-P6-R28-T12.d,Sample,,2/23/2018 4:09 AM,1.033,1200058,1.167,1857636,1.167,2282775,1.279,78566,1.648,672313,1.782,1086235,1.603,2326293,1.950,2695803,1.972,413480,1.950,2813961,2.185,915011,2.319,77140,2.442,887816,2.554,1531795,2.532,1293127,2.778,6402209,2.800,4006614,3.046,1937344,3.091,1231728,3.460,119790,3.427,1258813,3.527,2135244,3.539,1125823,3.550,2960595,3.527,4151442,3.606,5091748,3.639,12509,3.695,5351341,3.751,4744599,3.785,2425598,3.896,208413,4.008,7876300,4.098,4139972,,,4.333,22117,4.266,446484,4.288,3463740,4.322,1416780,4.355,4946032,4.389,781559,4.501,64194,4.523,3438933,4.590,3449055,4.747,1002,4.702,4189267
