Sample,,,,,,,IS_SPARTEINE Results,,NALOXONE HYDROCHLORIDE Results,,FENSPIRIDE HYDROCHLORIDE Results,,PIDOTIMOD Results,,TINIDAZOLE Results,,ROXATIDINE ACETATE HYDROCHLORIDE Results,,IS_EMETINE Results,,FAMCICLOVIR Results,,IS_CAFFEINE Results,,IS_YOHIMBINE Results,,IS_SULFAMETHOXAZOLE Results,,DIACETAMATE Results,,IS_EYTHROMYCINE Results,,VILAZODONE HYDROCHLORIDE Results,,PHENAZOPYRIDINE HYDROCHLORIDE Results,,DILTIAZEM HYDROCHLORIDE Results,,PERICIAZINE Results,,PANTOPRAZOLE Results,,FLUOXETINE Results,,ENTACAPONE Results,,METAXALONE Results,,MEBENDAZOLE Results,,RILUZOLE Results,,CETIRIZINE HYDROCHLORIDE Results,,QUINAPRIL HYDROCHLORIDE Results,,FAMPROFAZONE Results,,BISACODYL Results,,TELMISARTAN Results,,GRISEOFULVIN Results,,IS_MIFEPRISTONE Results,,BICALUTAMIDE Results,,IRBESARTAN Results,,DEFLAZACORT Results,,ARTEMISININ Results,,SULFASALAZINE Results,,NITRENDIPINE Results,,DIFLORASONE DIACETATE Results,,RACECADOTRIL Results,,LEVONORGESTREL Results,,ETODOLAC Results,,PACLITAXEL Results,,CYPROTERONE ACETATE Results,,NORETHINDRONE ACETATE Results,,DANAZOL Results,,IS_IPRIFLAVONE Results,
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
,!,MZ009F-4Pool-P6-R01-T01,MZ009F-4Pool-P6-R01-T01.d,Sample,,2/24/2018 7:27 AM,1.045,1142957,1.191,1714733,1.191,1966620,1.303,65187,1.661,1108284,1.784,3678829,1.638,2030970,1.952,2443816,1.985,368620,1.963,2524397,2.198,1040455,2.321,1249199,2.444,832059,2.567,919526,2.533,1540979,2.791,6011298,2.813,3667681,3.048,4229333,3.104,1113671,3.473,389882,3.439,1243813,3.540,1955705,3.540,1137562,3.551,2970573,3.529,4586025,3.585,5782195,3.630,6229923,3.697,5753615,3.764,4568507,3.775,2432920,3.909,165055,4.010,9549269,4.099,5258262,4.155,35631,4.346,847191,4.278,434073,4.301,2785900,4.323,4154498,4.368,4312497,4.402,639233,4.513,58316,4.536,2726955,4.603,2564739,4.715,3002882,4.715,3441857
,!,MZ009F-4Pool-P6-R03-T01,MZ009F-4Pool-P6-R03-T01.d,Sample,,2/24/2018 7:33 AM,1.020,1174172,1.165,1789081,1.165,2066293,1.277,67944,1.646,1108590,1.770,3839701,1.613,2066132,1.948,2475727,1.971,371328,1.948,2593792,2.183,789847,2.318,1290604,2.441,857529,2.553,1238703,2.530,1690174,2.776,6328127,2.799,3932169,3.056,4405483,3.090,1286267,3.459,432515,3.436,1323322,3.537,2154740,3.548,1224198,3.548,3257703,3.526,4518028,3.615,6246676,3.638,6214889,3.694,6105836,3.750,4909222,3.783,2691491,3.884,192826,4.007,9444534,4.085,5399602,4.141,76082,4.309,1080290,4.264,525883,4.287,2973333,4.320,4798748,4.365,4908333,4.387,703591,4.499,61277,4.533,3303484,4.600,3184718,4.700,3830469,4.700,3877897
,!,MZ009F-4Pool-P6-R05-T01,MZ009F-4Pool-P6-R05-T01.d,Sample,,2/24/2018 7:40 AM,1.043,1162628,1.188,1711874,1.188,1921349,1.300,64384,1.658,1102652,1.781,3711718,1.647,2026262,1.949,2505121,1.982,378571,1.960,2639285,2.195,1098473,2.329,1292778,2.452,812629,2.564,1307649,2.531,1638804,2.788,5967193,2.810,3765228,3.056,4191097,3.101,1213700,3.470,389568,3.437,1212508,3.549,1953531,3.549,1079317,3.549,2860895,3.526,4414031,3.582,5557505,3.627,6174274,3.705,5895286,3.761,4445283,3.772,2261862,3.907,170935,4.007,9289198,4.097,5046422,4.153,76798,4.343,1025293,4.276,504643,4.298,2793169,4.332,4385264,4.365,4491926,4.399,665036,4.511,61459,4.533,3093063,4.600,3087642,4.712,3577114,4.712,3267300
,!,MZ009F-4Pool-P6-R07-T01,MZ009F-4Pool-P6-R07-T01.d,Sample,,2/24/2018 7:46 AM,1.030,1106697,1.176,1698407,1.176,1930417,1.276,64433,1.645,1071688,1.780,3718881,1.634,2016872,1.948,2407959,1.970,367360,1.948,2533767,2.182,815661,2.317,1289510,2.440,818763,2.552,1304283,2.529,1639187,2.775,5920135,2.798,3694038,3.055,4183785,3.089,1236591,3.458,398624,3.424,1293983,3.536,2074895,3.547,1129404,3.547,3230657,3.525,4390543,3.614,5950524,3.637,6114269,3.704,5994469,3.760,4475576,3.782,2372958,3.894,169943,4.006,8296832,4.095,4843151,4.151,96628,4.308,1078098,4.263,535589,4.286,2873554,4.319,4594587,4.364,4486212,4.398,656404,4.509,61499,4.532,3303371,4.599,3132403,4.700,3875163,4.711,3376526
,!,MZ009F-4Pool-P6-R09-T01,MZ009F-4Pool-P6-R09-T01.d,Sample,,2/24/2018 7:53 AM,1.042,1048639,1.187,1673974,1.187,1867419,1.288,62065,1.657,1064129,1.780,3705288,1.635,1906212,1.948,2348765,1.982,351252,1.959,2497988,2.194,989294,2.317,1160564,2.451,854278,2.563,1317289,2.753,114072,2.787,5867780,2.809,3666833,3.055,4186825,3.100,1187080,3.469,400972,3.436,1231950,3.548,2001892,3.548,1121879,3.548,2912939,3.525,4479978,3.581,5700240,3.626,6405130,3.704,6111511,3.760,4435857,3.771,2328695,3.906,170550,4.006,9295365,4.096,5062134,4.152,87885,4.342,1167971,4.275,537711,4.286,2782775,4.320,4469948,4.364,4599922,4.398,670624,4.510,62763,4.532,3400902,4.599,3330609,4.711,4115832,4.711,3694749
,!,MZ009F-4Pool-P6-R11-T01,MZ009F-4Pool-P6-R11-T01.d,Sample,,2/24/2018 7:59 AM,1.029,1166770,1.175,1658152,1.175,1936397,1.287,66485,1.645,1114262,1.779,3677698,1.622,2064729,1.947,2477407,1.969,386175,1.947,2656150,2.182,852343,2.316,1242717,2.439,793412,2.551,1365618,2.517,1727517,2.774,6059000,2.797,3771807,3.054,4285739,3.088,1195153,3.457,402597,3.423,1308735,3.535,2089066,3.546,1135213,3.546,3211847,3.535,4352416,3.613,6030954,3.636,5868344,3.703,6012162,3.759,4547173,3.781,2547401,3.893,172256,4.005,7725457,4.095,4282309,4.150,61753,4.318,1140533,4.262,534251,4.285,2852578,4.329,4484458,4.363,4482736,4.397,652074,4.508,60510,4.531,3375338,4.598,3169240,4.699,4062036,4.710,3526265
,!,MZ009F-4Pool-P6-R13-T01,MZ009F-4Pool-P6-R13-T01.d,Sample,,2/24/2018 8:05 AM,1.033,1047013,1.178,1735958,1.178,1943708,1.290,69167,1.659,1084160,1.782,3735908,1.637,2076870,1.950,2470736,1.984,376521,1.961,2690393,2.196,1081273,2.319,1213106,2.443,833698,2.566,1360875,2.532,1701253,2.789,5884082,2.812,3714671,3.058,4284235,3.103,1199031,3.472,402037,3.438,1259548,3.550,1986266,3.550,1105628,3.550,2972295,3.528,4491988,3.584,5719329,3.628,6204153,3.707,6282172,3.763,4453177,3.774,2431004,3.908,174834,4.009,9058096,4.098,4720444,4.154,66666,4.344,1200065,4.277,545155,4.300,2745038,4.333,4386475,4.367,4561696,4.400,660927,4.512,64070,4.534,3335221,4.602,3314038,4.713,4123067,4.713,3601420
,!,MZ009F-4Pool-P6-R15-T01,MZ009F-4Pool-P6-R15-T01.d,Sample,,2/24/2018 8:12 AM,1.022,1182937,1.168,1739329,1.168,1972698,1.268,72513,1.649,1093129,1.772,3757083,1.626,1975288,1.951,2479758,1.973,393330,1.951,2661798,2.186,850605,2.309,1307904,2.443,834336,2.555,1359405,2.532,1708873,2.779,6037803,2.801,3754327,3.047,4217013,3.092,1225826,3.461,407030,3.427,1298193,3.539,2050879,3.550,1138616,3.550,3187442,3.528,4346831,3.606,5930023,3.640,5714283,3.696,6045477,3.752,4486299,3.785,2465428,3.897,171683,4.009,9195911,4.087,5308267,4.143,42633,4.311,1162344,4.266,545227,4.289,2875257,4.322,4569803,4.356,4560100,4.389,671392,4.501,62421,4.524,3306664,4.591,3286986,4.703,3925969,4.703,3379836
,!,MZ009F-4Pool-P6-R02-T01,MZ009F-4Pool-P6-R02-T01.d,Sample,,2/24/2018 8:18 AM,1.042,1034179,1.187,1857328,1.187,2101170,1.288,68971,1.657,1119795,1.780,4088841,1.635,2114966,1.948,2460947,1.982,350219,1.959,2495825,2.194,983426,2.328,1219047,2.451,922873,2.563,1485353,2.530,1667593,2.787,6662267,2.809,4154633,3.055,4536130,3.100,1248294,3.469,462597,3.436,1304112,3.548,2122178,3.548,1231017,3.559,3090688,3.525,4933727,3.592,6429925,3.626,6870802,3.704,6509681,3.760,5052856,3.771,2448003,3.906,197891,4.006,9634042,4.096,4817803,4.152,82573,4.342,1406367,4.275,632640,4.297,2876845,4.331,4661459,4.364,5084318,4.398,743801,4.510,69522,4.532,3882887,4.599,3927425,4.711,4925872,4.711,4148578
